year,petit_ADJ are_NOUN,petit_ADJ bar_NOUN
1976,0.0,7.65612596653753e-08
1977,0.0,1.016683238153071e-07
1978,5.940591352171509e-10,8.37623387317521e-08
1979,0.0,8.485361335797137e-08
1980,0.0,7.731804652078011e-08
1981,0.0,8.855769356719279e-08
1982,0.0,7.697302939480011e-08
1983,0.0,7.830992154733707e-08
1984,0.0,6.552879744381457e-08
1985,0.0,6.256180440367132e-08
1986,0.0,7.672941393366273e-08
1987,0.0,7.332980306307135e-08
1988,5.996553809062277e-10,1.6310626416160545e-07
1989,0.0,1.0921363269300599e-07
1990,0.0,1.242292380632115e-07
1991,0.0,1.1722930753910177e-07
1992,0.0,1.61441361390402e-07
1993,0.0,8.419595387554324e-08
1994,0.0,8.070637796953051e-08
1995,0.0,6.723839246491892e-08
1996,5.338092190498855e-10,6.992900636326738e-08
1997,0.0,8.439014054228977e-08
1998,0.0,8.153501207530667e-08
1999,0.0,6.718195388888404e-08
2000,0.0,6.847949074462178e-08
2001,0.0,9.331981440374726e-08
2002,0.0,8.850067140242501e-08
2003,0.0,1.0667322603019613e-07
2004,0.0,9.25006176655252e-08
2005,0.0,1.1169299329871762e-07
2006,1.2353669198716943e-09,1.3177248114892848e-07
2007,0.0,1.7096372598168763e-07
2008,0.0,2.76307830254785e-07
2009,0.0,3.342503021031007e-07
2010,0.0,4.057738155482937e-07
2011,0.0,7.426153502687605e-07
2012,0.0,8.132759755086205e-07
2013,0.0,5.505732776356353e-07
2014,2.1654451842767486e-10,6.006944819336724e-07
2015,0.0,5.962587565494504e-07
2016,2.0713400439298368e-10,5.625759620375703e-07
2017,0.0,5.798483950769651e-07
2018,2.5814667070633845e-10,5.779904139746606e-07
2019,0.0,7.005012472305339e-07
