year,est_VERB au_ADP,est_VERB beau_ADV
1844,2.5329161871923134e-05,1.3117661410433357e-06
1845,2.5393384930794127e-05,1.4971751625125762e-06
1846,2.6247485948260874e-05,1.3629279465021682e-06
1847,2.3872025849414058e-05,1.1029142115148716e-06
1848,2.8931421184097417e-05,1.0708190529840067e-06
1849,2.569296157162171e-05,1.0583200946712168e-06
1850,2.5122000806732103e-05,1.0088448334499844e-06
1851,2.5224400815204717e-05,1.177022568299435e-06
1852,2.4791506803012453e-05,1.2383056855469476e-06
1853,2.6622872610460036e-05,1.2176768677818472e-06
1854,2.581465923867654e-05,1.3368444342631847e-06
1855,2.529710764065385e-05,1.4042155953575275e-06
1856,2.554373349994421e-05,1.5319302519856137e-06
1857,2.5801704396144487e-05,1.4151495406622416e-06
1858,2.600108018668834e-05,1.4269959365265095e-06
1859,2.51196906901896e-05,1.5383456002382445e-06
1860,2.493787178536877e-05,1.5072666883497732e-06
1861,2.608682552818209e-05,1.7222699852936785e-06
1862,2.5174220354529098e-05,1.5609642787239864e-06
1863,2.4695902538951486e-05,1.5033808722364483e-06
1864,2.6334084395784885e-05,1.4034168316356954e-06
1865,2.565559589129407e-05,1.5236055332934484e-06
1866,2.6896135750575922e-05,1.3497210602508858e-06
1867,2.612899334053509e-05,1.441285007786064e-06
1868,2.5259058020310476e-05,1.3540194458983024e-06
1869,2.5620895030442625e-05,1.5241463415804901e-06
1870,2.561858309491072e-05,1.296468440159515e-06
1871,2.4558286895626225e-05,1.106726699617866e-06
1872,2.509162004571408e-05,1.3606513675767928e-06
1873,2.5441117031732574e-05,1.0876569831452798e-06
1874,2.479641989339143e-05,1.098133111554489e-06
1875,2.571483128122054e-05,1.5356579297076678e-06
1876,2.651782051543705e-05,1.981883542612195e-06
1877,2.6399886337458156e-05,1.3161288734409027e-06
1878,2.5254261345253326e-05,1.1413877700761077e-06
1879,2.5747140171006322e-05,1.2365273960313061e-06
1880,2.445135214657057e-05,1.439522861801379e-06
1881,2.569438765931409e-05,1.294097387471993e-06
1882,2.501626113371458e-05,1.3117763728587306e-06
1883,2.516360837034881e-05,1.2891451888208394e-06
1884,2.4918104827520438e-05,1.2615843161256635e-06
1885,2.4441205823677592e-05,1.1692383168337983e-06
1886,2.4139826564351097e-05,1.0706296507123625e-06
1887,2.3563541617477313e-05,1.0975122677336913e-06
1888,2.3358825274044648e-05,1.2237386499691638e-06
1889,2.3538119421573356e-05,1.221701609210868e-06
1890,2.349616443098057e-05,1.0428028645037557e-06
1891,2.393009708612226e-05,1.1001903885698994e-06
1892,2.339220736757852e-05,9.684852102509467e-07
1893,2.346910878259223e-05,9.779565743883722e-07
1894,2.355578362767119e-05,1.175867282654508e-06
1895,2.3037449864204973e-05,1.0057104873339995e-06
1896,2.3341619453276508e-05,1.0201860050074174e-06
1897,2.2322721633827314e-05,1.0231708529317984e-06
1898,2.3322607376030646e-05,1.084140762941388e-06
1899,2.318819133506622e-05,1.0646116379575687e-06
1900,2.2379668735084124e-05,1.068837832463032e-06
1901,2.2898739189258777e-05,9.813825272431131e-07
1902,2.2628551960224286e-05,8.848331276567478e-07
1903,2.2839150915388018e-05,9.223576284966839e-07
1904,2.3011994926491752e-05,1.0383776043454418e-06
1905,2.2046246158424765e-05,9.640298230806366e-07
1906,2.2639042072114535e-05,9.851113418335444e-07
1907,2.278433930769097e-05,9.853688425209839e-07
1908,2.30373607337242e-05,1.0426879271108191e-06
1909,2.2710260964231566e-05,1.0891947113123024e-06
1910,2.2952592189540155e-05,1.2516001106632757e-06
1911,2.2230118702282198e-05,1.1380279829609208e-06
1912,2.2133788661449216e-05,1.089289980882313e-06
1913,2.2230133254197426e-05,1.1523396779011819e-06
1914,2.1288278730935417e-05,1.1056323501179577e-06
1915,2.080600279441569e-05,9.683786856840015e-07
1916,2.1298095816746354e-05,1.0416114264444332e-06
1917,2.2086378521635197e-05,1.0955458265016205e-06
1918,2.109817614837084e-05,1.104989451050642e-06
1919,2.0785797460121103e-05,9.935267826222116e-07
1920,2.201247843913734e-05,1.191869273498014e-06
1921,2.159974792448338e-05,1.1222812190680997e-06
1922,2.1418883989099413e-05,1.289663146053499e-06
1923,2.1383704734034836e-05,1.3439790791380801e-06
1924,2.3934589989949018e-05,1.0790289479700732e-06
1925,2.1318868675734848e-05,1.2691897381955641e-06
1926,2.1547715732594952e-05,1.3308489315022598e-06
1927,2.212786603195127e-05,1.3356770978134591e-06
1928,2.069713082164526e-05,1.1391763337087468e-06
1929,2.0828103515668772e-05,1.2065059991073213e-06
1930,2.1387437300290912e-05,1.1081301636295393e-06
1931,2.0631148800021037e-05,1.007093032967532e-06
1932,2.0263087208149955e-05,8.800507771411503e-07
1933,2.20408783206949e-05,8.970058047452767e-07
1934,2.0534032955765724e-05,1.1286648486930062e-06
1935,2.0449009753065184e-05,9.347230047751509e-07
1936,2.022523585765157e-05,9.069286761587136e-07
1937,1.9305962268845178e-05,9.330018428954645e-07
1938,1.9976801922894083e-05,9.672049827713636e-07
1939,2.0322733689681627e-05,1.0032897534983931e-06
1940,2.0060579117853194e-05,8.19057902390341e-07
1941,2.0203035091981292e-05,9.592383776180213e-07
1942,2.1633930373354815e-05,1.2409925602696603e-06
1943,2.1904908862779848e-05,1.097422909879242e-06
1944,2.2366988559952006e-05,1.3913096381656942e-06
1945,2.1246949472697452e-05,1.2504613096098183e-06
1946,2.214151572843548e-05,1.489558144385228e-06
1947,2.2588857973460108e-05,1.3244087995190057e-06
1948,2.1965563064441085e-05,1.2002564062640886e-06
1949,2.0522455088212155e-05,1.0356943676015362e-06
1950,2.192479769291822e-05,1.092251636691799e-06
1951,2.2476368030766025e-05,1.0533465228945715e-06
1952,2.093670809699688e-05,9.585227189745638e-07
1953,2.072992174362298e-05,9.99811163637787e-07
1954,2.1004112568334676e-05,1.1033192777176737e-06
1955,2.1101661332068034e-05,9.610862434783485e-07
1956,2.0750212570419535e-05,1.014268718790845e-06
1957,2.0171273718005978e-05,1.0027767984865932e-06
1958,2.022646185650956e-05,1.138260699917737e-06
1959,2.0478250007727183e-05,1.0533266276979703e-06
1960,2.1282254238030873e-05,9.737613027027692e-07
1961,2.0979272449039854e-05,9.977557056117803e-07
1962,2.138000309059862e-05,1.1314050425426103e-06
1963,2.2244516003411263e-05,1.0209897709501092e-06
1964,2.1655885575455613e-05,1.1291845112282317e-06
1965,2.1783656848128885e-05,1.1310713716738974e-06
1966,2.186992969654966e-05,9.848474746831926e-07
1967,2.1960700905765407e-05,1.096013647838845e-06
1968,2.2082494979258627e-05,1.1821406360468245e-06
1969,2.0616855181287974e-05,8.579380619266885e-07
1970,2.1222196664894e-05,9.602138106856728e-07
1971,2.108746957674157e-05,1.0025013352787937e-06
1972,2.1162881239433773e-05,1.066557501872012e-06
1973,2.1627747628372163e-05,9.355906627206423e-07
1974,1.9812137907138094e-05,7.583270758004801e-07
1975,2.0248338842066005e-05,8.070321655395674e-07
1976,2.06269742193399e-05,8.038932151066547e-07
1977,2.047353336820379e-05,7.422375460919284e-07
1978,2.1273852325975895e-05,9.011877182274475e-07
1979,2.119760392815806e-05,9.082262408810493e-07
1980,2.1346035282476805e-05,8.300319791487709e-07
1981,2.1271558580338024e-05,8.330748642038088e-07
1982,2.287278402945958e-05,8.392543122681673e-07
1983,2.1768893930129707e-05,8.595145004619553e-07
1984,2.2505952074425295e-05,9.57996235229075e-07
1985,2.2276213712757453e-05,8.247330356425664e-07
1986,2.260640394524671e-05,9.123606901084713e-07
1987,2.2167600036482327e-05,8.555143722333014e-07
1988,2.2438503947341815e-05,8.593061693318305e-07
1989,2.220329588453751e-05,7.946800906211138e-07
1990,2.3036896891426295e-05,8.31464149086969e-07
1991,2.3473996407119557e-05,7.684380989303463e-07
1992,2.3232129024108872e-05,8.226346608353197e-07
1993,2.349731767026242e-05,8.286654065159382e-07
1994,2.3925484128994867e-05,8.555931003684236e-07
1995,2.389619839959778e-05,8.117409038277401e-07
1996,2.495504668331705e-05,8.049843245316879e-07
1997,2.5251832994399592e-05,8.851375241647474e-07
1998,2.5739314878592268e-05,8.649386131764913e-07
1999,2.518226574466098e-05,8.276634275716788e-07
2000,2.6413201339892112e-05,9.096726785173814e-07
2001,2.5941155399777927e-05,8.547744414499903e-07
2002,2.658656558196526e-05,8.666056032780034e-07
2003,2.6679974325816147e-05,8.863045195539598e-07
2004,2.6406723918626085e-05,8.52327104894357e-07
2005,2.6724799681687728e-05,8.133771984830673e-07
2006,2.6857702323468402e-05,9.121126254285628e-07
2007,2.7359787054592744e-05,9.387026693730149e-07
2008,2.7552872779779136e-05,1.0507361594136455e-06
2009,2.6909770895144902e-05,1.0156250027648639e-06
2010,2.6273737603332847e-05,1.1497712648633751e-06
2011,2.6125759177375585e-05,1.195373670270783e-06
2012,2.591657539596781e-05,1.4468074596152292e-06
2013,2.4409864636254497e-05,1.4687532257084968e-06
2014,2.5013274353113957e-05,1.7081031273846747e-06
2015,2.4888817279133946e-05,1.7198408386320807e-06
2016,2.5371637093485333e-05,1.7556677676111576e-06
2017,2.6419704227009788e-05,1.473141992391902e-06
2018,2.495942680980079e-05,1.7386178114975337e-06
2019,2.4888202460715547e-05,1.662478666730749e-06
