year,avait_VERB eu_VERB,avait_VERB bu_VERB
1860,3.206225665053353e-05,4.5451434971255367e-07
1861,2.8915459552081302e-05,3.753907265036105e-07
1862,3.0668994440929964e-05,4.219799052407325e-07
1863,2.8671620384557173e-05,3.7509602179852664e-07
1864,2.8052514608134516e-05,3.960445269513002e-07
1865,2.97373717330629e-05,3.360686946507485e-07
1866,2.990746361319907e-05,3.5859568470186787e-07
1867,3.005491817020811e-05,3.1980027870304184e-07
1868,2.825360934366472e-05,2.7515099532138265e-07
1869,2.9599497793242335e-05,3.770076659748156e-07
1870,3.0288965717772953e-05,2.964503096336557e-07
1871,2.718065479712095e-05,3.8979720784482197e-07
1872,2.882766602851916e-05,3.06600099975185e-07
1873,2.7530233637662604e-05,2.460247969793272e-07
1874,2.8935630325577222e-05,2.670650189884327e-07
1875,2.8183671020087786e-05,3.2669919391992153e-07
1876,2.71206081379205e-05,3.1136977440837654e-07
1877,2.6672018066165037e-05,3.8284011338873825e-07
1878,2.8108937840443105e-05,2.832332484103972e-07
1879,2.8256239602342248e-05,3.0913184900782653e-07
1880,2.6748941309051588e-05,3.812200759512052e-07
1881,2.6584777515381575e-05,3.6047865137334156e-07
1882,2.6939002054859884e-05,3.800224988026457e-07
1883,2.6016086849267595e-05,3.3934850307559827e-07
1884,2.7030648197978735e-05,3.24803494322623e-07
1885,2.6017163690994494e-05,3.5773277318185137e-07
1886,2.609458169899881e-05,2.723361660628143e-07
1887,2.5163128157146275e-05,3.499503691273276e-07
1888,2.5867171643767506e-05,3.9819059338697116e-07
1889,2.4682758521521464e-05,3.533536983013619e-07
1890,2.495844819350168e-05,3.2444214070892485e-07
1891,2.3974078430910595e-05,2.8811473384848796e-07
1892,2.399774530204013e-05,3.127987611151184e-07
1893,2.501179369573947e-05,2.937564715921326e-07
1894,2.503160430933349e-05,3.4532436643530673e-07
1895,2.4995908461278304e-05,3.244033166538429e-07
1896,2.4695578758837655e-05,3.314130196940823e-07
1897,2.355973447265569e-05,3.4086275491063134e-07
1898,2.411986861261539e-05,2.3199254428618588e-07
1899,2.3905671696411446e-05,3.012530100932054e-07
1900,2.3063848857418634e-05,3.2028796681515814e-07
1901,2.3524678908870555e-05,3.3532433008076623e-07
1902,1.994851845665835e-05,2.877426368286251e-07
1903,2.2519458070746623e-05,2.802714220706548e-07
1904,2.202628820668906e-05,2.1982216935612087e-07
1905,2.1992058464093134e-05,2.2913769726073951e-07
1906,2.25958301598439e-05,2.7367062216399063e-07
1907,2.129600034095347e-05,2.1754227930159686e-07
1908,2.1656769604305737e-05,3.3741241622919915e-07
1909,2.2620593881583773e-05,2.8275056251914066e-07
1910,2.1715955881518312e-05,3.169081423948228e-07
1911,2.1562413166975603e-05,2.1387903359482152e-07
1912,2.121276338584721e-05,2.5421974214623333e-07
1913,2.048173701041378e-05,2.672706784778711e-07
1914,2.03741728910245e-05,2.417524456177489e-07
1915,1.9924802472814918e-05,2.4150563149305526e-07
1916,1.993784826481715e-05,2.3073670263329404e-07
1917,1.9636479919427074e-05,2.9609344665004755e-07
1918,1.934190913743805e-05,2.527002891383745e-07
1919,1.9195602362742648e-05,2.7623545406640915e-07
1920,1.937885463121347e-05,2.5669865522104374e-07
1921,2.015032441704534e-05,3.597054956117063e-07
1922,2.018529448832851e-05,3.187268191595649e-07
1923,2.0776471501449123e-05,3.5457267699712247e-07
1924,2.0631756342481822e-05,2.887723837829981e-07
1925,2.0511601178441197e-05,4.003336755431519e-07
1926,2.0429757569218054e-05,3.934586914056126e-07
1927,2.4165945433196612e-05,4.939106474921573e-07
1928,2.065371154458262e-05,3.507794588131219e-07
1929,2.2210628230823204e-05,3.0970329589763423e-07
1930,2.101876089000143e-05,3.214102548554365e-07
1931,1.942218113981653e-05,2.725880108300771e-07
1932,2.0293773559387773e-05,2.586450591479661e-07
1933,2.0468249203986488e-05,3.2691386309124937e-07
1934,1.9508408513502218e-05,3.151155567593378e-07
1935,1.903076918097213e-05,3.578516896141082e-07
1936,1.8475640899850987e-05,3.1887998375168536e-07
1937,1.9093171431450173e-05,3.11000604824585e-07
1938,1.8222608559881337e-05,2.8653124672928243e-07
1939,1.7468864825787023e-05,3.5482196381053654e-07
1940,1.6457230231026188e-05,2.3836359730466938e-07
1941,1.832587986427825e-05,3.925498504031566e-07
1942,1.785330277925823e-05,2.3666851234338537e-07
1943,1.9782644812949002e-05,3.774205765694205e-07
1944,1.941407026606612e-05,3.952218889935466e-07
1945,2.2148849893710576e-05,4.378793221349042e-07
1946,2.0050565581186675e-05,4.3016211748181377e-07
1947,2.0133158614044078e-05,3.302081381661992e-07
1948,1.877248905657325e-05,3.1963350011210423e-07
1949,1.657110988162458e-05,3.0825407293377793e-07
1950,1.7519631001050584e-05,3.8287302572825865e-07
1951,1.8837630705093034e-05,4.669693964842736e-07
1952,1.7800683053792454e-05,4.165197537986387e-07
1953,1.742451058817096e-05,3.8247085853981844e-07
1954,1.8830700355465524e-05,3.4008425586762314e-07
1955,1.706021976133343e-05,3.388204561360908e-07
1956,1.691901525191497e-05,4.2210325545966043e-07
1957,1.7681561075733043e-05,3.9757668446327443e-07
1958,1.7187239791383035e-05,3.590153596633172e-07
1959,1.7050095266313292e-05,3.8288695236587955e-07
1960,1.6639067325741053e-05,4.007162601737946e-07
1961,1.6955593309830874e-05,3.543561319929722e-07
1962,1.7227925127372146e-05,3.9510388205599156e-07
1963,1.7407261111657135e-05,4.015419108327478e-07
1964,1.7325317458016798e-05,3.668633041797875e-07
1965,1.6064277588156983e-05,3.1956733437255025e-07
1966,1.793164665286895e-05,3.7499535210372414e-07
1967,1.717482336971443e-05,4.3140437355759786e-07
1968,1.8051448932965286e-05,3.4763559142447775e-07
1969,1.6517464246135205e-05,3.4244854418830073e-07
1970,1.5500461813644506e-05,2.823617251124233e-07
1971,1.4559649571310729e-05,2.7387659429223277e-07
1972,1.403197802574141e-05,2.205963198775862e-07
1973,1.4892817489453591e-05,2.7400622570894484e-07
1974,1.3709518498217221e-05,3.099690104590991e-07
1975,1.3733825653616805e-05,2.2103428420905402e-07
1976,1.3873014722776134e-05,2.531092491153686e-07
1977,1.3232162018539384e-05,2.3977270302566467e-07
1978,1.4269894563767593e-05,2.542573156461003e-07
1979,1.4595992070098873e-05,2.773835490188503e-07
1980,1.3802408830088098e-05,2.7061318519372435e-07
1981,1.3654963368026074e-05,2.8591483669515583e-07
1982,1.415310543961823e-05,2.756131038950116e-07
1983,1.3958111594547518e-05,2.4945498466877325e-07
1984,1.3392809705692343e-05,2.928499327481404e-07
1985,1.3799690350424498e-05,3.104027825884259e-07
1986,1.4522839592245873e-05,3.051193004921515e-07
1987,1.3368634427024517e-05,2.6826486987374665e-07
1988,1.4025938980921637e-05,3.7958184861963673e-07
1989,1.4312473467725795e-05,3.4245883284711454e-07
1990,1.3683742508874275e-05,3.754120427856833e-07
1991,1.356049961032113e-05,3.3527581422276853e-07
1992,1.3857509657100309e-05,4.286736441372341e-07
1993,1.4095620826992672e-05,2.6089668381246156e-07
1994,1.3236900485935621e-05,2.6110888029506896e-07
1995,1.376163800159702e-05,2.8738989499288436e-07
1996,1.2775655704899691e-05,2.615665266603173e-07
1997,1.306752619711915e-05,2.498140077022981e-07
1998,1.3680239135283045e-05,2.722601664117974e-07
1999,1.3005878827243578e-05,2.5273212145293655e-07
2000,1.2805664482584689e-05,2.6508189421292627e-07
2001,1.2753269402310252e-05,2.5411029014321684e-07
2002,1.3196677173255011e-05,3.3910654906321724e-07
2003,1.424170932295965e-05,3.862737685267348e-07
2004,1.3923985534347594e-05,2.982043554311531e-07
2005,1.3809847587253898e-05,3.260714720454416e-07
2006,1.4437733625527471e-05,3.7513976280934003e-07
2007,1.759168844728265e-05,4.641585178433161e-07
2008,1.853902176662814e-05,5.347343972061935e-07
2009,2.097432479786221e-05,6.284477649387554e-07
2010,2.5815055778366514e-05,8.167438068085175e-07
2011,2.6378140319138765e-05,9.732008265928016e-07
2012,3.250414374633692e-05,1.3474032130034175e-06
2013,3.497004945529625e-05,1.4196646134223556e-06
2014,4.000616536359303e-05,1.5028189181975904e-06
2015,3.739916792255826e-05,1.4230414535632008e-06
2016,3.8078065699664876e-05,1.37226277274749e-06
2017,3.402615766390227e-05,1.2726477507385425e-06
2018,3.747799200937152e-05,1.4345210956889787e-06
2019,3.65041232726071e-05,1.3053404472884722e-06
