year,seront_VERB aux_ADP,seront_VERB beaux_ADJ
1849,1.173118073793944e-07,1.1731181359664333e-08
1850,9.572484316322516e-08,1.3577992064028876e-09
1851,1.1995956228361138e-07,1.5478653025979838e-08
1852,1.3086195838063475e-07,1.8880582430824688e-08
1853,9.256494593046227e-08,7.166318205520383e-09
1854,1.1482418216246515e-07,2.338049043260071e-08
1855,1.0083180512765466e-07,1.1144567935161831e-08
1856,9.991974864176356e-08,1.3978411317339123e-08
1857,8.103305237927572e-08,1.1715622250108026e-08
1858,1.6149130432907555e-07,2.936205500958522e-09
1859,1.3545181332119682e-07,9.165912473463322e-09
1860,1.281611484438283e-07,1.6477862629926676e-08
1861,1.678883096989381e-07,2.6880993431177558e-08
1862,1.432201637285857e-07,1.581295272501393e-08
1863,8.540801843537338e-08,1.9479021062807078e-08
1864,1.1986819714593366e-07,2.0617330065419992e-08
1865,6.871992597190513e-08,1.4591217123438582e-08
1866,9.050040006286508e-08,1.1677471434268227e-08
1867,9.171813353248126e-08,6.79393608038481e-09
1868,8.941171936172054e-08,1.333765986544222e-08
1869,1.5822601540094183e-07,8.30198221279943e-09
1870,1.0780011594491157e-07,2.064257564882155e-08
1871,1.1895718898813357e-07,2.1242354542039266e-09
1872,6.168286148522384e-08,1.9956219787786722e-08
1873,1.0774807890356897e-07,1.1373408881354408e-08
1874,7.109784616599057e-08,1.3144139998644278e-08
1875,9.955456903298909e-08,7.437985338754061e-09
1876,6.529695895096665e-08,1.6324239737741664e-08
1877,9.710161275044982e-08,1.2369632429454214e-08
1878,7.0657335982105e-08,9.662541877730746e-09
1879,8.553055386162356e-08,1.3440515367335593e-08
1880,1.1231231145103493e-07,1.7969970400599777e-08
1881,1.2062437804161164e-07,1.673401861523871e-08
1882,1.0981385156760837e-07,1.2645231528551903e-08
1883,8.910267723649667e-08,1.8958017378167824e-08
1884,1.0034579389639475e-07,1.1222884843675729e-08
1885,9.410627838102315e-08,9.023890079618013e-09
1886,1.064821546492567e-07,5.162771099520569e-09
1887,1.312313915313723e-07,7.834709769838355e-09
1888,1.0525420091056503e-07,2.789870379160675e-08
1889,1.3657998465532728e-07,1.50363277384713e-08
1890,1.0618105916737619e-07,1.5075089621063853e-08
1891,8.79642350071208e-08,2.1672347472190268e-08
1892,1.1596748095143994e-07,2.1312942521944933e-08
1893,9.9766346517427e-08,1.7859408174558666e-08
1894,1.0523570637133162e-07,1.2603078580752936e-08
1895,1.1134437016835363e-07,1.8055843042930064e-08
1896,9.494216829386559e-08,1.0614652268259306e-08
1897,1.322664012759489e-07,1.3401440845939305e-08
1898,9.392869249058577e-08,1.4145887128336199e-08
1899,8.401918982769985e-08,1.1607914629507832e-08
1900,1.0382106552242476e-07,1.557315876254961e-08
1901,8.941982088117584e-08,1.0618603774048552e-08
1902,9.6732591714499e-08,8.347482705062248e-09
1903,1.1826482704258012e-07,1.2420506401156217e-08
1904,7.416982583663412e-08,7.524475265086039e-09
1905,1.104402400642357e-07,2.0126959654476195e-08
1906,8.590787814455325e-08,9.259531807970234e-09
1907,1.1314255665695327e-07,1.1828539925318182e-08
1908,1.1443536607202986e-07,7.858222517143076e-09
1909,8.856583705307841e-08,1.1552065082298668e-08
1910,8.22999197680474e-08,1.5498036631811374e-08
1911,7.608134922065801e-08,1.4897047151407605e-08
1912,1.1825386181385511e-07,1.5628263128064646e-08
1913,1.2143846506162959e-07,1.3257474229533273e-08
1914,9.174538773137897e-08,1.808120764223986e-08
1915,9.660224975505116e-08,7.068456930880984e-09
1916,8.460345513050527e-08,1.0987461607214755e-08
1917,8.882803825827068e-08,9.869782324756216e-09
1918,1.4932289182922887e-07,6.89182577673364e-09
1919,1.0957339885431239e-07,1.9336480860943084e-08
1920,9.99534583989714e-08,1.514446346106979e-08
1921,9.011569090944249e-08,1.3630945261411398e-08
1922,8.041949683956773e-08,8.853522359686394e-09
1923,1.2420659478706852e-07,2.0170300985000722e-08
1924,9.281969681751434e-08,2.0626599095407983e-08
1925,6.818870446068104e-08,3.189471442510694e-08
1926,5.4616079880887014e-08,2.229227646921572e-08
1927,7.581472782902665e-08,1.7838759802657478e-08
1928,5.48449977655352e-08,1.1426041446327417e-08
1929,6.350031611646045e-08,1.893869061575515e-08
1930,6.827342247106571e-08,1.2604324695075775e-08
1931,4.790249708008787e-08,1.4826963656844327e-08
1932,7.671675916753884e-08,9.863582839386709e-09
1933,1.238831544014829e-07,9.176529758292418e-09
1934,9.585264137967897e-08,1.9170528275935794e-08
1935,5.505410882733486e-08,1.555876849579363e-08
1936,6.062357282843323e-08,7.274828739411987e-09
1937,9.946983636766049e-08,1.888667711114067e-08
1938,9.983215087938646e-08,1.2965214679638848e-08
1939,7.494084997006212e-08,7.647025235257843e-09
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,7.083606590185809e-08,5.9030051957620344e-09
1942,6.371844563091145e-08,1.8205270180260413e-08
1943,7.548411673496958e-08,8.709705845433291e-09
1944,1.0924833127035072e-07,1.6065930807940276e-08
1945,8.06046500656521e-08,2.3963544037997053e-08
1946,7.099762910911522e-08,1.5313215584455975e-08
1947,5.841226768943386e-08,1.549713246618012e-08
1948,5.3272248834446145e-08,1.7395020535104777e-08
1949,7.264586088240321e-08,1.9634017078828947e-08
1950,5.530388036412148e-08,9.571825110299415e-09
1951,4.691016641800161e-08,9.595261474260042e-09
1952,5.483298082253896e-08,8.435843135146115e-09
1953,5.0636987936059086e-08,2.2625037843226892e-08
1954,5.374894840315392e-08,2.14995790059902e-08
1955,5.255940394022218e-08,2.0648336374051723e-08
1956,5.319896456690287e-08,8.72114114258693e-09
1957,5.654424201084751e-08,1.236905244894615e-08
1958,3.722509556158826e-08,1.1581140491045971e-08
1959,5.890568499644644e-08,1.2401196514133517e-08
1960,6.021125131816518e-08,7.612916519406099e-09
1961,4.7247482370949e-08,1.598076693198891e-08
1962,6.659054463398206e-08,1.2049716779927166e-08
1963,6.72469511187046e-08,1.2932106940866106e-08
1964,6.996563856054294e-08,2.068549243006146e-08
1965,5.2531618166540284e-08,1.641613067704384e-08
1966,5.871419261893607e-08,1.2185964237687585e-08
1967,5.324762497593838e-08,1.7749208325312793e-08
1968,6.826952358984784e-08,1.3474247495537384e-08
1969,9.855614280240843e-08,9.537691525451919e-09
1970,6.990061934830649e-08,1.3796174869185052e-08
1971,5.755005028085236e-08,1.1818314327172175e-08
1972,4.411926468605998e-08,9.747279428040656e-09
1973,5.733731989199242e-08,8.821126051827832e-09
1974,7.0882201441691e-08,4.500457340128605e-09
1975,5.140332248743107e-08,7.996072248772634e-09
1976,5.0850388788603595e-08,8.570290255249802e-09
1977,8.345030266809772e-08,7.639816779203557e-09
1978,5.999996943728547e-08,1.6039596317796168e-08
1979,6.144572073374377e-08,1.1118749476679568e-08
1980,6.083111531163254e-08,1.4212877097463661e-08
1981,5.123695029363162e-08,6.958104314946922e-09
1982,7.076552910323386e-08,1.6760255405756652e-08
1983,5.8732440577635714e-08,5.68378455412244e-09
1984,6.378909489512807e-08,8.118611560803402e-09
1985,5.3538467548186475e-08,9.02333674446254e-09
1986,5.2751470747125495e-08,2.038125046510686e-08
1987,6.110816741511371e-08,8.555143260480236e-09
1988,6.056519186170561e-08,9.594486094499644e-09
1989,7.079677288857056e-08,7.134558721588746e-09
1990,6.701840504774736e-08,1.3076762783725826e-08
1991,6.682070363694947e-08,7.033758464558559e-09
1992,7.989419259502029e-08,1.4325855168806356e-08
1993,5.871559949355287e-08,7.200969598386564e-09
1994,5.6969206185808474e-08,1.1077346151466827e-08
1995,4.7175323203418884e-08,9.21816667442954e-09
1996,4.6441403611652277e-08,1.014237493990322e-08
1997,4.794894536974681e-08,1.5343662340683295e-08
1998,6.055524048864669e-08,1.5258013519314773e-08
1999,3.93037282719888e-08,1.3710603319339043e-08
2000,5.036556061099873e-08,1.192868470667463e-08
2001,5.783199696907104e-08,7.886181485616817e-09
2002,5.914649037208619e-08,7.448076377869484e-09
2003,5.0836460208092404e-08,7.91715315529018e-09
2004,5.2857493326730065e-08,3.523833003171717e-09
2005,5.314424456059896e-08,4.053374524914943e-09
2006,5.394435831362898e-08,1.2765458912156191e-08
2007,5.2327682464881065e-08,9.586750948642475e-09
2008,7.5356680895311e-08,8.51487946817997e-09
2009,6.29401384344419e-08,7.629108011997232e-09
2010,6.471596236679034e-08,6.613310343794865e-09
2011,1.2810306770916213e-07,1.1471915861704929e-08
2012,1.3140415403012362e-07,1.1234034147378225e-08
2013,8.032679943426047e-08,1.059867482666732e-08
2014,9.029906583579717e-08,9.527958866328845e-09
2015,1.02184124273208e-07,1.329945220618356e-08
2016,9.859578425919224e-08,1.304944241553585e-08
2017,1.3131490678164326e-07,7.54683426862357e-09
2018,7.77021469389183e-08,1.0325866384164328e-08
2019,1.0790677862360099e-07,1.3775333762566788e-08
