year,fut_VERB au_ADP,fut_VERB beau_ADJ
1868,3.3067517506424338e-06,1.1361710683388537e-08
1869,3.272934463893762e-06,6.348574999037737e-09
1870,3.4708198199950857e-06,9.17447806614291e-09
1871,2.8316057978372555e-06,1.0621177271019633e-09
1872,2.7231169497099472e-06,1.2094679036067646e-08
1873,2.912191121140495e-06,7.183205141814142e-09
1874,2.8917108920722967e-06,6.572069999322139e-09
1875,3.110794295935193e-06,1.2587359599081083e-08
1876,2.9758484743069857e-06,1.5719638923883394e-08
1877,2.845633844117401e-06,4.329371083855449e-09
1878,2.8456186100811465e-06,1.2078177347163432e-09
1879,3.0265596251410898e-06,1.8938909107646396e-08
1880,3.052327656405396e-06,1.5402831010646878e-08
1881,2.7415899239713326e-06,1.4642266066289267e-08
1882,2.5703097890072968e-06,1.4641846846075168e-08
1883,2.6636014354153303e-06,1.2638677882037541e-09
1884,2.7278210836811922e-06,5.941527270181268e-09
1885,2.609837792988401e-06,1.2891271161663553e-08
1886,2.5084614208026323e-06,9.034849313138693e-09
1887,2.258354925288586e-06,5.876032105334161e-09
1888,2.5673148229543585e-06,1.1413106904001324e-08
1889,2.304317376911058e-06,1.3783300722991498e-08
1890,2.13410817195836e-06,7.209825181320184e-09
1891,2.245000359835103e-06,1.0198752065093686e-08
1892,2.166397962355404e-06,5.641661360300532e-09
1893,2.4073249278444564e-06,2.0938616174248637e-08
1894,2.3511042854806874e-06,5.671385139294216e-09
1895,2.4230942017311463e-06,1.2037228991346183e-09
1896,2.167158072552411e-06,5.307326134129653e-09
1897,2.148309249605518e-06,4.661370844871726e-09
1898,2.2407084543374367e-06,9.619203211741478e-09
1899,2.3818336103431648e-06,1.0502398950507086e-08
1900,2.3063848857418634e-06,8.30568502863116e-09
1901,2.2321423784887884e-06,5.58873880507349e-09
1902,1.9042080339204404e-06,7.365425602756659e-09
1903,2.105545945596532e-06,3.2401321625741275e-09
1904,2.0445074824237963e-06,9.674325340824907e-09
1905,2.1422310965135694e-06,9.28936660926638e-09
1906,2.095740683216718e-06,8.230695236477459e-09
1907,2.120394356097677e-06,7.199980611716228e-09
1908,2.2813401301391423e-06,1.080505640516094e-08
1909,2.346169594602543e-06,9.351672325408344e-09
1910,2.2295796497928677e-06,2.0842188419578633e-08
1911,2.269671540489071e-06,1.1172785363555704e-08
1912,2.24526047531981e-06,6.251305251225858e-09
1913,2.3317245450016344e-06,5.833288518886093e-09
1914,2.1898351860727416e-06,2.678697486047099e-09
1915,1.9450037598289782e-06,8.246533234057551e-09
1916,2.10629650609917e-06,9.888715624128963e-09
1917,2.138452828148729e-06,6.57985488317081e-09
1918,2.091669102810556e-06,2.1824114071478107e-08
1919,2.066241222564713e-06,2.5781975665495338e-08
1920,2.2277506559476024e-06,1.590168707821249e-08
1921,2.0537290765787475e-06,9.844571380313027e-09
1922,2.1086138985992875e-06,1.696925089333945e-08
1923,2.0870954813290155e-06,6.369568872344189e-09
1924,2.1993112113705138e-06,6.445812328337297e-09
1925,2.1424450551421614e-06,7.698724324711748e-09
1926,2.2359154172590934e-06,8.916910765321973e-09
1927,2.3680954654992092e-06,1.1149224654616319e-08
1928,2.121815896316548e-06,1.5996457491951332e-08
1929,2.4753983325354056e-06,2.1166771446701205e-08
1930,2.2099582110968186e-06,7.352522590764465e-09
1931,2.055245204246603e-06,6.843213995466613e-09
1932,2.184235654567601e-06,4.383814644626227e-09
1933,2.1312489479896612e-06,9.176529758292418e-09
1934,2.0093109469598858e-06,3.5944740517379614e-09
1935,1.9460430848994292e-06,4.787313656606784e-09
1936,1.9023676713914028e-06,9.699771652549316e-09
1937,1.8735584035312058e-06,5.0364472592434595e-09
1938,1.8138334780815057e-06,7.779128452511941e-09
1939,1.8459918464941438e-06,1.3764645423464117e-08
1940,1.9195877030142583e-06,1.0143131667916805e-08
1941,1.8328830719838152e-06,0.0
1942,1.8265955077367835e-06,6.068423541449874e-09
1943,2.0903294171148445e-06,5.806470415592457e-09
1944,2.2331644231599057e-06,2.2492303131116387e-08
1945,2.280893795614247e-06,1.089252066321933e-08
1946,2.0450102056202013e-06,8.352662561605939e-09
1947,2.1600617401418276e-06,1.1920871401116528e-08
1948,2.125454102497315e-06,1.195907639583993e-08
1949,1.7709883195493603e-06,1.9634016634739737e-09
1950,1.8526799294704688e-06,8.508289184305795e-09
1951,1.9702270037669223e-06,5.330700769690111e-09
1952,1.9982403500762302e-06,7.381362632230548e-09
1953,1.8789554587783641e-06,5.386913581872932e-09
1954,1.7551475366417435e-06,6.840775057526116e-09
1955,1.6922250551942852e-06,8.447047505910632e-09
1956,1.584631377227197e-06,4.360570571293465e-09
1957,1.895115588013141e-06,7.951533653738352e-09
1958,1.83643805939937e-06,9.099467845885556e-09
1959,1.6013044614737737e-06,1.0851047171911432e-08
1960,1.865856688709755e-06,8.305000243069571e-09
1961,1.766916852830036e-06,9.72742331128984e-09
1962,1.8841952851289534e-06,1.0781326054143392e-08
1963,1.8240735926156049e-06,3.2330267352165265e-09
1964,1.735756200105243e-06,1.4601523545820783e-08
1965,1.9480473838484613e-06,4.924839203113152e-09
1966,1.9336910099809757e-06,1.4401594583546284e-08
1967,2.1555426883423934e-06,6.409436092980059e-09
1968,2.1284820377331926e-06,1.0330256650092906e-08
1969,1.8480412791177514e-06,1.0446043141598693e-08
1970,1.705207182567392e-06,1.2876429700270364e-08
1971,1.673062229201605e-06,2.569198631618974e-09
1972,1.6365167994081276e-06,4.6171320100540925e-09
1973,1.56630119363399e-06,8.269805285010534e-09
1974,1.4300203474704176e-06,5.06301445213353e-09
1975,1.5335324405896245e-06,3.4268881066168433e-09
1976,1.532367946310842e-06,5.713526984862938e-09
1977,1.438048570889805e-06,4.11374712072643e-09
1978,1.6520784811291378e-06,4.752473081737207e-09
1979,1.5642324342479696e-06,7.022368020415115e-09
1980,1.577060743329639e-06,5.116635559687666e-09
1981,1.4953599247746752e-06,4.427884725544118e-09
1982,1.6344353070962825e-06,1.1173503899897241e-08
1983,1.4853623042654363e-06,1.2630632095778083e-09
1984,1.4671491044282448e-06,6.958810416790584e-09
1985,1.5014833252280368e-06,7.218669662023558e-09
1986,1.5735524812043877e-06,7.792831269171074e-09
1987,1.5002054851720459e-06,4.277571630240118e-09
1988,1.508133323113725e-06,5.99655392008458e-09
1989,1.5690541204094188e-06,6.585746614717891e-09
1990,1.5288915165001526e-06,6.538381391862913e-09
1991,1.480019932387222e-06,1.7584396161396398e-09
1992,1.6166176237675245e-06,6.060938417817852e-09
1993,1.6490220104969922e-06,3.323524566667402e-09
1994,1.5007166211944423e-06,3.164955852952289e-09
1995,1.6701148979336722e-06,3.795715741716776e-09
1996,1.6366590216421173e-06,4.270473752399084e-09
1997,1.5348457509389846e-06,3.835915585170824e-09
1998,1.5424898265337106e-06,5.2449422582867555e-09
1999,1.5237051229632925e-06,5.0272213059088244e-09
2000,1.5052232811285648e-06,1.0161472552283612e-08
2001,1.5255379821610404e-06,3.066848330846028e-09
2002,1.6780078340161708e-06,3.504977197366088e-09
2003,1.538427909508755e-06,6.667076668520622e-09
2004,1.632415660424158e-06,1.0131019578807354e-08
2005,1.6911579905354301e-06,6.305249655724765e-09
2006,1.6413908952017664e-06,4.941467679486777e-09
2007,1.7244167338503757e-06,4.7933754743212376e-09
2008,1.8038772395811975e-06,6.3861596011349775e-09
2009,1.8409991753287613e-06,8.105927484791664e-09
2010,1.8871553493227111e-06,6.613310343794865e-09
2011,2.176604766646051e-06,6.118355155848576e-09
2012,2.3850193429098e-06,6.808505315092361e-09
2013,2.4159401164070005e-06,7.2517249982695375e-09
2014,2.6006996449723374e-06,8.012147389990787e-09
2015,2.6842728857445763e-06,7.093041265449074e-09
2016,2.84539987660537e-06,7.2496901815100045e-09
2017,2.3005266029940685e-06,5.282783988036499e-09
2018,2.5866295345622348e-06,5.421080029321956e-09
2019,2.5787935555854347e-06,4.591778068885333e-09
