year,serait_VERB au_ADP,serait_VERB beau_ADV
1923,1.032931777444901e-06,7.112685551646791e-08
1924,9.526910389467957e-07,7.734974616369072e-08
1925,8.996509563985455e-07,8.578578558626759e-08
1926,9.440779535907495e-07,1.1257599652481076e-07
1927,9.075469051822438e-07,1.0034302277972529e-07
1928,8.683791179464606e-07,6.741364444451392e-08
1929,9.513906888969359e-07,7.57547624630206e-08
1930,9.253674875253637e-07,8.507918636269096e-08
1931,8.611044108874921e-07,6.386999729102172e-08
1932,9.512878023087978e-07,6.13734059129456e-08
1933,8.006522307368868e-07,5.1617981000617874e-08
1934,9.201853572449181e-07,7.308764082836205e-08
1935,8.617164439783664e-07,7.77938495843955e-08
1936,8.426676458839211e-07,5.698615979099486e-08
1937,8.020542168196698e-07,4.280980192561401e-08
1938,8.388493597522029e-07,4.408173026604345e-08
1939,8.151728820848803e-07,5.8117393564316444e-08
1940,8.317367701238254e-07,6.085878823114399e-08
1941,8.14614736555086e-07,6.788455664263893e-08
1942,7.97997699919506e-07,5.158160121254696e-08
1943,6.735505735377956e-07,6.096794180621146e-08
1944,7.550987675131182e-07,7.390327994016843e-08
1945,8.605090897617629e-07,1.0456819410364915e-07
1946,9.327139878223534e-07,9.048717686255259e-08
1947,8.583027124586806e-07,8.583027266695353e-08
1948,8.30612236768502e-07,8.371353743541476e-08
1949,6.901356641719758e-07,6.086545312200542e-08
1950,8.678454719301953e-07,6.168509969484148e-08
1951,8.763672099121322e-07,7.782823274737893e-08
1952,7.992961172931246e-07,8.224947123380844e-08
1953,8.231203878494853e-07,5.171437322815109e-08
1954,8.423926374234725e-07,5.668070812703263e-08
1955,7.893296469774214e-07,4.786659957289885e-08
1956,8.101940807136998e-07,5.232685040823526e-08
1957,7.200555955932941e-07,7.774833221674271e-08
1958,7.850359224903514e-07,6.038737865310395e-08
1959,8.192540690288297e-07,5.1930008737599564e-08
1960,7.059250037855236e-07,5.6750835142338474e-08
1961,7.941745820971846e-07,7.573493832069289e-08
1962,8.168439649125503e-07,7.039571414679813e-08
1963,7.636409122824261e-07,8.599850787049945e-08
1964,7.623212354701536e-07,7.300761950546075e-08
1965,7.611612318214611e-07,6.073967995234852e-08
1966,8.197830538847484e-07,6.425326404269072e-08
1967,7.577925771329319e-07,6.162919419239188e-08
1968,8.044125934247859e-07,7.904891674570536e-08
1969,8.452211091025674e-07,6.63096670905361e-08
1970,7.762647555864532e-07,6.162291299460776e-08
1971,7.563721169390192e-07,7.450676520193156e-08
1972,7.510535056098888e-07,6.925698414761428e-08
1973,7.338074397011951e-07,6.560712506598065e-08
1974,7.026338835203205e-07,6.413151965034558e-08
1975,7.002274742262671e-07,5.9399393848025284e-08
1976,6.741961442457978e-07,3.8851982964160925e-08
1977,7.19318109076994e-07,3.584836960612847e-08
1978,7.247521693898307e-07,4.039602075067705e-08
1979,7.677788858018175e-07,4.6230589134665934e-08
1980,6.680052138108294e-07,3.809050852510154e-08
1981,6.12313215242466e-07,4.3013738348918196e-08
1982,7.262777899086359e-07,5.090151944386889e-08
1983,6.555297886734479e-07,3.410270821291306e-08
1984,6.964609156057122e-07,4.1172960152380256e-08
1985,6.839689490334422e-07,5.2936911743017845e-08
1986,7.46912860449811e-07,4.016305155118971e-08
1987,6.752452463842928e-07,5.377518874638554e-08
1988,6.350350645334402e-07,3.1781734577407406e-08
1989,7.024796104815323e-07,4.50026007570159e-08
1990,6.887094627927581e-07,3.9775152060883556e-08
1991,6.928252105353749e-07,4.6891720728581276e-08
1992,6.70560211801785e-07,3.8018615811097334e-08
1993,7.206508598756045e-07,5.206855036021807e-08
1994,7.115875746421807e-07,4.958431176760314e-08
1995,7.168479783103976e-07,3.7957157417167764e-08
1996,7.13169129085145e-07,4.911044726441105e-08
1997,7.580728151879157e-07,4.7469455921600456e-08
1998,6.923323780938517e-07,4.338997428021685e-08
1999,6.832450480942498e-07,4.981519197144735e-08
2000,7.214645165731781e-07,3.976228413193894e-08
2001,7.290336156984267e-07,4.381211837767296e-08
2002,7.259683911797765e-07,4.819343502049378e-08
2003,7.729641993137193e-07,4.833630740108674e-08
2004,7.765647183077817e-07,4.5809830595544554e-08
2005,7.485231776627188e-07,4.5037495510769077e-08
2006,7.441026923515892e-07,4.4473210891737835e-08
2007,7.837168709556863e-07,4.5537067450140967e-08
2008,7.676163704672945e-07,4.512886064844679e-08
2009,8.153609201144718e-07,3.766871969901331e-08
2010,8.266637792075926e-07,4.818268806161541e-08
2011,8.401266313740052e-07,5.7741978309877595e-08
2012,8.701269962330116e-07,6.297867827242953e-08
2013,9.265473295272386e-07,6.498661520026872e-08
2014,9.750999652169412e-07,9.527958866328845e-08
2015,9.345081934952759e-07,7.336864626950046e-08
2016,9.853364417722332e-07,6.46258087044771e-08
2017,9.244871534974664e-07,5.7859061541876144e-08
2018,9.693407037048019e-07,7.589512307504265e-08
2019,9.614673217583913e-07,9.183555960134981e-08
