year,auraient_VERB eu_VERB,auraient_VERB bu_VERB
1922,1.29335205656389e-06,1.4755870969551665e-09
1923,1.3386710406848579e-06,7.431163684401554e-09
1924,1.3497531199391233e-06,2.578324886925998e-09
1925,1.2229974117872189e-06,4.399271169575059e-09
1926,1.1547399481059983e-06,6.687683296036084e-09
1927,1.1662089036690304e-06,6.689535148041159e-09
1928,1.1186094752702047e-06,5.713020723163709e-09
1929,1.2755765510519268e-06,2.2280812750352652e-09
1930,1.1207345096408972e-06,2.100720708497761e-09
1931,1.1473788390503614e-06,4.5621426636444085e-09
1932,1.3151443454262335e-06,2.1919073223131136e-09
1933,1.1550956742212293e-06,6.882397318719313e-09
1934,1.1658077028187108e-06,1.1981580172459871e-09
1935,9.7421832379041e-07,3.590485242455088e-09
1936,1.064549906004686e-06,8.487299751891442e-09
1937,1.1332006124575855e-06,1.2591118148108649e-09
1938,1.1616832580330083e-06,5.186085783037697e-09
1939,1.1852889656438492e-06,1.5294050470515685e-09
1940,1.1791390761572984e-06,5.0715658339584024e-09
1941,1.1422315537856775e-06,5.9030051957620344e-09
1942,9.224003747476672e-07,3.034211770724937e-09
1943,1.080003471543023e-06,5.806470415592457e-09
1944,1.1310414720355766e-06,0.0
1945,1.2591752920343424e-06,8.714016175304096e-09
1946,1.1944307516387198e-06,4.1763312808029696e-09
1947,1.051420781550405e-06,2.3841741914054637e-09
1948,1.0665321497072e-06,6.523132700664291e-09
1949,1.0798709126902395e-06,3.9268033269479474e-09
1950,1.009295829135226e-06,4.2541445921528975e-09
1951,9.840473467193078e-07,6.396841278899501e-09
1952,1.0323362857889151e-06,2.1089607837865287e-09
1953,1.007352807391726e-06,9.69644453618912e-09
1954,9.752991445566295e-07,2.9317608341017376e-09
1955,9.920587444867124e-07,3.754243138587299e-09
1956,8.773468493927794e-07,1.744228317335228e-09
1957,1.0752240768852062e-06,2.6505113659425206e-09
1958,9.463446417612431e-07,4.9633461784992505e-09
1959,1.0068221172332414e-06,1.5501495642666896e-09
1960,9.22547087611747e-07,8.997083078554624e-09
1961,9.887230589811224e-07,3.47407969059077e-09
1962,1.05276478734595e-06,6.341956293454132e-09
1963,9.899526958179194e-07,8.405868889838075e-09
1964,9.825608913160977e-07,5.475571551727398e-09
1965,9.368138194076892e-07,1.6416130677043839e-09
1966,9.516130603515194e-07,2.769537488234164e-09
1967,9.855740472630714e-07,9.860671390526932e-09
1968,1.0734484021668322e-06,4.491415683816058e-09
1969,1.119997477871948e-06,7.2668124850849836e-09
1970,1.0351729997637449e-06,2.2993624781975086e-09
1971,9.55741938923893e-07,5.652237344833111e-09
1972,9.311216331298056e-07,4.6171320100540925e-09
1973,8.887284366210224e-07,6.064523994098181e-09
1974,9.130303055826516e-07,2.812785782069227e-09
1975,9.69238158177177e-07,1.1422960355389478e-09
1976,9.878688160824822e-07,3.9994687561772935e-09
1977,8.685883585712872e-07,2.3507127355770763e-09
1978,9.409896506440418e-07,4.752473081737207e-09
1979,9.187598379867268e-07,2.925986564150662e-09
1980,9.437350172447623e-07,8.527726080842513e-09
1981,8.912699058782891e-07,2.5302198114474095e-09
1982,9.373328566653072e-07,5.586751949948621e-09
1983,9.201415309689764e-07,1.89459470334441e-09
1984,9.31320755626075e-07,6.958810416790584e-09
1985,8.927088401833316e-07,4.812446441349039e-09
1986,9.399353189110116e-07,4.196139880008332e-09
1987,8.903460297915444e-07,6.721898593298192e-09
1988,9.162734500023362e-07,5.99655392008458e-09
1989,8.94015101948753e-07,4.390497743145261e-09
1990,9.115593115893716e-07,7.083246433836621e-09
1991,8.927011663217854e-07,3.5168792322792797e-09
1992,9.322825462731998e-07,2.7549720282848966e-09
1993,9.200623480865033e-07,3.877445031719162e-09
1994,8.534831295037293e-07,6.857404422078162e-09
1995,8.816904824016092e-07,2.1689803286761844e-09
1996,8.850556696415879e-07,6.939520069693117e-09
1997,9.388403441334958e-07,3.3564262480467733e-09
1998,9.798505971048144e-07,1.9072516899143466e-09
1999,9.419184721082274e-07,2.7421207526856506e-09
2000,9.061382684194541e-07,7.95245647111642e-09
2001,9.152351481134247e-07,7.886181485616817e-09
2002,8.442613648185215e-07,8.324320788233308e-09
2003,8.892213259059645e-07,7.91715315529018e-09
2004,8.906487778403971e-07,2.2023955992267474e-09
2005,8.273387948065647e-07,9.007498746882447e-09
2006,8.709337180334842e-07,2.0589450144825605e-09
2007,8.464302254651557e-07,6.7906151812735516e-09
2008,8.75329590144247e-07,8.51487946817997e-09
2009,8.620892231192556e-07,5.721831008997924e-09
2010,8.76263584359549e-07,9.447585824773341e-09
2011,8.431858304902562e-07,8.795135286732148e-09
2012,9.324248253506084e-07,1.2255309655984092e-08
2013,9.505338312010281e-07,1.1993237514218436e-08
2014,1.0716788665376953e-06,1.1909948582911056e-08
2015,9.664269100539968e-07,7.536356427806368e-09
2016,1.0338058018533047e-06,1.1392370602436586e-08
2017,8.726655664759164e-07,1.0314006537726073e-08
2018,9.60047486842086e-07,1.4198066722315161e-08
2019,9.920790944306646e-07,1.0969247732361964e-08
