year,tant_ADV eu_VERB,tant_ADV bu_VERB
1884,4.8192386969958534e-08,1.7164412113856997e-08
1885,5.0920522909336796e-08,2.900535989169839e-08
1886,5.549978965291302e-08,1.4197620856748472e-08
1887,4.6355363991779086e-08,1.5016526688782506e-08
1888,5.389522428345117e-08,1.7119660356001987e-08
1889,4.322944491264025e-08,1.7542383545787743e-08
1890,4.3258950199742685e-08,3.2771931834929546e-09
1891,4.52569608455633e-08,1.5935549768641977e-08
1892,5.2655504845233736e-08,2.5074049503359674e-08
1893,4.187723234849727e-08,9.853466487186324e-09
1894,5.608369946230596e-08,1.071261657159539e-08
1895,4.634333095054899e-08,2.2268872967856623e-08
1896,4.776593343081004e-08,1.8870492723976895e-08
1897,4.836172351474488e-08,1.5149455023788505e-08
1898,4.866185321361627e-08,1.1316709347397591e-08
1899,4.753717419703207e-08,1.2160672469008205e-08
1900,3.114631752509922e-08,3.010810800674335e-08
1901,4.191554126009578e-08,1.5648469187112823e-08
1902,3.780918689244572e-08,1.5712908307818907e-08
1903,4.050165358648883e-08,1.0800440541913758e-08
1904,2.6335662539622717e-08,1.827372564378038e-08
1905,3.612531429553201e-08,1.4450125540577119e-08
1906,5.452835694086389e-08,1.7490227932626112e-08
1907,4.6285588695127444e-08,1.337139288182243e-08
1908,4.174680867663483e-08,1.3751889405000384e-08
1909,5.721022944271681e-08,1.7603147384193107e-08
1910,3.954671612405036e-08,1.8170112525695004e-08
1911,3.8838731342139e-08,1.755723388896513e-08
1912,3.334029585744247e-08,9.897900277167082e-09
1913,3.8711824856818566e-08,1.3257474229533273e-08
1914,2.678697441638178e-08,1.808120764223986e-08
1915,4.7123048574349014e-08,2.709575319670421e-08
1916,3.625862632361532e-08,1.648119329900055e-08
1917,4.8252267959014716e-08,1.0966424213165737e-08
1918,5.743188324913717e-08,1.378365155346728e-08
1919,2.8544329566670967e-08,1.5653341733923298e-08
1920,3.180337415642498e-08,2.6502810612782923e-08
1921,3.4077363153528495e-08,4.543648568500203e-09
1922,3.39385017866789e-08,2.2871599725249325e-08
1923,6.051090650771584e-08,1.8047112249064412e-08
1924,5.9301473953610184e-08,2.0626599095407983e-08
1925,6.818870446068104e-08,2.4195990988573612e-08
1926,4.904300965336006e-08,1.671920735191179e-08
1927,5.351628118432927e-08,2.4528294062520217e-08
1928,4.6846768242403414e-08,1.7139061725401916e-08
1929,5.124586976990031e-08,2.0052731031228177e-08
1930,3.571225093423891e-08,2.4158287814657342e-08
1931,3.079446386777818e-08,1.4826963656844327e-08
1932,4.822195975862087e-08,1.8631212128639163e-08
1933,3.326492148403304e-08,1.8353059516584835e-08
1934,2.6359476379411717e-08,2.6359476379411717e-08
1935,3.590485420090772e-08,3.590485242455088e-09
1936,3.15242587589637e-08,1.091224355320719e-08
1937,2.7700460591972842e-08,1.2591118370153254e-08
1938,4.019216603978748e-08,2.7226949583791793e-08
1939,3.058810094103137e-08,1.3764645423464117e-08
1940,3.550096039361961e-08,1.0143131667916805e-08
1941,6.788455664263893e-08,2.3612020783048138e-08
1942,7.58552971547033e-08,2.730790527039062e-08
1943,4.645176332473966e-08,1.7419411690866582e-08
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,6.099811145077183e-08,1.089252066321933e-08
1946,3.201854070766785e-08,2.227376683094917e-08
1947,3.5762614203349585e-08,1.3112957830685446e-08
1948,3.370285384107774e-08,2.6092530802657166e-08
1949,2.1597418964347526e-08,1.570721330779179e-08
1950,3.403315673722318e-08,2.9779013033248702e-08
1951,3.5182626589858046e-08,2.2388944032059044e-08
1952,2.6362009464264702e-08,1.1599284199803606e-08
1953,4.417269394707546e-08,1.6160740301529586e-08
1954,3.518113089739927e-08,6.840775057526116e-09
1955,2.1586897602787758e-08,8.447047505910632e-09
1956,2.9651880950609666e-08,9.593255967388359e-09
1957,2.47381048978923e-08,1.1485549400447326e-08
1958,2.4816730004317833e-08,1.4890038535497752e-08
1959,2.5577467255288866e-08,3.100299039715537e-08
1960,3.391208380776334e-08,1.868625076895114e-08
1961,3.543561177821175e-08,1.598076693198891e-08
1962,2.663621678777872e-08,2.473363025501385e-08
1963,2.133797494252576e-08,1.8751554975438012e-08
1964,3.224503331011874e-08,2.007709554163739e-08
1965,3.0643441562006046e-08,1.8057743744748223e-08
1966,3.323444985880997e-08,2.3818021332999706e-08
1967,3.3526280418527676e-08,1.4791006641701188e-08
1968,2.784677910483424e-08,1.661823922916028e-08
1969,3.088395317263348e-08,1.589615195030092e-08
1970,3.4030566808951335e-08,1.0577067222072856e-08
1971,3.0316545718278576e-08,1.3359833239690033e-08
1972,3.283293992240033e-08,9.234264020108185e-09
1973,4.465695013777804e-08,1.1026407342740185e-08
1974,2.5877628928583363e-08,7.313243344242437e-09
1975,2.1703623787061588e-08,7.4249242310031605e-09
1976,2.856763359204706e-08,1.085570122683066e-08
1977,1.9981058585472056e-08,1.3516598507123945e-08
1978,2.1386128423728223e-08,1.3663360221016774e-08
1979,3.5697038214266286e-08,1.2289143924704149e-08
1980,3.240536017301565e-08,1.5349906234973787e-08
1981,3.0362638625547334e-08,1.9609203150139365e-08
1982,2.9175261317959666e-08,1.1794254461960918e-08
1983,2.2103606056589342e-08,2.652432762317858e-08
1984,2.3775934110403796e-08,1.2177918229383522e-08
1985,3.549179083961462e-08,1.564045071233977e-08
1986,1.7384007122700496e-08,1.7384007122700496e-08
1987,2.4443266966045485e-08,1.2832715334809564e-08
1988,2.5185526553173077e-08,1.9188972188999287e-08
1989,2.798942233539492e-08,9.878619700032232e-09
1990,2.45189291092629e-08,8.717841559757744e-09
1991,2.4032006606944378e-08,1.875668864670388e-08
1992,2.5345743281945943e-08,1.597883780846132e-08
1993,2.2710750613441633e-08,1.2186256448387667e-08
1994,2.8484603120659813e-08,1.5824779708850656e-08
1995,2.0063067651676647e-08,1.5182862966867106e-08
1996,1.7081895009596337e-08,1.3879040139386234e-08
1997,1.8220598363427598e-08,1.102825741838842e-08
1998,2.43174582692518e-08,1.382757464085671e-08
1999,2.6050146928469076e-08,1.1425503210205079e-08
2000,2.385736941334926e-08,1.2370488633450805e-08
2001,3.5487815353008045e-08,7.448059946568719e-09
2002,2.541108479192644e-08,1.6648641576466616e-08
2003,2.541822929913451e-08,1.3750845795357236e-08
2004,2.114299846311951e-08,1.1452457648886138e-08
2005,2.2068373795036678e-08,1.0358624180639708e-08
2006,3.211954080484247e-08,1.1941880373456115e-08
2007,2.5165221018141892e-08,1.2382886716011399e-08
2008,2.8950589481269162e-08,1.4049550856043425e-08
2009,3.147006921722095e-08,1.4781396551200032e-08
2010,2.220182793166714e-08,1.1809482280966677e-08
2011,2.4855816960211996e-08,1.9502257586623273e-08
2012,3.3702100665777834e-08,2.5531894820574053e-08
2013,2.7612337305527035e-08,2.7054513296320692e-08
2014,3.594638897652658e-08,3.443057750018852e-08
2015,3.3913604369217865e-08,3.2805317573547654e-08
2016,3.728412067971476e-08,3.252003821785365e-08
2017,2.440143020976393e-08,2.5910797063488644e-08
2018,2.5556520455438658e-08,3.046130814254866e-08
2019,3.7244422657067844e-08,2.7805766578126168e-08
