year,auront_VERB eu_VERB,auront_VERB bu_VERB
1866,3.960608978559321e-07,4.379051787850585e-09
1867,3.542552349244943e-07,1.0190904120577216e-08
1868,3.6110478163209336e-07,1.1855697756857353e-08
1869,3.652872351267433e-07,5.371870948067681e-09
1870,3.0734500455764646e-07,1.6055336615750093e-08
1871,4.790151137967769e-07,1.0621177271019633e-09
1872,3.5497882322488294e-07,1.8142017887967654e-09
1873,2.9630723474838305e-07,2.9930022904522957e-09
1874,2.778193390895467e-07,9.559374625212058e-09
1875,3.472966909612296e-07,4.577221712764867e-09
1876,3.367630370121333e-07,5.441413541973361e-09
1877,2.92541784574496e-07,9.895705588292003e-09
1878,3.104091490513383e-07,4.22736201599605e-09
1879,3.2929261806202703e-07,9.774920428640144e-09
1880,3.3501157759019407e-07,7.059631101924424e-09
1881,3.256160994169477e-07,9.064259565150223e-09
1882,3.4075571875291644e-07,6.655385131892899e-09
1883,3.418762446472101e-07,3.791603475633565e-09
1884,3.3668655419205606e-07,1.1222884843675729e-08
1885,3.255046010508522e-07,5.80107206715752e-09
1886,2.891151780204382e-07,2.5813855497602844e-09
1887,3.82594976144901e-07,5.223139698529167e-09
1888,3.9184999423014233e-07,6.974675947901687e-09
1889,2.744129972143128e-07,9.397704836544563e-09
1890,3.290302004188561e-07,9.831579994568074e-09
1891,3.3847109648377227e-07,1.9122659011827636e-09
1892,2.9211267360551574e-07,3.761107425503951e-09
1893,2.919089467923186e-07,4.310891643655168e-09
1894,2.9617234531542636e-07,1.1972924873759894e-08
1895,3.5389453501011303e-07,6.6204757231957956e-09
1896,3.213880859220808e-07,4.1279202278587945e-09
1897,3.047371137654409e-07,1.3401440845939305e-08
1898,3.230920526675618e-07,3.3950129374460403e-09
1899,3.532122718752362e-07,9.949641111006713e-09
1900,2.8550792308124073e-07,3.114631885736685e-09
1901,3.2805897376420035e-07,3.912117296778206e-09
1902,2.71538709739616e-07,8.347482705062248e-09
1903,2.835115537891397e-07,5.400220270956879e-09
1904,2.6389409413241083e-07,1.0749250378694342e-09
1905,2.8951859576409333e-07,7.741138396966107e-09
1906,2.474352811532299e-07,5.144184633820714e-09
1907,2.679421413631644e-07,4.114274698707732e-09
1908,3.0745295021006314e-07,4.4202499438483756e-09
1909,3.1300595537686604e-07,7.151278680339601e-09
1910,2.5812246917666926e-07,7.481810726517324e-09
1911,3.027292905244394e-07,6.384448969498635e-09
1912,2.2660982779143524e-07,6.251305251225858e-09
1913,2.932553400114557e-07,6.363587878865928e-09
1914,3.026928254712402e-07,5.357394972094198e-09
1915,4.3353205114726734e-07,1.1780762143587253e-08
1916,3.603887535064132e-07,2.0876177231343718e-08
1917,3.9150134512055956e-07,2.1932848870420685e-09
1918,3.331049072130554e-07,9.189101035644853e-09
1919,3.4069037724293594e-07,3.6831393490643904e-09
1920,2.953170508135372e-07,4.543339038320937e-09
1921,2.86249843384212e-07,1.5145494858259667e-09
1922,2.6339230885241705e-07,1.0329110011753073e-08
1923,2.802610197250033e-07,1.0615948120573648e-09
1924,3.210014369869896e-07,1.289162443462999e-09
1925,2.9475117457877786e-07,3.299453377181294e-09
1926,2.663927034518565e-07,1.1146138456652466e-09
1927,2.463978603373107e-07,1.4493992672726108e-08
1928,2.936492649041611e-07,5.713020723163709e-09
1929,2.651416650678584e-07,4.4561625500705304e-09
1930,2.1427351271086081e-07,9.453243521306831e-09
1931,2.6916640649687906e-07,4.5621426636444085e-09
1932,2.454936236517824e-07,2.1919073223131136e-09
1933,3.567375870261458e-07,3.4411986593596566e-09
1934,2.3963161766005214e-07,2.3963160344919743e-09
1935,2.621054306928272e-07,1.196828414151696e-09
1936,3.1887998375168536e-07,9.699771652549316e-09
1937,2.7826371251649107e-07,1.0072894518486919e-08
1938,2.3985646180335607e-07,1.6854778905894818e-08
1939,2.3552837546958472e-07,1.5294050470515685e-09
1940,2.155415472770983e-07,2.5357829169792012e-09
1941,2.715382265705557e-07,2.9515025978810172e-09
1942,2.5183956608998415e-07,9.102635090130207e-09
1943,3.4548497751529794e-07,8.709705845433291e-09
1944,3.148922473883431e-07,1.2852744646352221e-08
1945,2.7884851760973106e-07,4.357008087652048e-09
1946,2.7563785920392547e-07,9.744772988540262e-09
1947,2.551066415890091e-07,2.3841741914054637e-09
1948,2.565765555573307e-07,2.174377566888097e-09
1949,2.297179975130348e-07,2.945102384188658e-09
1950,2.914088952366001e-07,6.381216888229346e-09
1951,2.270878525223452e-07,6.396841278899501e-09
1952,2.267132828137619e-07,7.381362632230548e-09
1953,2.3055990538978222e-07,6.464296653518886e-09
1954,2.0522325883121084e-07,3.9090144454689835e-09
1955,1.9897488812148367e-07,5.631364707880948e-09
1956,2.389592737017665e-07,2.616342476002842e-09
1957,2.2175944991431606e-07,5.301022731885041e-09
1958,2.0515163612344622e-07,5.790570245522986e-09
1959,2.9142810831217503e-07,1.5501495642666896e-09
1960,2.1177750397782802e-07,6.2287499602575735e-09
1961,2.008018071819606e-07,2.08444772553662e-09
1962,2.1435812413983513e-07,5.7077609305622445e-09
1963,1.6747077324907877e-07,4.526237162849611e-09
1964,2.0928851540702453e-07,2.4335873316516654e-09
1965,2.123152853528154e-07,4.924839203113152e-09
1966,1.9774496706759237e-07,4.985167390003653e-09
1967,2.6623811777426454e-07,3.451234853457663e-09
1968,2.2097765395301394e-07,4.940557296606585e-09
1969,3.6152391658106353e-07,7.2668124850849836e-09
1970,2.3545472060959582e-07,3.6789800095249348e-09
1971,2.029667030001292e-07,4.624557625731995e-09
1972,1.995627059159233e-07,3.0780880067027283e-09
1973,2.1777154302071722e-07,3.859242703185828e-09
1974,2.087087125346443e-07,6.1881286761433785e-09
1975,2.07897883797159e-07,2.8557400888473694e-09
1976,1.9940209483593208e-07,2.285410749536254e-09
1977,1.9628451752851106e-07,4.11374712072643e-09
1978,2.0198010020067159e-07,8.316828115084718e-09
1979,2.3817531769054767e-07,7.022368020415115e-09
1980,2.444614892738173e-07,3.411090521154847e-09
1981,1.7205495339567278e-07,3.1627747087981106e-09
1982,2.1291732821282494e-07,4.345251713999687e-09
1983,1.9135407569592644e-07,7.57837881337764e-09
1984,1.9542657980764488e-07,4.639206796497319e-09
1985,1.9069318568654126e-07,2.4062232206745193e-09
1986,2.0680974444076128e-07,2.3977941854269602e-09
1987,2.0898993113860342e-07,3.0554083707556856e-09
1988,2.1467663202656695e-07,5.99655392008458e-09
1989,2.2501301089050685e-07,8.780995486290522e-09
1990,1.8144007185583177e-07,5.993515905799995e-09
1991,2.168742128105805e-07,1.7584396161396398e-09
1992,1.7631820981023338e-07,6.61193322315512e-09
1993,1.9498010317420267e-07,4.985286850001103e-09
1994,2.1416201434476534e-07,3.164955852952289e-09
1995,2.0713761728075042e-07,5.964695848348356e-09
1996,2.0231370001511095e-07,5.3380921904988554e-09
1997,2.0953689272573683e-07,4.794894259418925e-09
1998,2.221948278702257e-07,4.291316191284977e-09
1999,2.2713899738846521e-07,3.1991407301035224e-09
2000,1.6965240945410187e-07,3.5344251969604557e-09
2001,1.9145895180372463e-07,3.5049694258049158e-09
2002,2.06355537102354e-07,4.81934359086722e-09
2003,1.82927919922804e-07,2.9168460979889232e-09
2004,1.810369241184162e-07,3.523833003171717e-09
2005,1.9816498308955488e-07,3.1526248278623825e-09
2006,2.23189630332854e-07,1.2353669198716943e-09
2007,2.1170741604237264e-07,7.190063211481856e-09
2008,1.9413924690070417e-07,6.811903485726134e-09
2009,1.7022446741066233e-07,5.721831008997924e-09
2010,1.681670340758501e-07,6.140930874920514e-09
2011,1.8125626866094535e-07,5.353560705856353e-09
2012,1.8417007652260509e-07,6.468080293586809e-09
2013,1.665107589587933e-07,5.857162754807632e-09
2014,1.9207499235562864e-07,4.330890313042346e-09
2015,1.7488780201802e-07,5.54143841924315e-09
2016,1.9512023641254927e-07,7.2496901815100045e-09
2017,1.6099912159006635e-07,1.7106156491308866e-08
2018,1.7218383163708495e-07,7.228107001822082e-09
2019,1.8060993056678853e-07,8.418259866971312e-09
