year,fut_VERB au_ADP,fut_VERB beau_ADV
1852,3.1836566449783277e-06,5.1433307390880145e-08
1853,3.7384293136710767e-06,4.18035241978032e-08
1854,4.004298716608901e-06,4.1565314745639625e-08
1855,3.5322973417351022e-06,4.139410947345823e-08
1856,3.337733915032004e-06,7.455152228885709e-08
1857,3.8344255699485075e-06,1.0495244850972085e-07
1858,3.8102161852293648e-06,4.697928801533635e-08
1859,3.701500872921315e-06,4.1755821911237945e-08
1860,3.3797925880207913e-06,7.094634923987542e-08
1861,3.1474341994908173e-06,6.555189457913002e-08
1862,3.61890693056921e-06,5.46676339752139e-08
1863,3.5042260151385562e-06,5.4940830551686304e-08
1864,3.1645204217056744e-06,4.554991406280351e-08
1865,3.2853772609087173e-06,4.23615986733239e-08
1866,3.559195874913712e-06,4.281739407474561e-08
1867,3.0635799248557305e-06,2.6690463172940326e-08
1868,3.3067517506424338e-06,3.902500367303219e-08
1869,3.272934463893762e-06,4.8346841197144386e-08
1870,3.4708198199950857e-06,4.587239033071455e-08
1871,2.8316057978372555e-06,1.4869648623516696e-08
1872,2.7231169497099472e-06,6.107812566824578e-08
1873,2.912191121140495e-06,6.405024777222934e-08
1874,2.8917108920722967e-06,3.883495836021211e-08
1875,3.110794295935193e-06,4.405575992905142e-08
1876,2.9758484743069857e-06,4.413590914964516e-08
1877,2.845633844117401e-06,6.246663986075873e-08
1878,2.8456186100811465e-06,5.3747889694477635e-08
1879,3.0265596251410898e-06,5.681672377022551e-08
1880,3.052327656405396e-06,5.0059199452334724e-08
1881,2.7415899239713326e-06,4.462404845639867e-08
1882,2.5703097890072968e-06,4.3925542314582344e-08
1883,2.6636014354153303e-06,2.211768546089843e-08
1884,2.7278210836811922e-06,3.300848305798354e-08
1885,2.609837792988401e-06,4.640857653726016e-08
1886,2.5084614208026323e-06,3.743009102663564e-08
1887,2.258354925288586e-06,4.113222473733913e-08
1888,2.5673148229543585e-06,4.311618084784641e-08
1889,2.304317376911058e-06,4.1349903057152915e-08
1890,2.13410817195836e-06,2.4251230357208442e-08
1891,2.245000359835103e-06,4.971891698346553e-08
1892,2.166397962355404e-06,3.384996816180319e-08
1893,2.4073249278444564e-06,3.202376674948937e-08
1894,2.3511042854806874e-06,4.348062176973144e-08
1895,2.4230942017311463e-06,4.213030280197927e-08
1896,2.167158072552411e-06,6.368791360955584e-08
1897,2.148309249605518e-06,2.9133568446582103e-08
1898,2.2407084543374367e-06,3.1120951149432585e-08
1899,2.3818336103431648e-06,4.09040801230276e-08
1900,2.3063848857418634e-06,4.5162163786471865e-08
1901,2.2321423784887884e-06,3.297355988252093e-08
1902,1.9042080339204404e-06,3.1425816615637814e-08
1903,2.105545945596532e-06,4.104167317109386e-08
1904,2.0445074824237963e-06,2.956043942958786e-08
1905,2.1422310965135694e-06,3.354493216534138e-08
1906,2.095740683216718e-06,6.07013745934637e-08
1907,2.120394356097677e-06,2.7771354993433306e-08
1908,2.2813401301391423e-06,4.272908427083166e-08
1909,2.346169594602543e-06,4.8408654862441836e-08
1910,2.2295796497928677e-06,3.740905540894346e-08
1911,2.269671540489071e-06,3.830669470517023e-08
1912,2.24526047531981e-06,4.375913675858101e-08
1913,2.3317245450016344e-06,7.742364971363713e-08
1914,2.1898351860727416e-06,4.486818383497848e-08
1915,1.9450037598289782e-06,8.599955947374838e-08
1916,2.10629650609917e-06,8.789969285771804e-08
1917,2.138452828148729e-06,7.23783983858084e-08
1918,2.091669102810556e-06,6.432370724951397e-08
1919,2.066241222564713e-06,4.9722380879302364e-08
1920,2.2277506559476024e-06,4.316171953178127e-08
1921,2.0537290765787475e-06,4.922285867792198e-08
1922,2.1086138985992875e-06,6.935259477813815e-08
1923,2.0870954813290155e-06,4.564857647437748e-08
1924,2.1993112113705138e-06,5.285566118118368e-08
1925,2.1424450551421614e-06,3.629398648286042e-08
1926,2.2359154172590934e-06,4.346993875969929e-08
1927,2.3680954654992092e-06,7.024011949852138e-08
1928,2.121815896316548e-06,7.084145892122251e-08
1929,2.4753983325354056e-06,6.015819309368453e-08
1930,2.2099582110968186e-06,5.2518018378577835e-08
1931,2.055245204246603e-06,3.307553342324354e-08
1932,2.184235654567601e-06,3.06867029564728e-08
1933,2.1312489479896612e-06,4.817677989876756e-08
1934,2.0093109469598858e-06,4.073737258636356e-08
1935,1.9460430848994292e-06,5.0266791618014395e-08
1936,1.9023676713914028e-06,3.15242587589637e-08
1937,1.8735584035312058e-06,4.1550688223424004e-08
1938,1.8138334780815057e-06,3.1116513810047763e-08
1939,1.8459918464941438e-06,3.364691281149135e-08
1940,1.9195877030142583e-06,4.057252667166722e-08
1941,1.8328830719838152e-06,5.60785480274717e-08
1942,1.8265955077367835e-06,3.3376331032286544e-08
1943,2.0903294171148445e-06,3.193558839598154e-08
1944,2.2331644231599057e-06,3.213186161588055e-08
1945,2.280893795614247e-06,5.446259976338297e-08
1946,2.0450102056202013e-06,5.150808490839154e-08
1947,2.1600617401418276e-06,2.9802176726434482e-08
1948,2.125454102497315e-06,2.8266908813634473e-08
1949,1.7709883195493603e-06,3.5341230386620737e-08
1950,1.8526799294704688e-06,2.8715476219076663e-08
1951,1.9702270037669223e-06,3.0918066329377325e-08
1952,1.9982403500762302e-06,4.007025466989944e-08
1953,1.8789554587783641e-06,3.770839640537815e-08
1954,1.7551475366417435e-06,5.863521579385633e-08
1955,1.6922250551942852e-06,2.3464020060259827e-08
1956,1.584631377227197e-06,3.1396108823855684e-08
1957,1.895115588013141e-06,3.445664731316356e-08
1958,1.83643805939937e-06,3.391619785020339e-08
1959,1.6013044614737737e-06,4.1854036680888385e-08
1960,1.865856688709755e-06,2.9759583242139342e-08
1961,1.766916852830036e-06,3.126671543896009e-08
1962,1.8841952851289534e-06,3.297817485758969e-08
1963,1.8240735926156049e-06,4.073613624200334e-08
1964,1.735756200105243e-06,2.7377858202726202e-08
1965,1.9480473838484613e-06,3.228505462971043e-08
1966,1.9336910099809757e-06,3.378835700118543e-08
1967,2.1555426883423934e-06,4.092178684800274e-08
1968,2.1284820377331926e-06,5.61426993783698e-08
1969,1.8480412791177514e-06,1.9075383050903838e-08
1970,1.705207182567392e-06,2.483311511980446e-08
1971,1.673062229201605e-06,3.699646100585596e-08
1972,1.6365167994081276e-06,2.0007572487656944e-08
1973,1.56630119363399e-06,3.3079221140042137e-08
1974,1.4300203474704176e-06,1.4626486688484874e-08
1975,1.5335324405896245e-06,1.9419033492340532e-08
1976,1.532367946310842e-06,1.7711933253394818e-08
1977,1.438048570889805e-06,1.3516598507123945e-08
1978,1.6520784811291378e-06,2.198018833610149e-08
1979,1.5642324342479696e-06,1.521513048885481e-08
1980,1.577060743329639e-06,2.21720881654619e-08
1981,1.4953599247746752e-06,2.0874313833019187e-08
1982,1.6344353070962825e-06,1.6760255405756652e-08
1983,1.4853623042654363e-06,1.3893695083311286e-08
1984,1.4671491044282448e-06,1.797692661398287e-08
1985,1.5014833252280368e-06,1.804667348892508e-08
1986,1.5735524812043877e-06,2.6375735373562748e-08
1987,1.5002054851720459e-06,2.261002229886344e-08
1988,1.508133323113725e-06,2.338656024392094e-08
1989,1.5690541204094188e-06,1.8110803523541108e-08
1990,1.5288915165001526e-06,1.7435683119515488e-08
1991,1.480019932387222e-06,1.4067516929117119e-08
1992,1.6166176237675245e-06,1.983579878128694e-08
1993,1.6490220104969922e-06,2.2156829260211452e-08
1994,1.5007166211944423e-06,1.6879765141197822e-08
1995,1.6701148979336722e-06,2.6570008415660595e-08
1996,1.6366590216421173e-06,1.7615704450690828e-08
1997,1.5348457509389846e-06,1.7261619689179497e-08
1998,1.5424898265337106e-06,1.8118891276230897e-08
1999,1.5237051229632925e-06,1.416762351880152e-08
2000,1.5052232811285648e-06,2.6066386382694873e-08
2001,1.5255379821610404e-06,2.4534786646768225e-08
2002,1.6780078340161708e-06,2.4534839937473407e-08
2003,1.538427909508755e-06,2.1251306492331423e-08
2004,1.632415660424158e-06,2.2464435645019876e-08
2005,1.6911579905354301e-06,1.261049931144953e-08
2006,1.6413908952017664e-06,1.6059770402421236e-08
2007,1.7244167338503757e-06,1.2782334302130494e-08
2008,1.8038772395811975e-06,1.8732734474724566e-08
2009,1.8409991753287613e-06,4.1483275481368764e-08
2010,1.8871553493227111e-06,1.7005655550406118e-08
2011,2.176604766646051e-06,1.3001504761689375e-08
2012,2.3850193429098e-06,1.974466634635519e-08
2013,2.4159401164070005e-06,2.7333426189102283e-08
2014,2.6006996449723374e-06,4.980524082043303e-08
2015,2.6842728857445763e-06,2.3939014326401775e-08
2016,2.84539987660537e-06,4.2669604738421185e-08
2017,2.3005266029940685e-06,1.8363962794865074e-08
2018,2.5866295345622348e-06,2.1942467398616827e-08
2019,2.5787935555854347e-06,5.076465470210678e-08
