year,eurent_VERB eu_VERB,eurent_VERB bu_VERB
1860,9.15436793036406e-09,2.1512764902809067e-08
1861,1.226150558863992e-08,1.226150558863992e-08
1862,2.1686334505943705e-08,1.536115412648087e-08
1863,1.6482248454963155e-08,9.489779628779615e-09
1864,7.671564716815737e-09,3.308362295229017e-08
1865,9.413688495385486e-09,1.3649848362717876e-08
1866,9.731225603104576e-09,1.3137154475373336e-08
1867,9.7056229719783e-09,1.358787216076962e-08
1868,3.951899252285784e-09,1.531360993567432e-08
1869,2.8324411260882698e-08,1.5138908793232986e-08
1870,1.2614907340946502e-08,1.3188312664169644e-08
1871,1.4869648623516696e-08,5.3105884134652115e-09
1872,2.7817760539505798e-08,1.5723081503438152e-08
1873,1.3169209722718733e-08,7.183205141814142e-09
1874,8.364453130127458e-09,2.9873046258899194e-09
1875,1.4875970677508121e-08,1.7736734747586524e-08
1876,1.3905833817773328e-08,9.069021977836655e-09
1877,1.7317484335421796e-08,1.793596560162314e-08
1878,1.0870359723469392e-08,6.039088784604019e-09
1879,2.3826368433788048e-08,6.109325489944695e-09
1880,1.0268554007097919e-08,9.626769603698904e-09
1881,1.3945014920579979e-08,6.9725074602899895e-09
1882,1.7969540522244642e-08,1.3976308999019693e-08
1883,1.516641390253426e-08,9.479008689083912e-09
1884,3.9610181801208455e-09,1.0562715146988921e-08
1885,5.80107206715752e-09,1.4824961702686323e-08
1886,2.2587123282846733e-08,7.744156427236248e-09
1887,1.3710741875172516e-08,3.9173548849191775e-09
1888,5.706553452000662e-09,1.7119660356001987e-08
1889,6.891650361495749e-09,1.7542383545787743e-08
1890,9.831579994568074e-09,6.554386366985909e-09
1891,1.0836173736095134e-08,7.649063604731055e-09
1892,1.8805536683430546e-08,1.3163876211308434e-08
1893,9.23762488724833e-09,1.4164357686752282e-08
1894,1.5753848003896564e-08,1.827446460822557e-08
1895,6.018614495673091e-09,2.046328972937772e-08
1896,1.4152869098893461e-08,8.255840455717589e-09
1897,1.2236098356765979e-08,1.5732126712464378e-08
1898,1.0750873968845553e-08,1.4711722506888236e-08
1899,3.8693048765026106e-09,1.2713430308508578e-08
1900,9.34389543516545e-09,9.34389543516545e-09
1901,1.676621685930968e-08,4.470991132876634e-09
1902,1.0311596021495006e-08,1.0802624572647801e-08
1903,1.296052865029651e-08,8.100330184390714e-09
1904,3.7622376325430196e-09,1.1286712897629059e-08
1905,7.2250627702885595e-09,1.0321517862621477e-08
1906,6.173021205313489e-09,1.4918134283448126e-08
1907,1.4399961223432456e-08,1.5942815068115124e-08
1908,1.276961114626829e-08,9.331639461152008e-09
1909,8.801573692096554e-09,6.0510818578052294e-09
1910,6.947395991829808e-09,7.481810726517324e-09
1911,9.576673676292558e-09,1.1704822888702893e-08
1912,5.730363294986773e-09,6.772247651554153e-09
1913,9.015082902408267e-09,4.772690687104841e-09
1914,7.366418142140674e-09,2.8795998474606677e-08
1915,1.295883844676382e-08,1.295883844676382e-08
1916,1.0987461607214755e-08,2.197492410260793e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,4.594550517822427e-09,2.1824114071478107e-08
1919,1.5653341733923298e-08,1.8415697411455767e-08
1920,9.843901693784574e-09,1.3630017114962811e-08
1921,2.2718242842501013e-09,4.543648568500203e-09
1922,2.951174193910333e-09,5.902348387820666e-09
1923,7.431163684401554e-09,1.4862327368803108e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,1.0998177923937646e-09,9.898360353588487e-09
1926,8.916910765321973e-09,1.114613823460786e-08
1927,4.4596899506643695e-09,1.0034302277972529e-08
1928,7.998228745975666e-09,1.82816659588525e-08
1929,6.684243825105796e-09,7.798284684668033e-09
1930,8.402882833991043e-09,7.352522590764465e-09
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,1.0323596200123575e-08,8.02946331646126e-09
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,4.787313656606784e-09,1.4361940969820353e-08
1936,3.6374143697059935e-09,1.576212937948185e-08
1937,6.295559185076627e-09,1.510934133364117e-08
1938,1.2965214679638848e-08,1.1668692678767911e-08
1939,6.117620188206274e-09,1.6823456405745674e-08
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,2.2492303131116387e-08,1.2852744646352221e-08
1945,0.0,4.357008087652048e-09
1946,0.0,8.352662561605939e-09
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,1.0871887834440486e-09,1.3046265401328583e-08
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,7.444753258312176e-09,2.1270722072586068e-08
1951,6.396841278899501e-09,7.462981344019681e-09
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,3.232148326759443e-09,5.386913581872932e-09
1954,4.886268278880834e-09,9.772536557761669e-09
1955,6.569925492527773e-09,1.0324168187025862e-08
1956,1.744228317335228e-09,9.593255967388359e-09
1957,5.301022731885041e-09,1.0602045463770082e-08
1958,3.3088973783179654e-09,2.3162280982091943e-08
1959,5.425523585955716e-09,9.300897829689347e-09
1960,2.076250060767393e-09,5.536666680683311e-09
1961,1.250668635321972e-08,1.042223907177231e-08
1962,5.0735651235811474e-09,8.8787386332001e-09
1963,0.0,1.0992290633282664e-08
1964,5.475571551727398e-09,6.083968440151466e-09
1965,2.73602163147757e-09,9.302473458205895e-09
1966,5.539074976468328e-09,8.862519607077957e-09
1967,5.423369309198733e-09,6.409436092980059e-09
1968,4.940557296606585e-09,1.0779397818794223e-08
1969,5.450109252791435e-09,9.991866889436096e-09
1970,1.1496812390987543e-08,9.657322941336588e-09
1971,6.166076982339064e-09,3.083038491169532e-09
1972,5.643161493651405e-09,5.130146973897354e-09
1973,4.410563025913916e-09,5.513203671370093e-09
1974,7.313243344242437e-09,3.937900228123681e-09
1975,3.998036124386317e-09,5.711480177694739e-09
1976,4.570821499072508e-09,1.1427053969725876e-08
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.0099005187669263e-08,7.128709622605811e-09
1979,4.681578680276743e-09,8.192762912528906e-09
1980,2.8425752862659692e-09,9.096241093686785e-09
1981,4.427884725544118e-09,9.488323904349727e-09
1982,2.483000915987077e-09,1.3656505259973528e-08
1983,3.157658134966823e-09,4.4207211225000265e-09
1984,4.639206796497319e-09,5.219107812592938e-09
1985,1.142956040922627e-08,8.421781494405423e-09
1986,2.3977941854269602e-09,4.7955883708539204e-09
1987,4.888653482026939e-09,6.110816741511371e-09
1988,1.1993107618124554e-09,6.596209356501959e-09
1989,4.939309850016116e-09,7.683371272548811e-09
1990,1.6345953479657283e-09,4.90378582185258e-09
1991,2.9307325455363298e-09,7.6199047072123e-09
1992,7.162927584403178e-09,4.4079553340736766e-09
1993,3.877445031719162e-09,3.877445031719162e-09
1994,5.274926606624319e-10,4.747434001473039e-09
1995,5.964695848348356e-09,3.795715741716776e-09
1996,5.871901187504136e-09,6.939520069693117e-09
1997,2.3974471297094624e-09,6.7128524960935465e-09
1998,5.2449422582867555e-09,7.152193948201102e-09
1999,1.8280804647829996e-09,5.941261704833778e-09
2000,5.743440834038438e-09,5.743440834038438e-09
2001,3.5049694258049158e-09,6.571817756650944e-09
2002,5.257465574004527e-09,8.762443215459825e-09
2003,6.250384210204629e-09,1.0000615446870142e-08
2004,6.607186797680242e-09,6.607186797680242e-09
2005,6.305249655724765e-09,6.305249655724765e-09
2006,4.529678854225949e-09,8.64756888319107e-09
2007,5.592271090648637e-09,9.98619853476157e-09
2008,5.5346713878634546e-09,8.940623352771127e-09
2009,8.582746957586096e-09,5.721831008997924e-09
2010,8.030448306328708e-09,1.842279218067233e-08
2011,3.059177577924288e-09,1.2619107536693264e-08
2012,5.7872298064864935e-09,2.0425515501187874e-08
2013,4.741512515948898e-09,2.5381037715987986e-08
2014,4.547434873103384e-09,1.9489005964601347e-08
2015,4.43315073539452e-09,1.9727520950141297e-08
2016,6.214019965256057e-09,1.905632807108759e-08
2017,3.5218559180094644e-09,1.3835862233690932e-08
2018,4.3884935685412074e-09,2.1942467398616827e-08
2019,5.612172948588068e-09,1.5050828139351324e-08
