year,fût_VERB au_ADP,fût_VERB beau_ADJ
1863,8.161210303114785e-07,1.048870412745373e-08
1864,6.794129490117484e-07,2.205574922697906e-08
1865,7.465055205102544e-07,1.5061901947888146e-08
1866,7.541700028923515e-07,1.1677471434268227e-08
1867,7.036576903374225e-07,1.6014277903764196e-08
1868,6.046406042514718e-07,1.6301584082611953e-08
1869,6.456012329181249e-07,1.4162205630441349e-08
1870,6.548283977281244e-07,6.307453670473251e-09
1871,5.469906341204478e-07,1.0621176826930423e-08
1872,6.573457653757941e-07,1.1489944995446422e-08
1873,6.500800964204245e-07,1.0176207432266438e-08
1874,6.870800461911131e-07,1.4339061493728877e-08
1875,6.225021706995904e-07,2.2886108563824337e-09
1876,6.039968525328732e-07,8.464420275799966e-09
1877,5.547780119741219e-07,1.4225077116236662e-08
1878,5.604274520010222e-07,6.6429977074733415e-09
1879,5.993248350932845e-07,7.94212251520321e-09
1880,5.84665770020365e-07,1.0268554007097919e-08
1881,4.6088274530120543e-07,8.367009307619355e-09
1882,5.550591026803886e-07,4.6587693702804245e-09
1883,5.352480343390198e-07,1.3270612164717477e-08
1884,6.509273475785449e-07,1.8484751507230612e-08
1885,4.776215973834042e-07,1.6114089618213256e-08
1886,5.730676093662623e-07,3.2267319927115068e-09
1887,4.942396003571048e-07,1.0446279397058333e-08
1888,5.338797564036213e-07,1.014498351992188e-08
1889,4.692587367571832e-07,8.771191772893872e-09
1890,4.765038852383441e-07,2.818386235503567e-08
1891,4.557567194751755e-07,2.103492668936724e-08
1892,4.124681254324969e-07,8.775916882086676e-09
1893,5.173070007913338e-07,1.7859408174558666e-08
1894,4.7324559204753314e-07,8.822155450616265e-09
1895,5.958428346275468e-07,2.1065151400989635e-08
1896,4.747108448555082e-07,5.897029087265082e-09
1897,4.533183073363034e-07,1.4566784223291052e-08
1898,4.3342998878870276e-07,6.7900258748920805e-09
1899,4.5713073859587894e-07,8.291367592505594e-09
1900,4.147651395669527e-07,1.2977633190303095e-08
1901,4.107723157176224e-07,1.0059729937950124e-08
1902,4.0558944647273165e-07,9.329538919189417e-09
1903,3.6613494103221456e-07,1.1880484152015924e-08
1904,4.278201686247485e-07,1.4511488011237361e-08
1905,3.911855230853689e-07,1.0321517862621477e-08
1906,4.4497195972326153e-07,9.259531807970234e-09
1907,3.944560944546538e-07,4.6285588695127444e-09
1908,4.0960983938020945e-07,1.7680999775393502e-08
1909,4.829863655686495e-07,9.351672325408344e-09
1910,3.9119183270486246e-07,1.2291546447329438e-08
1911,3.405039592507819e-07,4.25629931299909e-09
1912,4.157118098646606e-07,1.5628263128064646e-08
1913,4.104514061964437e-07,7.954484182448596e-09
1914,3.8841113791932e-07,9.37544086809794e-09
1915,4.0290206015924923e-07,0.0
1916,4.4718970571011596e-07,8.789969641043172e-09
1917,3.761483640118968e-07,7.676496771580332e-09
1918,3.618208666011924e-07,1.1486376294556067e-09
1919,4.751249775836186e-07,1.6574126959767455e-08
1920,3.8391215184674365e-07,1.2872794385998532e-08
1921,4.142292766573519e-07,1.2116395886607734e-08
1922,4.5374304136203136e-07,8.853522359686394e-09
1923,3.704965934048232e-07,2.1231896241147297e-08
1924,4.215561091314157e-07,1.804827398643738e-08
1925,3.9813403418520465e-07,1.5397448649423495e-08
1926,4.068340615503985e-07,1.2260752413340015e-08
1927,4.481988469251519e-07,1.6723836537835268e-08
1928,3.6677593584499846e-07,6.8556245125250825e-09
1929,4.244494959948497e-07,1.4482528065684619e-08
1930,4.0753982943897427e-07,2.520864939015155e-08
1931,3.501444609810278e-07,1.1405356659111021e-08
1932,4.1207857748304377e-07,1.6439305028370654e-08
1933,4.0262023048853735e-07,1.3764794637438627e-08
1934,3.55852932898415e-07,7.188948103475923e-09
1935,3.8657557865917624e-07,1.0771455727365264e-08
1936,3.1524257337878225e-07,3.6374143697059935e-09
1937,3.0344594392772706e-07,1.888667711114067e-08
1938,3.5135730058755144e-07,5.186085783037697e-09
1939,3.288220966624067e-07,2.4470480752825097e-08
1940,3.0682971896567324e-07,5.0715658339584024e-09
1941,2.8924725370416127e-07,5.9030051957620344e-09
1942,2.912843228841666e-07,2.4273694165799498e-08
1943,4.093561756235431e-07,2.322588166236983e-08
1944,4.7233837108251464e-07,3.2131861615880553e-09
1945,4.2698678726083017e-07,1.089252066321933e-08
1946,4.092804601896205e-07,5.568441707737293e-09
1947,4.4584058400687354e-07,1.6689218895749036e-08
1948,3.859520063542732e-07,1.4133454406817236e-08
1949,3.2003447358874837e-07,9.817008539414473e-09
1950,3.1055256499712414e-07,4.2541445921528975e-09
1951,4.296544773296773e-07,4.264560704569931e-09
1952,3.384882063528494e-07,8.435843135146115e-09
1953,3.5338155157660367e-07,1.6160740301529586e-08
1954,3.615838295445428e-07,7.818028890937967e-09
1955,3.144178606362402e-07,2.815682353940474e-09
1956,3.0175149845490523e-07,1.1337483840634377e-08
1957,2.8890573844364553e-07,1.501956425897788e-08
1958,3.07727447079742e-07,9.926692356998501e-09
1959,2.906530482960079e-07,1.2401196514133517e-08
1960,3.169741660258296e-07,2.145458388724819e-08
1961,3.1475161677008145e-07,9.03260666262895e-09
1962,3.1646362685933127e-07,1.0147130247162295e-08
1963,3.233026575344411e-07,1.2932106940866106e-08
1964,3.32793064217185e-07,1.2167936880302932e-08
1965,3.184729280292231e-07,1.2038495533772675e-08
1966,2.697529453143943e-07,8.308612464702492e-09
1967,3.3575585689504805e-07,8.874604162656397e-09
1968,3.458390267496725e-07,1.3025106326836067e-08
1969,2.8749326475008274e-07,4.087581828571274e-09
1970,2.6534644348430447e-07,1.241655755990223e-08
1971,2.2352028850036731e-07,8.735275613958038e-09
1972,2.631765312344214e-07,1.3338381954497436e-08
1973,2.4423493982794753e-07,5.513203671370093e-09
1974,1.8058085515804123e-07,2.812785782069227e-09
1975,1.9647491455998534e-07,7.4249242310031605e-09
1976,1.9083179836343334e-07,1.085570122683066e-08
1977,1.868816639216675e-07,3.526069214387917e-09
1978,2.1920781989592797e-07,5.346532105932056e-09
1979,2.0891545204904105e-07,5.851973128301324e-09
1980,1.9556918573471194e-07,6.253665585376211e-09
1981,1.7964561038752436e-07,4.427884725544118e-09
1982,1.9739857748390932e-07,6.828252629986764e-09
1983,1.9703786335867335e-07,3.78918940668882e-09
1984,1.9948589624618762e-07,6.958810416790584e-09
1985,1.6482628950598155e-07,2.4062232206745193e-09
1986,2.008152648613759e-07,3.5966913891627428e-09
1987,1.9126856898310507e-07,6.721898593298192e-09
1988,1.960873134976282e-07,4.197587610832443e-09
1989,1.6299722460644261e-07,8.232182935330457e-09
1990,1.7871575153094454e-07,3.814055737905164e-09
1991,1.6529331503534195e-07,7.033758464558559e-09
1992,1.9339904611115344e-07,9.366905473484621e-09
1993,1.6229877530804515e-07,7.754890063438324e-09
1994,1.6985264039703907e-07,7.912389854425328e-09
1995,1.6592699125794752e-07,3.795715741716776e-09
1996,1.633456179206405e-07,8.007138063703678e-09
1997,1.5919049189960788e-07,5.753873377756236e-09
1998,1.5877870396252547e-07,5.2449422582867555e-09
1999,1.6041406070144149e-07,8.226361813967742e-09
2000,1.497712673881324e-07,8.83606254831193e-09
2001,1.5903798100680433e-07,4.8193329327261836e-09
2002,1.6122895374337531e-07,5.257465574004527e-09
2003,1.625099912416772e-07,4.166922806803086e-09
2004,1.3522709707558533e-07,5.285749615779878e-09
2005,1.463718604099995e-07,5.404499514582994e-09
2006,1.758339038815393e-07,4.941467679486777e-09
2007,1.5618414295204275e-07,7.589511241690161e-09
2008,1.7838672761172347e-07,8.089135583588813e-09
2009,1.630721868650653e-07,6.675469510497578e-09
2010,1.8942409951705486e-07,5.668551850135373e-09
2011,2.0037613523982145e-07,7.265546830836911e-09
2012,2.8834020326939935e-07,1.2255309655984092e-08
2013,2.886744425723009e-07,8.367375237128272e-09
2014,3.1810390055397875e-07,1.4725027419615344e-08
2015,3.7969937238813145e-07,1.3964425171764105e-08
2016,3.8278363945210003e-07,1.1806638333666797e-08
2017,2.052738778957064e-07,8.804639684001359e-09
2018,3.1158302249423286e-07,9.809573597863164e-09
2019,3.2601624866401835e-07,1.0714148679369373e-08
