year,tout_DET an_NOUN,tout_DET banc_NOUN
1897,5.127507751723215e-08,1.7480140668268973e-09
1898,5.884688925039683e-08,5.6583548957434e-10
1899,4.532614283903058e-08,0.0
1900,5.1391426669766815e-08,4.1528426253378825e-09
1901,5.365189231776313e-08,0.0
1902,4.4192553616539954e-08,1.4730852093691738e-09
1903,5.8322378038155875e-08,2.7001101354784396e-09
1904,7.524475087450355e-08,5.374625189347171e-10
1905,5.47040444054403e-08,3.096455536422127e-09
1906,5.4013936157115694e-08,4.115347618238729e-09
1907,5.965698218757254e-08,5.142843373384665e-10
1908,5.598983587873363e-08,2.4556945366072114e-09
1909,5.115914536446553e-08,1.1001967115120692e-09
1910,5.451033668890659e-08,5.344150677544235e-10
1911,4.9479480068725934e-08,2.128149656499545e-09
1912,5.7303632061689314e-08,0.0
1913,4.719660712249052e-08,1.590896969716482e-09
1914,5.960101834290299e-08,1.3393487430235496e-09
1915,6.008188702111283e-08,0.0
1916,4.394984731703744e-08,3.2962386153911893e-09
1917,5.154219528957782e-08,2.1932848870420685e-09
1918,5.628324206696789e-08,2.2972752589112133e-09
1919,6.077179848240633e-08,0.0
1920,5.3762846174976175e-08,0.0
1921,6.66401783200321e-08,3.7863738810983705e-09
1922,5.164554894854234e-08,7.377935484775833e-10
1923,8.386599104071024e-08,2.1231896241147297e-09
1924,8.89522118185937e-08,5.156649662829693e-09
1925,1.0888196300129493e-07,9.898360353588487e-09
1926,7.133528434621894e-08,3.3438415369957397e-09
1927,7.469980900509654e-08,0.0
1928,9.9406560316595e-08,1.1426041224282812e-09
1929,8.689517105864297e-08,1.1140406375176326e-09
1930,8.192810962981412e-08,0.0
1931,6.38699964028433e-08,1.1405356659111021e-09
1932,6.356531168094648e-08,0.0
1933,6.42357074198685e-08,0.0
1934,5.990790086229936e-08,0.0
1935,5.0266792506192814e-08,4.787313656606784e-09
1936,6.426098586587159e-08,3.6374143697059935e-09
1937,4.5328025333191135e-08,8.813782814698357e-09
1938,4.797129227185337e-08,0.0
1939,4.894096239382861e-08,1.5294050470515685e-09
1940,5.0715657451405605e-08,0.0
1941,4.7224043342453115e-08,0.0
1942,5.158160010232393e-08,3.034211770724937e-09
1943,4.935499942071431e-08,0.0
1944,4.498460803858961e-08,0.0
1945,6.7533628023142e-08,0.0
1946,5.150808668474838e-08,2.7842208538686464e-09
1947,6.079644165879472e-08,2.3841741914054637e-09
1948,5.87081931957556e-08,1.0871887834440486e-09
1949,6.970075883128146e-08,2.9451024952109606e-09
1950,7.338399132805762e-08,2.1270722960764488e-09
1951,4.904244743642039e-08,3.1984206394497505e-09
1952,5.061505825576518e-08,0.0
1953,4.632745842503283e-08,0.0
1954,4.202190417856855e-08,0.0
1955,5.5375088070519496e-08,1.8771215692936494e-09
1956,4.8838391997207964e-08,8.72114158667614e-10
1957,4.417518734145531e-08,0.0
1958,3.722509600567747e-08,0.0
1959,4.1854038901334434e-08,7.750747821333448e-10
1960,3.668041603788197e-08,3.460416619915918e-09
1961,3.7520061002549454e-08,0.0
1962,3.9320131595133034e-08,1.2683912808952869e-09
1963,3.233026713012066e-08,1.939815863494232e-09
1964,4.3804573079953e-08,1.2167936658258327e-09
1965,3.5021076982832966e-08,5.472043373977442e-10
1966,2.6587559043278475e-08,1.6617224263271169e-09
1967,4.7824256055317704e-08,3.451234853457663e-09
1968,3.27873352912178e-08,1.796566312384229e-09
1969,3.179230539940292e-08,2.2708788183223305e-09
1970,2.3913370506001286e-08,1.3796175313274261e-09
1971,3.5454943092538826e-08,3.5968783507200897e-09
1972,3.385896840679692e-08,2.0520587451500205e-09
1973,2.3155456718715328e-08,5.513203782392395e-10
1974,2.5315072926801463e-08,0.0
1975,2.341706872854843e-08,1.1422960355389478e-09
1976,3.713792601223176e-08,1.142705374768127e-09
1977,2.9971587101051966e-08,2.9383909194713453e-09
1978,2.5544542925359792e-08,5.346532105932056e-09
1979,2.5163484851375983e-08,5.851973350345929e-10
1980,2.2172088387506506e-08,1.1370301367108482e-09
1981,2.150686922997025e-08,1.8976649140967083e-09
1982,1.6760255627801257e-08,5.586751949948621e-09
1983,1.957747897129991e-08,1.2630632095778083e-09
1984,1.3337719650952096e-08,1.739702604197646e-09
1985,1.02264483547998e-08,0.0
1986,1.7983456945813714e-08,1.1988970927134801e-09
1987,2.13878585952898e-08,1.8332450557601021e-09
1988,1.3792073927376691e-08,5.996553809062277e-10
1989,1.0427432250992297e-08,1.6464366536794728e-09
1990,7.628111586832631e-09,1.6345953479657283e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,6.060938473329003e-09,0.0
1993,1.1632335650268999e-08,1.1078414852150331e-09
1994,1.8989735950381004e-08,5.274926606624319e-10
1995,1.0844901865425527e-08,1.0844901643380922e-09
1996,1.0676184603042316e-08,0.0
1997,6.233362936924891e-09,4.79489448146353e-10
1998,1.144350969539687e-08,9.536258449571733e-10
1999,1.416762326900134e-08,4.570201161957499e-10
2000,1.1045078296412214e-08,4.4180314962005696e-10
2001,7.448060113102173e-09,4.3812117822561447e-10
2002,7.448076710936391e-09,8.76244299341522e-10
2003,5.833692029444393e-09,4.1669229178253886e-10
2004,1.1452457482352685e-08,4.404791253964646e-10
2005,8.557124120400772e-09,1.3511248786457486e-09
2006,1.1118302611912156e-08,8.235779835885637e-10
2007,1.0385646564969875e-08,3.994479469415779e-10
2008,9.792111205220166e-09,0.0
2009,1.0966842323156811e-08,0.0
2010,4.2514138876015295e-09,4.723793023408973e-10
2011,7.64794394481072e-09,7.64794394481072e-10
2012,3.744677928851914e-09,3.404252713057332e-10
2013,3.904775169871755e-09,5.578250084070646e-10
2014,4.7639794331644225e-09,0.0
2015,6.649726325136385e-10,8.866301581811342e-10
2016,4.349813981230355e-09,1.0356699942093428e-09
2017,1.0062445598979508e-09,1.0062445598979508e-09
2018,5.421080029321956e-09,7.744400121190154e-10
2019,5.101975730781305e-09,0.0
