year,serait_VERB aux_ADP,serait_VERB beau_ADV
1862,2.222849246891201e-07,7.228778287071691e-08
1863,1.7231441518106294e-07,6.542953201460477e-08
1864,1.4575972784314217e-07,6.904408422769848e-08
1865,1.3461574610573734e-07,6.495444893062086e-08
1866,1.591055394101204e-07,6.957826315101556e-08
1867,1.921713419505977e-07,4.464586567110018e-08
1868,1.5856996071761387e-07,5.1374691167893616e-08
1869,2.1829330876244057e-07,7.08110263758499e-08
1870,2.0069170147962723e-07,5.3326655091723296e-08
1871,2.3685225869485294e-07,7.541035529357032e-08
1872,1.6448763062726357e-07,4.051717183983783e-08
1873,2.4901777351260534e-07,3.052862140862089e-08
1874,1.463779284449629e-07,7.52800772829687e-08
1875,1.9338762058396242e-07,7.83849216645649e-08
1876,1.6445160611056053e-07,4.413590914964516e-08
1877,1.737933246204193e-07,6.432208721207644e-08
1878,1.9445865007128305e-07,3.985798358030479e-08
1879,1.808360252653074e-07,4.887460391955756e-08
1880,1.6943114644618618e-07,6.546203223933844e-08
1881,2.0917522647323494e-07,7.251407652120179e-08
1882,1.8036094218132348e-07,6.788492612486152e-08
1883,1.5355993809862412e-07,5.1186646032874705e-08
1884,1.6834327709602803e-07,3.8289840631478e-08
1885,1.7016478182085848e-07,4.7053141827291256e-08
1886,1.4778431989270757e-07,7.163345117078279e-08
1887,1.7040493105469068e-07,6.790081386043312e-08
1888,1.4837038975201722e-07,7.545331470737437e-08
1889,1.434716381254475e-07,6.891650627949275e-08
1890,1.625487868750497e-07,6.095579152542996e-08
1891,2.1736090616286674e-07,4.971891698346553e-08
1892,1.8805536683430546e-07,5.5162907131034444e-08
1893,1.6319803819442313e-07,5.480990594719515e-08
1894,1.795938686655063e-07,5.041231432301174e-08
1895,2.0102172015867836e-07,5.5973114143625935e-08
1896,1.6570650984704116e-07,5.6021775662884465e-08
1897,1.701400407227993e-07,5.185775009408644e-08
1898,1.4768306755286176e-07,4.6964345301603316e-08
1899,1.7135492669240193e-07,4.753717419703207e-08
1900,1.7961043852210423e-07,6.384995288044593e-08
1901,1.8666388257315703e-07,6.42704947040329e-08
1902,1.4239823542538943e-07,5.892340482205327e-08
1903,1.6956691695213522e-07,5.2922157323109786e-08
1904,1.6607592101536284e-07,4.460938995975994e-08
1905,1.553388528918731e-07,6.812202002492995e-08
1906,1.04941364043043e-07,5.401393821102829e-08
1907,1.429710465572498e-07,4.885701088142014e-08
1908,1.3801003717617277e-07,8.889614377949329e-08
1909,1.2817291406008735e-07,7.481337860326676e-08
1910,1.122271626741167e-07,1.3200052251249872e-07
1911,1.340734314680958e-07,5.905615196866165e-08
1912,1.224213974637678e-07,7.50156630147103e-08
1913,1.606805852816251e-07,8.962052788774599e-08
1914,1.4464966113791888e-07,7.835190274363413e-08
1915,1.7906758387198352e-07,5.419150639340842e-08
1916,1.2965205087311915e-07,9.888715624128963e-08
1917,1.6559300775043084e-07,8.444146715191891e-08
1918,1.4013379256994085e-07,1.1026921242773824e-07
1919,1.3443458612982795e-07,8.287063479883727e-08
1920,1.2418459505170176e-07,7.2693424613135e-08
1921,9.768844222435291e-08,1.0904756209129118e-07
1922,1.2911387159419974e-07,1.1730917748309366e-07
1923,1.210218130154317e-07,7.112685551646791e-08
1924,1.4438619189149904e-07,7.734974616369072e-08
1925,1.1548086575885463e-07,8.578578558626759e-08
1926,1.2372213120670494e-07,1.1257599652481076e-07
1927,1.6723836893106636e-07,1.0034302277972529e-07
1928,1.451107181082989e-07,6.741364444451392e-08
1929,1.0806193984080892e-07,7.57547624630206e-08
1930,1.344461253438567e-07,8.507918636269096e-08
1931,1.437074956811557e-07,6.386999729102172e-08
1932,1.8850403193937382e-07,6.13734059129456e-08
1933,1.720599271948231e-07,5.1617981000617874e-08
1934,1.2341027399997984e-07,7.308764082836205e-08
1935,1.1609235883724978e-07,7.77938495843955e-08
1936,1.4428410111122503e-07,5.698615979099486e-08
1937,1.1961562051965302e-07,4.280980192561401e-08
1938,1.4391387992418458e-07,4.408173026604345e-08
1939,1.636463338172689e-07,5.8117393564316444e-08
1940,1.2932493120842992e-07,6.085878823114399e-08
1941,1.121570960549434e-07,6.788455664263893e-08
1942,1.153000468434584e-07,5.158160121254696e-08
1943,9.580676163523094e-08,6.096794180621146e-08
1944,8.996921252446555e-08,7.390327994016843e-08
1945,1.524952892850706e-07,1.0456819410364915e-07
1946,1.1136883415474585e-07,9.048717686255259e-08
1947,1.0251949333905941e-07,8.583027266695353e-08
1948,1.1959076573475613e-07,8.371353743541476e-08
1949,1.3743812132815947e-07,6.086545312200542e-08
1950,7.444752725405124e-08,6.168509969484148e-08
1951,1.5245804263486207e-07,7.782823274737893e-08
1952,9.49032354924384e-08,8.224947123380844e-08
1953,1.023513576114965e-07,5.171437322815109e-08
1954,9.479359874831061e-08,5.668070812703263e-08
1955,8.353190850129977e-08,4.786659957289885e-08
1956,8.110662008675718e-08,5.232685040823526e-08
1957,8.304935761316301e-08,7.774833221674271e-08
1958,9.264912392836777e-08,6.038737865310395e-08
1959,9.998464634008997e-08,5.1930008737599564e-08
1960,1.0588875198891401e-07,5.6750835142338474e-08
1961,8.407272389376885e-08,7.573493832069289e-08
1962,1.1288682344456902e-07,7.039571414679813e-08
1963,8.987814226202318e-08,8.599850787049945e-08
1964,1.2107096836189157e-07,7.300761950546075e-08
1965,9.79495737851721e-08,6.073967995234852e-08
1966,1.0524242100018455e-07,6.425326404269072e-08
1967,9.90997435224017e-08,6.162919419239188e-08
1968,1.0375170944598722e-07,7.904891674570536e-08
1969,1.2989427489173977e-07,6.63096670905361e-08
1970,1.1956684886627045e-07,6.162291299460776e-08
1971,7.810363911175955e-08,7.450676520193156e-08
1972,9.695977354340357e-08,6.925698414761428e-08
1973,1.0750747492238588e-07,6.560712506598065e-08
1974,9.450960192225466e-08,6.413151965034558e-08
1975,9.138368284311582e-08,5.9399393848025284e-08
1976,9.19877791716317e-08,3.8851982964160925e-08
1977,1.0343136125356978e-07,3.584836960612847e-08
1978,9.504945808203047e-08,4.039602075067705e-08
1979,8.71944010327752e-08,4.6230589134665934e-08
1980,7.845508065429385e-08,3.809050852510154e-08
1981,9.29855801246049e-08,4.3013738348918196e-08
1982,8.566352960315271e-08,5.090151944386889e-08
1983,9.915046206288025e-08,3.410270821291306e-08
1984,9.626354113834168e-08,4.1172960152380256e-08
1985,9.083492358286094e-08,5.2936911743017845e-08
1986,1.0070735356748628e-07,4.016305155118971e-08
1987,9.777306786418194e-08,5.377518874638554e-08
1988,9.354624097568376e-08,3.1781734577407406e-08
1989,9.329807681979219e-08,4.50026007570159e-08
1990,8.772327930728352e-08,3.9775152060883556e-08
1991,9.085270846753701e-08,4.6891720728581276e-08
1992,1.0028098529346607e-07,3.8018615811097334e-08
1993,8.862731704084581e-08,5.206855036021807e-08
1994,9.653115995433836e-08,4.958431176760314e-08
1995,8.730145850677218e-08,3.7957157417167764e-08
1996,1.0729565502742844e-07,4.911044726441105e-08
1997,1.0644665593417812e-07,4.7469455921600456e-08
1998,9.870027639635737e-08,4.338997428021685e-08
1999,8.911892024343615e-08,4.981519197144735e-08
2000,7.599014395509585e-08,3.976228413193894e-08
2001,9.726289817990619e-08,4.381211837767296e-08
2002,1.0690180118899661e-07,4.819343502049378e-08
2003,8.792207495389448e-08,4.833630740108674e-08
2004,1.0527450911013148e-07,4.5809830595544554e-08
2005,9.592986316420138e-08,4.5037495510769077e-08
2006,1.0088830038057495e-07,4.4473210891737835e-08
2007,9.067468198509232e-08,4.5537067450140967e-08
2008,1.0941619876803088e-07,4.512886064844679e-08
2009,1.09668427228371e-07,3.766871969901331e-08
2010,1.133710298972801e-07,4.818268806161541e-08
2011,1.1777833464066134e-07,5.7741978309877595e-08
2012,1.266381985942644e-07,6.297867827242953e-08
2013,1.3471473891968344e-07,6.498661520026872e-08
2014,1.4660064096005954e-07,9.527958866328845e-08
2015,1.4695895345084864e-07,7.336864626950046e-08
2016,1.5576476641854242e-07,6.46258087044771e-08
2017,1.2578057351220195e-07,5.7859061541876144e-08
2018,1.3914105068124627e-07,7.589512307504265e-08
2019,1.426002143034566e-07,9.183555960134981e-08
