year,eut_VERB eu_VERB,eut_VERB bu_VERB
1881,1.624594290206005e-07,5.020205406935929e-08
1882,1.6039477657159296e-07,3.394246306243076e-08
1883,1.7125408646734286e-07,1.64302811356265e-08
1884,1.3797546216665069e-07,3.234831424947515e-08
1885,1.3858117142717674e-07,2.6427105837001363e-08
1886,1.7811559871461213e-07,2.8395241713496944e-08
1887,1.5995865965123812e-07,2.3504128421336645e-08
1888,1.5217474924611452e-07,3.233713385952797e-08
1889,1.372064986071564e-07,3.3831739187917265e-08
1890,1.3567580481321784e-07,3.2771932723107966e-08
1891,1.4405736692424398e-07,2.995883363610119e-08
1892,1.629813226600163e-07,2.8835156484774416e-08
1893,1.3856437419690337e-07,1.4780200174868696e-08
1894,1.2729108789244492e-07,1.827446460822557e-08
1895,1.4384488622454228e-07,3.91209944439197e-08
1896,1.4565661388132867e-07,1.7101383420481397e-08
1897,1.0837687369757987e-07,3.1464253424928756e-08
1898,1.1599627214309294e-07,2.319925584970406e-08
1899,1.2823981876408652e-07,2.984892333302014e-08
1900,1.0018732865546554e-07,4.1009318607621026e-08
1901,1.1345139938612192e-07,2.3472702892490815e-08
1902,1.0311595843859322e-07,1.7677022512430085e-08
1903,1.5174619250046817e-07,2.8621167658116065e-08
1904,1.1179220393842115e-07,1.1286712897629059e-08
1905,1.4604948717078514e-07,1.9610883583709438e-08
1906,1.1574415026416318e-07,3.240836221607424e-08
1907,1.1725683179975022e-07,2.5714216533856415e-08
1908,1.2376700908589555e-07,2.553922229253658e-08
1909,1.402750768875194e-07,1.5402754627302784e-08
1910,1.122271626741167e-07,3.5271394693836555e-08
1911,1.2024045759062574e-07,2.606983251496331e-08
1912,1.0887690393701632e-07,1.6670147928721235e-08
1913,1.177263726503952e-07,1.6439267724877027e-08
1914,1.2455943476652465e-07,3.281404303834279e-08
1915,1.060268601804637e-07,2.238344798399794e-08
1916,1.0767713121140332e-07,3.076489463182952e-08
1917,1.3598366876976797e-07,1.315970976634162e-08
1918,1.3783650842924544e-07,9.189101035644853e-09
1919,1.3719693470193306e-07,1.2890987832747669e-08
1920,1.1888403861348706e-07,1.817335615328375e-08
1921,1.075330118283091e-07,2.4232791773215467e-08
1922,1.0181550891275037e-07,2.0658220023506146e-08
1923,9.342033990833443e-08,2.866305948145964e-08
1924,1.0828964747133796e-07,2.0626599095407983e-08
1925,1.1218141793278846e-07,4.2892892793133797e-08
1926,8.471064916193427e-08,2.452150482668003e-08
1927,1.0257286930936971e-07,3.7907366134959375e-08
1928,1.0511958237202634e-07,4.1133748851507335e-08
1929,8.355304714768863e-08,4.121950425428622e-08
1930,9.663315125862937e-08,3.151081173768944e-08
1931,9.352392282835353e-08,2.0529641986399838e-08
1932,6.13734059129456e-08,1.6439305028370654e-08
1933,8.602996359741155e-08,6.882397318719313e-09
1934,8.02765853791243e-08,1.0783422155213884e-08
1935,8.018750463634206e-08,2.5133395809007197e-08
1936,8.48730010716281e-08,2.66743711563322e-08
1937,5.666003133342201e-08,2.1404900962807005e-08
1938,7.779128452511941e-08,2.2040865133021725e-08
1939,7.799965828780842e-08,2.5999884911698246e-08
1940,7.86092684279538e-08,2.028626333583361e-08
1941,3.836953510472085e-08,1.4757512545315876e-08
1942,9.406056733496371e-08,9.102635090130207e-09
1943,9.290352664947932e-08,4.3548528338988035e-08
1944,6.7476911169706e-08,2.8918675454292497e-08
1945,4.357008265287732e-08,3.267756198965799e-08
1946,7.378185529205439e-08,2.227376683094917e-08
1947,5.8412268799656886e-08,3.099426493236024e-08
1948,7.610321262063735e-08,2.8266908813634473e-08
1949,3.8286334103077024e-08,2.6505922789965553e-08
1950,4.679559140186029e-08,2.8715476219076663e-08
1951,5.863770979885885e-08,3.944718685033877e-08
1952,3.690681538159879e-08,2.003512733494972e-08
1953,4.5250075686453783e-08,2.3702419582605216e-08
1954,6.449873524161376e-08,2.8340354063516315e-08
1955,3.754243138587299e-08,2.627970197011109e-08
1956,4.360570926564833e-08,1.9186511934776718e-08
1957,3.975766915687018e-08,3.180613461495341e-08
1958,5.21151335419745e-08,2.6471179026543723e-08
1959,9.300897119146612e-08,2.2477168570844697e-08
1960,6.3671663497189e-08,2.629916728835724e-08
1961,5.072156383789661e-08,2.91822690456911e-08
1962,5.7711801559889864e-08,2.0928455413127267e-08
1963,5.1728427763464424e-08,1.8104948651398445e-08
1964,5.4755716405452404e-08,2.3727476872181796e-08
1965,1.0232721336933537e-07,2.4624196015565758e-08
1966,8.973301390824417e-08,1.9940669560014612e-08
1967,1.1684895184771449e-07,2.6130779318123132e-08
1968,7.859977557700404e-08,2.1558795637588446e-08
1969,6.540130925714038e-08,1.4987801222332564e-08
1970,6.392227902551895e-08,2.0694262303777577e-08
1971,7.553444447694346e-08,1.2332153964678128e-08
1972,6.412683717371692e-08,2.3598675014113724e-08
1973,5.623467913551394e-08,1.8193572870472963e-08
1974,4.837991696149402e-08,1.4626486688484874e-08
1975,5.140332248743107e-08,1.7134439644905797e-08
1976,8.227478787148357e-08,1.8283285996290033e-08
1977,5.465406971438824e-08,1.5279633558407113e-08
1978,4.930690877813504e-08,2.198018833610149e-08
1979,1.0240953685070053e-07,2.63338808537128e-08
1980,3.865902442612423e-08,1.6486936260662333e-08
1981,4.99718417756867e-08,1.644642821929665e-08
1982,3.3520510811513304e-08,1.4898005495922462e-08
1983,4.0418022706489865e-08,1.894594880980094e-08
1984,4.465236713713239e-08,1.739702604197646e-08
1985,4.090579608373446e-08,1.6242006850575308e-08
1986,3.057187569766029e-08,8.392279760016663e-09
1987,3.299841111470414e-08,1.4665960890170027e-08
1988,2.6384837426007834e-08,2.0388283061834045e-08
1989,3.1831110192115375e-08,1.92084268491044e-08
1990,3.160217687536715e-08,1.7435683119515488e-08
1991,3.341035181847474e-08,1.3481369798284959e-08
1992,2.920270425477156e-08,1.928480486412809e-08
1993,4.154405530698568e-08,1.550978012687665e-08
1994,3.5342008430916394e-08,1.793475057354499e-08
1995,4.0126135303353294e-08,2.0063067651676647e-08
1996,3.096093337262573e-08,2.1352368761995422e-08
1997,2.4933450859521145e-08,1.6302641014931396e-08
1998,3.146965354972053e-08,1.5258013519314773e-08
1999,3.4733528053720875e-08,1.4624643718263997e-08
2000,2.87172046142814e-08,1.3695897749244068e-08
2001,4.4688359679412315e-08,9.20054432640427e-09
2002,3.5926017716292336e-08,1.62105191492401e-08
2003,2.7918384049030465e-08,2.1667998950647416e-08
2004,3.259545522382723e-08,1.805964444656638e-08
2005,3.0175122844866564e-08,1.5763124139311913e-08
2006,3.006059756671675e-08,1.8530505130343045e-08
2007,3.435252438066527e-08,1.917350189728495e-08
2008,3.448526086913262e-08,2.3415918093405708e-08
2009,2.9562793102400065e-08,2.62250594573743e-08
2010,2.4563723499682055e-08,2.5980861906305108e-08
2011,2.1796640936599943e-08,2.7532598423363197e-08
2012,3.029784778618705e-08,5.821271997774602e-08
2013,2.2870825233667347e-08,6.10818418067538e-08
2014,2.7501153354592134e-08,5.868356467431113e-08
2015,3.6130177960558285e-08,7.868842999414483e-08
2016,4.4533809528957136e-08,6.234733262999725e-08
2017,1.7106156491308866e-08,6.465121060728052e-08
2018,2.4265787601507327e-08,5.653411960793164e-08
2019,3.1377147990951926e-08,6.683588082978531e-08
