year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV bas_ADJ
1990,9.717124248709297e-05,1.149665357358387e-07,7.813365376918568e-07
1991,0.00010040338020189665,9.730032179966486e-08,8.745305848378848e-07
1992,9.551102812110912e-05,9.697501673899822e-08,7.74698177608002e-07
1993,9.770885253601591e-05,9.305868398090666e-08,8.829496813689275e-07
1994,9.773542524271761e-05,9.811363521627925e-08,8.218335505461027e-07
1995,9.461417585043819e-05,8.730145850677218e-08,7.634810721413032e-07
1996,9.110949167734361e-05,1.0943089145953877e-07,8.450200112974926e-07
1997,9.088243132282514e-05,9.781584908719054e-08,7.44647138617438e-07
1998,9.28173585634795e-05,1.0203796863006431e-07,8.821038832707018e-07
1999,9.056767976289848e-05,9.734528522153951e-08,7.371734458416768e-07
2000,9.004566936710034e-05,7.333932361408557e-08,7.594596347360039e-07
2001,9.268584790333989e-05,1.0733968455745035e-07,7.916849540379189e-07
2002,9.05265487745055e-05,1.121592694275364e-07,8.574050447407444e-07
2003,9.086975478567183e-05,8.458853301140934e-08,7.862983757433994e-07
2004,8.915121225072653e-05,7.135761950771702e-08,7.981481964236536e-07
2005,8.854551651893416e-05,1.0088399360341782e-07,8.845364192211491e-07
2006,9.019990784508991e-05,9.553504759507447e-08,9.224073540536892e-07
2007,9.583674955138122e-05,6.590891163393842e-08,1.1572007547755447e-06
2008,9.650381298342836e-05,1.0217855250793662e-07,1.28489527995157e-06
2009,9.662741922511486e-05,8.964201825278906e-08,1.2297168598962571e-06
2010,0.00010691738589230226,8.03044820085752e-08,1.8503097756195075e-06
2011,0.00010672055577742867,5.735957830932392e-08,2.2576729570289444e-06
2012,0.0001215747151945834,5.5148892896816903e-08,3.3746357424035978e-06
2013,0.00012876469918410294,4.992533730874271e-08,3.8428563868819765e-06
2014,0.00013779052460449748,3.681256824372703e-08,3.527726669005915e-06
2015,0.0001421935266989749,2.5712273865607926e-08,4.986186404210002e-06
2016,0.00014599280984839424,3.314143981469897e-08,5.2199842173195066e-06
2017,0.00011775526036217343,2.6665480767906757e-08,3.533427566537739e-06
2018,0.00013661018601851538,3.175203994176812e-08,4.912272935087003e-06
2019,0.00013668983592651784,2.72955691382748e-08,4.893814775641658e-06
