year,furent_VERB aux_ADP,furent_VERB beaux_ADJ
1887,4.7661149693567495e-08,9.793386546164129e-09
1888,8.559830178000993e-08,5.706553452000662e-09
1889,1.0901337788027377e-07,6.891650361495749e-09
1890,5.309053108248918e-08,7.865263995654459e-09
1891,5.8005401371019616e-08,5.736798147637501e-09
1892,5.578975859066304e-08,1.2537024751679837e-09
1893,7.205347429817266e-08,1.847525021858587e-09
1894,4.7261544011689693e-08,3.150769645188234e-09
1895,7.884384700673763e-08,3.611168697403855e-09
1896,5.779088496637996e-08,4.717623180994224e-09
1897,4.661370667236042e-08,4.078699600285063e-09
1898,5.941272718246182e-08,3.960848538042683e-09
1899,6.246163763989898e-08,3.3165470370022376e-09
1900,9.395806443990296e-08,4.15284251431558e-09
1901,7.209473551483825e-08,7.265360757457984e-09
1902,5.548620762851897e-08,6.38336894454028e-09
1903,6.804277319361063e-08,3.7801539676252105e-09
1904,6.825774079288749e-08,1.2361637935498493e-08
1905,6.450948575320581e-08,1.186974607492175e-08
1906,6.12157933232993e-08,7.201858220895474e-09
1907,6.47998277258921e-08,8.228549397415463e-09
1908,5.8445529305117816e-08,5.893666887857307e-09
1909,5.170924666231258e-08,1.6502950117569526e-09
1910,5.985448581213859e-08,1.336037680488289e-08
1911,7.235708920916295e-08,6.916486494645824e-09
1912,6.355493553655833e-08,8.335073964360618e-09
1913,6.522677153952827e-08,4.242391771214216e-09
1914,9.040603998755614e-08,4.018046340092951e-09
1915,8.128725426104211e-08,9.424609537234119e-09
1916,8.24059682713596e-08,2.8567400889301098e-08
1917,7.457168749169796e-08,7.676496771580332e-09
1918,5.283732917860107e-08,1.2635013924011673e-08
1919,1.1233574781499556e-07,1.1970202606903513e-08
1920,6.890731185649202e-08,2.2716695191604686e-09
1921,7.724202077952214e-08,6.815472630705699e-09
1922,6.71392115236813e-08,2.2133805899215986e-09
1923,7.431163595583712e-08,8.492758496458919e-09
1924,1.0184383114619777e-07,9.02413699321869e-09
1925,6.598907020816114e-08,1.4297631523163545e-08
1926,1.0254447602164873e-07,1.671920735191179e-08
1927,7.692965198202728e-08,1.2264147031260109e-08
1928,6.170062505361784e-08,4.570416489713125e-09
1929,7.241263944024467e-08,1.7824650200282122e-08
1930,7.037414206934045e-08,8.402882833991043e-09
1931,6.50105320687544e-08,6.843213995466613e-09
1932,5.2605777511871565e-08,9.863582839386709e-09
1933,5.276504566609219e-08,2.2941324395731044e-09
1934,5.990790441501304e-08,1.3179738189705859e-08
1935,8.018750463634206e-08,5.98414207075848e-09
1936,6.183604739362636e-08,3.6374143697059935e-09
1937,6.043736533456467e-08,5.0364472592434595e-09
1938,6.871563584809337e-08,6.482607339819424e-09
1939,7.341144225847529e-08,6.117620188206274e-09
1940,9.889553354014424e-08,2.028626333583361e-08
1941,8.264207451702532e-08,2.9515025978810172e-09
1942,6.978687139280737e-08,1.2136847082899749e-08
1943,7.83873517207212e-08,8.709705845433291e-09
1944,6.42637232317611e-08,9.639558484764166e-09
1945,7.84261473540937e-08,8.714016175304096e-09
1946,6.40370814153357e-08,4.1763312808029696e-09
1947,6.914105199484766e-08,3.5762612871081956e-09
1948,6.958008214041911e-08,5.435944139264848e-09
1949,4.613993809243766e-08,4.908504269707237e-09
1950,4.3604980959344175e-08,6.381216888229346e-09
1951,6.076999170545605e-08,4.264560704569931e-09
1952,5.483298082253896e-08,8.435843135146115e-09
1953,6.24881977273617e-08,1.0773827385790469e-09
1954,5.668070812703263e-08,6.840775057526116e-09
1955,7.226918086189471e-08,3.754243138587299e-09
1956,4.360570926564833e-08,7.849027205963921e-09
1957,4.1524678806581505e-08,4.417518795207798e-09
1958,5.873292963087806e-08,2.4816730892496253e-09
1959,4.1854036680888385e-08,6.200598257066758e-09
1960,4.775375117560543e-08,6.920833239831836e-09
1961,5.280601200752244e-08,1.3896318540318475e-09
1962,5.390662849436012e-08,5.0735651235811474e-09
1963,5.043521511538529e-08,2.5864212993553792e-09
1964,4.6846555079582686e-08,2.4335873316516654e-09
1965,6.511731953651179e-08,1.6416130677043839e-09
1966,5.0405581930590415e-08,8.862519607077957e-09
1967,4.733121983235833e-08,5.916402479044791e-09
1968,5.7939264053175066e-08,7.635406973349745e-09
1969,4.9050985495568966e-08,5.904285060864822e-09
1970,5.472482911272891e-08,1.0577067222072856e-08
1971,5.7550053611521435e-08,7.707596338946132e-09
1972,4.771036543615992e-08,3.0780880067027283e-09
1973,3.859242525550144e-08,2.7566018356850464e-09
1974,4.1629231617434925e-08,4.500457340128605e-09
1975,4.6262989883416594e-08,2.8557400888473694e-09
1976,4.513686135965145e-08,2.285410749536254e-09
1977,3.408533544302372e-08,6.464460078348111e-09
1978,4.039602075067705e-08,5.940591352171509e-10
1979,4.9156575698816596e-08,5.851973128301324e-09
1980,3.183684427199296e-08,3.411090521154847e-09
1981,4.933928465788995e-08,5.69299452024552e-09
1982,4.0969514003563745e-08,6.828252629986764e-09
1983,4.483874249672226e-08,3.157658134966823e-09
1984,3.943325666000419e-08,4.059305780401701e-09
1985,3.9702683807263384e-08,1.2031116103372597e-09
1986,4.435919365164409e-08,3.5966913891627428e-09
1987,4.0331389783432314e-08,1.2221633705067347e-09
1988,4.797243136067664e-08,7.795519785247507e-09
1989,4.280735410588932e-08,5.488122178931576e-10
1990,2.7788120249283565e-08,5.44865097484859e-10
1991,2.7548885839223658e-08,1.1722930404189924e-09
1992,4.903850481241534e-08,2.2039776670368383e-09
1993,4.2097976660215863e-08,3.877445031719162e-09
1994,4.008944287647864e-08,4.2199412852994556e-09
1995,3.524592884218691e-08,3.253470381991974e-09
1996,4.056949975961288e-08,7.473328622609188e-09
1997,3.6441196726855196e-08,4.794894259418925e-09
1998,4.052909829965756e-08,9.536258449571733e-10
1999,3.244842972094375e-08,3.1991407301035224e-09
2000,3.887867805474343e-08,3.092622158362701e-09
2001,5.257454205320755e-08,3.943090742808408e-09
2002,3.417352800738627e-08,2.1906108038649563e-09
2003,3.375207668909752e-08,1.6667691671301554e-09
2004,4.448839163728735e-08,8.809582507929292e-10
2005,3.1976622238971686e-08,1.8014998381943315e-09
2006,4.200247616381603e-08,2.4707338397433887e-09
2007,4.7933752966855536e-08,1.997239706952314e-09
2008,2.937633425403874e-08,1.7029758714315335e-09
2009,3.528462499957641e-08,3.337734755248789e-09
2010,3.637320489247031e-08,9.447586046817946e-10
2011,3.556294103645996e-08,2.2943831279320648e-09
2012,3.336167608836149e-08,2.7234021704458655e-09
2013,4.1279051288256596e-08,2.5102124823206395e-09
2014,3.7678745457014884e-08,2.815078836704288e-09
2015,4.4109849994811157e-08,2.21657536769726e-09
2016,4.660515173782187e-08,4.971216327476213e-09
2017,4.5029441508859236e-08,3.5218559180094644e-09
2018,3.975458895411066e-08,3.3559066636712487e-09
2019,3.7499521710060435e-08,1.7856913725466939e-09
