year,avaient_VERB eu_VERB,avaient_VERB bu_VERB
1937,3.5783957628154894e-06,6.799204044227736e-08
1938,3.4915321975859115e-06,9.853562943362704e-08
1939,3.1979859613784356e-06,1.0858775567612611e-07
1940,3.2990535601129523e-06,6.846613587185857e-08
1941,3.5919786114391172e-06,7.67390702094417e-08
1942,3.601609478209866e-06,6.978687139280737e-08
1943,3.809044528679806e-06,1.3064558856967778e-07
1944,4.080746293766424e-06,9.639558129492798e-08
1945,4.258975422999356e-06,9.803267886354661e-08
1946,3.956377895519836e-06,1.2111360092603718e-07
1947,3.870706677844282e-06,7.510148947176276e-08
1948,3.5833743368129944e-06,8.045196864259196e-08
1949,3.3564351724635344e-06,7.460926099156495e-08
1950,3.345884806549293e-06,1.0209947021166954e-07
1951,3.412714704609243e-06,9.808489664919762e-08
1952,3.1634410788683454e-06,9.279427359842884e-08
1953,3.376517497599707e-06,8.834538789415092e-08
1954,3.38129757437855e-06,9.186184257714558e-08
1955,3.083172259721323e-06,9.385608024103931e-08
1956,3.1465879146708176e-06,1.063979269133597e-07
1957,3.382936029083794e-06,7.951533831374036e-08
1958,3.123599071841454e-06,7.610464081153623e-08
1959,3.0762719234189717e-06,7.983270222666761e-08
1960,3.084615400439361e-06,8.166583143065509e-08
1961,3.1766983283887384e-06,8.685199048841241e-08
1962,3.319380084576551e-06,1.0400808747590418e-07
1963,3.463218035903992e-06,1.0798309091342162e-07
1964,3.3376650208083447e-06,1.0586104792764672e-07
1965,3.0802132187091047e-06,7.715581062939236e-08
1966,3.443642754064058e-06,9.970334247100254e-08
1967,3.219509153495892e-06,1.0008581341480749e-07
1968,3.7085619624122046e-06,9.926029065354669e-08
1969,3.3949638691410655e-06,9.855614280240843e-08
1970,3.098620936725638e-06,8.415666741257155e-08
1971,3.0866353881719988e-06,7.604828056173574e-08
1972,2.9113582513673464e-06,6.463984902893571e-08
1973,3.0642386263934895e-06,8.435201692691408e-08
1974,2.8482270408858312e-06,8.100823123413647e-08
1975,2.85802457256068e-06,6.225513260460502e-08
1976,2.9338959848246304e-06,5.3135799760184454e-08
1977,2.823793693096377e-06,7.169673921225694e-08
1978,2.9399986942735268e-06,6.415838527118467e-08
1979,3.0125959256110946e-06,9.18759823775872e-08
1980,2.6458690172148636e-06,5.571447658780926e-08
1981,2.664321527845459e-06,6.768338067786317e-08
1982,2.8250342438695952e-06,9.745778584147047e-08
1983,2.8279985144763486e-06,7.515225775023282e-08
1984,2.795701902869041e-06,1.014826480627562e-07
1985,2.777984718704829e-06,7.399136592312061e-08
1986,2.9115215056663146e-06,8.512169102914413e-08
1987,2.716869175856118e-06,7.638521282160582e-08
1988,2.7032465368392877e-06,8.335209855658832e-08
1989,2.9103512133588083e-06,9.220045171787206e-08
1990,2.652948069226113e-06,7.955030412176711e-08
1991,2.6716559204942314e-06,8.147436858507717e-08
1992,2.8249482966202777e-06,8.926109273943439e-08
1993,2.8421673050615937e-06,7.588714368012006e-08
1994,2.792018676700536e-06,8.650879834704028e-08
1995,2.7692456114891684e-06,1.0953350937370487e-07
1996,2.6759855700220214e-06,7.63347216548027e-08
1997,2.7690516617440153e-06,6.904647875671799e-08
1998,2.7521641641214956e-06,6.723062284663683e-08
1999,2.7672567739500664e-06,8.820488517358172e-08
2000,2.6883722057391424e-06,7.908276700163697e-08
2001,2.6975121727446094e-06,7.57949649710099e-08
2002,2.80003860098077e-06,8.806254925275425e-08
2003,2.8643428322538966e-06,7.66713839084332e-08
2004,2.9186146548454417e-06,8.501247350523045e-08
2005,2.856277887985925e-06,8.782311766708517e-08
2006,2.887052687583491e-06,8.688747499263627e-08
2007,3.11849021272792e-06,1.1903549079761433e-07
2008,3.158594608976273e-06,1.1622810092148939e-07
2009,3.41784038937476e-06,1.3637030349400447e-07
2010,3.870676209771773e-06,1.719460698268449e-07
2011,3.857240699289832e-06,1.9311057997128955e-07
2012,4.562719823297812e-06,2.730210724166682e-07
2013,4.952649305778323e-06,2.8504857141342654e-07
2014,5.433102160168346e-06,3.0446159371422254e-07
2015,5.042930752097163e-06,2.83943307977097e-07
2016,5.262860668153735e-06,2.850163980383513e-07
2017,4.765322501043556e-06,2.6489388460504415e-07
2018,5.0787775762728415e-06,2.8292873821555986e-07
2019,5.122383299749345e-06,2.395377407538035e-07
