year,ait_VERB eu_VERB,ait_VERB bu_VERB
1850,8.547345714760013e-06,3.4623880651452055e-08
1851,9.307829714089166e-06,1.9993260380601896e-08
1852,9.215676982421428e-06,2.9948509450150596e-08
1853,8.517169590049889e-06,3.0456853039595444e-08
1854,7.781027306918986e-06,1.6626126253527218e-08
1855,8.204524419852532e-06,4.139410947345823e-08
1856,8.459009222860914e-06,1.9155599773057475e-08
1857,8.300517947645858e-06,6.345961978126979e-09
1858,8.307504685944878e-06,1.4191660291373864e-08
1859,8.220804375014268e-06,2.7497735644033128e-08
1860,7.855820513213985e-06,1.2358396972445007e-08
1861,8.150600478984416e-06,1.839225838295988e-08
1862,8.036142389755696e-06,2.0782737308877586e-08
1863,8.426924068771768e-06,9.989241434027463e-09
1864,8.583042472309899e-06,1.1507347075223606e-08
1865,8.312757927342318e-06,1.7415324293779122e-08
1866,8.398047611990478e-06,1.3623716377253459e-08
1867,8.341982720594388e-06,1.649955905236311e-08
1868,8.068296665442176e-06,1.877152122631287e-08
1869,8.295145562442485e-06,2.0999133099053324e-08
1870,8.36655090097338e-06,1.7202147262196377e-08
1871,7.494302735722158e-06,2.8677177965619194e-08
1872,8.566660653741565e-06,2.1770421909650395e-08
1873,8.701255865162238e-06,2.095101514498765e-08
1874,8.23002392280614e-06,1.2546679251101978e-08
1875,8.489029823977035e-06,8.58229043387837e-09
1876,8.442654689133633e-06,1.3905833817773328e-08
1877,8.070566764217801e-06,2.1646856751544874e-08
1878,8.413054274569731e-06,1.0870359723469392e-08
1879,8.369164788746275e-06,1.4051448005147904e-08
1880,7.870205081417225e-06,6.417846254436199e-09
1881,8.113210242299829e-06,4.183504653809678e-09
1882,8.176140909199603e-06,2.1962771157291172e-08
1883,8.59619649418164e-06,2.274962085380139e-08
1884,7.81178823672235e-06,1.5844072720483382e-08
1885,7.832091796444729e-06,2.320428826863008e-08
1886,7.824824933777563e-06,1.4842966855610484e-08
1887,8.3237264334457e-06,2.154545164501087e-08
1888,8.231386345869396e-06,1.5851536971922542e-08
1889,8.121496648527682e-06,1.566284169030041e-08
1890,7.900657692516688e-06,1.1142456735058204e-08
1891,8.08633558335714e-06,1.784781566982474e-08
1892,7.98420387582155e-06,2.7581453565517222e-08
1893,8.17652926343726e-06,1.4780200174868696e-08
1894,8.180658369383309e-06,5.671385139294216e-09
1895,7.69359485275345e-06,2.888934957923084e-08
1896,7.833024028514046e-06,7.66613794667137e-09
1897,7.804300366842654e-06,1.4566784223291052e-08
1898,8.244788659794722e-06,1.3580051749784161e-08
1899,8.057550985540729e-06,1.0502398950507086e-08
1900,7.57322732169996e-06,1.7130474816440255e-08
1901,7.830381946405396e-06,1.7883964531506535e-08
1902,7.012376499915263e-06,1.6203935970793282e-08
1903,7.723395356151741e-06,1.9980815224585058e-08
1904,7.667978024983313e-06,7.524475265086039e-09
1905,8.151419024216011e-06,1.8062657147766004e-08
1906,8.034186976146884e-06,1.7490227932626112e-08
1907,8.132377843139693e-06,8.228549397415463e-09
1908,7.933857887110207e-06,1.5225305460830896e-08
1909,7.829549758753274e-06,1.2102163715610459e-08
1910,7.858573553676251e-06,2.4583092894658876e-08
1911,7.935869689390529e-06,9.044636151145369e-09
1912,7.968851605255622e-06,8.856016364688912e-09
1913,7.606608505739132e-06,1.4318072061314524e-08
1914,7.896130227891263e-06,1.4732836284281348e-08
1915,7.742316483927425e-06,1.1780762143587253e-08
1916,7.531905339419609e-06,1.3184954461564757e-08
1917,7.3650508056744e-06,5.483212106582869e-09
1918,6.88723139319336e-06,1.8378202071289707e-08
1919,7.509000170102809e-06,4.051453217357448e-08
1920,7.20346406524186e-06,9.843901693784574e-09
1921,7.075975190673489e-06,1.2116395886607734e-08
1922,7.338832347159041e-06,1.475587119159627e-08
1923,7.5744787864096e-06,1.1677542488541803e-08
1924,7.679540431126952e-06,1.0313299547703991e-08
1925,7.552449005743256e-06,1.8696901804560184e-08
1926,7.199290848802775e-06,2.1177662290483568e-08
1927,7.366292720689671e-06,2.2298449309232637e-08
1928,7.257821380335372e-06,1.0283437212876834e-08
1929,7.368264959950466e-06,7.798284684668033e-09
1930,7.469112460967153e-06,2.10072066408884e-08
1931,7.056494268908864e-06,1.4826963656844327e-08
1932,6.9878005888313055e-06,4.383814555808385e-08
1933,6.967280114622554e-06,1.3764794637438627e-08
1934,7.19254239811562e-06,2.2765002327673756e-08
1935,6.73575050313957e-06,1.9149254626427137e-08
1936,6.730429049639497e-06,1.2124714565686645e-08
1937,6.688401754217921e-06,8.813782592653752e-09
1938,6.787289748899639e-06,2.852347158466273e-08
1939,6.773735094611766e-06,1.5294050470515685e-08
1940,6.998760909482371e-06,2.5357829613881222e-08
1941,6.378197213052772e-06,1.7709016475464523e-08
1942,6.632787062699208e-06,9.102635090130207e-09
1943,6.900990229041781e-06,8.709705845433291e-09
1944,6.879431566630956e-06,2.5705489292704442e-08
1945,7.267489309015218e-06,1.089252066321933e-08
1946,6.7294618020241614e-06,1.8097434661967782e-08
1947,7.443391950801015e-06,1.549713246618012e-08
1948,6.802540156058967e-06,1.522064252412747e-08
1949,6.535182365041692e-06,1.570721330779179e-08
1950,6.725802450091578e-06,1.2762433776458693e-08
1951,6.873405709484359e-06,1.1727541604500402e-08
1952,6.607373961742269e-06,1.4762725264461096e-08
1953,6.921106887602946e-06,9.69644453618912e-09
1954,6.805594239267521e-06,2.247683283940205e-08
1955,6.97632231094758e-06,5.631364707880948e-09
1956,6.676906195934862e-06,8.72114114258693e-09
1957,6.520258011732949e-06,1.9437083054185678e-08
1958,6.1859836932853796e-06,9.926692356998501e-09
1959,6.446296993090073e-06,1.1626121398933265e-08
1960,6.403847237379523e-06,2.4914999841030294e-08
1961,6.653557193203596e-06,1.528595028332802e-08
1962,6.317856787063647e-06,2.4099433559854333e-08
1963,6.058045073586982e-06,1.4225316924409981e-08
1964,6.785449841117952e-06,1.8251904876365188e-08
1965,6.658382517343853e-06,2.0246559984116175e-08
1966,6.1356331571005285e-06,1.163205709531212e-08
1967,6.8625340645667166e-06,1.824224149515885e-08
1968,6.290227702265838e-06,1.527081394669949e-08
1969,6.359823601087555e-06,1.4533624970169967e-08
1970,6.257025233935565e-06,1.977451802304131e-08
1971,5.9230305851087905e-06,1.2332153964678128e-08
1972,5.800144208478741e-06,2.1033601527165047e-08
1973,5.803198291687295e-06,1.8193572870472963e-08
1974,5.76677348362864e-06,1.6876715136504572e-08
1975,5.730328211939195e-06,1.7134439644905797e-08
1976,5.745522685174365e-06,1.314111219841152e-08
1977,5.535928266908741e-06,8.22749424145286e-09
1978,5.679205514752539e-06,1.485147826940647e-08
1979,5.5892196542117745e-06,1.404473604083023e-08
1980,5.461155524244532e-06,1.4212877097463661e-08
1981,5.471600161399692e-06,2.1506869174459098e-08
1982,5.613444500340847e-06,1.3656505259973528e-08
1983,5.172875262360321e-06,1.7682884490000106e-08
1984,5.404675903264433e-06,1.5077421977593986e-08
1985,5.015772330807522e-06,1.6843562988810845e-08
1986,5.4621750678052194e-06,1.1988970705090196e-08
1987,5.293800768413348e-06,1.2221633483022742e-08
1988,5.27336942468537e-06,1.5591039570495013e-08
1989,5.2987820708949585e-06,1.1525056464734007e-08
1990,5.081411927676527e-06,1.471135746555774e-08
1991,5.071925897937035e-06,1.52398094144246e-08
1992,5.323156983649824e-06,2.1488782309120324e-08
1993,5.047325885243481e-06,9.970573700002205e-09
1994,5.008015250496101e-06,1.8462243289718572e-08
1995,4.92846538691083e-06,1.6809597269684673e-08
1996,5.07545792061137e-06,1.0676184380997711e-08
1997,4.713860562333139e-06,1.3425704992187093e-08
1998,4.813903160538757e-06,1.621164003040576e-08
1999,4.832073500438128e-06,1.416762351880152e-08
2000,4.490487299335655e-06,1.5463109903635086e-08
2001,4.602462922775885e-06,1.445799924226776e-08
2002,4.4171474655740894e-06,1.752488643091965e-08
2003,4.618617367668776e-06,2.5001536840818517e-08
2004,4.397743396111764e-06,1.1011977996133737e-08
2005,4.226768851367524e-06,1.5312748402607212e-08
2006,4.360845196060836e-06,1.3589036562677848e-08
2007,4.67394056613557e-06,2.2768533725070483e-08
2008,4.595054633682594e-06,2.7247613942904536e-08
2009,4.57317355539999e-06,2.62250594573743e-08
2010,4.647267360269325e-06,3.590082542359596e-08
2011,4.265640654921299e-06,3.9004515173246546e-08
2012,4.672677277994808e-06,4.391485930455019e-08
2013,5.087642875878373e-06,4.8530775842436924e-08
2014,5.6167318689404055e-06,4.8939060803832035e-08
2015,5.282764050207334e-06,4.876465808933972e-08
2016,5.3562780522042885e-06,5.21977696621434e-08
2017,4.757272563438164e-06,5.811062209204465e-08
2018,4.824245024792617e-06,4.2594201943302323e-08
2019,5.032078661315609e-06,5.229524902006233e-08
