year,fût_VERB aux_ADP,fût_VERB beau_ADV
1857,1.1715621894836659e-07,3.4170564155999728e-09
1858,1.0276719564217274e-07,1.0276719919488642e-08
1859,7.638259802433822e-08,9.675129142294736e-09
1860,1.0069804545764782e-07,1.0985241161165504e-08
1861,1.202570700797878e-07,2.782418562219391e-08
1862,8.855253241790706e-08,9.487771457372673e-09
1863,1.1737358818209032e-07,1.048870412745373e-08
1864,1.0164823294189773e-07,1.1986819536957682e-08
1865,1.0402126093822517e-07,7.530950973944073e-09
1866,9.390632982331226e-08,1.3137154475373336e-08
1867,8.880645196995829e-08,6.79393608038481e-09
1868,8.200191103924226e-08,1.1855697756857353e-08
1869,1.0939082528693689e-07,3.1742874995188686e-08
1870,1.0607990219568819e-07,4.587239033071455e-09
1871,8.603153389685758e-08,2.1242354542039266e-09
1872,8.768641635015229e-08,1.814201766592305e-08
1873,8.79942660958477e-08,8.380406590902112e-09
1874,1.1650487863335002e-07,4.182226565063729e-09
1875,1.1671915700617319e-07,8.58229043387837e-09
1876,8.827181829929032e-08,2.0556450763820067e-08
1877,7.236234722540758e-08,6.80329748092845e-09
1878,8.454723854356416e-08,5.435179861734696e-09
1879,8.797428563411813e-08,1.0996785704264767e-08
1880,7.765594034481182e-08,8.343199908722454e-09
1881,6.83305714233029e-08,4.183504653809678e-09
1882,7.653692790654532e-08,1.5307385581309063e-08
1883,8.657494277031219e-08,9.479008689083912e-09
1884,8.252121119767253e-08,1.8484751507230612e-08
1885,9.732909944659696e-08,2.5782542767416317e-09
1886,8.195899425800235e-08,6.4534639854230136e-09
1887,1.0380990289604597e-07,1.9586774424595887e-09
1888,6.657645457153194e-08,5.07249175996094e-09
1889,6.891650627949275e-08,4.385595886446936e-09
1890,7.996351314432104e-08,1.2453334363726754e-08
1891,1.0517462811776568e-07,1.2748440525456317e-08
1892,6.143142172732041e-08,3.1342561879199593e-09
1893,7.390099909798664e-08,7.390100087434348e-09
1894,5.419323656496999e-08,0.0
1895,9.44922504686474e-08,4.213029924926559e-09
1896,9.258335609274582e-08,4.1279202278587945e-09
1897,7.807796009728918e-08,7.574727511894253e-09
1898,8.827033326497258e-08,1.0185038590293516e-08
1899,9.175779780434823e-08,9.949641111006713e-09
1900,6.852189926576102e-08,8.30568502863116e-09
1901,1.0339167033635022e-07,5.58873880507349e-09
1902,7.218117303864346e-08,1.3257766440233354e-08
1903,8.046328048294527e-08,1.0260418292773466e-08
1904,8.1694302878077e-08,1.6123875568041512e-09
1905,1.0166695574298501e-07,1.2385822145688508e-08
1906,9.053764671307363e-08,9.773950537805831e-09
1907,9.411403567582965e-08,2.5714217422034835e-09
1908,7.17062818011982e-08,9.822778146428846e-09
1909,6.931239227014885e-08,7.151278680339601e-09
1910,8.497199388557419e-08,6.412980813053082e-09
1911,8.991432309812808e-08,6.916486494645824e-09
1912,9.42905273859651e-08,5.730363294986773e-09
1913,9.174172532766534e-08,1.0605979205990934e-08
1914,6.830678245250965e-08,1.339348720819089e-08
1915,5.419150639340842e-08,2.3561523843085297e-09
1916,4.9443578120644815e-08,1.0987462051303964e-09
1917,7.457168749169796e-08,1.973956464951243e-08
1918,1.1716103642811504e-07,1.033773866510046e-08
1919,5.340552178267899e-08,1.1049418269237776e-08
1920,1.0373957337606043e-07,1.0601124422748853e-08
1921,7.875657104250422e-08,1.060184651180407e-08
1922,6.418803621954794e-08,1.770704471937279e-08
1923,8.068120394000289e-08,9.554353752605493e-09
1924,6.703644572780831e-08,1.4180787211159895e-08
1925,7.6987248576188e-08,1.3197813508725176e-08
1926,8.471064916193427e-08,1.4489979882625903e-08
1927,6.801027296887696e-08,1.1149224654616319e-08
1928,7.426926629250374e-08,6.8556245125250825e-09
1929,5.681607362362229e-08,7.798284684668033e-09
1930,7.982738736700412e-08,1.6805765667982087e-08
1931,4.790249619190945e-08,4.5621426636444085e-09
1932,8.000461804158476e-08,5.4797681947604815e-09
1933,9.405943046658649e-08,1.3764794637438627e-08
1934,7.188948103475923e-08,7.188948103475923e-09
1935,6.462873614054843e-08,1.196828414151696e-08
1936,6.30485175179274e-08,1.2124714565686645e-09
1937,5.9178255185088346e-08,0.0
1938,7.90878047496335e-08,1.0372171566075394e-08
1939,8.564668263488784e-08,7.647025235257843e-09
1940,3.803674530900025e-08,0.0
1941,4.427253941230447e-08,0.0
1942,8.799214157306778e-08,9.102635090130207e-09
1943,6.67744117777147e-08,2.9032352077962287e-09
1944,1.0603514510876266e-07,6.4263723231761105e-09
1945,6.535512397931598e-08,2.178504132643866e-08
1946,7.65660743695662e-08,6.960552134671616e-09
1947,6.198852986472048e-08,7.152522574216391e-09
1948,6.958008214041911e-08,8.697510267552389e-09
1949,5.890204946013e-08,8.835307596655184e-09
1950,6.593923984610228e-08,4.2541445921528975e-09
1951,6.610068936652169e-08,8.529121409139861e-09
1952,4.5342655852209646e-08,2.1089607837865287e-09
1953,7.757155628951296e-08,1.0773827163745864e-08
1954,5.863521579385633e-08,1.3681550115052232e-08
1955,5.0682281482750113e-08,4.6928039232341234e-09
1956,6.802490304380626e-08,5.232684952005684e-09
1957,2.9155623693100097e-08,7.951533653738352e-09
1958,3.887954491688106e-08,7.445019267748876e-09
1959,5.503030919840057e-08,6.200598257066758e-09
1960,5.1214165353030694e-08,8.997083078554624e-09
1961,6.322824930293791e-08,8.33779090214648e-09
1962,4.8198867119708666e-08,8.8787386332001e-09
1963,4.6555584276575246e-08,6.466053470433053e-09
1964,7.239922439339352e-08,7.300761772910391e-09
1965,4.54179591713455e-08,9.849678406226303e-09
1966,6.5361085432869e-08,6.092982118843793e-09
1967,4.831728972476412e-08,6.409436092980059e-09
1968,6.422724396770718e-08,8.982831700699023e-10
1969,7.175977145834622e-08,5.904285060864822e-09
1970,5.3805081279278966e-08,6.438214850135182e-09
1971,4.1107178105903586e-08,6.166076982339064e-09
1972,3.078088184338412e-08,9.234264020108185e-09
1973,2.811733956775697e-08,3.3079223804577396e-09
1974,4.6692246513657665e-08,6.1881286761433785e-09
1975,4.112265727940212e-08,2.8557400888473694e-09
1976,4.285145038807059e-08,3.4281160132820787e-09
1977,3.408533544302372e-08,4.7014254711541525e-09
1978,3.861384456627093e-08,5.346532105932056e-09
1979,5.500854882711792e-08,4.096381456264453e-09
1980,2.8425754194927322e-08,5.116635559687666e-09
1981,2.84649726012276e-08,5.060439622894819e-09
1982,2.7933760193832313e-08,1.8622506869903077e-09
1983,3.157657957331139e-08,3.78918940668882e-09
1984,3.2474446243213606e-08,4.059305780401701e-09
1985,2.7671566371623157e-08,2.4062232206745193e-09
1986,4.136195030923773e-08,4.7955883708539204e-09
1987,2.8720839040374813e-08,4.888653482026939e-09
1988,3.897759981441595e-08,4.197587610832443e-09
1989,3.6221607047082216e-08,1.0976244357863152e-09
1990,1.6345952147389653e-08,0.0
1991,2.6376593353916178e-08,5.861465202094962e-10
1992,3.581463658974826e-08,4.4079553340736766e-09
1993,2.1602909683338112e-08,2.2156829704300662e-09
1994,3.586950114708998e-08,1.0549853213248639e-09
1995,2.8196744494835002e-08,5.422450821690461e-10
1996,1.975094043871195e-08,1.067618438099771e-09
1997,2.013855748828064e-08,2.3974471297094624e-09
1998,2.193339376788117e-08,9.536258449571733e-10
1999,2.6050146928469076e-08,2.7421207526856506e-09
2000,1.5463109903635086e-08,1.7672125984802278e-09
2001,2.190605918883648e-08,3.066848330846028e-09
2002,2.9354184860608257e-08,1.3143663935011318e-09
2003,2.5834921757450502e-08,4.166922806803086e-09
2004,1.761916479381398e-08,2.2023955992267474e-09
2005,2.612174831995162e-08,2.251874686720612e-09
2006,2.800165077587735e-08,4.941467679486777e-09
2007,2.7961355897332396e-08,2.3966877371606188e-09
2008,2.6396126173722223e-08,3.405951742863067e-09
2009,2.9085974517784052e-08,9.53638501499654e-10
2010,2.3618964561933353e-08,3.3066551718974324e-09
2011,2.982698177333987e-08,6.500752380844688e-09
2012,3.676592896795228e-08,7.489355802192676e-09
2013,4.8530775842436924e-08,6.9728125495771565e-09
2014,5.500230670918427e-08,7.795602385840539e-09
2015,6.05125052288713e-08,1.10828768384863e-08
2016,5.302630512460382e-08,7.45682449121432e-09
2017,2.616235761365715e-08,3.5218559180094644e-09
2018,3.949644167278166e-08,1.0067719991013746e-08
2019,3.90301124753023e-08,8.928457084778074e-09
