year,tout_DET honneur_NOUN,tout_DET bonheur_NOUN
1877,4.954037589044447e-07,1.707009236184831e-07
1878,4.378339262256503e-07,1.0085278212557114e-07
1879,6.042122588922894e-07,7.086817044310578e-08
1880,4.5053281461093775e-07,1.2707335717010437e-07
1881,4.246257097051398e-07,8.018384051178273e-08
1882,4.5722495300992705e-07,1.1913139452701671e-07
1883,4.0759734787343405e-07,1.0237328851303573e-07
1884,3.901603014000443e-07,1.2015088834971266e-07
1885,4.4926079789675555e-07,1.1344318551209653e-07
1886,4.259286054963951e-07,1.0519145998699742e-07
1887,3.7476027925364974e-07,8.944626461726557e-08
1888,4.0072683615832716e-07,9.257297506337636e-08
1889,5.218858776245838e-07,1.0776035530568606e-07
1890,3.9785126659808157e-07,1.3436492007912193e-07
1891,4.0030102166355164e-07,1.1856049475511554e-07
1892,4.782874993836117e-07,1.128332209887617e-07
1893,3.9044360322648686e-07,1.471861574842137e-07
1894,4.2031267932785e-07,1.0145478057665969e-07
1895,4.0746020846249564e-07,1.2157601148032882e-07
1896,3.9804945051180596e-07,1.2914493474625033e-07
1897,3.064851299416915e-07,9.322741512107768e-08
1898,3.5704220602283954e-07,9.902121256288865e-08
1899,3.3662952958479764e-07,1.09446050444717e-07
1900,3.197688762668349e-07,9.343895346347608e-08
1901,3.839463682542288e-07,1.1121590492990663e-07
1902,3.486301611843601e-07,9.525950339650535e-08
1903,2.68930961944136e-07,9.936405209742816e-08
1904,3.2516481507371964e-07,1.0480519296862667e-07
1905,3.4112617375292587e-07,1.1611707684267003e-07
1906,3.240836274898129e-07,9.56818295705375e-08
1907,2.9262777401228846e-07,1.074854250049384e-07
1908,3.0696182307110575e-07,1.1836447910695824e-07
1909,3.6911598755295927e-07,1.3312380886532083e-07
1910,3.714184615422056e-07,1.1864014659579425e-07
1911,3.6284951687726164e-07,1.3141324206600302e-07
1912,3.5997101366369577e-07,1.1669103283651339e-07
1913,3.2136119076930925e-07,1.431807188367884e-07
1914,2.986747755784336e-07,1.1786269249469683e-07
1915,3.369297835176255e-07,6.715034550630605e-08
1916,3.241301382850281e-07,9.119593347151067e-08
1917,4.2549726231300156e-07,7.237840193852207e-08
1918,3.652667794895592e-07,1.240528675339192e-07
1919,3.701555029156367e-07,8.931613026952334e-08
1920,3.3544986433042823e-07,1.0222512969448871e-07
1921,2.824634732778719e-07,1.4539674531022229e-07
1922,4.330848071276705e-07,1.2468711219071338e-07
1923,3.811125468544674e-07,1.3906892171178242e-07
1924,3.815920803784678e-07,1.3149456901118128e-07
1925,3.574407854145534e-07,1.627730394915261e-07
1926,3.4218643851779973e-07,1.304098127263842e-07
1927,3.456259732859124e-07,1.8953682356936952e-07
1928,3.47351658547268e-07,1.1311781022982359e-07
1929,3.2641391500831674e-07,1.515095338078254e-07
1930,3.4976998419811167e-07,1.060863947799362e-07
1931,3.467228308906556e-07,1.254589214738644e-07
1932,3.4193753117861547e-07,1.4137801862545984e-07
1933,2.3973683305200666e-07,9.061823202927144e-08
1934,2.983413320833961e-07,1.246084355699395e-07
1935,3.0399440653638976e-07,1.0173041431471574e-07
1936,3.3342965499727484e-07,9.578524284847845e-08
1937,3.1603707717486884e-07,8.687871222434751e-08
1938,3.293164437812024e-07,1.2576257901741883e-07
1939,3.1046921300514896e-07,1.0552894735837981e-07
1940,3.6008117376695736e-07,5.0715658783673234e-08
1941,4.958524186804425e-07,7.673907109762013e-08
1942,4.1265279104862884e-07,1.0923162596654379e-07
1943,3.629044025288408e-07,1.0741970202232665e-07
1944,2.666944567408791e-07,1.83151612986876e-07
1945,3.137045947454453e-07,1.132822085025964e-07
1946,2.8955896969051764e-07,1.2807415927795773e-07
1947,3.182872443385776e-07,1.609317532569321e-07
1948,3.783417019675994e-07,1.0110855885869796e-07
1949,2.7880303088423375e-07,9.424328339946442e-08
1950,2.924724356034858e-07,7.444753347130018e-08
1951,2.953208246836425e-07,9.595261651895726e-08
1952,2.8576418631409695e-07,1.159928437743929e-07
1953,2.6826830989978845e-07,1.1097042573737781e-07
1954,2.4626791939041937e-07,1.3486099526005546e-07
1955,2.477800564726351e-07,8.5409029182415e-08
1956,2.843092030690997e-07,1.0116524506997848e-07
1957,2.7211917075220526e-07,8.304935628089538e-08
1958,2.771201575990645e-07,9.678524870437855e-08
1959,2.9452842209565233e-07,1.1238584107786664e-07
1960,3.072850083274403e-07,1.0104416769962654e-07
1961,3.126671770381506e-07,9.588459981557662e-08
1962,2.5367825173816527e-07,1.135210183633717e-07
1963,2.870927633402687e-07,1.0927630000878708e-07
1964,2.920304814635344e-07,8.456716127369646e-08
1965,3.157368908546232e-07,1.2421538286844225e-07
1966,3.0077176405018946e-07,9.804162459658983e-08
1967,3.332906972630667e-07,9.614154361514693e-08
1968,3.35957916819396e-07,1.356407581809549e-07
1969,2.911266835381454e-07,1.00827023175043e-07
1970,3.2650948755819087e-07,1.3106365948090115e-07
1971,3.309127838413417e-07,1.0996170374255598e-07
1972,2.78566969047489e-07,8.772551174374144e-08
1973,2.5471000086874085e-07,1.014429509282877e-07
1974,2.711525657339564e-07,6.581919032022654e-08
1975,2.593012027318764e-07,7.596268858378608e-08
1976,2.4339624360436574e-07,1.0684294959872886e-07
1977,2.6092912541741953e-07,8.697636921795038e-08
1978,2.744553226907698e-07,9.504946252292257e-08
1979,2.9962103020864106e-07,1.0182433385352851e-07
1980,2.819834802325616e-07,8.755132263615906e-08
1981,2.498592051036752e-07,8.602747580965797e-08
1982,2.9175259408376064e-07,9.000878442577687e-08
1983,2.3808740934327943e-07,8.904595860670383e-08
1984,2.7719259332315005e-07,9.046453364192075e-08
1985,2.6408300546343355e-07,7.639758381472461e-08
1986,2.5776288398171587e-07,7.313272210041077e-08
1987,2.6520944640395783e-07,9.410657764163943e-08
1988,2.7704079652579594e-07,6.236416094651531e-08
1989,2.716620617349008e-07,7.573608762356798e-08
1990,2.8496445658721115e-07,7.846057537008733e-08
1991,3.0714076570959037e-07,9.378344056898413e-08
1992,2.57314383134144e-07,7.107827926233767e-08
1993,2.669897984919345e-07,7.810282731668394e-08
1994,2.658563000856873e-07,9.072873918825053e-08
1995,2.5810864645592346e-07,8.947044172202823e-08
1996,2.6797222441032886e-07,7.846995586646699e-08
1997,2.4501911199958926e-07,7.959524594980394e-08
1998,2.655847904931008e-07,8.821039276796228e-08
1999,2.8746566338444524e-07,7.860745832033444e-08
2000,2.9733352557848036e-07,7.996637041429722e-08
2001,2.6024398080970457e-07,8.061429634942385e-08
2002,2.59368316823938e-07,8.543381646575199e-08
2003,2.4918200058898776e-07,7.167107529681971e-08
2004,2.5371596423795495e-07,5.726228780034148e-08
2005,2.441032278532873e-07,9.007499102153815e-08
2006,2.767221973787315e-07,8.112242877444942e-08
2007,3.367346053662068e-07,7.150118319643184e-08
2008,2.992979982741062e-07,7.322796591324732e-08
2009,3.194688940055812e-07,8.10592730715598e-08
2010,3.665663288465737e-07,7.274641244947588e-08
2011,3.5295261802126277e-07,7.609703889244201e-08
2012,3.3634017593264787e-07,8.919142224783627e-08
2013,3.662121186298606e-07,9.287786006950682e-08
2014,4.1360001612478214e-07,1.13252785816087e-07
2015,4.3866027166217236e-07,1.2324158937815355e-07
2016,4.592160758321029e-07,1.2821594808087866e-07
2017,4.115540062077372e-07,7.798395174063444e-08
2018,4.233605287451425e-07,1.0170978637091821e-07
2019,3.9897448989023587e-07,1.0510069259339616e-07
