year,fût_VERB au_ADP,fût_VERB beau_ADV
1928,3.6677593584499846e-07,6.8556245125250825e-09
1929,4.244494959948497e-07,7.798284684668033e-09
1930,4.0753982943897427e-07,1.6805765667982087e-08
1931,3.501444609810278e-07,4.5621426636444085e-09
1932,4.1207857748304377e-07,5.4797681947604815e-09
1933,4.0262023048853735e-07,1.3764794637438627e-08
1934,3.55852932898415e-07,7.188948103475923e-09
1935,3.8657557865917624e-07,1.196828414151696e-08
1936,3.1524257337878225e-07,1.2124714565686645e-09
1937,3.0344594392772706e-07,0.0
1938,3.5135730058755144e-07,1.0372171566075394e-08
1939,3.288220966624067e-07,7.647025235257843e-09
1940,3.0682971896567324e-07,0.0
1941,2.8924725370416127e-07,0.0
1942,2.912843228841666e-07,9.102635090130207e-09
1943,4.093561756235431e-07,2.9032352077962287e-09
1944,4.7233837108251464e-07,6.4263723231761105e-09
1945,4.2698678726083017e-07,2.178504132643866e-08
1946,4.092804601896205e-07,6.960552134671616e-09
1947,4.4584058400687354e-07,7.152522574216391e-09
1948,3.859520063542732e-07,8.697510267552389e-09
1949,3.2003447358874837e-07,8.835307596655184e-09
1950,3.1055256499712414e-07,4.2541445921528975e-09
1951,4.296544773296773e-07,8.529121409139861e-09
1952,3.384882063528494e-07,2.1089607837865287e-09
1953,3.5338155157660367e-07,1.0773827163745864e-08
1954,3.615838295445428e-07,1.3681550115052232e-08
1955,3.144178606362402e-07,4.6928039232341234e-09
1956,3.0175149845490523e-07,5.232684952005684e-09
1957,2.8890573844364553e-07,7.951533653738352e-09
1958,3.07727447079742e-07,7.445019267748876e-09
1959,2.906530482960079e-07,6.200598257066758e-09
1960,3.169741660258296e-07,8.997083078554624e-09
1961,3.1475161677008145e-07,8.33779090214648e-09
1962,3.1646362685933127e-07,8.8787386332001e-09
1963,3.233026575344411e-07,6.466053470433053e-09
1964,3.32793064217185e-07,7.300761772910391e-09
1965,3.184729280292231e-07,9.849678406226303e-09
1966,2.697529453143943e-07,6.092982118843793e-09
1967,3.3575585689504805e-07,6.409436092980059e-09
1968,3.458390267496725e-07,8.982831700699023e-10
1969,2.8749326475008274e-07,5.904285060864822e-09
1970,2.6534644348430447e-07,6.438214850135182e-09
1971,2.2352028850036731e-07,6.166076982339064e-09
1972,2.631765312344214e-07,9.234264020108185e-09
1973,2.4423493982794753e-07,3.3079223804577396e-09
1974,1.8058085515804123e-07,6.1881286761433785e-09
1975,1.9647491455998534e-07,2.8557400888473694e-09
1976,1.9083179836343334e-07,3.4281160132820787e-09
1977,1.868816639216675e-07,4.7014254711541525e-09
1978,2.1920781989592797e-07,5.346532105932056e-09
1979,2.0891545204904105e-07,4.096381456264453e-09
1980,1.9556918573471194e-07,5.116635559687666e-09
1981,1.7964561038752436e-07,5.060439622894819e-09
1982,1.9739857748390932e-07,1.8622506869903077e-09
1983,1.9703786335867335e-07,3.78918940668882e-09
1984,1.9948589624618762e-07,4.059305780401701e-09
1985,1.6482628950598155e-07,2.4062232206745193e-09
1986,2.008152648613759e-07,4.7955883708539204e-09
1987,1.9126856898310507e-07,4.888653482026939e-09
1988,1.960873134976282e-07,4.197587610832443e-09
1989,1.6299722460644261e-07,1.0976244357863152e-09
1990,1.7871575153094454e-07,0.0
1991,1.6529331503534195e-07,5.861465202094962e-10
1992,1.9339904611115344e-07,4.4079553340736766e-09
1993,1.6229877530804515e-07,2.2156829704300662e-09
1994,1.6985264039703907e-07,1.0549853213248639e-09
1995,1.6592699125794752e-07,5.422450821690461e-10
1996,1.633456179206405e-07,1.067618438099771e-09
1997,1.5919049189960788e-07,2.3974471297094624e-09
1998,1.5877870396252547e-07,9.536258449571733e-10
1999,1.6041406070144149e-07,2.7421207526856506e-09
2000,1.497712673881324e-07,1.7672125984802278e-09
2001,1.5903798100680433e-07,3.066848330846028e-09
2002,1.6122895374337531e-07,1.3143663935011318e-09
2003,1.625099912416772e-07,4.166922806803086e-09
2004,1.3522709707558533e-07,2.2023955992267474e-09
2005,1.463718604099995e-07,2.251874686720612e-09
2006,1.758339038815393e-07,4.941467679486777e-09
2007,1.5618414295204275e-07,2.3966877371606188e-09
2008,1.7838672761172347e-07,3.405951742863067e-09
2009,1.630721868650653e-07,9.53638501499654e-10
2010,1.8942409951705486e-07,3.3066551718974324e-09
2011,2.0037613523982145e-07,6.500752380844688e-09
2012,2.8834020326939935e-07,7.489355802192676e-09
2013,2.886744425723009e-07,6.9728125495771565e-09
2014,3.1810390055397875e-07,7.795602385840539e-09
2015,3.7969937238813145e-07,1.10828768384863e-08
2016,3.8278363945210003e-07,7.45682449121432e-09
2017,2.052738778957064e-07,3.5218559180094644e-09
2018,3.1158302249423286e-07,1.0067719991013746e-08
2019,3.2601624866401835e-07,8.928457084778074e-09
