year,est_VERB au_ADP,est_VERB beau_ADJ
1899,2.318819133506622e-05,1.1740576155716553e-06
1900,2.2379668735084124e-05,1.1825219417005428e-06
1901,2.2898739189258777e-05,1.277585738534981e-06
1902,2.2628551960224286e-05,9.81074663286563e-07
1903,2.2839150915388018e-05,1.111905362449761e-06
1904,2.3011994926491752e-05,1.1447951919763e-06
1905,2.2046246158424765e-05,1.2220677945151692e-06
1906,2.2639042072114535e-05,1.2310033525864128e-06
1907,2.278433930769097e-05,1.1499397487568785e-06
1908,2.30373607337242e-05,1.1541764024514123e-06
1909,2.2710260964231566e-05,1.35874290663196e-06
1910,2.2952592189540155e-05,1.445058387616882e-06
1911,2.2230118702282198e-05,1.3343498039830592e-06
1912,2.2133788661449216e-05,1.3831013347953558e-06
1913,2.2230133254197426e-05,1.394686250932864e-06
1914,2.1288278730935417e-05,1.3239462077763164e-06
1915,2.080600279441569e-05,1.2416923027558369e-06
1916,2.1298095816746354e-05,1.1525847867233097e-06
1917,2.2086378521635197e-05,1.3762862636212958e-06
1918,2.109817614837084e-05,1.424310653419525e-06
1919,2.0785797460121103e-05,1.383939661536715e-06
1920,2.201247843913734e-05,1.445539055566769e-06
1921,2.159974792448338e-05,1.5228795291477581e-06
1922,2.1418883989099413e-05,1.4032833632882102e-06
1923,2.1383704734034836e-05,1.5934538168949075e-06
1924,2.3934589989949018e-05,1.546994894852105e-06
1925,2.1318868675734848e-05,1.4979518709878903e-06
1926,2.1547715732594952e-05,1.4891240880388068e-06
1927,2.212786603195127e-05,1.5475123973374139e-06
1928,2.069713082164526e-05,1.3871214150640299e-06
1929,2.0828103515668772e-05,1.3457611203193665e-06
1930,2.1387437300290912e-05,1.1890078894793987e-06
1931,2.0631148800021037e-05,1.195281356558553e-06
1932,2.0263087208149955e-05,1.235139734490076e-06
1933,2.20408783206949e-05,1.1849193697344163e-06
1934,2.0534032955765724e-05,1.2125359489800758e-06
1935,2.0449009753065184e-05,1.1274123608018272e-06
1936,2.022523585765157e-05,1.183372091873025e-06
1937,1.9305962268845178e-05,1.09416816940211e-06
1938,1.9976801922894083e-05,1.3354170960155898e-06
1939,2.0322733689681627e-05,1.1271715720795328e-06
1940,2.0060579117853194e-05,1.196889570564963e-06
1941,2.0203035091981292e-05,1.1658435141725931e-06
1942,2.1633930373354815e-05,1.632405883356114e-06
1943,2.1904908862779848e-05,1.399359348397411e-06
1944,2.2366988559952006e-05,1.625872187105415e-06
1945,2.1246949472697452e-05,1.381171614411869e-06
1946,2.214151572843548e-05,1.9071912902290933e-06
1947,2.2588857973460108e-05,1.6915715832510614e-06
1948,2.1965563064441085e-05,1.3372422245083726e-06
1949,2.0522455088212155e-05,1.1309193723718636e-06
1950,2.192479769291822e-05,1.3198483657106408e-06
1951,2.2476368030766025e-05,1.4147680076348479e-06
1952,2.093670809699688e-05,1.1504381518534501e-06
1953,2.072992174362298e-05,1.1420256669225637e-06
1954,2.1004112568334676e-05,1.3222240795585094e-06
1955,2.1101661332068034e-05,1.1638153409876395e-06
1956,2.0750212570419535e-05,1.260204953723587e-06
1957,2.0171273718005978e-05,1.0990786449838197e-06
1958,2.022646185650956e-05,1.2474542927520815e-06
1959,2.0478250007727183e-05,1.2548460972539033e-06
1960,2.1282254238030873e-05,1.2222192253830144e-06
1961,2.0979272449039854e-05,1.2152330555181834e-06
1962,2.138000309059862e-05,1.2094110388716217e-06
1963,2.2244516003411263e-05,1.2912707916257204e-06
1964,2.1655885575455613e-05,1.3652424968313426e-06
1965,2.1783656848128885e-05,1.2837414260502555e-06
1966,2.186992969654966e-05,1.187577595374023e-06
1967,2.1960700905765407e-05,1.3198508668210707e-06
1968,2.2082494979258627e-05,1.5675041140639223e-06
1969,2.0616855181287974e-05,1.0922927913270541e-06
1970,2.1222196664894e-05,1.2448748520910158e-06
1971,2.108746957674157e-05,1.3334141613086103e-06
1972,2.1162881239433773e-05,1.2604771200130926e-06
1973,2.1627747628372163e-05,1.1241422726016026e-06
1974,1.9812137907138094e-05,9.799746294447687e-07
1975,2.0248338842066005e-05,9.686669955044636e-07
1976,2.06269742193399e-05,9.581584663465037e-07
1977,2.047353336820379e-05,9.749580840434646e-07
1978,2.1273852325975895e-05,1.1679202316372539e-06
1979,2.119760392815806e-05,1.0744223573055933e-06
1980,2.1346035282476805e-05,1.0392454896646086e-06
1981,2.1271558580338024e-05,9.488324508311052e-07
1982,2.287278402945958e-05,9.634043180994922e-07
1983,2.1768893930129707e-05,1.0413956488264375e-06
1984,2.2505952074425295e-05,1.1110900004496216e-06
1985,2.2276213712757453e-05,9.793328672458301e-07
1986,2.260640394524671e-05,1.162330704573833e-06
1987,2.2167600036482327e-05,1.067559651346528e-06
1988,2.2438503947341815e-05,1.0625893764881766e-06
1989,2.220329588453751e-05,1.0070704092868255e-06
1990,2.3036896891426295e-05,1.0592177659418667e-06
1991,2.3473996407119557e-05,9.95862933450553e-07
1992,2.3232129024108872e-05,9.769131565917633e-07
1993,2.349731767026242e-05,9.99272970148013e-07
1994,2.3925484128994867e-05,1.0850524176930776e-06
1995,2.389619839959778e-05,1.034603656080435e-06
1996,2.495504668331705e-05,1.012102302411222e-06
1997,2.5251832994399592e-05,1.0385741688878625e-06
1998,2.5739314878592268e-05,1.1033450846298365e-06
1999,2.518226574466098e-05,1.0776534509204794e-06
2000,2.6413201339892112e-05,1.018798116092512e-06
2001,2.5941155399777927e-05,1.0567482604528777e-06
2002,2.658656558196526e-05,1.15751868179359e-06
2003,2.6679974325816147e-05,1.04298078440479e-06
2004,2.6406723918626085e-05,1.0276378361595562e-06
2005,2.6724799681687728e-05,1.0349616559324204e-06
2006,2.6857702323468402e-05,1.1217132396268426e-06
2007,2.7359787054592744e-05,1.1512089486132027e-06
2008,2.7552872779779136e-05,1.2133702966821147e-06
2009,2.6909770895144902e-05,1.1634389238679432e-06
2010,2.6273737603332847e-05,1.195119580188475e-06
2011,2.6125759177375585e-05,1.1594282796068e-06
2012,2.591657539596781e-05,1.4270627843870898e-06
2013,2.4409864636254497e-05,1.3680657957593212e-06
2014,2.5013274353113957e-05,1.6678259271429852e-06
2015,2.4888817279133946e-05,1.638714138607611e-06
2016,2.5371637093485333e-05,1.7245977232960286e-06
2017,2.6419704227009788e-05,1.5626977756255656e-06
2018,2.495942680980079e-05,1.687246594883618e-06
2019,2.4888202460715547e-05,1.6657950254739262e-06
