year,grand_ADJ honneur_NOUN,grand_ADJ bonheur_NOUN
1966,1.1299712241452653e-06,6.984773222029617e-07
1967,1.1970854529863573e-06,7.464528266609705e-07
1968,1.470938741476857e-06,6.867375077490578e-07
1969,1.1072805818912457e-06,6.290334795266972e-07
1970,1.3382290262597962e-06,6.300253403423994e-07
1971,1.1844006166938925e-06,6.34078276107175e-07
1972,1.6247174698946765e-06,6.653800710409996e-07
1973,8.920363825382083e-07,5.447045055007038e-07
1974,8.157078923431982e-07,5.034886498833657e-07
1975,7.71049826653325e-07,4.740528538604849e-07
1976,7.83324537678709e-07,4.930773798150767e-07
1977,8.115835612443334e-07,5.917919452258502e-07
1978,8.209897259803256e-07,5.928710038460849e-07
1979,8.415137813244655e-07,6.618581664952217e-07
1980,7.038216267574171e-07,5.696521157005918e-07
1981,6.724059176121955e-07,5.402019382927392e-07
1982,7.113797551028256e-07,6.008862101225532e-07
1983,6.915271342222695e-07,6.195324999680452e-07
1984,6.262929446165799e-07,5.665631306328578e-07
1985,6.532895895361435e-07,5.973449219709437e-07
1986,6.623906187996909e-07,6.54597840821225e-07
1987,5.872494739378453e-07,6.324695505099953e-07
1988,6.212429752849857e-07,6.194439947648789e-07
1989,6.816247832830413e-07,6.382686024153372e-07
1990,5.75377555378509e-07,6.505689498226275e-07
1991,5.855603717463964e-07,6.863775752208312e-07
1992,6.005839168210514e-07,6.766211413378187e-07
1993,6.746754479536321e-07,8.735329970477324e-07
1994,6.767730837964336e-07,7.785791922287899e-07
1995,8.030649496504338e-07,8.480712949676672e-07
1996,6.790053248550976e-07,9.112123393606453e-07
1997,6.103900886955671e-07,8.367090913452557e-07
1998,6.856569711999327e-07,8.754284976930649e-07
1999,6.709055355713645e-07,8.610259101260453e-07
2000,6.176408078317763e-07,8.623997587164922e-07
2001,6.694491503367317e-07,8.880716109160858e-07
2002,6.304577482296736e-07,9.292570553043333e-07
2003,6.371225254042656e-07,9.350575282951468e-07
2004,6.413375785996323e-07,1.010899609354965e-06
2005,5.863881824552664e-07,9.62451281338872e-07
2006,6.24683877958887e-07,1.0447087106513209e-06
2007,6.926427431608317e-07,1.0417602425150108e-06
2008,6.126455787125451e-07,1.3589747140940744e-06
2009,6.384609605447622e-07,1.2154122259744327e-06
2010,6.868394848424941e-07,1.3897399639972718e-06
2011,6.233074145711726e-07,1.6290121038764482e-06
2012,7.322547617150121e-07,1.7262965457121027e-06
2013,8.197238230422954e-07,1.5959373058649362e-06
2014,8.938957876125642e-07,1.6663100268488051e-06
2015,9.996755352403852e-07,1.7991942513617687e-06
2016,1.2742883654937032e-06,1.7668530745140743e-06
2017,6.915415724506602e-07,1.6504925497429213e-06
2018,9.117740660258278e-07,1.9348092337168055e-06
2019,9.369778126711026e-07,1.811966626519279e-06
