year,est_VERB aux_ADP,est_VERB beau_ADV
1932,2.972226411657175e-06,8.800507771411503e-07
1933,2.9250188617879758e-06,8.970058047452767e-07
1934,3.2062707759905607e-06,1.1286648486930062e-06
1935,2.8843564905400854e-06,9.347230047751509e-07
1936,2.6468251235201024e-06,9.069286761587136e-07
1937,2.6151751626457553e-06,9.330018428954645e-07
1938,2.8536437639559153e-06,9.672049827713636e-07
1939,2.759046765277162e-06,1.0032897534983931e-06
1940,2.6752509256766643e-06,8.19057902390341e-07
1941,3.282070792920422e-06,9.592383776180213e-07
1942,2.891603799071163e-06,1.2409925602696603e-06
1943,3.1413005672220606e-06,1.097422909879242e-06
1944,3.081445584030007e-06,1.3913096381656942e-06
1945,3.269934495619964e-06,1.2504613096098183e-06
1946,3.1044062325236155e-06,1.489558144385228e-06
1947,3.1983697681425838e-06,1.3244087995190057e-06
1948,2.986507524838089e-06,1.2002564062640886e-06
1949,2.7899936867470387e-06,1.0356943676015362e-06
1950,2.955566969831125e-06,1.092251636691799e-06
1951,2.983060312544694e-06,1.0533465228945715e-06
1952,2.6425277610542253e-06,9.585227189745638e-07
1953,2.8626059247471858e-06,9.99811163637787e-07
1954,2.835012764990097e-06,1.1033192777176737e-06
1955,2.793156909319805e-06,9.610862434783485e-07
1956,2.878848817999824e-06,1.014268718790845e-06
1957,2.718541054491652e-06,1.0027767984865932e-06
1958,2.5734948394529056e-06,1.138260699917737e-06
1959,2.884053174057044e-06,1.0533266276979703e-06
1960,2.8126266897743335e-06,9.737613027027692e-07
1961,2.9758966775261797e-06,9.977557056117803e-07
1962,2.8716378892568173e-06,1.1314050425426103e-06
1963,2.8411836865416262e-06,1.0209897709501092e-06
1964,2.7797650545835495e-06,1.1291845112282317e-06
1965,2.7797980237664888e-06,1.1310713716738974e-06
1966,2.7429498459241586e-06,9.848474746831926e-07
1967,2.7945141027885256e-06,1.096013647838845e-06
1968,2.9930795335531e-06,1.1821406360468245e-06
1969,2.6755494673125213e-06,8.579380619266885e-07
1970,2.7486578346724855e-06,9.602138106856728e-07
1971,2.7598332508205203e-06,1.0025013352787937e-06
1972,2.831327947205864e-06,1.066557501872012e-06
1973,2.800156153170974e-06,9.355906627206423e-07
1974,2.5461338282184443e-06,7.583270758004801e-07
1975,2.550747012719512e-06,8.070321655395674e-07
1976,2.665360398168559e-06,8.038932151066547e-07
1977,2.615755647639162e-06,7.422375460919284e-07
1978,2.7748501452151686e-06,9.011877182274475e-07
1979,2.783783656923333e-06,9.082262408810493e-07
1980,2.6811171665030997e-06,8.300319791487709e-07
1981,2.735167527134763e-06,8.330748642038088e-07
1982,2.685986146389041e-06,8.392543122681673e-07
1983,2.815999323502183e-06,8.595145004619553e-07
1984,2.7046576178690884e-06,9.57996235229075e-07
1985,2.749110080912942e-06,8.247330356425664e-07
1986,2.8665629088209243e-06,9.123606901084713e-07
1987,2.887971959353308e-06,8.555143722333014e-07
1988,2.8993338219152065e-06,8.593061693318305e-07
1989,2.8291269700275734e-06,7.946800906211138e-07
1990,2.9755083232885227e-06,8.31464149086969e-07
1991,3.0632018024334684e-06,7.684380989303463e-07
1992,2.905393557739444e-06,8.226346608353197e-07
1993,2.9867405828554183e-06,8.286654065159382e-07
1994,3.0114556466287468e-06,8.555931003684236e-07
1995,3.0175938263710123e-06,8.117409038277401e-07
1996,3.171360503984033e-06,8.049843245316879e-07
1997,3.095104375461233e-06,8.851375241647474e-07
1998,3.2680757158232154e-06,8.649386131764913e-07
1999,3.0556363981304457e-06,8.276634275716788e-07
2000,3.135035058221547e-06,9.096726785173814e-07
2001,3.0449421046796488e-06,8.547744414499903e-07
2002,3.076931761825108e-06,8.666056032780034e-07
2003,3.0226858598325634e-06,8.863045195539598e-07
2004,3.074544338232954e-06,8.52327104894357e-07
2005,3.08596918330295e-06,8.133771984830673e-07
2006,3.144832589896396e-06,9.121126254285628e-07
2007,3.1628287615603767e-06,9.387026693730149e-07
2008,3.28972373608849e-06,1.0507361594136455e-06
2009,3.2566754271101672e-06,1.0156250027648639e-06
2010,3.270281922596041e-06,1.1497712648633751e-06
2011,3.497787247397355e-06,1.195373670270783e-06
2012,3.2942953112069517e-06,1.4468074596152292e-06
2013,3.132187430310296e-06,1.4687532257084968e-06
2014,3.3648852877377067e-06,1.7081031273846747e-06
2015,3.197853402525652e-06,1.7198408386320807e-06
2016,3.276031520726974e-06,1.7556677676111576e-06
2017,3.4398469779262086e-06,1.473141992391902e-06
2018,3.172106289639487e-06,1.7386178114975337e-06
2019,3.2004693366616266e-06,1.662478666730749e-06
