year,tout_ADV eu_VERB,tout_ADV bu_VERB
1891,1.9441370646688938e-07,3.824531802365527e-09
1892,1.5545910869718682e-07,4.387958441043338e-09
1893,1.8352081276873378e-07,0.0
1894,1.512369420808568e-07,3.780923574225881e-09
1895,1.4745605447785692e-07,3.0093072478365457e-09
1896,1.9519166372106156e-07,1.179405795248556e-09
1897,1.613999600635907e-07,1.7480140668268973e-09
1898,1.7314565603498977e-07,7.921696631996156e-09
1899,1.9014869856448513e-07,7.185851913504848e-09
1900,1.5209785964032108e-07,4.1528426253378825e-09
1901,1.4642495393957233e-07,8.941982265753268e-09
1902,1.3797897135958692e-07,5.892340837476695e-09
1903,1.5336625036610485e-07,4.860198465905796e-09
1904,1.429650371420621e-07,0.0
1905,1.5224239469091572e-07,5.676835002077496e-09
1906,1.3580646651689676e-07,2.0576737536082135e-09
1907,1.4039962081824342e-07,5.65712765521198e-09
1908,1.5618217297230785e-07,4.911389073214423e-09
1909,1.2872301802246966e-07,3.850688656825696e-09
1910,1.106239206905002e-07,2.137660271017694e-09
1911,1.0534340955103971e-07,5.320374141248863e-10
1912,1.0939784367280936e-07,4.688478938419394e-09
1913,1.081809903880071e-07,3.181793939432964e-09
1914,1.1250529485806737e-07,2.0090231700464756e-09
1915,1.2251992309586512e-07,8.246533234057551e-09
1916,1.27454559795126e-07,4.394984820521586e-09
1917,1.5352993898432032e-07,6.579854550103903e-09
1918,1.3898515849319892e-07,3.44591288836682e-09
1919,1.197020296217488e-07,1.8415696745321952e-09
1920,1.1964126045427292e-07,3.028892692213958e-09
1921,1.1889213347160421e-07,7.572747429129834e-10
1922,1.5050987833831186e-07,1.4755870969551665e-09
1923,1.475616784318845e-07,5.307974060286824e-09
1924,1.2118126768712045e-07,1.289162443462999e-09
1925,1.3747722338308677e-07,3.299453377181294e-09
1926,1.1257600007752444e-07,2.229227691330493e-09
1927,9.811317980279455e-08,5.574612327308159e-09
1928,9.940655854023817e-08,0.0
1929,1.0360577906709523e-07,6.684243825105796e-09
1930,9.033099068744832e-08,0.0
1931,9.808606993289004e-08,2.2810713318222042e-09
1932,9.206010798123998e-08,1.0959536611565568e-09
1933,9.63535633502488e-08,1.1470662197865522e-09
1934,8.866369327620305e-08,5.990790086229936e-09
1935,6.941604713261995e-08,8.377798899061872e-09
1936,8.972288689790275e-08,2.424942913137329e-09
1937,9.31742745180486e-08,1.2591118148108649e-09
1938,6.741911340313322e-08,3.8895642262559704e-09
1939,5.964679683501117e-08,1.5294050470515685e-09
1940,5.3251442144741645e-08,2.5357829169792012e-09
1941,4.132103814669108e-08,2.9515025978810172e-09
1942,5.4615812983271894e-08,0.0
1943,6.967764698551093e-08,0.0
1944,5.462416652335378e-08,3.2131861615880553e-09
1945,7.406914015462007e-08,4.357008087652048e-09
1946,5.0115976257814054e-08,1.3921104269343232e-09
1947,5.722018148190955e-08,1.0728784083369192e-08
1948,6.523132833891054e-08,5.435944139264848e-09
1949,5.890205123648684e-08,3.9268033269479474e-09
1950,8.614642865722999e-08,2.1270722960764488e-09
1951,6.290226917116115e-08,0.0
1952,5.377850120780181e-08,3.1634410646574906e-09
1953,4.5250076685654506e-08,8.619061908632375e-09
1954,3.8112889733099564e-08,7.818028890937967e-09
1955,4.3173796981932355e-08,0.0
1956,6.192010415517757e-08,5.232684952005684e-09
1957,5.3893730811438445e-08,2.6505113104313693e-09
1958,3.6397871050475317e-08,5.790570245522986e-09
1959,4.417926346977907e-08,1.5501495642666896e-09
1960,3.737250153790228e-08,2.7683333403416555e-09
1961,3.821487437605242e-08,7.64297514166401e-09
1962,3.995432679149147e-08,5.707760764028791e-09
1963,3.879631771397385e-08,3.2330267352165265e-09
1964,2.7377857980681597e-08,4.258777885901566e-09
1965,4.1587528087916326e-08,3.2832261354087677e-09
1966,2.6033652122947615e-08,3.8773522170743036e-09
1967,4.634515526902305e-08,3.944268356370628e-09
1968,4.311759127517689e-08,6.287982134978165e-09
1969,3.951329308193863e-08,6.358460868938209e-09
1970,1.3244328123107607e-07,5.978342709767048e-09
1971,4.419021726320693e-08,4.1107179882260425e-09
1972,3.693705741270037e-08,5.643161493651405e-09
1973,3.032262108071393e-08,3.859242758696979e-09
1974,2.5877630038806387e-08,4.500457340128605e-09
1975,2.9699696924012642e-08,3.998036124386317e-09
1976,2.9710340410105118e-08,4.570821499072508e-09
1977,2.7620874920586402e-08,2.3507127355770763e-09
1978,3.3267311683182754e-08,2.3762365408686037e-09
1979,3.2771050317847994e-08,5.851973128301324e-09
1980,2.5014663673772475e-08,5.6851505725319385e-09
1981,2.71998629175485e-08,9.488323904349727e-09
1982,3.662426317774248e-08,5.586751949948621e-09
1983,2.5261264524623073e-08,6.315316269933646e-09
1984,3.0734745637417404e-08,8.118611560803402e-09
1985,2.9476234120195954e-08,3.609334831011779e-09
1986,2.8174080901610665e-08,1.7983456945813714e-09
1987,2.7498676447024195e-08,3.0554083707556856e-09
1988,4.0176910465206106e-08,4.7972429917386705e-09
1989,1.9208427959327423e-08,2.7440609784434855e-09
1990,2.996758002860034e-08,6.538381003284854e-09
1991,3.223805933316726e-08,7.033758464558559e-09
1992,2.2039776725879534e-08,2.7549720282848966e-09
1993,2.381859270927933e-08,5.539207315052863e-09
1994,4.008944287647864e-08,5.802419433820205e-09
1995,3.361919603817043e-08,4.337960657352369e-09
1996,3.149474281372022e-08,1.0142375606037035e-08
1997,3.931813552515706e-08,2.876936688878118e-09
1998,3.385371882824728e-08,4.291316191284977e-09
1999,3.4276508575903364e-08,4.570201106446348e-09
2000,3.534425063733693e-08,3.5344251969604557e-09
2001,3.548781690732028e-08,4.381211921034023e-09
2002,3.8554747616714735e-08,1.752488598683044e-09
2003,3.375207474620723e-08,4.583615098585625e-09
2004,2.6869227065517975e-08,6.166707589017051e-09
2005,3.693074746013991e-08,5.85487458515388e-09
2006,3.541385246164097e-08,4.529678854225949e-09
2007,3.874645174151148e-08,1.078509459517818e-08
2008,3.7891212917307016e-08,4.257439734089985e-09
2009,4.482101112479597e-08,4.291373478793048e-09
2010,5.5740756010891346e-08,1.1337103700270745e-08
2011,5.850677184393582e-08,1.6060682533902693e-08
2012,5.685102166808065e-08,1.736168897537027e-08
2013,5.3830113311281735e-08,1.6455837192896894e-08
2014,6.474681316093189e-08,1.7756650774747307e-08
2015,5.763095974054e-08,1.5294370048213324e-08
2016,6.193306623103467e-08,1.1806638611222553e-08
2017,7.722926770314942e-08,1.7106157074175954e-08
2018,6.660183982099e-08,1.7295826382213164e-08
2019,6.938686369917235e-08,1.530592691478816e-08
