year,est_VERB à_ADP,est_VERB a_ADP,est_VERB bas_ADJ
1985,8.467078441753983e-05,1.0394884100151103e-06,2.3400521342864522e-07
1986,8.634936239104718e-05,8.644048250516789e-07,2.6255847274114785e-07
1987,8.518784306943417e-05,8.469591890047923e-07,2.291556313593901e-07
1988,8.775776950642467e-05,1.000225168468205e-06,2.2666974075491453e-07
1989,8.469599561067298e-05,8.841365115586086e-07,2.3214757050027401e-07
1990,8.71626180014573e-05,9.289949929325303e-07,1.9887576740984514e-07
1991,8.647185313748196e-05,7.531982930686354e-07,2.0515128085207834e-07
1992,8.79552389960736e-05,8.132677820071876e-07,2.3472361476706283e-07
1993,8.693896961631253e-05,8.137095477422918e-07,2.187986893886773e-07
1994,8.69777359184809e-05,7.754142217208937e-07,2.4211914251281996e-07
1995,8.798251656116918e-05,7.63481097010299e-07,1.7894087989134277e-07
1996,8.860538946464658e-05,1.0179742062632613e-06,1.884346545466542e-07
1997,9.148179378826171e-05,9.143863977101319e-07,2.46457574348824e-07
1998,9.080663585336879e-05,8.053370308402918e-07,2.0884405671495188e-07
1999,8.937987877288833e-05,8.532565445307227e-07,2.0154587332399387e-07
2000,9.154426516033709e-05,7.607849994428761e-07,1.678851901942835e-07
2001,8.976971730589867e-05,7.325386093270936e-07,2.0723132365674246e-07
2002,9.224224049830809e-05,8.854448623196731e-07,2.041649196371509e-07
2003,9.090350795304403e-05,8.371348272362411e-07,2.5626576416470925e-07
2004,9.176105231745169e-05,6.378137697993225e-07,2.409420858384692e-07
2005,9.049024083651602e-05,8.696740394498192e-07,2.625685908697051e-07
2006,9.244621469406411e-05,8.935821256272902e-07,2.2648394804036798e-07
2007,9.16401477297768e-05,6.455078960243554e-07,2.2409030009384878e-07
2008,9.122075425693765e-05,7.76556994708244e-07,2.1329772437184147e-07
2009,8.851481834426522e-05,7.238116381813597e-07,2.4174735813176085e-07
2010,8.731459092814475e-05,7.142375224589159e-07,2.4563723854953423e-07
2011,8.749018161324784e-05,5.361208756937685e-07,3.043881804387638e-07
2012,8.629712829133496e-05,4.2076564454873733e-07,2.7642531108540425e-07
2013,7.973940955707803e-05,3.782053639156402e-07,2.2926607812223665e-07
2014,7.986032142071053e-05,1.94456980295854e-07,2.1849342601854005e-07
2015,7.871103298384696e-05,2.0591985361306797e-07,2.1899765556554485e-07
2016,8.027374860830605e-05,2.286759368530511e-07,2.1873350419809867e-07
2017,8.073502249317244e-05,2.611204550362345e-07,2.0703481595774065e-07
2018,7.726407056907192e-05,2.000636669663436e-07,2.2226429052807362e-07
2019,7.643448043381795e-05,1.854568054682204e-07,3.443833520577755e-07
