year,est_VERB avare_ADJ,est_VERB bavard_ADJ
1925,7.808706214973427e-08,1.0998178368026856e-08
1926,7.133528612257578e-08,2.229227646921572e-08
1927,1.0591763555112266e-07,1.5608915049369898e-08
1928,5.484499610020066e-08,1.2568645679778001e-08
1929,7.129860080112849e-08,6.684243825105796e-09
1930,4.411513643276521e-08,6.302162347537887e-09
1931,4.334035708097872e-08,2.0529641986399838e-08
1932,6.356530946050043e-08,4.383814644626227e-09
1933,6.079451253526713e-08,8.02946331646126e-09
1934,7.548395331014035e-08,8.38710612072191e-09
1935,8.018750463634206e-08,2.393656828303392e-09
1936,5.577368611398015e-08,1.6974599503782883e-08
1937,5.288269733227935e-08,6.295559185076627e-09
1938,5.315737894306949e-08,7.779128452511941e-09
1939,5.505858169385647e-08,1.070583532936098e-08
1940,5.832300686847702e-08,5.0715658339584024e-09
1941,4.7224041566096275e-08,1.1806010391524069e-08
1942,1.2136847260535433e-07,6.068423541449874e-09
1943,7.83873517207212e-08,2.0322646676618206e-08
1944,4.177142187700156e-08,9.639558484764166e-09
1945,6.099811145077183e-08,1.5249527862692958e-08
1946,7.378185529205439e-08,1.6705325123211878e-08
1947,6.318061451793255e-08,1.4305045148432782e-08
1948,7.175445659868274e-08,1.4133454406817236e-08
1949,5.693864935096826e-08,1.0798709482173763e-08
1950,7.657460088239532e-08,1.595304155443955e-08
1951,7.996051465397613e-08,4.264560704569931e-09
1952,5.9050901057844385e-08,8.435843135146115e-09
1953,6.464296120611834e-08,2.3702419582605216e-08
1954,6.352148318455875e-08,3.9090144454689835e-09
1955,6.006789021739678e-08,1.8771215692936494e-08
1956,7.587393469066228e-08,1.744228228517386e-08
1957,8.216584745923683e-08,9.718541527092839e-09
1958,5.542403158642628e-08,1.1581140491045971e-08
1959,5.503030919840057e-08,1.3176271629333769e-08
1960,5.9519166484278685e-08,1.591791587429725e-08
1961,5.002674541287888e-08,1.945484662257968e-08
1962,9.89345210200554e-08,1.7123282347597524e-08
1963,8.276548157937214e-08,1.2932106940866106e-08
1964,8.760914482763837e-08,1.3384730657151067e-08
1965,5.855086371298057e-08,9.849678406226303e-09
1966,9.194864247774603e-08,8.862519607077957e-09
1967,9.367637687773822e-08,1.1339771788243524e-08
1968,7.859977557700404e-08,1.2126823101255013e-08
1969,7.630153220361535e-08,1.2262746373892242e-08
1970,8.001781282018783e-08,1.2876429700270364e-08
1971,5.1897814046242274e-08,1.0790635052160269e-08
1972,5.284051241005727e-08,6.669190977248718e-09
1973,6.395316631824244e-08,1.0475087464101307e-08
1974,4.1629231617434925e-08,1.6314157136321228e-08
1975,4.683413834527528e-08,1.4278700888326057e-08
1976,3.713792295911844e-08,1.428381679602353e-08
1977,3.349765620441758e-08,7.639816779203557e-09
1978,4.871284886576177e-08,5.940591130126904e-09
1979,5.208256226296726e-08,1.1118749476679568e-08
1980,6.935884044878549e-08,1.4781392110307934e-08
1981,5.756250232025195e-08,9.488323904349727e-09
1982,5.0280767993626796e-08,1.1794254461960918e-08
1983,4.736487113632393e-08,8.841442245000053e-09
1984,5.161117400120929e-08,1.5657322549600394e-08
1985,4.3913573222198465e-08,2.1656008541981464e-08
1986,5.7547062226603884e-08,1.1988970705090196e-08
1987,5.438626970999394e-08,1.1610551631235921e-08
1988,3.8377944377998574e-08,1.5591039570495013e-08
1989,4.9941910162942804e-08,1.4817929994137558e-08
1990,4.413407239667322e-08,9.80757164370516e-09
1991,4.396098773895574e-08,1.1136783939491579e-08
1992,4.35285585353995e-08,1.4325855168806356e-08
1993,4.985286850001103e-08,1.772546376344053e-08
1994,5.116678636341021e-08,1.793475057354499e-08
1995,3.904164458390369e-08,1.4098372247417501e-08
1996,3.3629980578098184e-08,1.8149513891785318e-08
1997,4.411302967355368e-08,1.102825741838842e-08
1998,4.72044803245808e-08,1.6688451509594415e-08
1999,6.763897886230552e-08,1.0968483010742602e-08
2000,4.948195453380322e-08,7.510653432518666e-09
2001,3.417345340039901e-08,1.7524847351069184e-08
2002,4.293596944648925e-08,1.1391176002462089e-08
2003,4.458607349988597e-08,1.2917460878725251e-08
2004,4.492887129003975e-08,2.1583476339515073e-08
2005,5.26938706002511e-08,1.4862373554080932e-08
2006,4.117890028965121e-08,1.1941880373456115e-08
2007,4.593651325990322e-08,1.677681460421354e-08
2008,3.746546894944913e-08,1.3623806971452268e-08
2009,5.24501189147486e-08,1.4781396551200032e-08
2010,5.432362115698197e-08,1.9367551118421034e-08
2011,4.7799648683621854e-08,1.4531093661673822e-08
2012,5.140421421856445e-08,2.4170194734551842e-08
2013,5.215663989588393e-08,2.0639525644128298e-08
2014,5.954974113819844e-08,2.14379074492399e-08
2015,6.583228895351567e-08,1.773260294157808e-08
2016,7.208263497204825e-08,1.6984987638579696e-08
2017,3.949509874701107e-08,2.1885819379008353e-08
2018,4.6208253223767315e-08,2.323320025254816e-08
2019,5.229524902006233e-08,2.219359274135968e-08
