year,petit_ADJ or_NOUN,petit_ADJ bord_NOUN
1870,3.4404292748035914e-09,2.064257564882155e-08
1871,0.0,4.142259157902117e-08
1872,0.0,8.768641635015229e-08
1873,5.986004469882289e-10,2.7535620006347017e-08
1874,1.7923826867161097e-09,6.153847209589003e-08
1875,1.7164581422868253e-09,2.2886109007913547e-08
1876,1.209202959984168e-09,1.753344314181504e-08
1877,2.4739263970730008e-09,2.6594708657512456e-08
1878,3.019544281279707e-09,3.01954443671093e-08
1879,6.10932526790009e-10,3.176849006081284e-08
1880,3.2089231272180996e-09,2.5029599726167362e-08
1881,2.7890030285249168e-09,7.669758161910067e-09
1882,6.655385131892899e-10,1.1979693681496428e-08
1883,2.5277355764075082e-09,1.8326082873443283e-08
1884,0.0,2.5746619058963915e-08
1885,1.2891271383708158e-09,2.771623297537218e-08
1886,4.5174246565693466e-09,2.4523163444367668e-08
1887,1.3057849246322917e-09,1.3710741875172516e-08
1888,2.53624587998047e-09,1.6485598663962264e-08
1889,1.2530273485467092e-09,3.5084767091575486e-08
1890,6.554386478008212e-10,1.5075089287996946e-08
1891,0.0,1.211101796627645e-08
1892,3.1342561879199593e-09,1.3163876211308434e-08
1893,3.079208221734575e-09,1.1700991342511458e-08
1894,1.2603078580752936e-09,2.709661939270802e-08
1895,6.018614495673091e-10,2.2268872967856623e-08
1896,1.179405795248556e-09,2.5946928161602045e-08
1897,2.9133566670225264e-09,1.5732126712464378e-08
1898,2.8291774478717002e-09,2.6594268121016285e-08
1899,4.9748205555033564e-09,3.814029270188257e-08
1900,0.0,3.010810856185486e-08
1901,1.1177477832191585e-09,2.4031576728589243e-08
1902,9.820567692386817e-10,5.2049010434984666e-08
1903,0.0,2.1600881083827517e-08
1904,5.374625189347171e-10,2.0961039126632386e-08
1905,1.0321518084666081e-09,3.354493538498815e-08
1906,1.0288369045596824e-09,2.2634411123156895e-08
1907,2.5714217422034835e-09,9.771402353919711e-09
1908,1.4734167219643268e-09,1.817213934884876e-08
1909,3.8506885458033935e-09,2.8055016088046614e-08
1910,1.6032452032632705e-09,3.313373397872965e-08
1911,3.1922244847493175e-09,2.2877609140437016e-08
1912,2.6047105583515417e-09,3.334029585744247e-08
1913,1.5908969142053309e-09,1.590896836489719e-08
1914,2.678697486047099e-09,3.080502253283157e-08
1915,0.0,9.424609537234119e-09
1916,1.0987462051303964e-09,1.538244731591476e-08
1917,5.483212328627474e-09,2.3029491202919417e-08
1918,0.0,1.378365155346728e-08
1919,0.0,5.524709134618888e-09
1920,7.572231730534895e-10,1.2872794385998532e-08
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,0.0,3.910305829135652e-08
1923,2.1231896241147297e-09,1.1677542488541803e-08
1924,1.289162443462999e-09,5.801231139912488e-08
1925,2.1996355847875293e-09,5.499089184013428e-09
1926,2.229227691330493e-09,1.4489979882625903e-08
1927,2.2298449753321847e-09,2.006860555514578e-08
1928,1.1426041224282812e-09,1.9424270192303084e-08
1929,0.0,6.684243825105796e-09
1930,0.0,4.20144132817768e-08
1931,0.0,9.124285327288817e-09
1932,2.1919073223131136e-09,9.863583061431314e-09
1933,0.0,1.1470662641954732e-08
1934,1.1981580172459871e-09,1.677421224144382e-08
1935,4.787313656606784e-09,1.795242710045386e-08
1936,2.424942913137329e-09,2.182448710641438e-08
1937,1.2591118148108649e-09,2.2664012444550963e-08
1938,2.5930428915188486e-09,1.1668692678767911e-08
1939,6.117620188206274e-09,1.6823456405745674e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,9.102635090130207e-09
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,1.6065930807940276e-08
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,1.3921104269343232e-08
1947,0.0,1.0728784083369192e-08
1948,4.348755133776194e-09,6.523132700664291e-09
1949,1.9634016634739737e-09,7.853606653895895e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,5.330700769690111e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,2.477980309834038e-08
1954,1.9545072227344917e-09,1.07497895029951e-08
1955,9.385607846468247e-10,1.8771215692936494e-08
1956,1.744228317335228e-09,1.1337483840634377e-08
1957,8.835037423882142e-09,1.6786572132332367e-08
1958,4.9633461784992505e-09,1.5717262158432277e-08
1959,1.5501495642666896e-09,1.7051644762844376e-08
1960,0.0,1.3841666479663672e-08
1961,1.3896318540318475e-09,1.528595028332802e-08
1962,0.0,1.585489073363533e-08
1963,3.2330267352165265e-09,1.3578712154682648e-08
1964,1.2167936658258327e-09,1.0951143103454797e-08
1965,1.6416130121932326e-09,1.641613067704384e-08
1966,5.539074754423723e-10,1.3293779743683842e-08
1967,2.9582014060558492e-09,9.860671390526932e-09
1968,2.245707925174756e-09,2.0211371687395285e-08
1969,0.0,1.1808570121729645e-08
1970,4.5987250119061684e-10,1.287642992231497e-08
1971,1.0276794970565106e-09,1.1304474689666222e-08
1972,1.5390440033513642e-09,1.3851396474251487e-08
1973,1.6539611902288698e-09,3.142526200372586e-08
1974,1.1251143350321513e-09,1.5751600079827455e-08
1975,1.1422960355389478e-09,2.341706784037001e-08
1976,0.0,2.056869685684859e-08
1977,5.876781838942691e-10,2.2331770210826107e-08
1978,5.940591352171509e-10,1.9009892548993435e-08
1979,1.7555920051037788e-09,1.7555920495126998e-08
1980,0.0,2.274060340035078e-08
1981,1.8976649140967083e-09,3.226030287351023e-08
1982,0.0,4.159026545380584e-08
1983,2.5261264191556165e-09,2.0840542958033836e-08
1984,5.799008495621649e-10,6.552879894261565e-08
1985,0.0,1.8648230071249827e-08
1986,2.3977942409381114e-09,1.270830961574987e-07
1987,1.2221633705067347e-09,1.3443797020062931e-08
1988,0.0,2.698449275140291e-08
1989,5.488122178931576e-10,1.920842829239433e-08
1990,0.0,1.689081763345257e-08
1991,1.1722930404189924e-09,1.2309076702354815e-08
1992,5.509944167592096e-10,1.5978837919483624e-08
1993,1.6617622278225497e-09,1.0524493831987058e-08
1994,0.0,1.529728688165477e-08
1995,1.626735190995987e-09,2.006306737412089e-08
1996,3.736664533349199e-09,1.1209993600047596e-08
1997,3.3564261370244708e-09,1.3905193774199631e-08
1998,2.8608774238492174e-09,1.4304387563335297e-08
1999,4.570201161957499e-10,2.3765045931156692e-08
2000,0.0,6.627047355323157e-09
2001,1.7524847129024579e-09,2.0591695681915212e-08
2002,1.314366449012283e-09,2.2344229355653056e-08
2003,1.2500768753476166e-09,1.3750845795357236e-08
2004,0.0,1.9381081628466745e-08
2005,4.5037495954858286e-10,8.106749049829887e-09
2006,2.0589449589714093e-09,1.2353669198716943e-08
2007,3.994479469415779e-10,1.078509459517818e-08
2008,2.9802078582719105e-09,6.3861596011349775e-09
2009,4.76819250749827e-10,3.337734755248789e-09
2010,1.8895172093635892e-09,5.668551850135373e-09
2011,1.147191591721608e-09,1.644307978665438e-08
2012,6.808505426114664e-10,8.851056776393307e-09
2013,8.367375126105969e-10,1.0319762822064149e-08
2014,0.0,7.362513709807672e-09
2015,1.3299452372717013e-09,1.0639562120218216e-08
2016,1.6570720906550207e-09,1.4706514506190871e-08
2017,1.2578056374223934e-09,4.276539344871821e-09
2018,1.2907333535316923e-09,9.035133530232997e-09
2019,1.02039510174734e-09,1.4030432260447867e-08
