year,aurait_VERB eu_VERB,aurait_VERB bu_VERB
1853,7.129292043828173e-06,8.360704129017904e-09
1854,7.1861236392578576e-06,1.8184826089395756e-08
1855,7.843122148187831e-06,2.600399184871094e-08
1856,7.891071618360002e-06,1.4496129630003907e-08
1857,8.0046984294313e-06,9.274867096564776e-09
1858,7.648815881111659e-06,3.327699715782728e-08
1859,7.919857125671115e-06,2.2914779407301467e-08
1860,7.5230595939501654e-06,2.3801355553132453e-08
1861,7.613923571625492e-06,3.772770895693611e-08
1862,7.51566994949826e-06,1.9879140111811466e-08
1863,7.112339972081827e-06,1.6981710260211003e-08
1864,7.369496870524017e-06,2.205574922697906e-08
1865,7.443403774232138e-06,3.95374932793402e-08
1866,7.872561582189519e-06,2.432806489593986e-08
1867,7.799438208166976e-06,2.7661025470138156e-08
1868,7.29224211681867e-06,2.420538258718352e-08
1869,7.920579264464322e-06,1.660396442559886e-08
1870,7.660115443286486e-06,1.2614907340946502e-08
1871,7.939330316730775e-06,1.274541272522356e-08
1872,7.604528946103528e-06,1.6327815544059376e-08
1873,7.910504791652784e-06,2.2746817762708815e-08
1874,7.687529432587326e-06,2.9873046258899194e-09
1875,7.534679298260016e-06,1.0870901512305409e-08
1876,7.784849003655836e-06,1.0278225381910033e-08
1877,7.122433999029454e-06,1.4225077116236662e-08
1878,7.70164933783235e-06,2.717589886458427e-08
1879,7.68553127272753e-06,1.649517855639715e-08
1880,6.998019671300426e-06,2.3104245627791897e-08
1881,7.058966730255634e-06,3.346803723047742e-08
1882,7.249710961332312e-06,2.861815673327328e-08
1883,7.363293661910575e-06,1.64302811356265e-08
1884,7.100785296643153e-06,2.442627788923346e-08
1885,6.989002940827049e-06,2.0626034213933053e-08
1886,6.471533652074868e-06,1.355227396970804e-08
1887,7.072784228512319e-06,3.264462478114183e-08
1888,6.970237791392719e-06,1.8387781963724592e-08
1889,6.842782568128314e-06,1.50363277384713e-08
1890,7.13641611582716e-06,2.7528423984790606e-08
1891,6.896268587297527e-06,1.529812720946211e-08
1892,6.5618787630228326e-06,1.56712811616444e-08
1893,7.1259037213167176e-06,4.002970754868329e-08
1894,6.785497589589795e-06,2.142523314319078e-08
1895,7.204883331723977e-06,2.1065151400989635e-08
1896,7.017464668024331e-06,3.3023361822870356e-08
1897,6.821333499829052e-06,1.806281169081103e-08
1898,6.90036358719226e-06,2.6028432742464247e-08
1899,6.875754934299039e-06,2.1004797901014172e-08
1900,6.406278771464713e-06,2.7512582434496835e-08
1901,6.6835727920988575e-06,1.3412973842719111e-08
1902,6.115267296991078e-06,2.897067474805226e-08
1903,6.732454494340345e-06,1.6200660368781428e-08
1904,6.660773124167463e-06,9.13686282189019e-09
1905,6.530940481752623e-06,2.167518786677647e-08
1906,6.702357950416626e-06,3.395161840558103e-08
1907,6.709353328915313e-06,2.262851062084792e-08
1908,6.6087650338886306e-06,2.6030361865991836e-08
1909,6.6715929278871045e-06,2.585462333115629e-08
1910,6.6262123255000915e-06,2.2979847358328698e-08
1911,6.437652700697072e-06,1.755723388896513e-08
1912,6.627425591432257e-06,2.1879568379290504e-08
1913,6.22995230514789e-06,1.9090762748419365e-08
1914,6.353200660669245e-06,1.0045115850232378e-08
1915,6.8540471147571225e-06,4.712304768617059e-09
1916,6.512268555525225e-06,1.538244731591476e-08
1917,6.480060164903989e-06,2.1932848426331475e-08
1918,6.057915015844628e-06,6.89182577673364e-09
1919,6.525602202600567e-06,1.012863304339362e-08
1920,6.436397143261274e-06,1.741613253614105e-08
1921,6.468641004175879e-06,3.1048266180278006e-08
1922,6.283787570282584e-06,1.9920426197472807e-08
1923,6.426895197364502e-06,2.866305948145964e-08
1924,6.448390649893554e-06,2.4494086758863887e-08
1925,6.241466053324984e-06,3.629398648286042e-08
1926,6.00553948970628e-06,2.0063049888108253e-08
1927,6.652742285950808e-06,2.5643217327342427e-08
1928,6.122073045844445e-06,2.399468712610542e-08
1929,6.469233994721435e-06,2.8965056131369238e-08
1930,6.096291599533288e-06,9.453243521306831e-09
1931,5.823575065733166e-06,1.4826963656844327e-08
1932,5.829377641930478e-06,1.2055489939655217e-08
1933,6.300834684225265e-06,1.8353059516584835e-08
1934,6.077057605580194e-06,2.516131836216573e-08
1935,5.518576017493615e-06,3.949533677882755e-08
1936,5.694978426618036e-06,2.9099314957647948e-08
1937,5.954339940217324e-06,1.7627565185307503e-08
1938,5.8745386013470124e-06,1.1668692678767911e-08
1939,5.940209121035878e-06,7.647025235257843e-09
1940,5.6218309509858955e-06,2.5357829613881222e-08
1941,5.283189693727763e-06,2.9515025090631752e-08
1942,5.692181275662733e-06,3.034211770724937e-09
1943,5.495824098034063e-06,2.322588166236983e-08
1944,6.0022316574759316e-06,9.639558484764166e-09
1945,6.080204911995679e-06,3.0499055725385915e-08
1946,5.763336957897991e-06,3.480275978517966e-08
1947,5.831690032209735e-06,5.960435700558264e-09
1948,5.208721631788649e-06,1.7395020535104777e-08
1949,5.215776582190301e-06,1.7670615193310368e-08
1950,5.325125584931811e-06,2.2334258886758107e-08
1951,5.352023890736746e-06,2.3455083209000804e-08
1952,5.194370260142023e-06,3.057992969957013e-08
1953,5.1843658184225205e-06,1.1851209791302608e-08
1954,5.525391770788701e-06,2.247683283940205e-08
1955,5.199626684770919e-06,2.3464020060259827e-08
1956,5.284139660943765e-06,1.9186511934776718e-08
1957,5.034204605181003e-06,1.6786572132332367e-08
1958,5.170152235223213e-06,2.2335056470978998e-08
1959,5.147271622263361e-06,1.2401196514133517e-08
1960,4.924173026665812e-06,2.353083417006019e-08
1961,5.168040843273047e-06,1.598076693198891e-08
1962,5.196598976908717e-06,1.6489087428794846e-08
1963,4.975628144165967e-06,2.5217607557692645e-08
1964,5.07646336700418e-06,3.224503331011874e-08
1965,5.1727224672504235e-06,2.5171399187229326e-08
1966,5.007323579775402e-06,1.5509408868297214e-08
1967,5.0353519327472895e-06,2.5144711202074177e-08
1968,5.147611773281824e-06,2.2906220920049236e-08
1969,5.070872703072382e-06,1.725867981861029e-08
1970,4.859012733504642e-06,2.2993624781975086e-08
1971,4.710882876679534e-06,1.490135304038631e-08
1972,4.70896202386939e-06,1.128632298730281e-08
1973,4.6421178012678865e-06,2.260413545229767e-08
1974,4.396384156279964e-06,2.0814615808717463e-08
1975,4.393270501168445e-06,1.8847885030481848e-08
1976,4.470263320399681e-06,1.3712464053128315e-08
1977,4.478695245779818e-06,1.2928920156696222e-08
1978,4.396631538838847e-06,1.7821774278559133e-08
1979,4.579168944474077e-06,2.2822696621460636e-08
1980,4.4702337618218735e-06,2.2740602290127754e-08
1981,4.441800683707697e-06,1.771153890217647e-08
1982,4.602242370310705e-06,2.0484757001781873e-08
1983,4.576709670800483e-06,1.9577479193344516e-08
1984,4.491332219913602e-06,1.5077421977593986e-08
1985,4.246984190103831e-06,1.2632671797518924e-08
1986,4.6331379053299315e-06,2.2179596825822046e-08
1987,4.540336703939829e-06,1.8332450224534114e-08
1988,4.394274583319202e-06,1.0194141530917022e-08
1989,4.344397439126624e-06,2.030605195102453e-08
1990,4.399240879138233e-06,1.961514328741032e-08
1991,4.41895872427267e-06,2.1101275393675678e-08
1992,4.464707672013901e-06,2.3692759754112558e-08
1993,4.555998202704359e-06,2.7142116110212555e-08
1994,4.404563696880359e-06,1.7407257857371405e-08
1995,4.369410817162134e-06,2.060531301140145e-08
1996,4.325456302467501e-06,1.6548085568501847e-08
1997,4.314445959607838e-06,2.109753616252874e-08
1998,4.479180461203214e-06,2.2410207023426665e-08
1999,4.356315912446007e-06,1.8737825513426287e-08
2000,4.2090587157872505e-06,2.1206551181762734e-08
2001,4.276500931155169e-06,1.796296800193886e-08
2002,4.160408025200013e-06,2.3658596859377212e-08
2003,4.5394458538794424e-06,2.2084691408963408e-08
2004,4.230361355439527e-06,1.4095332012686868e-08
2005,4.210555289319018e-06,2.612174831995162e-08
2006,4.455145244719461e-06,2.6766285188273287e-08
2007,4.4586381591216195e-06,3.515141955290346e-08
2008,4.425182851264253e-06,3.022782024686421e-08
2009,4.530259502644185e-06,3.290052674742583e-08
2010,4.922664629702922e-06,3.637320489247031e-08
2011,4.709221684606746e-06,4.8564444909970916e-08
2012,5.3177832342043985e-06,5.7872295400329676e-08
2013,5.732488716603257e-06,5.745597420059312e-08
2014,6.191007742017973e-06,7.29755029738044e-08
2015,5.767307357018581e-06,6.272908592563908e-08
2016,6.086632765800459e-06,4.536234854413124e-08
2017,5.339888048183639e-06,4.955754207003338e-08
2018,5.94537596043665e-06,5.292006832746665e-08
2019,5.669060101354262e-06,6.658078177679272e-08
