year,aient_VERB eu_VERB,aient_VERB bu_VERB
1931,1.33556727632822e-06,2.2810713318222042e-09
1932,1.3491189747583121e-06,6.575722188983946e-09
1933,1.2893024177174084e-06,9.176529758292418e-09
1934,1.409033870913845e-06,1.1981580172459871e-09
1935,1.3021492577536264e-06,7.180970484910176e-09
1936,1.3143190926712123e-06,6.0623572828433225e-09
1937,1.3271038596940343e-06,1.2591118148108649e-09
1938,1.2641083912967588e-06,1.0372171566075394e-08
1939,1.4116408237896394e-06,6.117620188206274e-09
1940,1.5087908877831069e-06,0.0
1941,1.360642727377126e-06,0.0
1942,1.5686874803577666e-06,0.0
1943,1.5764567251608241e-06,1.7419411690866582e-08
1944,1.523050286778016e-06,3.2131861615880553e-09
1945,1.5467378489120165e-06,4.357008087652048e-09
1946,1.4380500488186954e-06,1.3921104269343232e-09
1947,1.3768606095254654e-06,5.960435700558264e-09
1948,1.335067850050109e-06,5.435944139264848e-09
1949,1.3792896425002255e-06,7.853606653895895e-09
1950,1.2411467196216108e-06,4.2541445921528975e-09
1951,1.411569542142388e-06,6.396841278899501e-09
1952,1.3339176803128794e-06,5.272402070488624e-09
1953,1.3531927152143908e-06,2.1547654771580937e-09
1954,1.3456782426146674e-06,4.886268278880834e-09
1955,1.3778072798231733e-06,1.0324168187025862e-08
1956,1.2401463891364983e-06,3.488456634670456e-09
1957,1.4127225540505606e-06,2.6505113659425206e-09
1958,1.3103233413858106e-06,8.272243334772611e-09
1959,1.374982616653142e-06,6.975672928177801e-09
1960,1.3585596434495528e-06,3.460416619915918e-09
1961,1.299305836255371e-06,6.948159270159238e-10
1962,1.3191269090384594e-06,5.7077609305622445e-09
1963,1.3048495475231903e-06,4.526237162849611e-09
1964,1.3159623222236405e-06,1.1559539991878864e-08
1965,1.4101456144999247e-06,3.2832261354087677e-09
1966,1.3310396980159567e-06,4.985167390003653e-09
1967,1.4460674719884992e-06,5.423369309198733e-09
1968,1.3352979522096575e-06,5.838840522187638e-09
1969,1.3384560588747263e-06,6.358460868938209e-09
1970,1.3304111234901939e-06,2.7592350626548523e-09
1971,1.2157448736616061e-06,3.083038491169532e-09
1972,1.209688662129338e-06,3.5911027485013847e-09
1973,1.269690869776241e-06,3.3079223804577396e-09
1974,1.184182792712818e-06,3.3753431161187564e-09
1975,1.2119760413042968e-06,2.8557400888473694e-09
1976,1.2169812180218287e-06,9.712995741040231e-09
1977,1.203564920615463e-06,5.876781727920388e-09
1978,1.2207915460749064e-06,4.752473081737207e-09
1979,1.2195512226753635e-06,2.925986564150662e-09
1980,1.1989982340310235e-06,2.2740602734216964e-09
1981,1.1518825431267032e-06,7.590659656386833e-09
1982,1.234051410392567e-06,6.2075020679230875e-09
1983,1.2302235745664802e-06,2.5261264191556165e-09
1984,1.1632811265371856e-06,5.799008384599347e-09
1985,1.0942300150418305e-06,2.4062232206745193e-09
1986,1.083802999346517e-06,5.395036861699509e-09
1987,1.2007755003651255e-06,5.49973533381376e-09
1988,1.1339483307892806e-06,2.99827696004229e-09
1989,1.0976244766425225e-06,6.036934507847036e-09
1990,1.1398577726140502e-06,4.358920779878872e-09
1991,1.0779234571600682e-06,7.033758464558559e-09
1992,1.126783558902389e-06,9.366905473484621e-09
1993,1.0181063316849759e-06,8.308811416668505e-09
1994,1.0776675480883569e-06,2.637463358823311e-09
1995,1.0665960417099996e-06,4.337960657352369e-09
1996,1.1135260820083204e-06,2.6690460952494277e-09
1997,1.0822076319527696e-06,2.3974471297094624e-09
1998,1.0237173455607262e-06,4.291316191284977e-09
1999,1.0721691978687886e-06,3.1991407301035224e-09
2000,1.0294013463862939e-06,4.418031274155965e-09
2001,9.75695911620278e-07,4.381211837767296e-09
2002,1.0164434343096218e-06,4.81934359086722e-09
2003,1.0354802952861064e-06,8.333845613606172e-09
2004,1.0144234465769841e-06,3.523833003171717e-09
2005,1.0043361271527829e-06,5.404499514582994e-09
2006,9.084064913622569e-07,5.353256948836815e-09
2007,9.379037919643451e-07,7.190063211481856e-09
2008,9.366367521579377e-07,8.940623352771127e-09
2009,8.868838108355703e-07,6.198650481792356e-09
2010,8.554789019399323e-07,9.919965293647692e-09
2011,7.410857847389707e-07,8.030340836739924e-09
2012,8.020419386411959e-07,1.191488419038933e-08
2013,8.646287597002811e-07,7.80955033974351e-09
2014,9.478153515374288e-07,6.279790909502481e-09
2015,8.278909149339597e-07,1.0639562120218216e-08
2016,8.519421612618316e-07,7.042556315894899e-09
2017,7.841160254429269e-07,8.804639684001359e-09
2018,7.64888568483002e-07,8.26069346260283e-09
2019,8.489687388646416e-07,8.16316081397872e-09
