year,tout_DET or_NOUN,tout_DET bord_NOUN
1883,2.0853819060473455e-08,1.7062214752172622e-08
1884,2.77271263726675e-08,2.6406787867472303e-08
1885,2.7716233141905633e-08,2.513797880965285e-08
1886,6.51799884066051e-08,1.2906927970846027e-08
1887,2.415702088365279e-08,1.3710741875172516e-08
1888,2.4728396885720372e-08,1.521747527988282e-08
1889,2.8193114509633688e-08,1.7542383545787743e-08
1890,3.9981758626073116e-08,2.6217545467943637e-08
1891,1.8485237118781583e-08,7.0116419337296065e-09
1892,3.949162885596991e-08,1.4417578242387208e-08
1893,2.2786141251618375e-08,2.155445777418663e-08
1894,3.465846609707057e-08,1.071261657159539e-08
1895,3.4306102847381226e-08,1.0833506536300774e-08
1896,1.6511681522057842e-08,1.592197840238896e-08
1897,1.8062812245922544e-08,5.826713334045053e-09
1898,2.2067583871354657e-08,2.1501747937691107e-08
1899,1.4371703827009696e-08,2.4874102777516782e-08
1900,2.1283317441778138e-08,1.972600216504361e-08
1901,2.2913829722526202e-08,2.1237207548097103e-08
1902,3.338992993207057e-08,1.7677022512430085e-08
1903,2.8621168546294484e-08,7.020286574288548e-09
1904,8.599400302955473e-09,3.493506284257819e-08
1905,2.8384175565498992e-08,9.805441791854719e-09
1906,2.1605575106775632e-08,2.82930141537463e-08
1907,2.674278520853335e-08,2.3142794347563722e-08
1908,3.3397447030125704e-08,1.7680999775393502e-08
1909,1.9253442284927758e-08,9.351672325408344e-09
1910,1.8704527149360217e-08,1.7101282168141552e-08
1911,2.6601871261355825e-08,2.2345570727111408e-08
1912,2.7088990162127402e-08,2.1879568379290504e-08
1913,3.6590627860988434e-08,1.2196876397752021e-08
1914,1.9420556107707654e-08,8.036092680185902e-09
1915,9.424609426211816e-09,1.1780762143587253e-08
1916,1.7579939504130948e-08,1.4283700444650549e-08
1917,1.5352993543160665e-08,8.773139548168274e-09
1918,1.1486376294556067e-08,8.040463406189247e-09
1919,1.2890987610703064e-08,2.2098836538475553e-08
1920,2.1202248845497706e-08,1.514446346106979e-08
1921,2.9533714807072897e-08,1.9689142760626055e-08
1922,3.09873291470808e-08,6.640141769764796e-09
1923,3.1847843917631735e-08,6.369568872344189e-09
1924,1.160246199116699e-08,1.675911143195208e-08
1925,4.069325765243548e-08,1.5397448649423495e-08
1926,1.4489979549558996e-08,2.1177662290483568e-08
1927,4.5711820995109065e-08,2.1183527820767267e-08
1928,1.8281665736807895e-08,2.170947865920425e-08
1929,1.7824650200282122e-08,1.3368487650211591e-08
1930,2.520864939015155e-08,2.7309368988426286e-08
1931,2.737285598186645e-08,1.4826963656844327e-08
1932,1.0959536833610173e-08,2.082311922890767e-08
1933,1.9500125736371388e-08,1.261772819560747e-08
1934,2.6359476379411717e-08,1.4377896206951846e-08
1935,2.5133397585364037e-08,7.180970484910176e-09
1936,1.9399543305098632e-08,1.4549657478823974e-08
1937,1.3850229851897211e-08,1.1332006444320086e-08
1938,3.630259959308546e-08,1.1668692678767911e-08
1939,1.6823455517567254e-08,1.070583532936098e-08
1940,2.7893612308815818e-08,1.2678914806940611e-08
1941,3.246652813260198e-08,1.1806010391524069e-08
1942,1.2136847082899749e-08,3.3376331032286544e-08
1943,8.709705623388686e-09,1.7419411690866582e-08
1944,3.855823393905666e-08,1.2852744646352221e-08
1945,1.9606535950345005e-08,2.6142048525912287e-08
1946,3.062642850437669e-08,2.227376683094917e-08
1947,3.337843845763189e-08,1.907339353124371e-08
1948,3.37028520647209e-08,2.2830963786191205e-08
1949,1.3743811755340118e-08,2.1597418964347526e-08
1950,1.5953042220573366e-08,1.3825969702452312e-08
1951,4.0513328247726577e-08,2.2388944032059044e-08
1952,2.10896083929768e-08,2.003512733494972e-08
1953,1.7238123595220145e-08,2.477980309834038e-08
1954,1.5636057337786724e-08,1.6613311615287785e-08
1955,2.627970330237872e-08,2.1586897602787758e-08
1956,2.703553958482985e-08,2.2674967681268754e-08
1957,1.855357939506419e-08,1.6786572132332367e-08
1958,1.4062814079895958e-08,3.060729980575161e-08
1959,1.8601794327111065e-08,2.2477168570844697e-08
1960,1.7994166823243063e-08,2.2838749558218296e-08
1961,2.0844478365589225e-08,3.196153386397782e-08
1962,2.5367825173816527e-08,2.7904608401740916e-08
1963,1.9398158968009227e-08,3.103705381590771e-08
1964,2.8594651091395917e-08,4.319617374903828e-08
1965,2.188817349590977e-08,3.55682807651192e-08
1966,1.9940669560014612e-08,3.6557892713062756e-08
1967,4.240088674611897e-08,4.733121983235833e-08
1968,2.470278670507753e-08,5.3896989982149535e-08
1969,1.4533625192214572e-08,5.5409444144061126e-08
1970,1.6095537624938316e-08,7.403946966633157e-08
1971,2.1067429578636165e-08,8.27281994020268e-08
1972,2.872882304272295e-08,8.31083823982226e-08
1973,3.08739407373082e-08,8.380069971281046e-08
1974,1.4626486244395664e-08,7.538265833773039e-08
1975,1.3707552870556583e-08,1.0337779343672082e-07
1976,1.9997343725375316e-08,9.1416431757807e-08
1977,1.469195476389018e-08,1.1283421486041334e-07
1978,5.04950251611902e-08,1.4079201093863958e-07
1979,1.287434114871644e-08,1.3283980138112383e-07
1980,9.096241204709088e-09,1.3416955368938943e-07
1981,8.855769562110538e-09,1.2145055450218933e-07
1982,1.80017563078394e-08,1.8187981254413899e-07
1983,1.8945948587756334e-08,1.812495753483745e-07
1984,1.7976925670293298e-08,1.507742268813672e-07
1985,1.564045115642898e-08,1.72044963164808e-07
1986,1.3187867797803676e-08,1.6484834475249954e-07
1987,1.466596055710312e-08,1.717139497259268e-07
1988,1.9188972077976985e-08,1.5471108838482905e-07
1989,9.329807593161377e-09,1.904378450490185e-07
1990,1.6345952813523468e-08,1.994206257904807e-07
1991,1.875668864670388e-08,1.8698074200074188e-07
1992,1.9284805363728452e-08,2.3251963909842743e-07
1993,1.8833305692744773e-08,1.9885754909410025e-07
1994,1.5297287436766283e-08,1.941173053410239e-07
1995,1.7894087323000463e-08,2.380455867978526e-07
1996,2.5622842514394506e-08,2.295379601946479e-07
1997,1.438468300030138e-08,1.9611118773354974e-07
1998,1.287394890692184e-08,2.1265856275931583e-07
1999,7.769341975327748e-09,2.1525647753151134e-07
2000,1.5904913719388958e-08,2.0764747432622244e-07
2001,1.6648604495017594e-08,2.286992497602114e-07
2002,1.1391175447350577e-08,2.1336548172712355e-07
2003,1.1667383725821878e-08,2.5709914552862756e-07
2004,1.8940602419803554e-08,2.1319189613677736e-07
2005,1.1709748504173945e-08,2.3329423015638895e-07
2006,1.8530504686253835e-08,2.2648394804036798e-07
2007,1.3980677865399471e-08,2.3847042029956356e-07
2008,1.5326782676350348e-08,2.3969386120370473e-07
2009,1.3350938576905946e-08,2.1599912258807308e-07
2010,1.2754240996670774e-08,1.9462027012195904e-07
2011,9.942326711920302e-09,2.2064318727643695e-07
2012,9.19148274158843e-09,1.8246794297738234e-07
2013,1.171432484348145e-08,1.7906182847582386e-07
2014,1.0827226060161621e-08,1.868779264668774e-07
2015,1.551602757388082e-08,1.5782016760113038e-07
2016,1.1806638028355465e-08,1.377441094518872e-07
2017,7.0437116417298995e-09,1.740802986205381e-07
2018,1.110030711792831e-08,1.5514615370193496e-07
2019,1.0714148235280163e-08,1.3775333229659736e-07
