year,beaucoup_ADV eu_VERB,beaucoup_ADV vu_VERB
1854,1.2989160858012383e-08,2.1302224695318728e-07
1855,2.7065379271107304e-08,3.651172733043495e-07
1856,1.0354378687793542e-08,2.2676088917705783e-07
1857,1.5620829074691756e-08,3.304781728274975e-07
1858,1.2723557318849998e-08,2.6523724727667286e-07
1859,4.582956236731661e-09,3.014566516412742e-07
1860,1.0985241161165504e-08,3.144525351217453e-07
1861,1.5091083938045813e-08,2.890885753004113e-07
1862,1.536115412648087e-08,3.1806624178898346e-07
1863,1.1487627737949424e-08,3.1366218422590464e-07
1864,1.726102105692462e-08,3.6008407278131926e-07
1865,1.0825742080555756e-08,3.101810364114499e-07
1866,1.751620715140234e-08,2.520387454296724e-07
1867,1.3102591012170706e-08,2.853453224815894e-07
1868,1.3831646938911035e-08,2.795968612190336e-07
1869,1.4162205630441349e-08,3.130335812784324e-07
1870,9.17447806614291e-09,2.7236731625635e-07
1871,7.434824311758348e-09,2.6021885446425586e-07
1872,2.237515595027162e-08,2.799918092932785e-07
1873,9.577607151811662e-09,2.8912401717207104e-07
1874,1.1949218503559678e-08,2.8319647071839427e-07
1875,8.010138330405425e-09,2.5861302788143803e-07
1876,1.0882827083946722e-08,3.3132161547655414e-07
1877,5.566334504436554e-09,2.6780253392644227e-07
1878,1.0870359723469392e-08,2.9833097414666554e-07
1879,1.3440515367335593e-08,2.8163989895801933e-07
1880,1.0910338410496934e-08,2.3553495509531786e-07
1881,7.669758161910067e-09,2.586800178505655e-07
1882,8.652000893505374e-09,2.6954310783366964e-07
1883,2.464542170343975e-08,2.609886848858878e-07
1884,8.582206056928499e-09,2.944356936041004e-07
1885,9.66845359329227e-09,2.5009066462189367e-07
1886,1.2261581083805595e-08,2.7298150939714105e-07
1887,1.3710741875172516e-08,2.023966629849383e-07
1888,6.340614699951175e-09,2.840595243469579e-07
1889,1.0024218788373673e-08,2.775455527626036e-07
1890,6.554386366985909e-09,2.8642668326028797e-07
1891,1.3385862196457765e-08,2.473197469043953e-07
1892,1.4417578242387208e-08,2.6077012194036797e-07
1893,1.7243566574620672e-08,2.4387330199715507e-07
1894,9.452309157609307e-09,3.30200663256619e-07
1895,9.629783193076946e-09,2.2449431469340198e-07
1896,7.66613794667137e-09,2.6418689458296285e-07
1897,1.4566784223291052e-08,2.103443534906546e-07
1898,1.5277558773618694e-08,2.0935912914410437e-07
1899,6.633094074004475e-09,1.9954558183599147e-07
1900,1.2977633190303095e-08,2.403457699529099e-07
1901,7.824234593556412e-09,2.2466730342785013e-07
1902,9.329538919189417e-09,1.7971639465486078e-07
1903,7.020286574288548e-09,2.40309788068771e-07
1904,8.061937784020756e-09,2.2788410092289269e-07
1905,1.0837593933388234e-08,1.9920530291983596e-07
1906,6.173021205313489e-09,2.3560365036701114e-07
1907,9.257117739025489e-09,2.2628510976119287e-07
1908,6.384805573134145e-09,2.7454663609205454e-07
1909,8.251475058784763e-09,2.689980931336322e-07
1910,4.809735720812114e-09,2.4583093249930243e-07
1911,7.448523575703803e-09,2.3569256768496416e-07
1912,5.2094213387476884e-09,2.6724330837168964e-07
1913,7.42418571064718e-09,2.5825559646364127e-07
1914,6.027069510139427e-09,2.7121811285724107e-07
1915,7.068456930880984e-09,2.0027295022373437e-07
1916,2.197492410260793e-09,1.5162697764026234e-07
1917,1.5352993543160665e-08,1.8752585617676232e-07
1918,1.1486376294556067e-08,2.756730168584909e-07
1919,5.524709134618888e-09,2.2559228796126263e-07
1920,6.815008557481406e-09,2.1580859765890636e-07
1921,8.330022005509363e-09,1.9916325300073368e-07
1922,1.0329110011753073e-08,2.3388055581108347e-07
1923,9.554353752605493e-09,2.282428823718874e-07
1924,7.734974438733389e-09,2.39784213817984e-07
1925,1.0998178368026856e-08,2.408600892067625e-07
1926,1.2260752413340015e-08,2.0954740875822608e-07
1927,3.3447675740205796e-09,2.0960543167802825e-07
1928,1.2568645679778001e-08,1.9652790683721832e-07
1929,1.3368487650211591e-08,2.3617661781827337e-07
1930,5.2518016602221e-09,2.1112242620802135e-07
1931,5.7026783295555106e-09,1.9617213808942324e-07
1932,3.287861094491973e-09,1.36994202648566e-07
1933,9.176529758292418e-09,1.9958952179877087e-07
1934,9.585264137967897e-09,1.6894027510261367e-07
1935,8.377798899061872e-09,1.8670523616037826e-07
1936,2.424942913137329e-09,1.3094691553305893e-07
1937,5.0364472592434595e-09,1.611663122957907e-07
1938,5.186085783037697e-09,1.5169301548212388e-07
1939,9.176430282309411e-09,1.3152883582279173e-07
1940,0.0,8.114505334333444e-08
1941,1.1806010391524069e-08,1.741386483899987e-07
1942,0.0,1.608132293995368e-07
1943,5.806470415592457e-09,2.5838792794274923e-07
1944,0.0,1.5744612369417155e-07
1945,8.714016175304096e-09,1.5467378489120165e-07
1946,2.7842208538686464e-09,1.7540591557008156e-07
1947,4.7683483828109274e-09,2.1457567811467015e-07
1948,7.610321262063735e-09,1.8264771028952964e-07
1949,4.908504269707237e-09,1.659074371218594e-07
1950,3.190608444114673e-09,1.510221352418739e-07
1951,9.595261474260042e-09,1.6631786081688915e-07
1952,3.1634410646574906e-09,1.4340933773837605e-07
1953,1.0773827385790469e-09,1.1958948675783176e-07
1954,9.772536113672459e-10,1.2606571431206248e-07
1955,5.631364707880948e-09,1.5298540745334321e-07
1956,2.616342476002842e-09,1.465151768798023e-07
1957,1.1485549400447326e-08,1.4312760754364717e-07
1958,1.6544486891589827e-09,1.0836638608680005e-07
1959,5.425523585955716e-09,1.3873838611289102e-07
1960,9.689166802218097e-09,1.571029173419447e-07
1961,6.25334317660986e-09,1.2506686175584036e-07
1962,4.43936931660005e-09,1.528411530671292e-07
1963,6.466053248388448e-10,1.4742600740191847e-07
1964,5.475571551727398e-09,1.496656238941796e-07
1965,7.660860390501512e-09,1.532172149154576e-07
1966,6.6468897053084675e-09,1.22413553071965e-07
1967,1.4791006197611978e-09,1.6763141275077942e-07
1968,4.940557296606585e-09,1.666315228021631e-07
1969,6.358460868938209e-09,1.208107534012015e-07
1970,7.3579600190498695e-09,1.310636577045443e-07
1971,5.138397263237948e-09,1.2845993069277029e-07
1972,4.6171320100540925e-09,1.1901940411007672e-07
1973,8.821126051827832e-09,1.091614336701241e-07
1974,8.438357568252286e-09,1.2545024219434708e-07
1975,6.282628195464213e-09,1.262237105947861e-07
1976,6.8562320265641574e-09,1.0570024500111685e-07
1977,3.526069214387917e-09,9.696690028704325e-08
1978,4.752473081737207e-09,1.116831143121999e-07
1979,7.607565244427406e-09,1.2347663869149983e-07
1980,5.116635559687666e-09,1.245047940301447e-07
1981,5.69299452024552e-09,1.1702266533575312e-07
1982,1.2415004579935385e-09,1.0242379033797988e-07
1983,1.0104505676622466e-08,1.338846971066232e-07
1984,8.118611560803402e-09,1.026424527594827e-07
1985,7.218669662023558e-09,1.2031115659283387e-07
1986,5.395036861699509e-09,1.0550294149425099e-07
1987,7.332980445085013e-09,1.1366119423428245e-07
1988,4.797243047249822e-09,1.2592762743679486e-07
1989,4.390497743145261e-09,1.2567799956286763e-07
1990,5.993515905799995e-09,1.2041518004934915e-07
1991,5.2753188484189195e-09,1.0316178844504975e-07
1992,7.162927584403178e-09,8.099618042933798e-08
1993,1.2186256448387667e-08,1.3238705776075221e-07
1994,8.439882570598911e-09,1.1341091976646567e-07
1995,8.675921314704738e-09,1.0953350937370487e-07
1996,9.60856638698715e-09,1.1476898009732395e-07
1997,6.233362714880286e-09,1.0021329188703021e-07
1998,1.2873949017944142e-08,9.917708609918918e-08
1999,8.683382013430219e-09,1.0054442611817649e-07
2000,9.719669513685858e-09,9.233686171228328e-08
2001,7.0099388516098315e-09,9.81391465870729e-08
2002,3.9430991805033955e-09,1.1654049103526631e-07
2003,7.083769126836614e-09,9.333907513564554e-08
2004,8.80958239690699e-09,9.161966119108911e-08
2005,1.0358624180639708e-08,9.86321140317159e-08
2006,8.64756888319107e-09,1.0994766341809736e-07
2007,1.078509459517818e-08,1.3940733367689973e-07
2008,1.1495087548496485e-08,1.1324789284117287e-07
2009,1.2397300963584712e-08,1.201584467480643e-07
2010,1.2754241218715379e-08,1.171500656482749e-07
2011,1.4913490886669933e-08,1.3269182375097444e-07
2012,1.6680838044180746e-08,1.6476583653002308e-07
2013,1.7013663367038134e-08,1.7125228168879403e-07
2014,2.3603352161671864e-08,2.1156400009658682e-07
2015,1.3077794847049518e-08,2.3096716006421047e-07
2016,1.532791671365885e-08,2.164550352290462e-07
2017,1.861552334503358e-08,1.6779127065547073e-07
2018,2.4265787601507327e-08,1.9025409869755094e-07
2019,1.9132407658162265e-08,2.2015024114807602e-07
