year,trop_ADV eu_VERB,trop_ADV vu_VERB
1965,1.6963333848707407e-08,1.1600732108263401e-07
1966,1.9940669560014612e-08,1.1742838523787213e-07
1967,1.6763140209263838e-08,1.26709622350063e-07
1968,2.515192853991266e-08,1.459710148310478e-07
1969,2.043791091921321e-08,1.189940519452648e-07
1970,1.7015283404475667e-08,1.0623054436109669e-07
1971,2.2608949379332444e-08,1.2537689997316193e-07
1972,1.5903454553267693e-08,1.3440984503176878e-07
1973,1.598829157956061e-08,1.1853388315330449e-07
1974,1.406392957647995e-08,1.1138632061147291e-07
1975,1.1994108817248161e-08,1.1651419384861583e-07
1976,2.171140245366132e-08,1.1312783243511149e-07
1977,2.4682483612537e-08,1.0401903693946224e-07
1978,1.0693064211864112e-08,1.0514846593423499e-07
1979,1.1703946256602649e-08,1.217210439108385e-07
1980,3.013130012163856e-08,1.4895094579969737e-07
1981,2.5934753011824796e-08,1.0816689410830804e-07
1982,1.8622506203769262e-08,1.0863129062954613e-07
1983,1.6419821946556112e-08,1.225171359919841e-07
1984,9.858314165001048e-09,1.1829977353272625e-07
1985,1.6242006850575308e-08,1.1489716200685507e-07
1986,1.978180286243969e-08,1.2228750279064116e-07
1987,1.588812459374367e-08,1.478817637234897e-07
1988,1.2592763276586538e-08,1.1513382958128204e-07
1989,1.9757239400064464e-08,1.1964105794959323e-07
1990,1.3076762783725826e-08,1.2096005264083942e-07
1991,1.934283488935762e-08,1.1312627634652017e-07
1992,1.652983172562017e-08,9.532203648632276e-08
1993,1.606370148010683e-08,1.3183313285480835e-07
1994,2.0572214154412904e-08,1.2237829594141658e-07
1995,1.9520822291951845e-08,1.2525860881851258e-07
1996,2.081855932090093e-08,1.0302517949867251e-07
1997,2.205651483677684e-08,1.1699542312726408e-07
1998,1.954932926651054e-08,1.1920322862124522e-07
1999,1.0968483010742602e-08,1.1196993199291683e-07
2000,1.8113929911578452e-08,1.0603275768517051e-07
2001,1.9277331730904734e-08,9.463417427468812e-08
2002,1.0514931148009055e-08,9.112940801969671e-08
2003,1.583430631058036e-08,1.062565360143708e-07
2004,2.422635247967264e-08,9.866732142427281e-08
2005,1.7564623533417034e-08,1.0133436489923042e-07
2006,1.523619275189958e-08,1.3053711711563665e-07
2007,1.7176262190332636e-08,1.150410113837097e-07
2008,2.0009967016676455e-08,1.2516872516243893e-07
2009,2.86091541568112e-08,1.5210534343168547e-07
2010,3.4011311100812236e-08,1.9036886556023092e-07
2011,3.6710130046913036e-08,1.6787237200333038e-07
2012,3.5063802528156884e-08,2.131062188936994e-07
2013,4.5741650467334694e-08,2.4711647483854904e-07
2014,4.872251579968179e-08,2.7717698003471014e-07
2015,4.8321343371071634e-08,2.2897224027929042e-07
2016,4.577661627536145e-08,2.429681842386344e-07
2017,5.861374319238166e-08,2.362159108315609e-07
2018,7.099033183521897e-08,2.4446489987894893e-07
2019,6.607058367080754e-08,2.2576242031391303e-07
