year,trop_ADV au_ADP,trop_ADV faux_ADJ
1909,8.499019372720795e-07,3.850688656825696e-09
1910,8.288777735288022e-07,1.336037680488289e-08
1911,8.50195760904171e-07,7.980561100850991e-09
1912,9.736407946547843e-07,8.335073964360618e-09
1913,8.447662480648432e-07,4.242391771214216e-09
1914,8.129846946758335e-07,1.3393487430235496e-09
1915,6.196680715220282e-07,1.1780761921542648e-09
1916,7.548386520284112e-07,1.4283700444650549e-08
1917,7.928724699013401e-07,8.773139548168274e-09
1918,7.362767178165086e-07,0.0
1919,7.697761361669109e-07,5.524709134618888e-09
1920,8.617199682703358e-07,1.0601124422748853e-08
1921,9.034287700160348e-07,4.543648568500203e-09
1922,7.864879307817318e-07,3.6889677978990676e-09
1923,9.076635478777462e-07,4.246379248229459e-09
1924,1.0455107712914469e-06,2.578324886925998e-09
1925,7.698724289184611e-07,3.299453377181294e-09
1926,8.348457640749984e-07,5.57306911730393e-09
1927,9.242707506018633e-07,6.689535148041159e-09
1928,8.42099211695313e-07,4.570416489713125e-09
1929,8.689517017046455e-07,7.798284684668033e-09
1930,9.085617307391658e-07,6.302162347537887e-09
1931,7.960939001350198e-07,5.7026783295555106e-09
1932,8.986820034806442e-07,2.1919073223131136e-09
1933,7.260929351105005e-07,4.588264879146209e-09
1934,7.033187330307555e-07,5.990790086229936e-09
1935,8.270084208561457e-07,5.98414207075848e-09
1936,7.032334679024643e-07,1.8187071404440758e-08
1937,6.660701501459698e-07,7.554670666820584e-09
1938,6.638189802288252e-07,3.8895642262559704e-09
1939,6.652911679339013e-07,3.058810094103137e-09
1940,6.263383625082497e-07,2.5357829169792012e-09
1941,6.640880769737123e-07,2.9515025978810172e-09
1942,7.100055654518656e-07,2.4273694165799498e-08
1943,8.593576126258995e-07,1.7419411690866582e-08
1944,7.165405122577795e-07,0.0
1945,7.276203746187093e-07,0.0
1946,8.129924822242174e-07,1.6705325123211878e-08
1947,8.213480100494053e-07,9.536696765621855e-09
1948,7.860375035306788e-07,7.610321262063735e-09
1949,6.047276883691666e-07,4.908504269707237e-09
1950,6.753454613317444e-07,2.1270722960764488e-09
1951,7.388351264125959e-07,9.595261474260042e-09
1952,6.474509746112744e-07,1.4762725264461096e-08
1953,6.194950969984347e-07,2.1547654771580937e-09
1954,7.055771220620954e-07,7.818028890937967e-09
1955,8.02469457994448e-07,1.8771215692936494e-09
1956,7.439134037667827e-07,1.744228317335228e-09
1957,6.529093070639647e-07,0.0
1958,6.932140195203829e-07,1.6544486891589827e-09
1959,7.556978971479111e-07,5.425523585955716e-09
1960,6.650921022810508e-07,4.844583401109048e-09
1961,8.143242666847073e-07,4.86371165564492e-09
1962,7.50887636513653e-07,6.976152100435229e-09
1963,6.976871418373776e-07,6.466053470433053e-09
1964,7.671883963666914e-07,6.6923653285755336e-09
1965,7.77030152221414e-07,7.1136563306595235e-09
1966,6.990312613197602e-07,8.862519607077957e-09
1967,8.006865073184599e-07,2.465167847631733e-09
1968,8.349542213181849e-07,1.0779397818794223e-08
1969,6.903471785335569e-07,4.995933444718048e-09
1970,7.302775202333578e-07,5.518470125309705e-09
1971,7.661350878152007e-07,6.166076982339064e-09
1972,6.91030777488777e-07,4.6171320100540925e-09
1973,6.103116447775392e-07,1.2129047988196362e-08
1974,6.036238460183085e-07,4.500457340128605e-09
1975,5.620096317215939e-07,8.567219822452898e-09
1976,6.2791662003292e-07,5.713526873840635e-10
1977,5.524174753190891e-07,6.464460078348111e-09
1978,6.261383305172785e-07,7.72276909088987e-09
1979,6.162127874631551e-07,6.437170796402825e-09
1980,6.179758997859608e-07,4.548120546843393e-09
1981,5.503227953340684e-07,7.590659656386833e-09
1982,6.257162112888182e-07,3.1037510339615437e-09
1983,6.22690151885763e-07,6.946847541655643e-09
1984,6.41950236968114e-07,9.278413592994639e-09
1985,5.726811309614277e-07,5.414002135495366e-09
1986,6.3661434523965e-07,1.3787316177626963e-08
1987,6.178036073833937e-07,1.3443797186596385e-08
1988,5.744698796661396e-07,8.994830658082265e-09
1989,5.499098278960446e-07,6.036934507847036e-09
1990,5.421407536232437e-07,7.628111475810329e-09
1991,5.785266239399789e-07,8.20605094986604e-09
1992,5.498924338098732e-07,9.366905473484621e-09
1993,6.508568617391575e-07,6.093128224193833e-09
1994,5.76021989218134e-07,5.802419433820205e-09
1995,5.991807938698912e-07,3.795715741716776e-09
1996,5.22065420227591e-07,4.270473752399084e-09
1997,5.159306510904571e-07,4.315404922294874e-09
1998,5.626392294288962e-07,5.2449422582867555e-09
1999,5.630487862617883e-07,8.683382013430219e-09
2000,5.8936541336152e-07,6.185244316725402e-09
2001,5.607951152342139e-07,4.381211837767296e-09
2002,5.699969278794015e-07,3.9430991805033955e-09
2003,5.312826942827087e-07,6.250384210204629e-09
2004,5.351821528165601e-07,1.2333415178034102e-08
2005,5.143281782693521e-07,9.007498746882447e-09
2006,5.75680985548388e-07,5.353256948836815e-09
2007,6.175465045998862e-07,1.1184542181297275e-08
2008,6.130713359198126e-07,9.366367237362283e-09
2009,6.408450872186222e-07,8.582746957586096e-09
2010,6.632205327150587e-07,1.0392344762522043e-08
2011,7.104939641067176e-07,1.2236710311697152e-08
2012,8.187227535927377e-07,1.1234034147378225e-08
2013,7.988053880580992e-07,1.1993237514218436e-08
2014,9.177156812256726e-07,1.277612682315521e-08
2015,8.81310370459687e-07,1.1747849804066846e-08
2016,9.312744850831223e-07,1.532791671365885e-08
2017,7.800910566402308e-07,1.6603035390971854e-08
2018,8.88282670530316e-07,2.116802733098666e-08
2019,8.41060682432726e-07,1.6581420680950032e-08
