year,beaucoup_ADV au_ADP,beaucoup_ADV faux_ADJ
2002,1.0983721949742176e-06,0.0
2003,9.608924074200331e-07,0.0
2004,1.0672808912204346e-06,0.0
2005,1.0291067837897572e-06,0.0
2006,1.0850640137505252e-06,0.0
2007,1.1040741583201452e-06,0.0
2008,1.0741520100054913e-06,0.0
2009,1.0399427310403553e-06,0.0
2010,9.886898624245077e-07,0.0
2011,9.701417411633884e-07,0.0
2012,9.586375426806626e-07,6.808505426114664e-10
2013,9.006084837892558e-07,5.578250084070646e-10
2014,9.497642849964905e-07,6.496335691608124e-10
2015,9.331782280241896e-07,1.329945265027277e-09
2016,9.959003364201635e-07,2.0713400439298368e-10
2017,8.50779770189547e-07,2.515611330355938e-10
2018,8.90347848780948e-07,4.130346731301415e-09
2019,9.237126619154878e-07,1.7856913725466939e-09
