year,trop_ADV in_ADJ,trop_ADV fines_ADJ
1911,1.0108711201439746e-08,4.149891807969652e-08
1912,5.2094213387476884e-09,3.3861237369592345e-08
1913,6.363587878865928e-09,4.613601195524453e-08
1914,8.705766774141921e-09,2.4777952134513725e-08
1915,4.712304768617059e-09,4.712304846332671e-08
1916,7.69122365795738e-09,5.7134801778602196e-08
1917,7.676496771580332e-09,6.141197417264266e-08
1918,6.89182577673364e-09,6.547234221443432e-08
1919,6.4454939163738345e-09,1.0128633221029304e-07
1920,6.057785384427916e-09,4.997673030970873e-08
1921,7.572747762196741e-09,5.679560644011872e-08
1922,6.640141769764796e-09,3.098733003525922e-08
1923,2.1231896241147297e-09,5.8387715995422695e-08
1924,1.1602462102189293e-08,7.09039369439779e-08
1925,8.798542339150117e-09,4.9491800435674804e-08
1926,5.57306911730393e-09,6.241837269271855e-08
1927,7.804457524684949e-09,5.1286434654684854e-08
1928,6.8556245125250825e-09,3.770593770546782e-08
1929,1.1140406375176326e-09,4.567566591617833e-08
1930,1.1553964007759987e-08,3.886333388436469e-08
1931,7.983749661377715e-09,4.904303452235581e-08
1932,6.575722188983946e-09,5.6989590047074046e-08
1933,1.0323596200123575e-08,4.7029715233293246e-08
1934,4.7926320689839486e-09,4.7926320689839486e-08
1935,3.590485242455088e-09,4.4282652211791174e-08
1936,6.0623572828433225e-09,5.941110137186456e-08
1937,3.777335333410292e-09,4.784624962894668e-08
1938,5.186085783037697e-09,3.759912203804561e-08
1939,6.117620188206274e-09,6.423501019980904e-08
1940,1.5214697057785997e-08,4.564409294971483e-08
1941,0.0,2.6563522936839945e-08
1942,3.034211770724937e-09,2.730790527039062e-08
1943,0.0,5.5161468504039135e-08
1944,1.2852744646352221e-08,4.819779064746399e-08
1945,0.0,3.703456741277478e-08
1946,5.568441707737293e-09,6.821341003160342e-08
1947,5.960435700558264e-09,5.722018059373113e-08
1948,9.784699273041042e-09,6.740570213104036e-08
1949,9.817008317369869e-10,7.559096104614582e-08
1950,1.0635361480382244e-09,8.827349673445894e-08
1951,7.462981344019681e-09,4.797630737130021e-08
1952,1.2653764258629963e-08,6.0105383781206e-08
1953,5.386913581872932e-09,4.417269394707546e-08
1954,9.772536557761669e-09,4.886267901405006e-08
1955,2.815682353940474e-09,6.288357212724804e-08
1956,4.360570571293465e-09,8.459507228053553e-08
1957,7.068030161150318e-09,6.891329462632712e-08
1958,7.445019267748876e-09,6.452350104213522e-08
1959,7.750747821333448e-10,4.8829711829512235e-08
1960,1.3841666701708277e-09,4.6369581951921646e-08
1961,2.08444772553662e-09,6.044898270829435e-08
1962,5.0735651235811474e-09,5.7077608861533236e-08
1963,5.819448034571906e-09,5.108182188351407e-08
1964,4.867174663303331e-09,5.41473177406715e-08
1965,7.660860390501512e-09,5.253161577956078e-08
1966,2.769537488234164e-09,5.040557937707746e-08
1967,3.944268467392931e-09,5.965706229016376e-08
1968,4.940557296606585e-09,5.928668797561265e-08
1969,4.087581828571274e-09,3.633406109315729e-08
1970,5.978342709767048e-09,5.196559271780643e-08
1971,4.624557625731995e-09,3.802414028086787e-08
1972,2.0520587451500205e-09,4.1554190477466335e-08
1973,2.7566018356850464e-09,4.741355358328647e-08
1974,5.625571675160757e-10,3.319087144015853e-08
1975,2.2845920710778955e-09,3.5982324675387645e-08
1976,3.9994687561772935e-09,3.0853046284473606e-08
1977,1.1753563677885381e-09,5.9355496517810025e-08
1978,2.970295565063452e-09,2.0792069510555677e-08
1979,2.3407893401383717e-09,3.277105242727174e-08
1980,4.548120602354544e-09,2.8994268319593175e-08
1981,6.325549528618524e-10,3.0362638625547334e-08
1982,5.586752171993226e-09,3.4141261040510074e-08
1983,4.420721011477724e-09,3.4734238596456635e-08
1984,4.639206796497319e-09,4.581216678234412e-08
1985,3.0077789148208467e-09,3.729645858818742e-08
1986,4.196139880008332e-09,4.7356436161383186e-08
1987,1.8332451112712533e-09,4.460896435576345e-08
1988,5.996553809062277e-10,4.1975876940991697e-08
1989,1.6464366536794728e-09,3.347754429228189e-08
1990,5.44865097484859e-10,4.249947871404203e-08
1991,1.1722930404189924e-09,4.220254928855027e-08
1992,3.30596661157756e-09,4.683452559106627e-08
1993,1.1078414852150331e-09,4.486757926303042e-08
1994,1.0549853213248639e-09,3.9561949938260454e-08
1995,5.4224509327127635e-09,4.2837360325620466e-08
1996,1.067618438099771e-09,4.590759306033476e-08
1997,1.438468344439059e-09,2.6851409984374186e-08
1998,1.43043876743576e-09,4.0529097966590655e-08
1999,3.656160929565999e-09,3.838968867797554e-08
2000,1.3254094488601709e-09,4.5947526672307504e-08
2001,2.190605918883648e-09,5.0383935246145484e-08
2002,1.752488598683044e-09,4.118348329029686e-08
2003,8.333845835650777e-10,3.458545966283921e-08
2004,1.3214374039449694e-09,4.536934938847992e-08
2005,1.8014998381943315e-09,4.593824443066552e-08
2006,8.235779835885637e-10,4.570857825569874e-08
2007,2.3966877371606188e-09,4.79337536885005e-08
2008,2.1287198670449925e-09,4.5980348584162556e-08
2009,3.814554005998616e-09,4.8635564464660774e-08
2010,2.3618964561933353e-09,6.660547990922083e-08
2011,3.4415748029203996e-09,6.844909605785432e-08
2012,2.0425516833455504e-09,8.476589100081533e-08
2013,2.7891249310130206e-09,8.283701430356061e-08
2014,5.630157673408576e-09,9.203141781988222e-08
2015,1.10828768384863e-09,8.356488923055849e-08
2016,1.0356699942093428e-09,9.05175602250452e-08
2017,1.0062445598979508e-09,9.081356822093767e-08
2018,2.5814667070633845e-10,8.776986898384465e-08
2019,1.7856913725466939e-09,8.443769333732476e-08
