year,un_DET honneur_NOUN,un_DET donneur_NOUN
1860,2.159515377186949e-06,8.696649622663699e-09
1861,1.985420627015344e-06,2.216503003360515e-08
1862,1.8469528351161557e-06,5.240864109357091e-08
1863,2.1227137514401306e-06,2.1476868727887677e-08
1864,2.0094705579509764e-06,3.2604150046466884e-08
1865,2.180680992225348e-06,1.7886008729650626e-08
1866,2.009984600093162e-06,2.4814625521063505e-08
1867,1.8746410272996172e-06,2.232293283555009e-08
1868,1.9463103964056927e-06,4.001297959632666e-08
1869,1.915316182987681e-06,4.49283774628384e-08
1870,2.009784145329263e-06,2.0069169881509197e-08
1871,1.9436754108426157e-06,4.460894431623785e-08
1872,1.997436111622619e-06,2.6608292347241047e-08
1873,1.8957675838038313e-06,4.130343245201118e-08
1874,1.7744589531076826e-06,4.002987985529671e-08
1875,2.017410491106375e-06,3.2612704869983133e-08
1876,1.975233022477596e-06,2.0556450319730857e-08
1877,2.00264349103918e-06,3.216104460523894e-08
1878,1.9095598418061854e-06,3.925407615623655e-08
1879,1.955595077873795e-06,4.093248051617593e-08
1880,2.1403516612394924e-06,2.9522093214495726e-08
1881,1.9578800607433777e-06,3.067903264764027e-08
1882,2.0611726654351514e-06,3.593907860199863e-08
1883,1.9691060160198504e-06,2.0853818449850792e-08
1884,1.9349573898708172e-06,4.291103028464249e-08
1885,1.8015551916938932e-06,2.384885194883779e-08
1886,1.69080758638529e-06,3.8075435915274625e-08
1887,1.7308178743569158e-06,3.656197794521532e-08
1888,1.865408870926899e-06,1.6485598663962264e-08
1889,1.712888412441771e-06,2.443403335217198e-08
1890,1.8116324662642569e-06,2.94947390955258e-08
1891,1.6101279709523908e-06,2.2947191480326978e-08
1892,1.6787076120294842e-06,3.447681962143179e-08
1893,1.5198971832219854e-06,5.9120800699474785e-08
1894,1.557110323346933e-06,3.591877417719047e-08
1895,1.6184054696388728e-06,3.310238105846963e-08
1896,1.4884101391388072e-06,2.6536630670648265e-08
1897,1.4316235699141089e-06,4.77790514930021e-08
1898,1.474567328685339e-06,4.5266837389590364e-08
1899,1.4460145632000376e-06,3.537650172802387e-08
1900,1.5002144069242718e-06,4.516216134398121e-08
1901,1.4217751460599004e-06,2.3472702948001967e-08
1902,1.2521223995420883e-06,2.7006560543441083e-08
1903,1.3846164685915596e-06,4.3201761279476614e-08
1904,1.2899100880758851e-06,3.923476299405593e-08
1905,1.33095980903164e-06,3.9221768499686505e-08
1906,1.3215409548905654e-06,6.841765498588614e-08
1907,1.3638821041439542e-06,6.22284050955102e-08
1908,1.2312852373241867e-06,5.746325104638572e-08
1909,1.2806289282352168e-06,5.611003128791481e-08
1910,1.3408474153209227e-06,8.604082402108304e-08
1911,1.3237090463746881e-06,6.969690247160543e-08
1912,1.3476772151577165e-06,7.762037473879602e-08
1913,1.2981719041960105e-06,8.113574040402582e-08
1914,1.331982304009216e-06,9.1075715857869e-08
1915,1.4737732880742982e-06,3.1808056522031336e-08
1916,1.412987637117169e-06,4.614734194774428e-08
1917,1.4815639532983482e-06,6.579854527899442e-08
1918,1.4151216110036557e-06,8.155327524406175e-08
1919,1.4382659587752755e-06,5.432630395540983e-08
1920,1.2403315352571553e-06,6.284952069890437e-08
1921,1.1283393304140077e-06,1.007175393086257e-07
1922,1.0904588307880658e-06,7.820611397368893e-08
1923,1.2579897994413614e-06,1.0934426297737332e-07
1924,1.219547710817892e-06,1.3794037501124734e-07
1925,1.1141153777316504e-06,9.238469633743307e-08
1926,1.1324476334451106e-06,6.35329865383838e-08
1927,1.3646651471077575e-06,9.588333682586381e-08
1928,1.211160316483273e-06,6.85562485669422e-08
1929,1.2499535717580557e-06,9.914961340840023e-08
1930,1.1774539805387008e-06,6.407198382962775e-08
1931,1.1200060665572664e-06,1.3116159891524148e-07
1932,1.106913233961393e-06,2.148069122576146e-07
1933,9.853298834627822e-07,2.3285444128440247e-07
1934,1.128664884220143e-06,2.468205408945323e-07
1935,1.0974916122563627e-06,1.603750092726841e-07
1936,9.602773705097434e-07,2.2188227832842244e-07
1937,1.0400263876775284e-06,2.946321613350733e-07
1938,1.0359205866450338e-06,1.5947213927169912e-07
1939,1.1363479242021413e-06,1.4835228423493163e-07
1940,9.635975208865943e-07,1.4961119632062037e-07
1941,1.1127164558644154e-06,1.5052664004144845e-07
1942,1.4139426944836941e-06,1.1833425861418334e-07
1943,1.3412946220370259e-06,9.00002916637277e-08
1944,1.1214020094740818e-06,1.2531425674922048e-07
1945,1.4900967713060709e-06,1.0021118423964026e-07
1946,1.1067278204990316e-06,1.5730847824357852e-07
1947,1.1777820212444112e-06,1.215928857600801e-07
1948,1.027393439656521e-06,2.1417618412122863e-07
1949,9.20835377726803e-07,9.031647907331575e-08
1950,1.1475555456996744e-06,2.0100833508784888e-07
1951,8.79565666522808e-07,1.2047383712854298e-07
1952,9.026352136842775e-07,1.0228459501604448e-07
1953,8.72679994046166e-07,1.7669076357584856e-07
1954,9.332772017422997e-07,1.4658804370348832e-07
1955,9.479463773942598e-07,1.163815390725631e-07
1956,8.180430963733443e-07,2.145400805897424e-07
1957,1.0098447802420196e-06,1.6874921304754764e-07
1958,1.0183131431418246e-06,1.464187098787484e-07
1959,1.0013966242894412e-06,1.4571405593244435e-07
1960,9.786058861038782e-07,2.2077458239344594e-07
1961,1.0630684119661282e-06,1.7648324934782522e-07
1962,1.0261285154911093e-06,1.3698625656033414e-07
1963,1.0604327620455933e-06,1.3966675327381495e-07
1964,1.1139746352029078e-06,1.9347019941662325e-07
1965,1.0194416271147588e-06,1.5267000463836666e-07
1966,9.621372960566532e-07,1.5287845911426956e-07
1967,1.1098185073166178e-06,1.829154492316576e-07
1968,1.0810837904884352e-06,2.411890334119704e-07
1969,9.596734038552768e-07,1.6531998725533015e-07
1970,1.0006825581498902e-06,2.0694262020670706e-07
1971,9.434097876237502e-07,1.5774879780217077e-07
1972,9.090620238794145e-07,1.733989646868217e-07
1973,7.911447585939868e-07,1.852436481986075e-07
1974,7.881426014044735e-07,1.6932970603456e-07
1975,7.961803447642524e-07,1.6506177580311032e-07
1976,7.7761102534879e-07,1.714058084356651e-07
1977,7.199057963092059e-07,1.504456200729365e-07
1978,8.186134770049591e-07,1.5386131269057302e-07
1979,8.14009507799085e-07,1.4395853897841704e-07
1980,8.135450371149489e-07,1.7737670204853728e-07
1981,7.805727886278646e-07,1.9482692853456385e-07
1982,8.243563076604232e-07,1.6325731611033234e-07
1983,7.875198946294404e-07,2.046162470570323e-07
1984,9.852515443498078e-07,1.942667804399889e-07
1985,8.325532325770268e-07,2.737079007886223e-07
1986,9.303441377284116e-07,2.104064372177028e-07
1987,8.616251889748128e-07,3.1226274410656174e-07
1988,8.359196064233743e-07,2.2846870650905515e-07
1989,8.945639109469994e-07,2.431238124156465e-07
1990,7.813365616726742e-07,2.7352227593979705e-07
1991,8.006761706980114e-07,2.4090622297023856e-07
1992,7.895749867259383e-07,3.0690388636012145e-07
1993,8.353124991700156e-07,3.1407304901254207e-07
1994,8.387133316745121e-07,3.122756586648734e-07
1995,8.63254172145389e-07,2.901011262324005e-07
1996,9.128137632430366e-07,3.4057027087364133e-07
1997,8.486963434251038e-07,2.5221143640230537e-07
1998,8.449125203924268e-07,2.4937315057371734e-07
1999,9.570001200387424e-07,2.755831320921942e-07
2000,8.491456711112733e-07,3.1191302096722495e-07
2001,9.454654765761461e-07,2.987986328362169e-07
2002,9.424007565428383e-07,2.874081372894466e-07
2003,9.588089788792331e-07,4.5836151141287473e-07
2004,9.540777607952577e-07,3.673595945219432e-07
2005,9.340776703226084e-07,3.7426159116282776e-07
2006,9.483500420515156e-07,3.7349261883257157e-07
2007,1.0729171648904412e-06,4.373955138636809e-07
2008,9.894289973999548e-07,3.9338741775196695e-07
2009,1.016101808914982e-06,4.820642516278895e-07
2010,1.1067846621415356e-06,5.47959997376779e-07
2011,1.2022567617009372e-06,6.833438143116766e-07
2012,1.385530797648471e-06,5.048506732663327e-07
2013,1.443372262599496e-06,5.332806883862062e-07
2014,1.5430962925222502e-06,3.9757574243903804e-07
2015,1.599924118522722e-06,4.379952844857371e-07
2016,1.6856565778766708e-06,4.037041829718646e-07
2017,1.516410506496868e-06,4.3696169821361153e-07
2018,1.629679978520926e-06,4.460774492009989e-07
2019,1.6293158928704088e-06,3.841787460379109e-07
