year,aucun_DET doute_NOUN
2009,1.4709397134993196e-05
2010,1.5758573226776207e-05
2011,1.5500852498462336e-05
2012,1.603743407940783e-05
2013,1.692580588041892e-05
2014,1.712910432161152e-05
2015,1.6339263027020934e-05
2016,1.619497868432518e-05
2017,1.7010059877975436e-05
2018,1.734616625981289e-05
2019,1.692019242227616e-05
