year,rien_PRON eu_VERB,rien_PRON dû_VERB
1856,8.909942721402331e-07,1.8586109717944055e-07
1857,7.722547366029175e-07,1.3863486003629077e-07
1858,6.342203846543271e-07,1.1353328233099091e-07
1859,7.847039000807854e-07,1.364702484352165e-07
1860,7.154138188525394e-07,1.1442959646501549e-07
1861,7.21070875897567e-07,1.9241132065417332e-07
1862,9.04049045402644e-07,1.4547916293849994e-07
1863,8.385968612856232e-07,1.223682062345688e-07
1864,7.930480023787823e-07,1.328139660472516e-07
1865,8.477026653963549e-07,1.2708480312539905e-07
1866,7.648743576282868e-07,1.0071818934420662e-07
1867,7.706264568696497e-07,1.3636400808536564e-07
1868,7.558007268926303e-07,1.2349684652690485e-07
1869,7.916184472378518e-07,1.0548401263577034e-07
1870,6.617092367378063e-07,1.3245652041860012e-07
1871,8.018988637559232e-07,1.5188282986855484e-07
1872,8.061103358159016e-07,1.2699412366146134e-07
1873,8.027232070162427e-07,1.1493128226902627e-07
1874,7.468261173926294e-07,1.0216581358690746e-07
1875,7.066086027407437e-07,1.0756470913975136e-07
1876,6.584110110452457e-07,1.1003746891447008e-07
1877,6.704340762553329e-07,1.0390490956524445e-07
1878,5.712977895200311e-07,1.0326841959340527e-07
1879,7.490032771784172e-07,1.1546624989478005e-07
1880,7.040377454359259e-07,8.535735673831368e-08
1881,7.404802886412654e-07,1.331748933353083e-07
1882,6.86170210428827e-07,1.1780031883290576e-07
1883,6.527877189910214e-07,1.59879277816799e-07
1884,6.925180286998511e-07,1.2741274701966177e-07
1885,6.239375238692446e-07,1.2440077057362942e-07
1886,6.55026610729692e-07,1.2584254704961495e-07
1887,6.365701779031951e-07,1.2404956351019791e-07
1888,6.911270133969083e-07,9.954764834674279e-08
1889,6.559598091371299e-07,9.710961990094802e-08
1890,5.997263770041172e-07,1.3239861118563567e-07
1891,6.272232440096559e-07,1.032623657692966e-07
1892,6.11806797223835e-07,7.459529882680727e-08
1893,6.127624487817229e-07,9.668713829569242e-08
1894,7.001009976193018e-07,1.2666093596180872e-07
1895,6.289452016972064e-07,1.1977043357092043e-07
1896,6.292129910434596e-07,1.0260830407560206e-07
1897,6.042301947672968e-07,1.2294366058540618e-07
1898,6.603299880225677e-07,1.3976136870041955e-07
1899,6.378825219144346e-07,1.083405365420731e-07
1900,5.788024282082915e-07,1.5728890900845727e-07
1901,6.717664291500114e-07,1.1568689473051563e-07
1902,6.152585569907387e-07,8.34748234979088e-08
1903,6.507265197797096e-07,1.1070451222394695e-07
1904,5.869090955457068e-07,1.0265534200470938e-07
1905,5.774889473286748e-07,9.186150862205977e-08
1906,6.332491011562524e-07,1.0957113261156337e-07
1907,6.413125674953335e-07,7.86855025580735e-08
1908,6.812096557951008e-07,9.282525326170799e-08
1909,6.430649932553933e-07,1.1992143811312417e-07
1910,6.509175705105008e-07,8.283433317046729e-08
1911,5.841770871484187e-07,9.097839637206562e-08
1912,6.121069873188389e-07,7.709943616873716e-08
1913,5.440867312245246e-07,7.106006449930646e-08
1914,5.819470061396714e-07,7.299450999198598e-08
1915,6.37339212516963e-07,7.186265094105693e-08
1916,7.185799972830864e-07,7.91097249930317e-08
1917,6.667585807917931e-07,9.321460936462245e-08
1918,6.191156671775389e-07,5.398596769623509e-08
1919,6.648066346315318e-07,8.931613137974637e-08
1920,5.770040729657921e-07,9.76817915443462e-08
1921,5.778006197942887e-07,7.799929591101318e-08
1922,6.905747795826755e-07,7.009038682781465e-08
1923,6.624351840400777e-07,8.598917844437892e-08
1924,6.484486902991193e-07,6.83256118350073e-08
1925,6.400939582817955e-07,7.258797296572084e-08
1926,6.096937568145222e-07,6.018914433525424e-08
1927,6.644938252975408e-07,8.696395070728613e-08
1928,5.610186235571746e-07,6.627104198742018e-08
1929,6.238627747734427e-07,6.907051641746875e-08
1930,6.753817274329776e-07,5.987053697253941e-08
1931,5.919380328123225e-07,9.466445760608622e-08
1932,6.279814215304214e-07,5.2605777511871565e-08
1933,6.756220045645023e-07,3.785318369864399e-08
1934,5.415674309006135e-07,5.751158482780738e-08
1935,5.708871526621806e-07,8.497481474023516e-08
1936,6.159355052659521e-07,6.30485175179274e-08
1937,5.527500661628437e-07,5.288269733227935e-08
1938,5.199050860937859e-07,4.6674770715071645e-08
1939,5.138800815984723e-07,4.282334131744392e-08
1940,5.705511512132944e-07,4.3108308034334186e-08
1941,8.087117180366477e-07,8.559357667081713e-08
1942,6.311160518635006e-07,4.247896612241675e-08
1943,5.167758558854985e-07,6.67744117777147e-08
1944,7.133273243198346e-07,6.42637232317611e-08
1945,7.624764180036436e-07,6.535512397931598e-08
1946,6.682130333501846e-07,5.290019799986112e-08
1947,6.663767067038862e-07,6.794896734163558e-08
1948,5.685997166438028e-07,5.870819563824625e-08
1949,6.125813456492324e-07,5.4975245689092844e-08
1950,6.912985099916114e-07,5.317680873417885e-08
1951,6.599407811336278e-07,4.584402901741669e-08
1952,6.021082867846417e-07,4.323369751091377e-08
1953,5.613164262285864e-07,5.602390373837807e-08
1954,7.143723905755905e-07,2.8340354063516315e-08
1955,5.988017619529273e-07,3.191106756617046e-08
1956,6.68911582124565e-07,4.971050771018781e-08
1957,5.027136467106175e-07,3.6223653410161205e-08
1958,4.988162913832639e-07,3.887954491688106e-08
1959,6.673394068457128e-07,4.107896245386655e-08
1960,5.723529170609254e-07,3.737250153790228e-08
1961,6.433995736188081e-07,6.044898270829435e-08
1962,6.062910529180954e-07,3.107558654846798e-08
1963,5.994031084810558e-07,3.9442923593924206e-08
1964,6.534182261930255e-07,5.1105335074908e-08
1965,6.139632660051575e-07,3.994591679656878e-08
1966,6.131755867500033e-07,2.547974453648294e-08
1967,6.532694669658667e-07,3.894965061590483e-08
1968,6.072394285183691e-07,3.233819256820425e-08
1969,5.913368568144506e-07,6.085955561729861e-08
1970,5.762202590631205e-07,4.3687887085752664e-08
1971,5.400455620474531e-07,2.980270608077262e-08
1972,5.145537329553918e-07,2.4111690422046195e-08
1973,5.821943318551348e-07,4.9067512719602746e-08
1974,5.085516932012979e-07,3.3753430273009144e-08
1975,4.466377561129775e-07,4.226495420311949e-08
1976,4.5022591166343773e-07,3.713792295911844e-08
1977,4.889482738690276e-07,1.9393379346865913e-08
1978,5.762373689321976e-07,2.3762364520507617e-08
1979,5.506706770574965e-07,5.26677617074256e-08
1980,5.429319003269484e-07,3.467942022439274e-08
1981,5.047788249612495e-07,3.1627749308427155e-08
1982,5.437772188088275e-07,4.407326770206055e-08
1983,4.6607033254986163e-07,2.273513821648976e-08
1984,5.358284056455886e-07,2.7835241667162336e-08
1985,4.896664336229151e-07,2.285912081845254e-08
1986,5.718738975701854e-07,1.978180286243969e-08
1987,4.7419939619430806e-07,2.810975807676641e-08
1988,5.199012207413034e-07,2.278690480750356e-08
1989,5.339942958926258e-07,3.1831110192115375e-08
1990,4.958272370458872e-07,2.9967580417178397e-08
1991,5.720789886254352e-07,1.875668864670388e-08
1992,5.664222726409207e-07,2.2039776226279173e-08
1993,5.517050567505066e-07,2.6034275180109034e-08
1994,5.338225719242473e-07,2.3737170451454404e-08
1995,5.173018280402175e-07,2.7112253775385398e-08
1996,4.4893354811392783e-07,2.2953797085278893e-08
1997,4.775715183313878e-07,1.91795770376757e-08
1998,5.044680619903374e-07,3.099284029417504e-08
1999,4.757579290526337e-07,2.2393985332769262e-08
2000,5.049810170021374e-07,1.988114206596947e-08
2001,5.09096821588173e-07,2.365854356867203e-08
2002,5.200510031500016e-07,3.24210382984802e-08
2003,5.89202898026997e-07,3.000184634061043e-08
2004,5.488369652084657e-07,2.642874719072097e-08
2005,5.634190642922476e-07,1.9816498664226856e-08
2006,5.822696493851254e-07,2.7178073125355695e-08
2007,6.754664809704991e-07,3.5550868915379397e-08
2008,7.254677143464505e-07,3.278228533076799e-08
2009,7.209507089100953e-07,3.290052674742583e-08
2010,9.10747303350945e-07,5.5268380094730674e-08
2011,9.16223712010833e-07,5.46828005099087e-08
2012,1.1591480415518163e-06,7.693611081549534e-08
2013,1.224425886903191e-06,7.949006430862937e-08
2014,1.3159410627849866e-06,9.50630436591382e-08
2015,1.2989131619178806e-06,8.666809492297034e-08
2016,1.2587534001795575e-06,9.051755966993369e-08
2017,1.2761696552843205e-06,9.081357177365135e-08
2018,1.436328034287726e-06,1.0119349269643862e-07
2019,1.3265135976325837e-06,8.877437096543872e-08
