year,mon_DET art_NOUN,mon_DET dard_NOUN
1884,2.0531277389324032e-07,5.281357573494461e-09
1885,1.8756799446961736e-07,6.445635580831777e-09
1886,2.749175616045818e-07,1.936039106809062e-09
1887,2.141487260853836e-07,3.9173548849191775e-09
1888,2.098743472345177e-07,2.53624587998047e-09
1889,1.7918291117524632e-07,6.265136853755848e-09
1890,2.038414184113435e-07,6.5543866445416654e-09
1891,2.473197344698974e-07,2.5496880162734215e-09
1892,2.59516411027505e-07,6.268512375839919e-10
1893,1.601188315270008e-07,2.463366621796581e-09
1894,2.444997271311422e-07,3.780923574225881e-09
1895,2.3773527324522092e-07,6.018614495673091e-10
1896,2.8895442749643507e-07,3.5382172747233653e-09
1897,2.0043894188859213e-07,2.330685422435863e-09
1898,2.3538756011021178e-07,3.3950129374460403e-09
1899,1.945707559514176e-07,1.6582735185011188e-09
1900,2.865461370404887e-07,2.5955265714472375e-09
1901,1.8666387813226493e-07,3.912117296778206e-09
1902,1.58111137738004e-07,8.347482705062248e-09
1903,1.8684762626008933e-07,2.7001101354784396e-09
1904,2.6335663871890347e-07,1.0211787859759625e-08
1905,2.8590605971601235e-07,5.160759042333041e-10
1906,2.2274319366744066e-07,4.629765903985117e-09
1907,2.437707724567417e-07,3.0857059130084963e-09
1908,2.971390353767589e-07,4.4202499438483756e-09
1909,2.9870340279014584e-07,1.1001967115120692e-09
1910,2.581224720632491e-07,2.6720753387721174e-09
1911,2.5803814596159214e-07,7.980561100850991e-09
1912,2.8599722057265353e-07,3.125652625612929e-09
1913,2.7893726706196276e-07,5.302989602995467e-09
1914,2.6586072987555553e-07,2.0090231700464756e-09
1915,1.5786220675106932e-07,1.1780761921542648e-09
1916,1.6481193565454078e-07,2.197492410260793e-09
1917,1.4037023632340606e-07,8.773139548168274e-09
1918,2.51551639074421e-07,2.2972752589112133e-09
1919,2.64265241689543e-07,9.207848372660976e-10
1920,2.536697554234024e-07,1.0601124866838063e-08
1921,3.7030735988707875e-07,3.0290989716519334e-09
1922,3.6373221234953235e-07,7.377935484775833e-10
1923,4.235763229054612e-07,1.0615948120573648e-08
1924,4.4733937354379805e-07,5.156649773851996e-09
1925,3.629398790394589e-07,5.499088961968823e-09
1926,3.722810362205564e-07,2.229227691330493e-09
1927,3.9245271787891056e-07,4.4596899506643695e-09
1928,3.1535873912247325e-07,2.2852082448565625e-09
1929,3.364402623162732e-07,1.1140406375176326e-09
1930,2.804462209127223e-07,1.0503603542488804e-09
1931,3.0110140603056834e-07,1.596749932275543e-08
1932,2.88235798784342e-07,1.0959536611565568e-09
1933,2.1794257887286506e-07,1.1470662197865522e-09
1934,2.3963160522555427e-07,1.1981580172459871e-09
1935,1.9987034249879798e-07,3.590485242455088e-09
1936,3.0311786458625534e-07,1.2124714565686645e-09
1937,2.568588080009704e-07,5.036447148221157e-09
1938,3.020894894234516e-07,1.555825723809079e-08
1939,2.278813466816132e-07,3.058810094103137e-09
1940,2.053984160532707e-07,0.0
1941,1.8299316550951517e-07,0.0
1942,4.3996070075991156e-07,6.068423541449874e-09
1943,3.8613026998035593e-07,8.709705845433291e-09
1944,4.177142063355177e-07,6.4263723231761105e-09
1945,2.614204905881934e-07,4.357008087652048e-09
1946,4.5661221825810117e-07,0.0
1947,3.623944859754147e-07,1.1920870957027319e-09
1948,3.652954343458248e-07,4.348755133776194e-09
1949,3.0236385217818906e-07,3.9268033269479474e-09
1950,3.254420715137485e-07,1.0635361036293034e-08
1951,2.2495557194801563e-07,6.396841278899501e-09
1952,3.026358683655417e-07,4.2179215675730575e-09
1953,2.6503616012973907e-07,3.232148326759443e-09
1954,3.11743910685891e-07,2.9317608341017376e-09
1955,2.9189238981430776e-07,9.385607846468247e-10
1956,2.607621301109475e-07,1.744228317335228e-09
1957,2.791871915874822e-07,7.068030161150318e-09
1958,3.788687443773142e-07,6.617794756635931e-09
1959,3.115800715214334e-07,1.5501495642666896e-09
1960,3.820300129575571e-07,5.536666680683311e-09
1961,3.1544643341874234e-07,3.47407969059077e-09
1962,2.9743776686075307e-07,6.341956293454132e-09
1963,3.4787365787991575e-07,6.466053470433053e-09
1964,2.7864575669056535e-07,7.909158661334459e-09
1965,3.3105863650462197e-07,5.47204326295514e-09
1966,2.547974329303315e-07,4.985167390003653e-09
1967,3.32797643665117e-07,5.916402479044791e-09
1968,4.486924316537966e-07,4.491415656060482e-09
1969,3.024810566465419e-07,9.083515273289322e-09
1970,3.021362200428257e-07,4.598724956395017e-09
1971,3.858936494793852e-07,1.1818314438194477e-08
1972,3.175560800983135e-07,5.130146973897354e-09
1973,2.651851085389012e-07,4.410563025913916e-09
1974,1.9576989629399577e-07,5.625571564138454e-09
1975,2.2103428554132165e-07,4.569184142155791e-09
1976,2.3768272416901937e-07,5.713526984862938e-09
1977,2.4917554330983194e-07,2.3507127355770763e-09
1978,3.1485134366349143e-07,6.534650598410963e-09
1979,2.633388045403251e-07,4.681578791299046e-09
1980,2.9051119554424076e-07,2.2740602734216964e-09
1981,2.0178503468137876e-07,3.795329717171114e-09
1982,2.5388684132821027e-07,6.2075020679230875e-09
1983,2.1787839887821292e-07,3.78918940668882e-09
1984,2.783523997962334e-07,1.275781880138993e-08
1985,2.5927055524732623e-07,9.02333674446254e-09
1986,2.9372979781783215e-07,7.792831269171074e-09
1987,2.9454136196704894e-07,1.649920600144128e-08
1988,2.968294241512126e-07,5.996553809062277e-10
1989,2.612346099439833e-07,3.841685636274406e-09
1990,2.1522171467225348e-07,3.814055737905164e-09
1991,2.9776243160029026e-07,5.2753188484189195e-09
1992,3.0910786819049463e-07,8.26491608485469e-09
1993,2.6975940770057605e-07,7.20096987594232e-09
1994,2.600538779873318e-07,3.692448513614721e-09
1995,2.808829542289004e-07,7.0491861237087505e-09
1996,2.717088918302579e-07,8.007137841659073e-09
1997,2.3111391556085437e-07,7.67183128136395e-09
1998,2.884718135476305e-07,6.198567881199324e-09
1999,2.4084960426051794e-07,4.113180906983871e-09
2000,2.845212327962088e-07,6.185244094680797e-09
2001,2.655014377239695e-07,8.762423842068046e-09
2002,2.7251198098099394e-07,6.571832134039113e-09
2003,3.4043759544744034e-07,5.833692307000149e-09
2004,3.1274018574833917e-07,7.047666006343434e-09
2005,2.9904896070576115e-07,4.053374524914943e-09
2006,3.6731578312299007e-07,5.353256671281059e-09
2007,2.9319479377676316e-07,7.988958827809256e-09
2008,3.039811904415046e-07,5.5346716099080595e-09
2009,3.037338682787549e-07,1.0966842989290626e-08
2010,2.8909613192240613e-07,1.039234459598859e-08
2011,2.9826981240432815e-07,1.6443079675632077e-08
2012,3.516593185537431e-07,2.8595722734170437e-08
2013,4.144639937919692e-07,2.5659951052858787e-08
2014,4.592909359502073e-07,2.2953718592511052e-08
2015,3.936637762436135e-07,1.7289288223309995e-08
2016,4.3870981514260166e-07,1.4292246275360299e-08
2017,3.5470120884895096e-07,2.2640501584625383e-08
2018,4.210372130941664e-07,2.8912426675020697e-08
2019,4.497391330460232e-07,1.7346717284816293e-08
