year,en_ADP oie_NOUN,en_ADP doigt_NOUN
1966,3.323444985880997e-08,8.474784607415131e-08
1967,1.7256174267288316e-08,6.606649805007692e-08
1968,1.4372530721118437e-08,3.9973599541553995e-08
1969,9.083515217778171e-09,6.403878671790153e-08
1970,1.3796175091229657e-08,5.7484061954937715e-08
1971,1.6956711590410123e-08,5.5494691508783944e-08
1972,1.1799337673590315e-08,6.925698414761428e-08
1973,1.047508757512361e-08,6.395316631824244e-08
1974,1.4626486743996026e-08,5.513060230555311e-08
1975,1.4849848462006321e-08,7.824727532579345e-08
1976,9.141642998145016e-09,8.113207883297946e-08
1977,1.1753563455840776e-08,4.172515133404886e-08
1978,2.1386129422928946e-08,3.801978465389766e-08
1979,1.2289143924704149e-08,3.6282234106010947e-08
1980,8.527726080842513e-09,6.99273527970945e-08
1981,9.48832401537203e-09,3.985096341807548e-08
1982,1.1173504455008754e-08,4.903926864585628e-08
1983,8.209910973278056e-09,5.052253015946917e-08
1984,8.69851302098823e-09,4.5232265932781957e-08
1985,4.812446441349039e-09,3.66949031160857e-08
1986,1.1988970816112499e-08,3.416856841909066e-08
1987,9.777306964053878e-09,4.399788267051008e-08
1988,5.99655392008458e-09,3.47800117594943e-08
1989,6.585746614717891e-09,3.0733485090195245e-08
1990,1.0897301727652575e-08,5.121732016277747e-08
1991,4.68917216167597e-09,2.6376593353916178e-08
1992,8.264916362410446e-09,3.1406681699763794e-08
1993,4.4313659408601325e-09,3.37891670199042e-08
1994,9.494867947434926e-09,2.8484603120659813e-08
1995,7.591431483433553e-09,2.277429267394382e-08
1996,8.007138063703678e-09,2.2419987644184403e-08
1997,1.054876808126437e-08,1.6782131240233866e-08
1998,7.629006759657386e-09,2.6701524546979272e-08
1999,6.8553016596695215e-09,2.970630674781205e-08
2000,1.060327570190367e-08,2.960081069147691e-08
2001,5.695575122643959e-09,3.767842216007011e-08
2002,1.3581786362237835e-08,2.8477940006155222e-08
2003,1.1250691767106247e-08,2.7918384049030465e-08
2004,9.690541008522402e-09,2.99525808600265e-08
2005,8.557123898356167e-09,1.3961623857028371e-08
2006,1.1530091548195287e-08,2.2236605445868918e-08
2007,1.0385647009059085e-08,1.3581230362547103e-08
2008,1.1920831433087642e-08,2.2564430324223395e-08
2009,8.105927484791664e-09,2.574823909640145e-08
2010,4.251413721068076e-09,2.4563723499682055e-08
2011,7.647943611743813e-09,3.709252638373073e-08
2012,1.1234033758800166e-08,3.097870049373341e-08
2013,9.483025031897796e-09,1.9244962956577183e-08
2014,9.094869662940042e-09,2.165445245339015e-08
2015,1.2634479421014255e-08,1.795426030071212e-08
2016,1.0356700386182638e-08,1.822779260862717e-08
2017,1.1068689659277098e-08,2.2388940479345365e-08
2018,1.290733386838383e-08,1.7812119779136992e-08
2019,8.163161147045628e-09,1.2754938438774843e-08
