year,son_DET hommage_NOUN,son_DET dommage_NOUN
1913,1.919682290907332e-07,3.0227042202568555e-08
1914,2.0759905805523005e-07,6.361906201846068e-08
1915,1.9084834135263407e-07,2.9451904026700504e-08
1916,2.5710661022415593e-07,5.383856560570166e-08
1917,2.7525725632138176e-07,2.7416060532914344e-08
1918,2.0101158071383907e-07,1.722956355365568e-08
1919,2.3111698888023113e-07,4.327688785110695e-08
1920,2.1050803589162115e-07,2.6502810612782923e-08
1921,2.7716254713539e-07,4.4679211441689404e-08
1922,2.5380097579130734e-07,3.541408943874558e-08
1923,2.059493859896122e-07,6.263409346729532e-08
1924,2.3204924071151822e-07,3.0939897754933554e-08
1925,2.1556428730917787e-07,5.27912540349007e-08
1926,2.8088268444470543e-07,4.346993875969929e-08
1927,2.2186957215897252e-07,5.5746124161260013e-08
1928,2.159521721445401e-07,6.284322751071159e-08
1929,2.0275539736047676e-07,5.124586976990031e-08
1930,1.754101779383177e-07,3.991369368350206e-08
1931,2.109990990817323e-07,4.676196141417677e-08
1932,2.082311910678314e-07,5.4797684612140074e-08
1933,2.225308504133494e-07,3.670611903316967e-08
1934,2.5161317296351626e-07,4.313368862085554e-08
1935,2.2500373741962676e-07,5.505410882733486e-08
1936,2.1581992148966833e-07,3.15242587589637e-08
1937,2.064943446233869e-07,1.7627565185307503e-08
1938,2.2818777623001552e-07,3.630260181353151e-08
1939,2.5541063841671985e-07,2.4470480752825097e-08
1940,3.34723347039656e-07,1.0903866609623947e-07
1941,2.774412433126372e-07,3.5418032950929046e-08
1942,1.790184951389051e-07,6.371844563091145e-08
1943,2.2354910922395277e-07,4.645176332473966e-08
1944,2.2813621924910876e-07,7.711646787811333e-08
1945,2.788485318205858e-07,3.0499055725385915e-08
1946,2.1160078578219554e-07,4.315542412314244e-08
1947,2.0265479960812627e-07,5.1259746669529704e-08
1948,2.6527405871945575e-07,5.544662684542345e-08
1949,1.9928526473478314e-07,5.792034940554913e-08
1950,1.88245901977524e-07,7.551106762093696e-08
1951,1.823099635700487e-07,5.970385075215745e-08
1952,1.9296991382589113e-07,6.748674508116892e-08
1953,2.0254795618512844e-07,4.201792691560513e-08
1954,1.778601594892848e-07,5.1794440736330216e-08
1955,2.487186101518546e-07,3.566530892840092e-08
1956,1.9622568103727644e-07,5.319896345667985e-08
1957,2.2352645379086766e-07,4.94762097957846e-08
1958,1.6130874569419973e-07,5.21151335419745e-08
1959,1.4958943328480245e-07,6.588135903484726e-08
1960,1.5225833438492486e-07,5.4674583083169637e-08
1961,2.1956183982041466e-07,7.08712235564235e-08
1962,2.0928456301305687e-07,1.1161843360696366e-07
1963,2.107933312345267e-07,5.237503231114715e-08
1964,1.7704347188285396e-07,6.935724172763003e-08
1965,1.8495506637350445e-07,7.770301380105593e-08
1966,1.7503476401614648e-07,7.256188183646373e-08
1967,2.558844296451923e-07,9.3183345484249e-08
1968,2.0076628937104601e-07,6.153239695549928e-08
1969,2.2799623611291508e-07,5.450109341609277e-08
1970,2.0510313936128455e-07,5.334521091526767e-08
1971,2.1838189345757542e-07,4.8300936583700604e-08
1972,2.1238808223245087e-07,4.2580218462262565e-08
1973,2.00129302463381e-07,6.781240813324985e-08
1974,1.845187551641203e-07,7.538265833773039e-08
1975,2.0104410447530086e-07,5.997053875717029e-08
1976,1.9425990815946648e-07,3.7709277478370495e-08
1977,1.8218023800642413e-07,6.053085144230863e-08
1978,1.9722763822116463e-07,6.712868128033733e-08
1979,1.7263321661076247e-07,6.671249508372057e-08
1980,1.660064026243191e-07,4.661823638230089e-08
1981,2.0811057943603828e-07,5.123695245856652e-08
1982,1.551875525862556e-07,6.083352133146036e-08
1983,1.484099323434407e-07,4.294414779337785e-08
1984,1.6527174762082097e-07,7.59670086836195e-08
1985,1.6542784830875235e-07,6.015557829641693e-08
1986,1.38472609823026e-07,5.454981888419752e-08
1987,1.7660261253382714e-07,6.660790319301668e-08
1988,2.0508214282344284e-07,6.596209090048433e-08
1989,1.8604734730587325e-07,4.9941910162942804e-08
1990,1.8525412648351391e-07,6.919786699199904e-08
1991,1.98703663301103e-07,5.7442360201775955e-08
1992,1.8072617313791284e-07,7.658822198663984e-08
1993,1.91656575943e-07,4.2097976660215863e-08
1994,1.9147983909562072e-07,7.912390032061012e-08
1995,2.3045415264988378e-07,5.2055526111871586e-08
1996,1.9537417106363364e-07,8.113899951922576e-08
1997,1.884393476814239e-07,6.377209871288869e-08
1998,2.1694987317744108e-07,7.533644463819655e-08
1999,2.0977223780249687e-07,5.7127515162846976e-08
2000,2.142745270106161e-07,7.422293180070483e-08
2001,1.9803077222491083e-07,6.265133123406486e-08
2002,1.9408811580134966e-07,6.308958688805433e-08
2003,2.22513681702452e-07,7.208776509060044e-08
2004,2.6384700291259833e-07,4.448839163728735e-08
2005,2.3779797375667044e-07,4.999161973273658e-08
2006,2.470733981851936e-07,9.306431536515447e-08
2007,2.548477828767659e-07,6.391167062247405e-08
2008,2.2564430901539367e-07,8.429730513626055e-08
2009,1.9597270650706378e-07,3.9575997590191037e-08
2010,1.8611745122854018e-07,5.243410328148457e-08
2011,1.6251881240769706e-07,1.4072216458771436e-07
2012,1.7736157298386956e-07,4.1872308287338456e-08
2013,1.5925903396052377e-07,1.0515001491739895e-07
2014,2.1091435620235188e-07,1.0675644546154217e-07
2015,1.5826348587211214e-07,1.4984050267230486e-07
2016,1.862134690888695e-07,1.3153008637800667e-07
2017,1.5068512215776764e-07,2.1533632832415606e-07
2018,1.5953464327367328e-07,1.1926375975690462e-07
2019,1.9285467312002424e-07,8.979476717740908e-08
