year,on_PRON ira_VERB,on_PRON dira_VERB
1859,3.51869175574393e-07,2.5822411089393427e-06
1860,3.908915005013114e-07,2.3293288222703268e-06
1861,3.4237896073818774e-07,2.9880346801292035e-06
1862,3.7815544473573937e-07,2.461398935338366e-06
1863,2.9767939935254617e-07,2.77501123946422e-06
1864,3.706324704921826e-07,2.8260126327950275e-06
1865,3.628976941172368e-07,2.6019436063506873e-06
1866,3.002083168723857e-07,2.487301344444859e-06
1867,3.9113660221801183e-07,2.26917461532139e-06
1868,3.848161966857333e-07,2.51637186465814e-06
1869,3.5356678296238897e-07,2.516965764698398e-06
1870,3.5436422507473253e-07,2.555092123657232e-06
1871,6.595751216309509e-07,2.7806241860162118e-06
1872,4.7048300189089787e-07,2.0379533225423074e-06
1873,3.813084958892432e-07,2.1525671627387055e-06
1874,4.206124941674716e-07,2.0941005232089083e-06
1875,4.0794488143092167e-07,2.320079261153296e-06
1876,3.2588020104640236e-07,2.109454499077401e-06
1877,4.007760878721456e-07,2.2791045921621844e-06
1878,3.291303372066068e-07,2.56661269304459e-06
1879,3.916077417898123e-07,2.519485747143335e-06
1880,3.6389188551311236e-07,2.4176026727218414e-06
1881,3.9464393353227933e-07,2.157293920390657e-06
1882,3.780258808205872e-07,2.3114153009373695e-06
1883,4.2213182638306534e-07,2.24905272716569e-06
1884,3.5715181212481184e-07,2.3039922325551743e-06
1885,3.796479361994898e-07,2.580832529019972e-06
1886,4.194751426211951e-07,2.2761367972634616e-06
1887,3.714958012324132e-07,2.2733715923095588e-06
1888,3.82339074178617e-07,2.0074386384294485e-06
1889,3.765347074136116e-07,2.1495683313332847e-06
1890,3.7884355208461784e-07,2.218659801656031e-06
1891,4.5575672658060284e-07,2.03146396415832e-06
1892,4.0808016166238303e-07,2.232844053651206e-06
1893,3.688891538899952e-07,2.3543626639366266e-06
1894,5.034929912994812e-07,2.0561923292916617e-06
1895,3.906080934257261e-07,2.101098289131187e-06
1896,3.833068760172864e-07,2.0627808225981425e-06
1897,4.463262541776203e-07,2.0323576563896495e-06
1898,3.966506696428951e-07,1.9572249243537954e-06
1899,4.908489472654765e-07,2.1253538307064446e-06
1900,4.24109053653865e-07,2.081612365145702e-06
1901,3.459429436247774e-07,2.129309564224968e-06
1902,3.3733650184331054e-07,1.892914383461175e-06
1903,4.087966800625509e-07,2.200589733547531e-06
1904,3.9449747646358446e-07,2.00796000626724e-06
1905,3.710585616545359e-07,2.0441766537260264e-06
1906,3.95073371350918e-07,2.215600261479267e-06
1907,3.8519896605748727e-07,2.074108692795562e-06
1908,3.6589847951518095e-07,2.262676844111411e-06
1909,4.257761361259327e-07,2.2234976313484367e-06
1910,4.5585605334963475e-07,2.2082030000092345e-06
1911,4.224377079253827e-07,2.1627321302730707e-06
1912,4.485311606572395e-07,2.2515118871524464e-06
1913,4.0090601771680667e-07,2.1943772026133956e-06
1914,4.453334483400795e-07,2.125546416209545e-06
1915,4.865454812374992e-07,1.8260180354445765e-06
1916,4.823495771688613e-07,1.8975346733896004e-06
1917,5.592876561877347e-07,1.957506810867926e-06
1918,4.468200245355547e-07,2.088223254759214e-06
1919,4.318481003906527e-07,2.161082079510379e-06
1920,5.171834160933031e-07,2.2921144591236953e-06
1921,4.520930119156219e-07,2.0507000044744927e-06
1922,4.1242660131501907e-07,2.1012359638916678e-06
1923,3.9703645882127603e-07,2.3885884274932323e-06
1924,4.357369078888951e-07,2.485505206095695e-06
1925,4.2672931499510014e-07,2.3250147478393046e-06
1926,3.834271566915959e-07,2.3418037926603574e-06
1927,4.2478546191659916e-07,2.4929665869422024e-06
1928,3.690611478646133e-07,2.132099325535819e-06
1929,4.3113372782954684e-07,2.2470200065072277e-06
1930,3.9388513783933377e-07,2.3391526156046893e-06
1931,3.9804695717293725e-07,2.1156936327315634e-06
1932,4.18654302336563e-07,2.0428575453479425e-06
1933,4.221203582233102e-07,2.1278078747855034e-06
1934,4.7087608834317507e-07,2.411892069176247e-06
1935,4.152994677042443e-07,2.2883359633851796e-06
1936,3.3342966077043457e-07,2.4297928575833794e-06
1937,3.7017886711510073e-07,2.5962885956687387e-06
1938,3.7988076684314365e-07,2.524327214814548e-06
1939,3.181162568921536e-07,2.3721072466287296e-06
1940,2.7386455059286163e-07,2.693001420084329e-06
1941,3.3647129527025754e-07,2.9692116640944732e-06
1942,4.09618593266714e-07,2.894638100769953e-06
1943,4.81937036056479e-07,2.502588699826447e-06
1944,4.2414056622419594e-07,2.8115379109294736e-06
1945,5.511615128739322e-07,2.8690898261629627e-06
1946,4.301621316926685e-07,2.9331766882023658e-06
1947,4.398801394245311e-07,2.975449319819745e-06
1948,4.120445566968556e-07,2.8690911904050154e-06
1949,4.506006661131323e-07,2.9087796065141447e-06
1950,4.605111456612576e-07,2.7566857170313597e-06
1951,4.1153010954531055e-07,3.0342349646161892e-06
1952,4.2179216563908994e-07,2.629874188642134e-06
1953,4.395721475702885e-07,2.758099867605779e-06
1954,3.7917439499324246e-07,2.7988544388790615e-06
1955,3.8105568478385976e-07,2.885135813812667e-06
1956,4.238474957674043e-07,2.7785557676907047e-06
1957,3.9227568748856356e-07,2.9429510277623194e-06
1958,4.996435194470905e-07,2.6347095172241097e-06
1959,4.123398014144186e-07,2.6864091751122032e-06
1960,4.3670459604072676e-07,2.740650074883888e-06
1961,4.530199930741219e-07,2.916837274824502e-06
1962,4.857938620261848e-07,2.8247073942111456e-06
1963,4.771947175186142e-07,2.689878101591603e-06
1964,5.451235551845457e-07,2.945249093500024e-06
1965,4.5636841150553664e-07,2.9625642810060526e-06
1966,4.392486232518422e-07,3.1772132160767796e-06
1967,4.4767448059701564e-07,3.2673333407728933e-06
1968,4.751917970224895e-07,3.2571747397014406e-06
1969,4.809721474430262e-07,2.993472548951104e-06
1970,4.2584193238326407e-07,3.1749597155794618e-06
1971,4.7530177482713043e-07,3.414978891669307e-06
1972,4.2426314905696927e-07,3.1642745170756825e-06
1973,4.4546686694957316e-07,3.1017284527479205e-06
1974,4.286685424403913e-07,2.8268498226680094e-06
1975,4.266475741587783e-07,2.8089059469493804e-06
1976,4.125166270796399e-07,2.69278530140582e-06
1977,4.384079375086003e-07,2.9918696782260668e-06
1978,4.1524732807829423e-07,2.811681838466029e-06
1979,5.073660815924086e-07,3.05180401483085e-06
1980,4.11604908379104e-07,2.966511601698585e-06
1981,5.313461599598668e-07,2.902794676629128e-06
1982,5.214301808109667e-07,2.9063526199024636e-06
1983,4.755432883030153e-07,3.1128192858886905e-06
1984,4.818976009346443e-07,2.7313329837852507e-06
1985,4.463544200916658e-07,2.948826590909448e-06
1986,4.981417305316427e-07,2.8755546281900024e-06
1987,4.577001817551718e-07,2.8604733870452037e-06
1988,5.187019098684686e-07,2.7464216145745013e-06
1989,4.708808916120688e-07,2.6869845441979123e-06
1990,4.702185663063574e-07,2.7940682230109815e-06
1991,4.2847311476634786e-07,2.966487500088988e-06
1992,5.047108970757108e-07,2.780317799988552e-06
1993,4.957590675758183e-07,2.715319396884297e-06
1994,5.259101953924983e-07,2.8954071922271396e-06
1995,4.744644428456013e-07,2.7171901137990062e-06
1996,5.076525724234671e-07,2.661572807483026e-06
1997,4.2962253132827755e-07,2.6276021571902675e-06
1998,5.092362016512197e-07,2.7788657916971715e-06
1999,5.027221305908824e-07,2.6717395940067945e-06
2000,5.239785281219156e-07,2.70913687927532e-06
2001,4.985818975455913e-07,2.678672899492085e-06
2002,4.626569847232531e-07,2.5958737523978925e-06
2003,4.6961220334651443e-07,2.532655685172358e-06
2004,4.669078776942115e-07,2.490028464308125e-06
2005,4.976643310783402e-07,2.5644350216680323e-06
2006,5.279134995817003e-07,2.5497973865640233e-06
2007,6.1914430204979e-07,2.5960122229662375e-06
2008,7.203587983894977e-07,2.2645322133030277e-06
2009,6.837588131247685e-07,2.4050763158811606e-06
2010,8.384732552713103e-07,2.3293023332371376e-06
2011,9.907911646678258e-07,2.1643681407113036e-06
2012,1.2146373649102316e-06,2.0820409645239124e-06
2013,1.105609186424772e-06,2.12782350672569e-06
2014,1.3798216684790532e-06,2.153751722744346e-06
2015,1.2459370282158488e-06,2.001789255245967e-06
2016,1.1959917571857659e-06,1.9414670191508776e-06
2017,1.4912543520040344e-06,2.1171384787521674e-06
2018,1.5145464544730203e-06,1.731647842007078e-06
2019,1.5071235566210817e-06,1.693855836037983e-06
