year,bien_ADV étendu_VERB,bien_ADV etendu_VERB,bien_ADV détendu_VERB
1999,1.279656292041409e-08,4.570201161957499e-10,5.484241505371301e-09
2000,1.3254094155534801e-08,0.0,3.97622823555821e-09
2001,1.3143635152479405e-08,0.0,3.5049694258049158e-09
2002,1.2267420412825913e-08,0.0,1.2267419968736704e-08
2003,1.1667384391955693e-08,0.0,3.333538334260311e-09
2004,9.690540814233373e-09,0.0,6.607186797680242e-09
2005,1.306087415997581e-08,0.0,9.908249332113428e-09
2006,1.0706514064207084e-08,0.0,7.823991232669414e-09
2007,9.98619853476157e-09,0.0,1.5578470069499417e-08
2008,1.2772319202269955e-08,8.514879357157668e-10,1.2346575317678798e-08
2009,1.5735034608610476e-08,0.0,9.059565542202108e-09
2010,6.140930874920514e-09,0.0,1.795041271179798e-08
2011,2.2179037217906483e-08,0.0,1.873746313663105e-08
2012,1.6680837655602687e-08,0.0,2.5872321174347235e-08
2013,1.2272150407000026e-08,0.0,1.7292574483462886e-08
2014,1.0177592019156023e-08,0.0,2.3170263929728208e-08
2015,1.4629397429577473e-08,0.0,2.3939014326401775e-08
2016,2.0299131708867435e-08,0.0,2.8584492994809807e-08
2017,1.3584301378211094e-08,0.0,3.245138557872451e-08
2018,2.0393586819267284e-08,0.0,2.6330960523068825e-08
2019,1.6836519511898018e-08,0.0,2.7040469419148394e-08
