year,bien_ADV eu_VERB,bien_ADV dû_VERB
1973,5.7447584822512e-07,3.517424147503334e-07
1974,5.383672032621689e-07,2.8409135666151997e-07
1975,5.203158366384741e-07,2.867163004793838e-07
1976,5.833510954289522e-07,2.9824610692230635e-07
1977,5.347871478988964e-07,3.4320405006837973e-07
1978,6.819798841206648e-07,3.700988315813447e-07
1979,6.899476829858031e-07,3.323920907405409e-07
1980,6.287776841418236e-07,3.138203226171754e-07
1981,7.242754236358451e-07,3.3715178915372235e-07
1982,7.163457667047624e-07,3.985216494584165e-07
1983,7.148937584133819e-07,3.5492075767251663e-07
1984,6.657261906184431e-07,3.6417773685570864e-07
1985,7.206638770185236e-07,3.3566814749974583e-07
1986,8.194461429411604e-07,3.764536984363076e-07
1987,7.693518568885338e-07,3.3242844210690237e-07
1988,7.201861080829985e-07,3.178173528795014e-07
1989,8.627328043075977e-07,3.073348295856704e-07
1990,8.031311722334067e-07,3.4326501463510795e-07
1991,8.504986226398614e-07,3.7747835790469253e-07
1992,8.033498488657642e-07,3.4933046322294103e-07
1993,8.934741799748736e-07,3.295828321370209e-07
1994,8.65615447764867e-07,3.4234273016409134e-07
1995,9.397107305630925e-07,3.1504438879892405e-07
1996,9.52315645008639e-07,3.341645822274586e-07
1997,8.846580499266565e-07,2.9728346362389857e-07
1998,9.693607125882409e-07,2.8847182420577155e-07
1999,8.802207389635441e-07,2.687278310986585e-07
2000,9.189505476570048e-07,3.119130269624293e-07
2001,9.174257229460636e-07,2.812737989188463e-07
2002,9.572969474902493e-07,2.909131069372961e-07
2003,9.3839105375082e-07,2.946014490134985e-07
2004,9.576016282153432e-07,2.933591076725861e-07
2005,1.0349616559324204e-06,2.8553773745443323e-07
2006,1.061592001860845e-06,3.310783540655393e-07
2007,1.1216498023713939e-06,3.842689295652235e-07
2008,1.1375879012121004e-06,3.801893626587116e-07
2009,1.0675983048713533e-06,4.834947162635217e-07
2010,1.2546394145829254e-06,5.777199021395063e-07
2011,1.1823721024484257e-06,5.816261250402022e-07
2012,1.288850057790114e-06,6.879994884911866e-07
2013,1.3226031114754733e-06,7.123425120880711e-07
2014,1.3765735502602183e-06,7.988327297425712e-07
2015,1.3257337059258134e-06,7.669351020922477e-07
2016,1.266417257284047e-06,7.949802807161177e-07
2017,1.3999376733409008e-06,7.499037337765913e-07
2018,1.4657567817266681e-06,7.932846983749187e-07
2019,1.4237062941901968e-06,8.101936828097678e-07
