year,on_PRON eut_VERB,on_PRON dut_VERB
1866,4.833013349525572e-06,1.4927699965028296e-06
1867,4.213696229271591e-06,1.6761611334459303e-06
1868,4.1534461843184545e-06,1.766004970704671e-06
1869,4.215453714095929e-06,1.5720048054390645e-06
1870,4.3429686229501385e-06,1.8612722669786308e-06
1871,4.152880364927114e-06,2.1571611341641983e-06
1872,4.466564746508084e-06,2.07060895718314e-06
1873,4.214745899844274e-06,1.918514470844457e-06
1874,4.445706736078137e-06,2.0307695933752257e-06
1875,4.488538138502918e-06,1.94417486909515e-06
1876,4.1378925743629225e-06,2.0006262673177844e-06
1877,4.263193659426179e-06,1.964916066299338e-06
1878,4.427859835232084e-06,1.9856523749695043e-06
1879,4.30707439136313e-06,1.7625403074816859e-06
1880,3.902692355950421e-06,1.9176524119757232e-06
1881,3.839759983748081e-06,2.010871241964196e-06
1882,4.167602241977875e-06,2.1210712475294713e-06
1883,4.014044066025235e-06,2.0746389850501146e-06
1884,4.695786969932669e-06,2.0154980688857904e-06
1885,4.865810296905693e-06,2.002658987976247e-06
1886,4.25670486947638e-06,2.0070273194505717e-06
1887,3.6881895084661664e-06,2.0925203898514155e-06
1888,4.122033715248108e-06,2.0467504384669155e-06
1889,3.915710408364248e-06,2.0656156323184405e-06
1890,3.5596873431131826e-06,2.1491833308573405e-06
1891,3.5383294516577735e-06,2.0193528769141267e-06
1892,3.7203620877335197e-06,2.1500997604562144e-06
1893,3.751091526282835e-06,2.0833923031204904e-06
1894,3.580534553293546e-06,2.1318107314982626e-06
1895,3.696031058098015e-06,2.305129328306066e-06
1896,3.6361080901770038e-06,2.0651395402637718e-06
1897,3.618971845753549e-06,2.109270326400292e-06
1898,3.6304006130194466e-06,2.244103598059155e-06
1899,3.547599874309526e-06,2.2347999788507877e-06
1900,3.509151952130196e-06,2.2254044438341225e-06
1901,3.4108074373762065e-06,2.1667540579528577e-06
1902,3.3959522625082172e-06,1.961658341542716e-06
1903,3.422659631269198e-06,2.034262990946445e-06
1904,3.4569590070532286e-06,2.222407545104943e-06
1905,3.404036704068858e-06,2.1639062879330595e-06
1906,3.401334822683566e-06,2.251095111205359e-06
1907,3.3197053426192724e-06,2.039137370957178e-06
1908,3.262144559812441e-06,2.061310055978538e-06
1909,3.658154128061142e-06,2.3324170683736156e-06
1910,3.3497136087135004e-06,2.084753191411437e-06
1911,3.5641186286738957e-06,2.1675203925042297e-06
1912,3.554909142167162e-06,2.2275485207501333e-06
1913,3.217323808257788e-06,2.1275595258885005e-06
1914,3.3497111076030706e-06,1.995629588691372e-06
1915,3.0040941965125967e-06,1.801278472157719e-06
1916,3.4500630476941296e-06,2.2348498305291287e-06
1917,3.174779919845605e-06,1.950926957761112e-06
1918,3.5228716797064408e-06,2.2145733282741276e-06
1919,3.194202520262479e-06,1.7872433204502158e-06
1920,3.1773084288033715e-06,1.7817461070990248e-06
1921,2.950342491203628e-06,1.7803529317461653e-06
1922,3.213091019915737e-06,1.849648413099203e-06
1923,2.8089798433938995e-06,1.683689362153018e-06
1924,3.0527365311172616e-06,1.714586062462331e-06
1925,2.9860053700758726e-06,1.804801030402814e-06
1926,2.9815920470355195e-06,1.8223935853711737e-06
1927,3.0036012503842358e-06,1.907632395159453e-06
1928,2.8896458843519213e-06,1.7264748350953596e-06
1929,2.914330252679065e-06,1.7223068482508097e-06
1930,3.047095447072934e-06,1.7541017882649612e-06
1931,3.0110142006378737e-06,1.622982239268822e-06
1932,2.8144089014858764e-06,1.7096877513722575e-06
1933,2.5889285097946413e-06,1.6930697199768474e-06
1934,2.7629523060568317e-06,1.7505088862890261e-06
1935,2.3733107354928507e-06,1.4816735358635924e-06
1936,2.3049082074066973e-06,1.554388433078202e-06
1937,2.302915504515113e-06,1.5650760190055735e-06
1938,2.259836833218287e-06,1.2887423110896634e-06
1939,2.171755113522522e-06,1.6486986851305119e-06
1940,2.2112026840659382e-06,1.2577482948472607e-06
1941,2.074906319649017e-06,1.2278250949293579e-06
1942,2.378822102855338e-06,1.3957374562778568e-06
1943,2.3748464172967942e-06,1.3674238061867072e-06
1944,2.3391995682686684e-06,1.5230502583563066e-06
1945,2.435567580505449e-06,1.5184173207671847e-06
1946,2.2941979409552005e-06,1.374012953192505e-06
1947,2.3102648469830456e-06,1.4769959761906648e-06
1948,2.27439892341863e-06,1.3589859406692995e-06
1949,1.92511532759454e-06,1.201601833145105e-06
1950,1.932445229613222e-06,1.0773620999771083e-06
1951,1.9009279412784963e-06,1.3038894906003407e-06
1952,1.8537764958637126e-06,1.0354997357353568e-06
1953,1.6753301110838947e-06,1.2023591011711687e-06
1954,1.7199663489009254e-06,1.0016849785188242e-06
1955,1.6387270989071112e-06,1.0455567007738864e-06
1956,1.6849245980665728e-06,1.02124570844353e-06
1957,1.7466869621785008e-06,1.0151458695872861e-06
1958,1.7280715951528691e-06,9.82742506039358e-07
1959,1.6780369094249181e-06,9.463663417363932e-07
1960,1.5080495643360337e-06,9.751454115303204e-07
1961,1.6140573961820337e-06,9.35917057631741e-07
1962,1.6045149777710321e-06,8.675796721036022e-07
1963,1.5706043257068814e-06,8.612783233274968e-07
1964,1.5599294442836253e-06,8.913013402889192e-07
1965,1.7187688570174942e-06,9.76759736204258e-07
1966,1.5996848219401727e-06,9.250254606740782e-07
1967,1.8478897345630685e-06,8.79571871337248e-07
1968,1.9236734374317166e-06,9.732898149650282e-07
1969,1.5464685816368728e-06,7.998035727041497e-07
1970,1.5226378877741809e-06,8.015577463993395e-07
1971,1.5014396979040612e-06,8.092975889439913e-07
1972,1.4928727409824205e-06,7.772172665454491e-07
1973,1.3948405239716521e-06,7.150625407348343e-07
1974,1.1808075157659914e-06,6.784439534612829e-07
1975,1.234250902371059e-06,6.699566199586116e-07
1976,1.244406149680799e-06,7.056205930666692e-07
1977,1.2335365227045259e-06,6.470336728625625e-07
1978,1.2944548188897897e-06,7.027719561847334e-07
1979,1.357657822609326e-06,6.870216964216525e-07
1980,1.2001353013602056e-06,6.299146946275869e-07
1981,1.1202548364508402e-06,6.116806332556735e-07
1982,1.1086599158716126e-06,6.536500052334304e-07
1983,1.0293965146956907e-06,5.74062241298634e-07
1984,1.0032284478711517e-06,6.019370744070329e-07
1985,9.414348198788502e-07,5.798997904093994e-07
1986,1.067617830585732e-06,5.179235529340076e-07
1987,9.997296217534313e-07,4.900875296698359e-07
1988,1.0332062458928704e-06,5.660746893454416e-07
1989,1.047682530952443e-06,5.257621040755112e-07
1990,9.404371326127148e-07,5.007310335258808e-07
1991,8.897704049104505e-07,5.415993769020133e-07
1992,9.895859420794295e-07,5.410765027136222e-07
1993,9.616064460260532e-07,5.555824884595495e-07
1994,9.563442233684327e-07,5.095579211911172e-07
1995,9.500133728579385e-07,4.4789443620629754e-07
1996,9.443085389193584e-07,4.820297192509315e-07
1997,8.875349806203303e-07,3.9605829726951924e-07
1998,8.482501812068222e-07,3.9527790107740657e-07
1999,8.907321813467206e-07,4.4148143274469476e-07
2000,8.504710820034234e-07,4.1131873729227664e-07
2001,8.955196904025797e-07,3.9562341669352463e-07
2002,9.042841497830523e-07,4.048248527510623e-07
2003,8.417184460540739e-07,3.841902866952296e-07
2004,8.77434388257825e-07,3.246331132800151e-07
2005,8.872386558778089e-07,3.5444507773263467e-07
2006,8.458145828171837e-07,3.0678279472340364e-07
2007,8.352456575266842e-07,2.8560528875232194e-07
2008,9.259931346150552e-07,3.3889219253069314e-07
2009,9.417180137916148e-07,3.7573357758446946e-07
2010,7.846220455576258e-07,3.202731591045449e-07
2011,7.567640523120645e-07,2.952106328280024e-07
2012,9.392333595314994e-07,3.9455288458611903e-07
2013,1.0057584916012274e-06,4.278517735656351e-07
2014,1.2418827850524394e-06,5.608503101939277e-07
2015,1.3281720043778478e-06,4.7080062870463735e-07
2016,1.6939418969741382e-06,6.690428193678599e-07
2017,8.117877712265908e-07,3.1973419822861615e-07
2018,1.0044487055438367e-06,3.983202958579568e-07
2019,1.1752400723707979e-06,4.127497987838069e-07
