year,certain_ADJ honneur_NOUN
1875,1.3159512590732447e-08
1876,1.6928840551599933e-08
1877,1.608052180301911e-08
1878,1.268208649207736e-08
1879,2.443730107160036e-09
1880,5.776061406947974e-09
1881,1.2550513517339823e-08
1882,5.324308105514319e-09
1883,0.0
1884,8.582206056928499e-09
1885,6.445635691854079e-10
1886,7.098810428374236e-09
1887,1.9586774424595887e-09
1888,5.07249175996094e-09
1889,4.385595886446936e-09
1890,6.554386366985909e-09
1891,3.1871101313640793e-09
1892,2.5074049503359674e-09
1893,2.463366621796581e-09
1894,7.561847148451761e-09
1895,4.814891596538473e-09
1896,2.948514543632541e-09
1897,9.322741689743452e-09
1898,2.8291773368493978e-09
1899,4.9748205555033564e-09
1900,7.26747462209687e-09
1901,1.1177477832191585e-09
1902,2.9461704187383475e-09
1903,2.7001101354784396e-09
1904,5.374625189347171e-09
1905,7.2250627702885595e-09
1906,2.572092316910357e-09
1907,1.5428529565042481e-09
1908,4.911389073214423e-09
1909,6.60118004702781e-09
1910,3.206490406526541e-09
1911,4.25629931299909e-09
1912,1.5628263128064646e-08
1913,7.954484182448596e-09
1914,1.2054139020278853e-08
1915,1.5314990164938536e-08
1916,2.7468654906215306e-08
1917,0.0
1918,9.189101035644853e-09
1919,1.3811772170413406e-08
1920,4.543339038320937e-09
1921,8.330022005509363e-09
1922,8.115729421831475e-09
1923,3.1847844361720945e-09
1924,2.578324886925998e-09
1925,8.798542339150117e-09
1926,8.916910765321973e-09
1927,7.804457524684949e-09
1928,5.713020723163709e-09
1929,2.2280812750352652e-09
1930,7.352522590764465e-09
1931,0.0
1932,1.6439305028370654e-08
1933,3.4411986593596566e-09
1934,7.188948103475923e-09
1935,3.590485242455088e-09
1936,3.6374143697059935e-09
1937,0.0
1938,3.8895642262559704e-09
1939,1.5294050470515685e-08
1940,0.0
1941,2.6563522936839945e-08
1942,3.034211815133858e-08
1943,8.709705845433291e-09
1944,3.2131861615880553e-09
1945,1.089252066321933e-08
1946,6.960552134671616e-09
1947,4.7683483828109274e-09
1948,9.784699273041042e-09
1949,1.570721330779179e-08
1950,2.1270722072586068e-08
1951,1.8124383771578323e-08
1952,3.1634410646574906e-09
1953,3.232148326759443e-09
1954,5.863521668203475e-09
1955,4.6928039232341234e-09
1956,4.360570571293465e-09
1957,1.0602045463770082e-08
1958,2.1507833736222892e-08
1959,9.300897829689347e-09
1960,6.2287499602575735e-09
1961,1.876002997391879e-08
1962,9.512934440181198e-09
1963,8.405868889838075e-09
1964,1.520992043424485e-08
1965,7.660860390501512e-09
1966,5.539074976468328e-09
1967,1.035370456037299e-08
1968,6.737123747768692e-09
1969,4.087581828571274e-09
1970,5.978342709767048e-09
1971,1.1304474689666222e-08
1972,6.669190977248718e-09
1973,7.718485406371656e-09
1974,6.750686232237513e-09
1975,2.8557400888473694e-09
1976,4.570821499072508e-09
1977,4.11374712072643e-09
1978,1.128712323605896e-08
1979,9.948355028654987e-09
1980,3.411090521154847e-09
1981,5.060439622894819e-09
1982,3.1037510339615437e-09
1983,6.315316269933646e-09
1984,5.219107812592938e-09
1985,1.8046674155058895e-09
1986,6.593933843390687e-09
1987,1.8332451112712533e-09
1988,4.797243047249822e-09
1989,6.036934507847036e-09
1990,2.179460389939436e-09
1991,1.2895223555631219e-08
1992,4.4079553340736766e-09
1993,7.200969598386564e-09
1994,7.384897138251745e-09
1995,9.21816667442954e-09
1996,4.804283193493575e-09
1997,5.753873377756236e-09
1998,2.3840645013706308e-09
1999,7.769341614505265e-09
2000,3.5344251969604557e-09
2001,8.324302136486494e-09
2002,7.886198361006791e-09
2003,6.667076668520622e-09
2004,4.404791198453495e-09
2005,4.503749373441224e-09
2006,6.1768350434476815e-09
2007,5.192823504529542e-09
2008,7.663391698997657e-09
2009,4.76819250749827e-09
2010,4.2514138876015295e-09
2011,5.353560705856353e-09
2012,3.063827413996023e-09
2013,1.0877587719448911e-08
2014,1.1260315346817151e-08
2015,5.984753581600444e-09
2016,6.8354220061905835e-09
2017,5.7859059765519305e-09
2018,6.711813327342497e-09
2019,5.101975730781305e-09
