year,aucun_DET hommage_NOUN,aucun_DET dommage_NOUN
1872,3.688877114882416e-08,6.579505225090543e-07
1873,5.207823949859858e-08,7.320883241845877e-07
1874,3.823749983311586e-08,6.59596821606101e-07
1875,4.3483606049221635e-08,6.608364060411986e-07
1876,2.9625473185745932e-08,6.239487220227602e-07
1877,2.2883819617014467e-08,6.395099489964196e-07
1878,6.401433916281007e-08,6.800013920837955e-07
1879,3.2379422587602846e-08,7.642765922355466e-07
1880,4.0432432291126474e-08,7.187987876022817e-07
1881,3.346803678638821e-08,6.059108841327543e-07
1882,4.592215585574877e-08,7.487308266718173e-07
1883,5.8769852095963415e-08,6.692179681522248e-07
1884,3.6969501238104385e-08,5.736874868489394e-07
1885,2.9005360113742995e-08,7.367361831711605e-07
1886,4.194751679342801e-08,6.098523499531439e-07
1887,3.3297514079322355e-08,7.423387273775006e-07
1888,4.8822734965980885e-08,7.031741802165925e-07
1889,1.8795410894334452e-08,6.334053068712819e-07
1890,2.0974037617804697e-08,6.449516263273836e-07
1891,3.1233679198550135e-08,6.469833238043066e-07
1892,3.823792660284653e-08,5.842253472110315e-07
1893,2.6481191017779793e-08,6.749624503754603e-07
1894,1.5123694740992732e-08,6.421268494705146e-07
1895,2.6481904003006207e-08,5.994539833409362e-07
1896,2.4767522255331187e-08,6.651848707406316e-07
1897,3.262959757943662e-08,6.374424401656142e-07
1898,2.772593887812036e-08,6.354332526825601e-07
1899,2.984892333302014e-08,6.710480420224485e-07
1900,2.7512582323474533e-08,6.348657848320727e-07
1901,4.191554170418499e-08,6.08613675012748e-07
1902,2.0132163935926428e-08,6.290073883974401e-07
1903,4.266174169487158e-08,5.756634777753789e-07
1904,2.956043942958786e-08,6.583915705959953e-07
1905,2.37394921498435e-08,6.50771710297704e-07
1906,3.9095801263044905e-08,6.579412001883611e-07
1907,8.228549397415463e-09,6.140555228739686e-07
1908,2.603036164394723e-08,6.50759034215298e-07
1909,2.4204328319399337e-08,6.667191883025225e-07
1910,4.16843737305328e-08,5.990792715238058e-07
1911,2.0217421514701073e-08,6.650467412327998e-07
1912,2.813087496278399e-08,6.860807957309589e-07
1913,2.598464909908671e-08,6.448435669881292e-07
1914,1.0714789611121489e-08,6.281545665842714e-07
1915,2.3561524287174507e-08,9.64844389272912e-07
1916,4.394984820521586e-09,1.1306098031127476e-06
1917,1.2063066989753679e-08,5.845104169566184e-07
1918,4.2499591401679027e-08,5.697242499991262e-07
1919,2.4861191438851904e-08,6.602027156077384e-07
1920,4.467616587788825e-08,5.194551135900838e-07
1921,2.1203693689741954e-08,5.126750011186232e-07
1922,2.1396012961361066e-08,5.496561925610877e-07
1923,2.7601464669402276e-08,5.637068625219399e-07
1924,2.4494086314774677e-08,5.762556156696519e-07
1925,3.409435223034052e-08,5.58707426989713e-07
1926,1.671920735191179e-08,4.893154823548684e-07
1927,2.0068605444123477e-08,5.017151352149085e-07
1928,3.427812300671462e-08,4.810363520846295e-07
1929,1.7824650200282122e-08,4.0885291241465893e-07
1930,9.453243521306831e-09,4.159427078320732e-07
1931,2.737285598186645e-08,5.235058893049427e-07
1932,1.2055490383744427e-08,4.449571804343577e-07
1933,3.326492059585462e-08,4.645618219001335e-07
1934,3.1152108448395666e-08,5.152079438630608e-07
1935,2.5133397585364037e-08,4.7514089374089963e-07
1936,1.576212937948185e-08,4.5225183953334636e-07
1937,2.0145788592884628e-08,4.3817090045195073e-07
1938,2.9819993585533666e-08,4.511894644565473e-07
1939,1.070583532936098e-08,4.7411555215148837e-07
1940,2.02862628917444e-08,4.894060907645326e-07
1941,1.4757512989405086e-08,4.4567690338226384e-07
1942,1.2136846860855144e-08,4.612001873738336e-07
1943,8.709705845433291e-09,3.4548497751529794e-07
1944,6.4263723231761105e-09,4.6269880726867996e-07
1945,5.010559256390934e-08,5.228409918345278e-07
1946,2.0881656404014848e-08,4.064962411121087e-07
1947,2.1457567278559964e-08,3.4451318242645357e-07
1948,1.956939832403748e-08,3.3594133697079087e-07
1949,2.8469324453439526e-08,3.455587034295604e-07
1950,2.1270723182809093e-08,3.5096692840852484e-07
1951,2.0256663124662566e-08,4.0619940477881755e-07
1952,1.1599284199803606e-08,3.63795749080964e-07
1953,1.723812426135396e-08,4.0401852174909436e-07
1954,1.8567819282111486e-08,4.0067396867016214e-07
1955,7.508486277174597e-09,3.613459114149009e-07
1956,2.7035539362785244e-08,2.7209961217522505e-07
1957,1.0602045019680872e-08,3.56052026972975e-07
1958,2.2335057581202022e-08,3.581881458103453e-07
1959,1.8601794438133368e-08,4.3016649442506605e-07
1960,1.9378332827280076e-08,3.204345944141096e-07
1961,2.292892586908124e-08,3.758954107979662e-07
1962,1.585489073363533e-08,3.101216634604498e-07
1963,1.7458343659626507e-08,3.4852027397391794e-07
1964,1.52099203787337e-08,3.425274144319701e-07
1965,1.586892617311264e-08,2.949431348042708e-07
1966,1.440159436150168e-08,2.8138498464613804e-07
1967,1.9721342336964653e-08,4.0034325365922996e-07
1968,2.0660513522230417e-08,3.1305168590733956e-07
1969,2.0892085395018967e-08,3.9013698938106245e-07
1970,2.115413444414571e-08,3.076547159253096e-07
1971,1.3873673210262893e-08,2.661689961769298e-07
1972,2.000757270970155e-08,2.7907998401133227e-07
1973,1.4885650712059828e-08,2.767628188848903e-07
1974,1.2376257407797908e-08,2.964676184546988e-07
1975,1.1422959911300268e-08,2.627280935030285e-07
1976,1.7140580288455e-08,2.639649494540208e-07
1977,1.4104276191417853e-08,2.597537616111367e-07
1978,7.722768868845264e-09,2.3108900393253862e-07
1979,1.7555919384903973e-08,2.80309535583001e-07
1980,2.0466543348973687e-08,2.5981137241615215e-07
1981,9.488324570483542e-09,2.1000823835493065e-07
1982,9.932003885992913e-09,2.4085107952487306e-07
1983,1.0736037614478278e-08,1.9009101492883929e-07
1984,1.5077421977593986e-08,2.3601964471708925e-07
1985,1.2031116103372597e-08,2.237787555259274e-07
1986,8.991728028817647e-09,1.8702795046010579e-07
1987,9.777307408143088e-09,2.1143426920389174e-07
1988,1.7989661094119924e-08,2.434600787637464e-07
1989,1.5366742101008413e-08,2.2940351129818737e-07
1990,1.79805483835338e-08,2.0051035676260653e-07
1991,1.2309076979910571e-08,2.0690971780368272e-07
1992,1.4876849530054415e-08,2.016639513158225e-07
1993,9.97057303386839e-09,2.2323006021451874e-07
1994,1.582477948680605e-08,2.4211914251281996e-07
1995,1.6267351632404115e-08,2.364188560477487e-07
1996,7.473329288743003e-09,2.1939558791927993e-07
1997,1.7261620355313312e-08,2.210446297112867e-07
1998,2.002614185592222e-08,2.1933394123152539e-07
1999,1.6452724432847177e-08,2.2393986398583365e-07
2000,1.0603275146792157e-08,1.939515783533352e-07
2001,1.4457999020223156e-08,2.142412540706573e-07
2002,7.448076377869484e-09,2.619970587147691e-07
2003,1.4584229823810801e-08,2.475152314218576e-07
2004,1.2333415178034102e-08,2.1539429440053937e-07
2005,1.7114248240801544e-08,2.215844858710625e-07
2006,9.059357708451898e-09,2.067180702169935e-07
2007,1.4380126422963713e-08,2.0571569336880202e-07
2008,1.53267828428838e-08,1.8264415757585084e-07
2009,1.0966842323156811e-08,1.959727171652048e-07
2010,1.8895172537725102e-08,1.9462027012195904e-07
2011,1.2619107425670961e-08,1.9884653568169597e-07
2012,1.87233899495709e-08,2.035743165151871e-07
2013,1.0598675437289984e-08,2.3568107110349956e-07
2014,1.4291938299493268e-08,2.3126953863084054e-07
2015,1.2191164855401837e-08,2.546845223605487e-07
2016,1.7813523989218538e-08,2.7507394406711683e-07
2017,1.1823373391450787e-08,2.5105799750235747e-07
2018,9.809573486840861e-09,2.478207932199439e-07
2019,1.1734543559072108e-08,2.397928540176508e-07
