year,son_DET are_NOUN,son_DET dard_NOUN
1837,1.600314980532147e-08,1.6211886322281543e-07
1838,6.312161682231476e-09,1.5022945065723547e-07
1839,1.5381244722334486e-08,9.438491632707269e-08
1840,6.369688498875092e-09,1.254828703167732e-07
1841,1.3483151484194877e-08,1.9069028667217935e-07
1842,1.475818312002275e-08,1.207487656529338e-07
1843,1.8311424432315704e-08,1.459007022419634e-07
1844,5.488561161115513e-09,1.1855292236795378e-07
1845,9.486387508861327e-09,1.3280942889881686e-07
1846,1.2879903366069811e-08,1.1065007599064813e-07
1847,6.47186837454683e-09,1.1865092197638205e-07
1848,1.206783295515379e-08,1.158511894749914e-07
1849,4.1897072478036534e-09,1.0474268918869711e-07
1850,1.425689166723032e-08,1.194863292752757e-07
1851,7.094382636907426e-09,1.1286517564990106e-07
1852,1.6276363368206148e-08,1.7383156447614567e-07
1853,8.360704129017904e-09,1.6542251635165428e-07
1854,1.4028293915391288e-08,1.1742201844189282e-07
1855,1.3798036491152743e-08,1.326734277995456e-07
1856,8.283502495043393e-09,1.703295271493488e-07
1857,9.274867207587079e-09,1.9135516327040136e-07
1858,7.3405139189297586e-09,1.1891632378802086e-07
1859,8.14747713739905e-09,1.3443337754104334e-07
1860,8.238931314963338e-09,1.533356643323991e-07
1861,1.0846716413936974e-08,1.2355825074195081e-07
1862,1.1746764505549123e-08,1.1972663577219933e-07
1863,1.0988166210257333e-08,1.5083755156020118e-07
1864,9.58945578499737e-09,1.5439023393071238e-07
1865,1.2708479713019472e-08,1.7038776034539183e-07
1866,7.298419646417642e-09,1.610517870176409e-07
1867,1.4073153309368536e-08,1.305406360785355e-07
1868,8.39778580008499e-09,1.5313609291744967e-07
1869,1.0743742562269176e-08,1.1573940472686672e-07
1870,7.454263428741115e-09,1.0722671506258052e-07
1871,7.434824311758348e-09,1.136465981321777e-07
1872,4.837871325769072e-09,1.0885210410815915e-07
1873,7.183205141814142e-09,8.679706553493816e-08
1874,5.974608974224083e-09,1.0037343223245898e-07
1875,5.721527251978387e-09,1.0069887923513932e-07
1876,6.04601479992084e-09,8.585340993683133e-08
1877,4.9478527941460015e-09,6.741449709579683e-08
1878,1.2078177347163432e-08,1.0387232540765012e-07
1879,6.109325489944695e-09,1.4295820782717072e-07
1880,1.0910338854586143e-08,9.947661983034095e-08
1881,5.578006112560985e-09,1.1086286799688594e-07
1882,3.9932310791357395e-09,1.5773263339902144e-07
1883,6.319339107552224e-09,1.1627583962336985e-07
1884,8.582206056928499e-09,1.010059653694384e-07
1885,9.023890135129164e-09,1.0377473286249383e-07
1886,8.38950331427668e-09,9.680196100259053e-08
1887,1.1752064432712928e-08,9.40165168494822e-08
1888,8.876860135842435e-09,5.833365590568462e-08
1889,7.518164202302557e-09,7.330209683686917e-08
1890,8.520702365899524e-09,7.865263695894242e-08
1891,5.736797814570593e-09,6.437961985739094e-08
1892,3.761107425503951e-09,6.331197255349252e-08
1893,5.542574843531156e-09,7.328515760907095e-08
1894,4.411077725308132e-09,7.183754524575647e-08
1895,8.426059849853118e-09,6.560289733670288e-08
1896,7.66613794667137e-09,6.899523874448477e-08
1897,2.9133566670225264e-09,6.584186351688004e-08
1898,6.2241901632731356e-09,6.733442270423495e-08
1899,7.738609753005221e-09,6.135612196089824e-08
1900,6.2292638824956725e-09,5.8139793979172794e-08
1901,5.029864968975062e-09,5.979950779000376e-08
1902,5.4013122863239005e-09,5.057592389334786e-08
1903,1.1340462346964841e-08,9.234376352473816e-08
1904,5.912087708281888e-09,1.0749250112240816e-07
1905,2.5803795211665204e-09,9.340974022054027e-08
1906,5.658602919567102e-09,7.767718424034342e-08
1907,8.742833457198174e-09,7.199980761596336e-08
1908,7.858222295098471e-09,6.581261402516247e-08
1909,2.7504918342913243e-09,6.98624939010628e-08
1910,1.1757131934686527e-08,8.336875156889079e-08
1911,5.852411444351446e-09,7.23570869887169e-08
1912,8.8560158095774e-09,8.074602919627694e-08
1913,1.484837142129436e-08,7.265096219066791e-08
1914,8.705767051697677e-09,1.0045115228507484e-07
1915,1.1780761921542648e-09,1.0367070757411057e-07
1916,7.69122365795738e-09,9.009718682229106e-08
1917,5.483212217605171e-09,1.0747095879892754e-07
1918,1.1486376294556067e-09,4.824278043713548e-08
1919,1.1970203106503874e-08,8.471220447336947e-08
1920,6.057785384427916e-09,7.345064778618848e-08
1921,6.815472852750304e-09,7.042655170153012e-08
1922,6.640141769764796e-09,5.976127570583856e-08
1923,5.307974060286824e-09,1.4968486450328555e-07
1924,6.445812328337297e-09,6.574728672603669e-08
1925,8.798542117105512e-09,9.128487477028102e-08
1926,3.343841648018042e-09,7.022067194384363e-08
1927,4.4596899506643695e-09,9.922809873774696e-08
1928,3.4278122562625413e-09,8.798052042457982e-08
1929,3.342121912552898e-09,6.461435475557664e-08
1930,9.453243188239924e-09,6.932378227020308e-08
1931,3.4216069977333063e-09,8.554017316697582e-08
1932,3.287861094491973e-09,6.13734059129456e-08
1933,1.7205992852709073e-08,8.144170493551428e-08
1934,3.5944740517379614e-09,9.585263960332213e-08
1935,2.393656828303392e-09,6.941604624444153e-08
1936,3.6374143697059935e-09,7.517323297179246e-08
1937,2.5182236296217297e-09,5.162358529542388e-08
1938,5.186085783037697e-09,6.352954906585495e-08
1939,0.0,7.341143959394003e-08
1940,0.0,7.353770170581697e-08
1941,5.9030051957620344e-09,6.788455753081735e-08
1942,9.102635312174812e-09,3.034211704111556e-08
1943,2.9032352077962287e-09,6.67744117777147e-08
1944,3.2131861615880553e-09,6.426372145540427e-08
1945,0.0,7.406913615781718e-08
1946,8.352662561605939e-09,7.656607525774461e-08
1947,3.5762612871081956e-09,7.27173108394652e-08
1948,3.2615663503321457e-09,6.305695166020087e-08
1949,1.9634016634739737e-09,4.417653665100829e-08
1950,4.2541445921528975e-09,9.784532295498138e-08
1951,0.0,2.9851925376078725e-08
1952,1.0544803918932644e-09,5.5887461769543734e-08
1953,3.232148326759443e-09,6.8952495269059e-08
1954,1.9545072227344917e-09,5.961246940522358e-08
1955,7.508486277174597e-09,5.443652639769425e-08
1956,2.616342476002842e-09,5.319896345667985e-08
1957,4.417518795207798e-09,6.096175941827653e-08
1958,3.3088973783179654e-09,3.970676926146055e-08
1959,2.325224457422337e-09,3.9528815776179727e-08
1960,6.920833350854139e-10,6.228749832581926e-08
1961,1.3896318540318475e-09,5.489045973305906e-08
1962,3.170978146727066e-09,5.454082485645273e-08
1963,1.2932106496776896e-09,6.918677264433626e-08
1964,3.6503808864551957e-09,6.266487051487246e-08
1965,4.377634699181954e-09,7.168376825461564e-08
1966,2.215629901769489e-09,5.2621208723735435e-08
1967,2.4651677366094304e-09,6.705256083705535e-08
1968,3.143991039733507e-09,6.826952242411366e-08
1969,4.087581995104728e-09,7.039724825297355e-08
1970,1.3796175035718505e-09,8.461654354974257e-08
1971,5.138397485282553e-10,7.861748274606839e-08
1972,2.0520587451500205e-09,5.797065782964239e-08
1973,5.513203893414698e-09,6.17478856934639e-08
1974,1.6876715580593782e-09,4.669224484832313e-08
1975,2.2845920710778955e-09,5.31167669848287e-08
1976,5.713526873840635e-10,5.2564448571601474e-08
1977,5.289103655048422e-09,6.758299059272943e-08
1978,1.7821774056514528e-09,6.653462059080795e-08
1979,1.1703946700691858e-09,6.554210052467369e-08
1980,1.1370301367108482e-09,4.7186750062877536e-08
1981,1.897664858585557e-09,5.1869505246493475e-08
1982,1.8622506869903077e-09,5.9592022871868267e-08
1983,1.2630632095778083e-09,5.304865524635716e-08
1984,1.7397025486864948e-09,5.5090580097783004e-08
1985,3.609334831011779e-09,5.8952468906525723e-08
1986,1.1988970927134801e-09,8.15250047470073e-08
1987,1.2221633705067347e-09,5.8663840729611394e-08
1988,0.0,4.8572086741582865e-08
1989,1.6464366536794728e-09,5.872290675945635e-08
1990,1.089730194969718e-09,5.775569889010512e-08
1991,2.344586080837985e-09,3.985796226402272e-08
1992,1.1019888335184191e-09,5.5099442453077074e-08
1993,2.2156830259412175e-09,5.539207492688547e-08
1994,0.0,4.9584311545558535e-08
1995,1.626735190995987e-09,6.886512843307102e-08
1996,2.135236876199542e-09,6.245567596430135e-08
1997,0.0,5.8497711008520525e-08
1998,4.768129224785866e-10,5.531029856342684e-08
1999,1.8280804647829996e-09,6.992407525219235e-08
2000,3.97622823555821e-09,6.715407829815945e-08
2001,1.7524847129024579e-09,6.265132679317276e-08
2002,3.9430991805033955e-09,6.046085765376574e-08
2003,8.333845835650777e-10,6.792084017437361e-08
2004,2.2023955992267474e-09,5.0214622016042654e-08
2005,2.251874686720612e-09,5.764799482221861e-08
2006,2.058944903460258e-09,4.282605414740459e-08
2007,1.1983438685803094e-09,6.47105665163572e-08
2008,0.0,6.088138446158631e-08
2009,2.384096253749135e-09,7.247652944464278e-08
2010,1.8895172093635892e-09,7.983210070783286e-08
2011,7.64794394481072e-10,8.145060437225737e-08
2012,1.0212758139171996e-09,1.2868075138783297e-07
2013,0.0,1.2634737123207174e-07
2014,0.0,1.29060539144632e-07
2015,1.5516027351836215e-09,1.2612313327053926e-07
2016,2.0713400439298368e-10,1.307015571327952e-07
2017,5.031222660711876e-10,1.1169314273473674e-07
2018,7.744400121190154e-10,1.404317884201589e-07
2019,1.53059265262101e-09,1.1989642745291462e-07
