year,un_DET art_NOUN,un_DET dard_NOUN
1933,9.15358801023558e-06,1.1011836020813348e-07
1934,8.17143792630759e-06,1.2940105875713925e-07
1935,9.916920632235815e-06,1.615718376868358e-07
1936,8.903177786123706e-06,1.1518478792993392e-07
1937,8.593438366233386e-06,1.1080184192380216e-07
1938,9.5138746161183e-06,1.1279736256142314e-07
1939,9.352311550969716e-06,1.177641895111492e-07
1940,7.571847717713354e-06,9.382397081481031e-08
1941,8.990277237330702e-06,1.5052663115966425e-07
1942,1.036486735017661e-05,1.88121125344054e-07
1943,1.128487546964152e-05,1.7129087925837894e-07
1944,1.0616366864724114e-05,1.3495382056305516e-07
1945,1.0435034148770228e-05,1.8517283972840914e-07
1946,1.1479342958864436e-05,1.350347051953804e-07
1947,1.1393968762263285e-05,1.335137560509736e-07
1948,1.0808830552377913e-05,1.44596105089434e-07
1949,9.97309909678279e-06,1.3252961661436302e-07
1950,9.638827997093813e-06,1.6697516880270769e-07
1951,1.0027048617189394e-05,1.1834156232737314e-07
1952,8.826001177908438e-06,1.655534163091943e-07
1953,9.958248675445702e-06,1.3144070010184805e-07
1954,1.0155619889928857e-05,1.3583825531071625e-07
1955,1.0169306236207376e-05,1.38906993907284e-07
1956,1.022292221364296e-05,1.1686329992599553e-07
1957,1.0124953632839606e-05,1.2899154744339114e-07
1958,9.349289385340853e-06,1.1332973282041081e-07
1959,9.679133810891472e-06,1.0463509436675622e-07
1960,1.0014445692263507e-05,1.2872749421966034e-07
1961,1.0281191698879866e-05,1.0839128528061792e-07
1962,9.445709537203584e-06,1.1732619076276762e-07
1963,1.0498930947733243e-05,1.3578711621775597e-07
1964,9.463613011462257e-06,1.3993127145894846e-07
1965,1.0740526633412628e-05,1.1546011313701143e-07
1966,9.136703866374773e-06,1.1133540445129597e-07
1967,9.731989237593552e-06,1.3509119733967623e-07
1968,1.267836856300164e-05,1.3968303336220345e-07
1969,8.701553596779377e-06,1.2944010074900092e-07
1970,9.001084904980416e-06,1.0071207601214383e-07
1971,1.0431460566451278e-05,1.2794609549615643e-07
1972,9.407663185356796e-06,1.0619404089418083e-07
1973,8.632574804323667e-06,9.537842438067656e-08
1974,7.68003064166578e-06,8.269590279219585e-08
1975,8.199400625130693e-06,1.1651419917768635e-07
1976,7.75668409858099e-06,9.370184089751987e-08
1977,8.221029759170051e-06,1.0813278628063472e-07
1978,8.805144304346868e-06,1.1999994420364146e-07
1979,8.85813219042575e-06,1.2172104113528093e-07
1980,9.459522132715392e-06,9.437350290131263e-08
1981,8.54455267784715e-06,8.033447751465417e-08
1982,8.62966986403535e-06,1.1297654123332279e-07
1983,9.102896541435257e-06,1.2251712533384307e-07
1984,8.823191151918763e-06,1.3221739969537794e-07
1985,9.02333671604083e-06,1.0647537473928992e-07
1986,9.28006281242233e-06,1.1629302076876513e-07
1987,9.362993878880843e-06,8.860684141964725e-08
1988,9.172328361728432e-06,9.714417337214343e-08
1989,9.715622425687798e-06,1.0866481581217613e-07
1990,1.0556761537827697e-05,9.044760407306285e-08
1991,9.534845162306738e-06,9.847261672746299e-08
1992,1.0523993040578716e-05,9.697501568428635e-08
1993,1.044749916445653e-05,9.195084160751321e-08
1994,9.677908018090875e-06,9.864113059698809e-08
1995,1.0629088421865163e-05,8.838594744986494e-08
1996,1.1026897205113073e-05,1.1423516976805104e-07
1997,1.0505134156346685e-05,1.0548767681584081e-07
1998,1.0831282082790494e-05,8.821038988138241e-08
1999,1.0764194982471054e-05,9.688826474452128e-08
2000,1.0716818650280402e-05,1.2414668137950002e-07
2001,1.0991145984462491e-05,1.060253225215746e-07
2002,1.1030600958861214e-05,1.104067828272548e-07
2003,1.070857537399661e-05,1.025063012249916e-07
2004,1.041292688341855e-05,8.236959958551893e-08
2005,1.095221837488225e-05,8.241861537694462e-08
2006,1.1067652820884177e-05,8.318137889595789e-08
2007,1.1154583475558866e-05,9.626695388065265e-08
2008,1.037240070900225e-05,1.089904584361534e-07
2009,9.929760764748607e-06,9.53638499279208e-08
2010,8.722955911366626e-06,1.0675772177393128e-07
2011,7.825376272307949e-06,1.3919258501360332e-07
2012,6.844250115989325e-06,1.4774456902344468e-07
2013,6.392395565768538e-06,1.589801272849911e-07
2014,7.225657689957643e-06,1.543962357963835e-07
2015,7.595095553369902e-06,1.7732603563302973e-07
2016,7.149023232955187e-06,1.9884864332908592e-07
2017,6.130293225936612e-06,1.6175381123417765e-07
2018,6.241212222590775e-06,1.5772761674526237e-07
2019,6.612160056818084e-06,1.660693058624929e-07
