year,son_DET honneur_NOUN,son_DET donneur_NOUN
1894,5.003422177907169e-06,8.192000855444803e-09
1895,5.45888313041587e-06,1.7453981149273545e-08
1896,5.036652311218859e-06,2.94851449922362e-08
1897,4.7639208773375685e-06,1.5732126712464378e-08
1898,5.146839825442839e-06,3.451596530812395e-08
1899,5.06602565408798e-06,2.432134493801641e-08
1900,4.724377284048842e-06,1.86877908703309e-08
1901,4.585560272829525e-06,1.2854099173953415e-08
1902,3.858501084863519e-06,3.338993082024899e-08
1903,4.660390054311847e-06,2.592105730059302e-08
1904,4.42062925642972e-06,6.503296390292235e-08
1905,4.55540209998162e-06,3.1996705729397945e-08
1906,4.113289890028682e-06,1.800464666246171e-08
1907,4.385302403875357e-06,2.0571373382516356e-08
1908,4.198746335504211e-06,1.6698723515062852e-08
1909,4.3001187037816635e-06,1.3202360704678284e-08
1910,4.4094586364451516e-06,4.275320719671072e-08
1911,4.2137363820415885e-06,2.0217422402879492e-08
1912,4.239427195074086e-06,2.3963337980603683e-08
1913,4.11299901159623e-06,1.856046338843953e-08
1914,4.5879389993785935e-06,4.888622950893762e-08
1915,5.191781703217657e-06,1.0602685840410686e-08
1916,4.65209147648693e-06,2.197492321442951e-08
1917,4.196850476034797e-06,4.386569774084137e-09
1918,4.4406332726509845e-06,6.89182577673364e-09
1919,4.101175782977862e-06,1.5653341733923298e-08
1920,3.882283206024795e-06,2.4231141537711665e-08
1921,3.6758117119006783e-06,1.8931869016913794e-08
1922,3.7199550639854806e-06,2.7298360627536766e-08
1923,3.864205012860111e-06,1.2739137744688378e-08
1924,3.889403066281716e-06,3.609654797287476e-08
1925,3.940647136602138e-06,2.639562701745035e-08
1926,3.77854091482277e-06,2.452150482668003e-08
1927,4.0371342926448506e-06,6.020581366783517e-08
1928,3.801443885009803e-06,5.827281057690925e-08
1929,4.042853571917249e-06,2.33948540540041e-08
1930,3.81070745980594e-06,2.4158287814657342e-08
1931,3.6850707587632314e-06,2.737285598186645e-08
1932,3.6517176038586285e-06,5.4797681947604815e-09
1933,3.3046977456763216e-06,1.3764794637438627e-08
1934,3.4794508074753594e-06,6.11060571031885e-08
1935,3.999800505027906e-06,2.393656828303392e-08
1936,3.1851626136614186e-06,6.0623572828433225e-09
1937,3.196884881262463e-06,1.1332006444320086e-08
1938,3.265937628782467e-06,1.9447821131279852e-08
1939,3.1566920064562964e-06,7.647025235257843e-09
1940,3.017581562403393e-06,0.0
1941,3.893031990997997e-06,1.4757512545315876e-08
1942,3.707806717656581e-06,3.6410540360520827e-08
1943,4.160336006364673e-06,2.9032352077962287e-09
1944,3.974711360044125e-06,1.2852744646352221e-08
1945,4.3417583981408825e-06,1.742803235060819e-08
1946,3.5832921341238944e-06,2.0881657292193267e-08
1947,3.2484374408170424e-06,8.344609447874518e-09
1948,3.383331506512377e-06,1.195907639583993e-08
1949,3.0393456924571183e-06,2.4542519905246252e-08
1950,3.0523488412370625e-06,1.701657836861159e-08
1951,3.1397829225454643e-06,2.1322804411028073e-08
1952,2.7268863025398105e-06,1.1599284199803606e-08
1953,2.8669154250593465e-06,1.400597604561682e-08
1954,2.8594439633877755e-06,5.863521668203475e-09
1955,2.6814680538223e-06,1.6894094567732054e-08
1956,2.546573441009059e-06,1.744228228517386e-08
1957,2.680550355904643e-06,9.718541194025931e-09
1958,2.7935366446740773e-06,1.4062814024384807e-08
1959,2.687184316840785e-06,3.8753737996444215e-09
1960,3.0071020518107616e-06,1.314958364417862e-08
1961,3.044683380082347e-06,1.598076693198891e-08
1962,3.0124293282085546e-06,1.1415521694591035e-08
1963,2.844416819414164e-06,3.879632060055371e-09
1964,3.1253346222115397e-06,1.0951143103454797e-08
1965,3.2104478329131325e-06,9.302474013317408e-09
1966,2.99276203641341e-06,3.8773524391189085e-09
1967,3.2323280940715904e-06,7.88853687927471e-09
1968,3.2886146357213875e-06,8.982831367632116e-09
1969,3.253261123603579e-06,7.266812457329408e-09
1970,3.0641304107348333e-06,1.0577067777184368e-08
1971,2.8692812108488397e-06,7.707596338946132e-09
1972,2.8497966066964864e-06,7.182205497002769e-09
1973,2.387217303834177e-06,1.4885650045926013e-08
1974,2.215350011880446e-06,2.7565302096466127e-08
1975,2.309151422963396e-06,9.709516746170266e-09
1976,2.23513168862155e-06,2.3425460682346966e-08
1977,2.2178974301567678e-06,1.7630345183761165e-08
1978,2.5562364438513896e-06,1.128712323605896e-08
1979,2.6298768389665383e-06,1.6385525491990904e-08
1980,2.494075676651164e-06,1.0233271119375331e-08
1981,2.4112994019276357e-06,1.138598904049104e-08
1982,2.4407900127698667e-06,1.738100685599875e-08
1983,2.2501470411384616e-06,1.7051353551345017e-08
1984,2.515030029570653e-06,2.203623239438457e-08
1985,2.2341782877077776e-06,1.564045071233977e-08
1986,2.727490898024598e-06,1.079007377891017e-08
1987,2.5042128459773494e-06,1.7721369260925712e-08
1988,2.4735784851515064e-06,1.139345240375178e-08
1989,2.6304569331614402e-06,1.7013178421620978e-08
1990,2.3276636733626788e-06,3.9775152060883556e-08
1991,2.7554748065483636e-06,1.875668864670388e-08
1992,2.562123974314545e-06,2.1488782808720686e-08
1993,2.5857020613528903e-06,3.43430848204207e-08
1994,2.707092372489228e-06,2.1099706815075336e-08
1995,2.4845668828987755e-06,1.1929391696696712e-08
1996,2.520647205628279e-06,4.804283126880193e-08
1997,2.5715018647787247e-06,2.7330898433319817e-08
1998,2.6191334878689077e-06,2.5271084447275882e-08
1999,2.6397482191242716e-06,4.5244990781734273e-08
2000,2.5677600081763785e-06,3.004261373007466e-08
2001,2.7636682826681636e-06,3.066848108801423e-08
2002,2.63486665552648e-06,2.584920721915296e-08
2003,2.799338908232585e-06,2.083461403401543e-08
2004,2.689565627100876e-06,4.2285996398883086e-08
2005,2.698196358785765e-06,3.017512206771045e-08
2006,2.925348889348811e-06,3.1707752867760064e-08
2007,3.0162315365345194e-06,3.1955835311237024e-08
2008,2.68687020010816e-06,2.8950589481269162e-08
2009,2.878557763708045e-06,3.290052918991648e-08
2010,2.8890717285179335e-06,4.6293170186118004e-08
2011,2.654218929976082e-06,5.582998952036178e-08
2012,2.8830616791708508e-06,4.017018184754306e-08
2013,3.165935925864005e-06,5.745597420059312e-08
2014,3.466444574939942e-06,5.305340877725939e-08
2015,3.6285338538277756e-06,5.96258797058713e-08
2016,3.887698092341907e-06,4.0183998628595674e-08
2017,2.790567691590695e-06,9.106513290668694e-08
2018,3.06884755474357e-06,5.627597587931632e-08
2019,3.3328655888453795e-06,7.1172557625232e-08
