year,aucun_DET épi_NOUN,aucun_DET dépit_NOUN
1915,1.1780762143587253e-08,3.534228465440492e-09
1916,2.197492410260793e-09,1.8678685265172135e-08
1917,5.483212217605171e-09,1.864292187292449e-08
1918,1.9526839700745313e-08,1.1486376294556067e-08
1919,9.207848317149825e-09,1.012863304339362e-08
1920,3.786115865267448e-09,3.028892692213958e-09
1921,3.7863738810983705e-09,2.4232791773215467e-08
1922,0.0,1.549366501762961e-08
1923,1.0615948120573648e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,6.445812328337297e-09
1925,1.0998177923937646e-08,7.698724324711748e-09
1926,1.0031524499964917e-08,1.3375366259005261e-08
1927,6.689534925996554e-09,8.919379901328739e-09
1928,3.4278122562625413e-09,1.7139061725401916e-08
1929,4.4561625500705304e-09,1.4482528065684619e-08
1930,2.100720708497761e-09,1.2604324695075775e-08
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,1.3151444377967891e-08
1933,5.735331320977366e-09,1.0323596200123575e-08
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,1.196828414151696e-09,2.393656828303392e-09
1936,8.487299751891442e-09,1.576212937948185e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,9.075650453382877e-09,5.186085783037697e-09
1939,0.0,1.5294050470515685e-09
1940,1.01431314458722e-08,0.0
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,2.3841741914054637e-09,7.152522574216391e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,1.9634016634739737e-09,1.3743811422273211e-08
1950,6.381216888229346e-09,9.571825110299415e-09
1951,0.0,2.1322803522849654e-09
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,5.386913581872932e-09,1.6160740301529586e-08
1954,3.9090144454689835e-09,1.2704297169818801e-08
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,6.976913491385517e-09,8.721141364631535e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,1.6544486891589827e-09,1.1581140491045971e-08
1959,3.100299128533379e-09,6.200598257066758e-09
1960,6.920833350854139e-10,8.997083078554624e-09
1961,4.16889545107324e-09,1.3896318928896534e-08
1962,0.0,7.610347907416326e-09
1963,1.2932106496776896e-09,1.1638896069143811e-08
1964,1.8251904432275978e-09,1.0951143103454797e-08
1965,5.472043540510896e-09,6.5664522708175355e-09
1966,1.1078149508847446e-09,7.200797069728537e-09
1967,1.479100675272349e-09,5.91640286762285e-09
1968,1.3474247551048535e-09,6.287982134978165e-09
1969,1.8167031212712459e-09,4.995933444718048e-09
1970,2.2993624781975086e-09,1.3796175230007535e-08
1971,2.0553589941130213e-09,1.1304474689666222e-08
1972,2.5650734314375256e-09,7.182205497002769e-09
1973,1.102640756478479e-09,1.1026407342740185e-08
1974,0.0,3.937900228123681e-09
1975,2.2845920710778955e-09,2.2845920710778955e-09
1976,3.4281160132820787e-09,1.085570117131951e-08
1977,2.3507127355770763e-09,5.289103821581875e-09
1978,1.1881182704343018e-09,4.752473081737207e-09
1979,5.851973350345929e-10,2.399308984823989e-08
1980,0.0,5.116635559687666e-09
1981,1.2651099057237047e-09,7.590659267808775e-09
1982,2.483000915987077e-09,9.311253101884631e-09
1983,2.5261264191556165e-09,1.136756866415567e-08
1984,0.0,5.799008495621649e-10
1985,1.8046674155058895e-09,6.617113967877231e-09
1986,5.994485463567401e-10,7.792831269171074e-09
1987,0.0,4.888653482026939e-09
1988,5.996553809062277e-10,7.195864570874733e-09
1989,1.0976244357863152e-09,4.939309850016116e-09
1990,1.089730194969718e-09,9.262706657242603e-09
1991,1.1722930404189924e-09,5.2753188484189195e-09
1992,1.1019888335184191e-09,4.958949806344037e-09
1993,3.877445253763767e-09,3.877445031719162e-09
1994,1.5824779264761446e-09,7.384897138251745e-09
1995,0.0,2.7112254663563817e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,7.192341833217597e-09
1998,3.3376904573501065e-09,1.096669710598519e-08
1999,0.0,5.941261704833778e-09
2000,8.836062992401139e-10,4.418031274155965e-09
2001,3.5049694258049158e-09,5.257454027685071e-09
2002,4.38122149670761e-10,4.81934359086722e-09
2003,4.1669229178253886e-10,7.083769126836614e-09
2004,0.0,6.166707589017051e-09
2005,9.007499190971657e-10,4.053374524914943e-09
2006,3.294311934354255e-09,6.58862386870851e-09
2007,1.1983438408247338e-09,6.391167151065247e-09
2008,8.514879357157668e-10,8.51487946817997e-09
2009,1.907277002999308e-09,3.337734755248789e-09
2010,4.723793023408973e-10,8.97520635589899e-09
2011,1.147191591721608e-09,1.1471915750682626e-08
2012,1.7021263287730903e-09,6.808505564892542e-09
2013,1.6734749697100426e-09,6.9728125495771565e-09
2014,2.5985342766432495e-09,1.1260315346817151e-08
2015,2.2165753954528356e-09,8.64464429206624e-09
2016,3.728412023562555e-09,1.1599503857429028e-08
2017,1.0062445321423752e-09,6.540589542192166e-09
2018,2.5814666515522333e-09,1.0325866828253538e-08
2019,1.275493877184175e-09,7.908062371608793e-09
