year,en_ADP yeux_NOUN,en_ADP dieu_NOUN
2009,8.582746957586096e-09,6.340265734650075e-06
2010,1.2281861749841028e-08,5.4101603268463805e-06
2011,7.647943611743813e-09,6.28469791763564e-06
2012,9.872332978888565e-09,5.39846411840017e-06
2013,1.4503449996539075e-08,5.5827126246299486e-06
2014,1.277612682315521e-08,6.059998163721048e-06
2015,1.3964425171764105e-08,5.9623661670116235e-06
2016,1.0978101983027955e-08,7.517928487743575e-06
2017,1.2074934219175049e-08,7.372753550782818e-06
2018,1.0325867216831597e-08,5.385197617613358e-06
2019,1.2754938882864053e-08,5.462685102486375e-06
