year,mon_DET oeil_NOUN,mon_DET deuil_NOUN
1867,2.9602150064533816e-08,1.0433544872512357e-07
1868,1.6301584526701163e-08,1.0917121529008256e-07
1869,9.76703851129912e-09,1.1085588091930276e-07
1870,2.8670244400785805e-08,9.461180772163402e-08
1871,2.1242354542039266e-08,7.859670958509923e-08
1872,1.2094678814023041e-08,1.25784660021111e-07
1873,1.0774807712721213e-08,1.466571042385567e-07
1874,2.1508592684682526e-08,1.0515311821279738e-07
1875,2.6319024737375685e-08,1.2244068159361632e-07
1876,2.539326304784595e-08,1.088282655103967e-07
1877,9.27722387800145e-09,1.0761580071516619e-07
1878,2.5364171873931696e-08,1.1293095925068997e-07
1879,1.2218650646822482e-08,1.0263666583298914e-07
1880,1.7328185109022343e-08,1.0396911109822327e-07
1881,1.6036767247484818e-08,9.482610097144573e-08
1882,1.8635079035433932e-08,1.1247601028330223e-07
1883,2.0221884000637402e-08,1.352338543370024e-07
1884,1.5844072720483382e-08,1.082678284802796e-07
1885,2.191516146332617e-08,9.281715707132321e-08
1886,1.80696991813889e-08,1.1616235084943582e-07
1887,2.6768591343540038e-08,9.989254889930521e-08
1888,2.726464320979005e-08,1.1159481694278384e-07
1889,3.0699170039394374e-08,1.0462778377018367e-07
1890,7.209825181320184e-09,9.110597432027134e-08
1891,1.4023284533593028e-08,1.1983533720894002e-07
1892,1.1283322054467249e-08,7.396844736717867e-08
1893,1.1700991398022609e-08,8.991288247273133e-08
1894,5.041231654345779e-09,1.310720154634737e-07
1895,1.9861427613676597e-08,1.1495553753348986e-07
1896,1.8280790214930676e-08,1.0614652135032543e-07
1897,2.330685378026942e-08,7.807795832093234e-08
1898,1.867257104493092e-08,1.4089303501663153e-07
1899,1.6029977345510815e-08,1.542194443260314e-07
1900,1.557315920663882e-08,7.475116303723439e-08
1901,1.7883964531506535e-08,8.941982176935426e-08
1902,1.865907900411301e-08,8.887613711650033e-08
1903,1.8900770504259867e-08,1.0152413842945407e-07
1904,9.13686282189019e-09,9.620579355384962e-08
1905,2.5287720362143773e-08,1.1456885307126186e-07
1906,1.6461390361932615e-08,8.693672137738417e-08
1907,2.5199931918962193e-08,1.1005684896758794e-07
1908,1.915441649735783e-08,9.773664499945767e-08
1909,2.310413077522e-08,1.1442045888543362e-07
1910,1.870452726038252e-08,9.352263941053707e-08
1911,2.3409647109673415e-08,1.1598415561309139e-07
1912,2.3963337481003322e-08,1.3075646965177157e-07
1913,2.545435129341911e-08,1.092415855552531e-07
1914,2.0759905794420774e-08,1.2857748510342049e-07
1915,7.0684572639478915e-09,1.0602685618366081e-07
1916,1.3184954017475548e-08,1.1097336582999162e-07
1917,1.9739563983378616e-08,1.3488702710340306e-07
1918,3.101321510712296e-08,1.137151270924619e-07
1919,1.0128633542993981e-08,1.491671426379071e-07
1920,3.483226640454973e-08,9.38956734586327e-08
1921,2.3475516253146367e-08,1.1434848645741624e-07
1922,4.721878799074375e-08,1.1952255363212316e-07
1923,3.290943917377831e-08,1.1889861806224644e-07
1924,2.4494086203752374e-08,1.5212116322160796e-07
1925,2.4195991210618217e-08,1.0888195989267047e-07
1926,2.452150527076924e-08,1.3152442690511634e-07
1927,3.7907363026334906e-08,1.5274438602830287e-07
1928,1.3711249469139375e-08,1.405403073917455e-07
1929,2.116677211283502e-08,1.1251810150270103e-07
1930,1.6805765667982087e-08,1.3024469058819932e-07
1931,2.737285598186645e-08,8.782124716333328e-08
1932,1.2055489939655217e-08,1.1397917809574665e-07
1933,1.2617728861741284e-08,8.83240982574307e-08
1934,1.3179738189705859e-08,9.465448691514666e-08
1935,2.752705352548901e-08,9.933675659823393e-08
1936,3.758661426545018e-08,8.487300506843098e-08
1937,1.3850229851897211e-08,8.310138310818616e-08
1938,2.2040864577910213e-08,1.5558257615566617e-07
1939,2.141167065872196e-08,1.1011715983499926e-07
1940,1.5214697723919812e-08,8.875240098404902e-08
1941,4.7224043342453115e-08,9.444808357628176e-08
1942,4.8547388331598995e-08,1.244026819335886e-07
1943,9.580676185727555e-08,1.4516176527479274e-07
1944,4.819779242382083e-08,1.0924832771763704e-07
1945,2.3963544037997053e-08,1.4813828075332935e-07
1946,3.480276067335808e-08,1.26682047962845e-07
1947,2.2649654818351905e-08,1.32321674506386e-07
1948,3.044128549234415e-08,1.0980606734989351e-07
1949,1.0798709260129158e-08,1.0406028572162995e-07
1950,2.9779012589159493e-08,1.3613262694889272e-07
1951,1.7058243040324328e-08,1.4925962954492888e-07
1952,2.1089607726842985e-08,1.2759213374735623e-07
1953,2.1547655659759357e-08,8.188108946427519e-08
1954,1.9545072005300312e-08,1.280202184261725e-07
1955,2.62797024142003e-08,9.104039477847437e-08
1956,2.8779767902165077e-08,9.680467094597134e-08
1957,2.385460257103844e-08,8.923388117310083e-08
1958,2.7298403981745878e-08,1.0092136903949722e-07
1959,2.325224368604495e-08,9.300897385600138e-08
1960,2.6991249291175023e-08,1.0242833470286428e-07
1961,2.91822690456911e-08,9.10208881599317e-08
1962,2.7270412816804424e-08,9.576354287332833e-08
1963,2.9743844720542256e-08,9.828400937550441e-08
1964,4.1979380804857414e-08,9.430151015621391e-08
1965,3.556828298556525e-08,1.0998807198348004e-07
1966,3.8773523058921455e-08,8.973300769099524e-08
1967,5.71918929992421e-08,1.5234737205105375e-07
1968,3.6380467943741834e-08,1.3519161434771831e-07
1969,3.542571166970099e-08,8.811010410170184e-08
1970,4.368788641961885e-08,8.737577861239743e-08
1971,6.474380798149326e-08,1.2178002073426342e-07
1972,4.155418942275446e-08,9.952484703035225e-08
1973,7.277429020513537e-08,8.655730265871853e-08
1974,6.188128942596904e-08,4.894247362940973e-08
1975,6.396857621382424e-08,8.681450225367371e-08
1976,7.19904382773251e-08,7.37044945076093e-08
1977,9.755457952564939e-08,7.992423478597743e-08
1978,7.663362577847721e-08,8.198016043792222e-08
1979,7.783124478244474e-08,9.187597838078432e-08
1980,6.765329280122856e-08,1.063123153954848e-07
1981,6.705082356006642e-08,9.108791321210674e-08
1982,7.883527786134437e-08,8.007677898547172e-08
1983,7.199460316797968e-08,7.073154328907094e-08
1984,5.393077834314752e-08,8.176602017684331e-08
1985,6.797580620609978e-08,1.1068627081556315e-07
1986,1.1749191403120918e-07,1.1569356939133968e-07
1987,9.471766126978309e-08,6.049708733968373e-08
1988,8.635037385129607e-08,7.735554397036992e-08
1989,7.189440121013746e-08,8.232183201783982e-08
1990,8.881301027940935e-08,1.008000403146525e-07
1991,8.733583456432825e-08,8.616354207902077e-08
1992,1.0193396982050018e-07,8.430214748500475e-08
1993,1.1687727763387556e-07,1.0247534021345928e-07
1994,8.439882659416753e-08,9.547617363381278e-08
1995,1.1332922222884179e-07,9.055493155329941e-08
1996,1.243775464843111e-07,9.021375824147526e-08
1997,1.2802368232200934e-07,9.062350647681683e-08
1998,7.962775760983476e-08,9.53625831634497e-08
1999,1.0465760960642889e-07,1.0648568560256422e-07
2000,7.554833747480671e-08,1.033819359008703e-07
2001,6.571817845468786e-08,1.3932253395410044e-07
2002,9.857748395347699e-08,1.0646368586719746e-07
2003,6.708745914352221e-08,1.220908396604159e-07
2004,7.179809924373615e-08,1.233341553330547e-07
2005,9.052536498188601e-08,1.2610498956178162e-07
2006,6.300371602208088e-08,1.3300784207359584e-07
2007,6.710725664049733e-08,1.226305199608646e-07
2008,6.897052440280049e-08,1.5667377439854135e-07
2009,5.8648769396540956e-08,1.478139646238219e-07
2010,3.779034385420488e-08,2.0595737737494346e-07
2011,2.600300991195681e-08,2.3287988959452832e-07
2012,4.221273197657638e-08,2.4680832044765566e-07
2013,5.1040988435779866e-08,2.5632057898405947e-07
2014,8.07711035832881e-08,2.925516362495273e-07
2015,4.0341671697641246e-08,3.169702917915629e-07
2016,2.89987598378616e-08,3.1567223146566903e-07
2017,9.45869841617597e-08,3.7231046956520686e-07
2018,4.336864023457565e-08,3.740545366781589e-07
2019,8.163160458707353e-08,4.160660953544948e-07
