year,on_PRON écrit_VERB,on_PRON ecrit_VERB,on_PRON décrit_VERB
1896,1.8363348317507189e-06,0.0,5.944205341279485e-07
1897,1.6250704106823832e-06,1.1653427112179315e-09,5.389710082681631e-07
1898,1.7127840123976057e-06,5.6583548957434e-10,5.069886128694634e-07
1899,1.6135001601469412e-06,2.7637891975018647e-09,4.2064870342528593e-07
1900,1.5090391514149815e-06,4.15284251431558e-09,4.6979030798866006e-07
1901,1.5788187397447473e-06,7.265360535413379e-09,5.801110916081598e-07
1902,1.4293836443357577e-06,1.4730851538580225e-09,3.761277298508503e-07
1903,1.5579635714857432e-06,0.0,4.552385775014045e-07
1904,1.7429909462407522e-06,2.1498500757388683e-09,4.4770628448986827e-07
1905,1.5972549363141297e-06,1.0321518084666081e-09,4.304072902527878e-07
1906,1.8976897422362526e-06,4.115347507216427e-09,5.097886983662647e-07
1907,1.4816531574979308e-06,5.142843373384665e-10,4.6902731298814615e-07
1908,1.7288089679823315e-06,9.822778146428846e-10,4.940857252222486e-07
1909,1.6414934691511007e-06,4.950885035270858e-09,4.0927316291572424e-07
1910,1.989627264720184e-06,5.344150677544235e-10,4.521151311109861e-07
1911,1.7557234741616412e-06,2.128149656499545e-09,5.054355369793484e-07
1912,1.613357710539276e-06,1.0418842455450772e-09,4.396751478452643e-07
1913,1.6068058812379604e-06,5.30298971401777e-10,3.802243568884478e-07
1914,1.5864585520830587e-06,1.4732836284281348e-08,4.848442571869782e-07
1915,1.6186766629289195e-06,3.534228465440492e-09,3.6049130613946545e-07
1916,1.6843779349073884e-06,1.0987462051303964e-09,2.95562735175281e-07
1917,1.9794395598182746e-06,2.1932848870420685e-09,3.5750543503354493e-07
1918,1.394446087488177e-06,3.44591288836682e-09,3.4803719017872936e-07
1919,1.368286206115954e-06,9.207848372660976e-10,3.600268847492316e-07
1920,1.6378737370814633e-06,2.2716695191604686e-09,5.482295648562285e-07
1921,1.5365104673037422e-06,6.815472852750304e-09,5.035876995407307e-07
1922,1.5272325981641188e-06,1.4755870969551665e-09,4.404627418352902e-07
1923,1.6327328182796919e-06,4.246379248229459e-09,4.6285534693879526e-07
1924,1.589537248491979e-06,1.289162443462999e-09,3.970620383597634e-07
1925,1.5056505446864321e-06,3.299453377181294e-09,3.9153514563849967e-07
1926,1.4278203650519572e-06,3.343841648018042e-09,4.4584554359516915e-07
1927,1.6110630269849935e-06,1.2264147475349318e-08,3.7461394697402284e-07
1928,1.3345616025617346e-06,1.1426041224282812e-09,5.244552880867559e-07
1929,1.551858559878383e-06,1.1140406375176326e-09,4.890638365395716e-07
1930,1.702634136790948e-06,6.302162347537887e-09,5.608924027455942e-07
1931,1.3378483458836854e-06,3.4216069977333063e-09,5.485976686259164e-07
1932,1.464194127720475e-06,2.1919073223131136e-09,5.118103558743314e-07
1933,1.5393628132187587e-06,1.1470661975820917e-08,6.870926654301002e-07
1934,1.4593564969800354e-06,0.0,7.224892613066913e-07
1935,1.4697052961309964e-06,1.196828414151696e-09,8.006781797575968e-07
1936,1.5034646310141397e-06,1.2124714565686645e-09,7.917438722415682e-07
1937,1.4555332938925858e-06,5.0364472592434595e-09,9.556658824294573e-07
1938,1.3859814202987764e-06,3.889564337278273e-09,9.036754420321813e-07
1939,1.5401109294543858e-06,1.2235240376412548e-08,1.0782305821521732e-06
1940,1.8460499973116384e-06,7.607348750937604e-09,1.1461739006790594e-06
1941,1.3222731922724051e-06,1.4757512545315876e-08,1.1835525128844893e-06
1942,1.6263374789105e-06,6.068423541449874e-09,9.9825570032408e-07
1943,1.6577472763401602e-06,5.806470415592457e-09,6.590343843981827e-07
1944,1.6580040664848639e-06,0.0,7.872306184708577e-07
1945,1.4530622536312876e-06,0.0,5.141269383557301e-07
1946,1.557771525995122e-06,4.1763312808029696e-09,6.598603476959397e-07
1947,1.7142212982435012e-06,2.3841741914054637e-09,6.258457290186925e-07
1948,1.4709664810652612e-06,1.0871887834440486e-09,1.3698578982257459e-06
1949,1.6885254581211484e-06,2.945102384188658e-09,1.163315488383887e-06
1950,1.5144754570428631e-06,9.571825110299415e-09,7.646824826679222e-07
1951,1.6749062297094497e-06,3.1984206394497505e-09,9.200789747865201e-07
1952,1.6840051557664992e-06,5.272402070488624e-09,9.416509954007779e-07
1953,1.5751334956348728e-06,8.619061908632375e-09,1.2066686849721009e-06
1954,1.8343050669500371e-06,3.9090144454689835e-09,2.0258467543499137e-06
1955,1.6734538235141372e-06,2.815682353940474e-09,2.3820672936381015e-06
1956,1.8584752865535847e-06,6.104798888628693e-09,2.2605198637393187e-06
1957,1.6733561949422437e-06,6.184526335495377e-09,5.894737000744499e-06
1958,1.6701659149020998e-06,1.6544486891589827e-09,6.983427851992019e-06
1959,1.8470032614459342e-06,7.750747821333448e-10,5.56581221644592e-06
1960,1.7108300198742654e-06,6.228750015768725e-09,4.956008865519834e-06
1961,1.7641376643950935e-06,7.642975030641708e-09,3.825656335720851e-06
1962,1.6292486009206186e-06,1.2683912808952869e-09,3.04477339341247e-06
1963,1.9016662804460793e-06,4.526237162849611e-09,2.587714448054612e-06
1964,2.0685492359007185e-06,4.867174663303331e-09,3.8809635043435264e-06
1965,1.7132967684574396e-06,1.3680108601477059e-08,3.006887880019349e-06
1966,1.8927018743397639e-06,4.985167278981351e-09,3.7017637168901274e-06
1967,2.051512637990527e-06,4.437301859283593e-09,2.3887475890660426e-06
1968,2.063356419057527e-06,5.838840522187638e-09,1.925020853832393e-06
1969,1.5859818063290732e-06,4.995933389206897e-09,1.9456890072433453e-06
1970,1.7419969822185521e-06,4.598724956395017e-09,2.11219446555333e-06
1971,2.1802220544486772e-06,2.569198631618974e-09,2.8399922484823037e-06
1972,2.3793621153345157e-06,8.721249833421041e-09,2.54403983035445e-06
1973,1.7774569585071731e-06,1.2129048654330177e-08,3.164027589264151e-06
1974,1.4857134544854489e-06,8.438357568252286e-09,3.347777635553939e-06
1975,1.5449553529833793e-06,5.140332159925265e-09,3.1001913498585054e-06
1976,1.5272257769538555e-06,2.285410694025103e-09,3.949761094190762e-06
1977,1.4921149045221682e-06,5.289103655048422e-09,3.0506375310324074e-06
1978,1.5724745594525302e-06,4.158414057542359e-09,1.6372269442399556e-06
1979,1.6496713328706392e-06,2.2822695289193007e-08,1.7684663475847628e-06
1980,1.5497720653456781e-06,3.979605589510271e-09,1.6145827999025641e-06
1981,1.6794333532743622e-06,1.012087935681194e-08,1.790763064946077e-06
1982,1.4935250192138483e-06,6.2075020679230875e-09,1.4966287835704861e-06
1983,1.753763285705645e-06,8.841442689089263e-09,1.5845128586988722e-06
1984,1.43119532935998e-06,4.639206907519622e-09,1.220691274284036e-06
1985,1.5255455139140395e-06,8.42178138338312e-09,1.0142231303689186e-06
1986,1.6820525843286305e-06,1.7983456945813714e-09,1.1425489105931774e-06
1987,1.8130793932868983e-06,4.27757174126242e-09,9.294552398841915e-07
1988,1.9560758630632336e-06,5.99655392008458e-09,8.017392474357621e-07
1989,1.5707005331933033e-06,9.329807926228284e-09,7.1016302172211e-07
1990,1.7043380182713008e-06,6.538381058796006e-09,8.559830746435182e-07
1991,1.8768412246572552e-06,2.9307325455363298e-09,7.877809196088492e-07
1992,1.5367234595942136e-06,6.61193322315512e-09,7.961869243899855e-07
1993,1.8512030806050461e-06,5.5392074260751656e-09,6.996019124017039e-07
1994,1.8219595858681714e-06,7.3848970827405935e-09,6.577833318033299e-07
1995,1.638664684833202e-06,5.9646960148818096e-09,6.338844968922785e-07
1996,1.4594344008855842e-06,6.4057104065540216e-09,5.514249181715059e-07
1997,1.5583406991481752e-06,5.274383707565278e-09,5.092177843835088e-07
1998,1.6416669268437545e-06,3.3376904573501065e-09,5.602551880201645e-07
1999,1.6370460116377217e-06,7.769342169616777e-09,5.662479196644199e-07
2000,1.7809085193221108e-06,8.836062659334232e-09,5.469522932344262e-07
2001,1.7349598806504218e-06,6.133696661692056e-09,5.288122650881633e-07
2002,1.6136038993863622e-06,6.133709984368352e-09,5.660538278107197e-07
2003,1.6246832785782317e-06,6.250384321226932e-09,5.429500475884197e-07
2004,1.68923742194238e-06,1.1892936191415515e-08,5.541227210414945e-07
2005,1.7744772833339084e-06,5.4044992925383895e-09,5.787318286820664e-07
2006,1.7468089197336667e-06,5.765045940631097e-09,5.592094538542369e-07
2007,1.6133703013565537e-06,5.592271312693242e-09,5.061005623474557e-07
2008,1.6020745476907905e-06,8.514879246135365e-09,5.223878645210789e-07
2009,1.731807515170658e-06,9.53638501499654e-10,4.97322488968166e-07
2010,1.659468466641556e-06,3.3066552274085836e-09,5.040287192059623e-07
2011,1.7261409084312618e-06,2.294383100176489e-09,5.831557388091824e-07
2012,1.8141263353754766e-06,3.404252713057332e-10,5.501272397623325e-07
2013,1.4907873548963835e-06,5.578250084070646e-10,3.9438229748611775e-07
2014,1.4683883478028292e-06,4.330890368553497e-10,3.388921783198384e-07
2015,1.3414714885584544e-06,8.866301581811342e-10,3.265015493525425e-07
2016,1.3300074499511538e-06,0.0,2.928874920371527e-07
2017,1.3028351588673104e-06,1.2578056929335446e-09,3.204888940899764e-07
2018,1.434520982002141e-06,0.0,3.0616194379717854e-07
2019,1.431359237358265e-06,2.55098775436835e-10,2.7142510106159534e-07
