year,un_DET are_NOUN,un_DET dard_NOUN
1850,1.3442211965752904e-07,3.584589851612918e-07
1851,1.0125618654655e-07,2.753910295361095e-07
1852,1.2825774886593422e-07,3.470120590876036e-07
1853,1.1406389655022053e-07,3.224843208027295e-07
1854,8.988499344830814e-08,2.4159839862036847e-07
1855,1.1091498564042013e-07,3.2213109335543777e-07
1856,1.0199063016358423e-07,2.210659819645855e-07
1857,9.226052422039999e-08,2.8117493400259264e-07
1858,9.102237541469549e-08,2.8138637819807855e-07
1859,1.1202781236008263e-07,2.846524991273469e-07
1860,9.245911714028665e-08,3.3733845938854756e-07
1861,9.290448810261864e-08,3.1408319234316195e-07
1862,1.418647754825031e-07,3.207770193913717e-07
1863,1.683187182965895e-07,2.6671274167000547e-07
1864,1.4096500455806904e-07,2.4213377103343703e-07
1865,1.0637468372820535e-07,2.9841393534013605e-07
1866,8.417510199976164e-08,2.972889374674992e-07
1867,1.640250335555038e-07,2.683604662934158e-07
1868,1.353525531655464e-07,2.6872915936948516e-07
1869,9.962379388106513e-08,2.7152367021443524e-07
1870,9.28915917519646e-08,2.603258120181806e-07
1871,1.2108142133371302e-07,2.4747342153297325e-07
1872,1.1066630656308973e-07,2.0137640266426615e-07
1873,6.644465111449449e-08,2.1549615913940556e-07
1874,7.946230157207523e-08,2.551158022612299e-07
1875,9.440519954662108e-08,2.5975734274652496e-07
1876,9.371322651219316e-08,2.509096239666775e-07
1877,8.102109150254222e-08,1.8739992735383737e-07
1878,8.213160263004227e-08,2.7900589300022816e-07
1879,1.2646303693131244e-07,1.9061094569394754e-07
1880,9.370055242818864e-08,1.9253538363628309e-07
1881,9.203710221727945e-08,2.1196422883562605e-07
1882,1.1513815967312269e-07,2.475803242418806e-07
1883,1.4471285614270357e-07,2.350794033323389e-07
1884,9.242376020068832e-08,2.766110940299882e-07
1885,1.6371914757229433e-07,2.4106677054547276e-07
1886,1.2777858227064343e-07,1.7811559782643371e-07
1887,1.2404956895029073e-07,1.690991509040174e-07
1888,1.0905857417142784e-07,1.9909530735162662e-07
1889,1.2655575876152625e-07,1.7354429304727859e-07
1890,1.5075088288796223e-07,1.612379119109164e-07
1891,1.3832057632612305e-07,1.2365986756801561e-07
1892,1.1095266749805432e-07,1.8617481511995493e-07
1893,1.114673375823827e-07,1.8475249463634213e-07
1894,1.0586585896810163e-07,2.7663758395135574e-07
1895,9.509410947572405e-08,1.3902999951298511e-07
1896,7.135404911373655e-08,1.4565661210497183e-07
1897,1.1303824309916166e-07,1.1536892552399536e-07
1898,1.216546299254162e-07,1.4372221812664066e-07
1899,1.1055156967643143e-07,1.5864150171296387e-07
1900,1.225088535061758e-07,1.1472227745557007e-07
1901,1.2798212334352854e-07,8.941982448940067e-08
1902,1.0164287767011615e-07,1.5467394787194166e-07
1903,9.34238104655094e-08,1.2636516077968452e-07
1904,9.835564274141007e-08,1.4081518262543113e-07
1905,1.0115087789586141e-07,1.0785986193084796e-07
1906,1.1471531824458481e-07,1.2603252041998303e-07
1907,8.948547225440251e-08,1.2137110583232413e-07
1908,9.478980600441389e-08,1.0854169563145888e-07
1909,1.2102164137495208e-07,1.5622792925995554e-07
1910,1.1810572808634845e-07,1.8009787927653065e-07
1911,1.3354139472010473e-07,1.5748307857776922e-07
1912,1.224213976858124e-07,1.5628264149469828e-07
1913,1.4477161336401423e-07,1.5113520124288016e-07
1914,1.151839890134454e-07,1.4464965936156204e-07
1915,9.778032228346945e-08,1.1427339074998599e-07
1916,1.109733647197686e-07,1.1756584372690781e-07
1917,1.0966424524028184e-07,1.5462658442544353e-07
1918,1.7344428826504554e-07,1.5162016975267534e-07
1919,1.390385036548203e-07,8.655377303767864e-08
1920,1.4462962916184097e-07,1.340284998541108e-07
1921,1.0223209084836427e-07,1.279794301645154e-07
1922,1.2690049722152708e-07,1.6231457777848846e-07
1923,1.1040586356259041e-07,1.1146745659829094e-07
1924,1.2118126879734348e-07,1.1731378490864586e-07
1925,9.348451457391604e-08,1.561741269640038e-07
1926,9.697140512798796e-08,1.7387975370652953e-07
1927,9.69982593135299e-08,1.4605484033314298e-07
1928,1.4625332145357106e-07,1.4282551652478048e-07
1929,8.021092501309113e-08,1.7824649889419675e-07
1930,1.3654684727359978e-07,1.1869072125136881e-07
1931,1.1405356659111021e-07,1.585344531207511e-07
1932,1.0630750701956515e-07,8.87722464426588e-08
1933,8.029463227643419e-08,1.1011836020813348e-07
1934,8.626737901806791e-08,1.2940105875713925e-07
1935,1.089113839114475e-07,1.615718376868358e-07
1936,1.4185915464537402e-07,1.1518478792993392e-07
1937,1.0324717014675855e-07,1.1080184192380216e-07
1938,1.335417136871797e-07,1.1279736256142314e-07
1939,9.482311291719725e-08,1.177641895111492e-07
1940,1.217175815693139e-07,9.382397081481031e-08
1941,2.1841119535181974e-07,1.5052663115966425e-07
1942,3.4590012876201115e-07,1.88121125344054e-07
1943,2.4096852158095317e-07,1.7129087925837894e-07
1944,1.6065930807940276e-07,1.3495382056305516e-07
1945,1.1546071476686848e-07,1.8517283972840914e-07
1946,1.2946627681031941e-07,1.350347051953804e-07
1947,8.344609869759267e-08,1.335137560509736e-07
1948,1.1632919849624557e-07,1.44596105089434e-07
1949,8.344457014253237e-08,1.3252961661436302e-07
1950,1.6059396301670859e-07,1.6697516880270769e-07
1951,1.1194472115949594e-07,1.1834156232737314e-07
1952,1.2970109430909815e-07,1.655534163091943e-07
1953,1.3144069577197826e-07,1.3144070010184805e-07
1954,1.1042966008290023e-07,1.3583825531071625e-07
1955,9.76103229355374e-08,1.38906993907284e-07
1956,1.2558444195676088e-07,1.1686329992599553e-07
1957,1.4401111131379096e-07,1.2899154744339114e-07
1958,8.520411026724517e-08,1.1332973282041081e-07
1959,9.533419831342371e-08,1.0463509436675622e-07
1960,9.82758352474633e-08,1.2872749421966034e-07
1961,8.685198760183255e-08,1.0839128528061792e-07
1962,6.659053974900075e-08,1.1732619076276762e-07
1963,1.1315593217986475e-07,1.3578711621775597e-07
1964,6.449006278996805e-08,1.3993127145894846e-07
1965,6.073968217279457e-08,1.1546011313701143e-07
1966,4.3758689449724386e-08,1.1133540445129597e-07
1967,4.6345153603688516e-08,1.3509119733967623e-07
1968,4.715986617886969e-08,1.3968303336220345e-07
1969,3.9059117246109665e-08,1.2944010074900092e-07
1970,4.2308268943802574e-08,1.0071207601214383e-07
1971,3.596878195288866e-08,1.2794609549615643e-07
1972,4.719735197111774e-08,1.0619404089418083e-07
1973,5.182411616511118e-08,9.537842438067656e-08
1974,3.825388633638127e-08,8.269590279219585e-08
1975,3.655347269315712e-08,1.1651419917768635e-07
1976,4.228009747864192e-08,9.370184089751987e-08
1977,3.702372453062708e-08,1.0813278628063472e-07
1978,3.742572596276972e-08,1.1999994420364146e-07
1979,5.617894283105329e-08,1.2172104113528093e-07
1980,3.4679418559058206e-08,9.437350290131263e-08
1981,3.668818771007665e-08,8.033447751465417e-08
1982,3.9728013434547904e-08,1.1297654123332279e-07
1983,5.052252782800082e-08,1.2251712533384307e-07
1984,2.145633087868859e-08,1.3221739969537794e-07
1985,3.609334697785016e-08,1.0647537473928992e-07
1986,3.237022216939778e-08,1.1629302076876513e-07
1987,5.377518663696179e-08,8.860684141964725e-08
1988,3.418035615654347e-08,9.714417337214343e-08
1989,3.786804469996241e-08,1.0866481581217613e-07
1990,3.650596192006361e-08,9.044760407306285e-08
1991,2.9893472863751214e-08,9.847261672746299e-08
1992,2.1488782309120324e-08,9.697501568428635e-08
1993,1.550978068198816e-08,9.195084160751321e-08
1994,2.8484603120659813e-08,9.864113059698809e-08
1995,2.1689803453295298e-08,8.838594744986494e-08
1996,3.20285518107255e-08,1.1423516976805104e-07
1997,2.0138555933968405e-08,1.0548767681584081e-07
1998,2.8131962537258914e-08,8.821038988138241e-08
1999,1.8280805091919206e-08,9.688826474452128e-08
2000,1.8113928690333125e-08,1.2414668137950002e-07
2001,3.02303612975674e-08,1.060253225215746e-07
2002,2.0153618940366158e-08,1.104067828272548e-07
2003,1.541761440737588e-08,1.025063012249916e-07
2004,1.673820673731008e-08,8.236959958551893e-08
2005,2.2969122936977726e-08,8.241861537694462e-08
2006,1.3177248070483927e-08,8.318137889595789e-08
2007,1.5977917655618512e-08,9.626695388065265e-08
2008,1.7455502904217823e-08,1.089904584361534e-07
2009,1.4781396995289242e-08,9.53638499279208e-08
2010,1.0392344762522043e-08,1.0675772177393128e-07
2011,1.4148696353410983e-08,1.3919258501360332e-07
2012,1.0212758527750054e-08,1.4774456902344468e-07
2013,1.5898012406534434e-08,1.589801272849911e-07
2014,1.1043770259400176e-08,1.543962357963835e-07
2015,1.2634479462647619e-08,1.7732603563302973e-07
2016,1.470651400659051e-08,1.9884864332908592e-07
2017,1.1823373391450787e-08,1.6175381123417765e-07
2018,8.260693684647435e-09,1.5772761674526237e-07
2019,1.122434656330995e-08,1.660693058624929e-07
