year,son_DET essai_NOUN,son_DET décès_NOUN
1847,1.381204620898302e-06,2.4318046474292032e-06
1848,9.807125422867102e-07,2.0732536878398378e-06
1849,1.325623409709209e-06,2.7124165615788343e-06
1850,1.1514137074897235e-06,3.3320391850111264e-06
1851,1.1892765332532917e-06,2.188939404845769e-06
1852,1.4466432123327877e-06,3.149150746395435e-06
1853,1.3174081834321782e-06,2.0716631645711914e-06
1854,1.3108661978122882e-06,2.360390316979988e-06
1855,1.406338316911615e-06,3.071655264363926e-06
1856,1.042168189080428e-06,4.699852566680818e-06
1857,1.153988722801813e-06,2.5984273506196587e-06
1858,1.2875261887757006e-06,2.151749367129696e-06
1859,1.3366954707549894e-06,2.3780450533195108e-06
1860,1.0893697517389e-06,2.7019115691473417e-06
1861,1.3275437567017434e-06,2.3103506219257497e-06
1862,1.235217458983584e-06,2.2070362550863365e-06
1863,1.38201153632167e-06,2.396419123584792e-06
1864,1.3036865045279455e-06,2.202697995556946e-06
1865,1.171533563493199e-06,2.242811358854624e-06
1866,1.0611901553048142e-06,2.603589386751537e-06
1867,1.1962180543889644e-06,2.456978407394672e-06
1868,1.2310165971030074e-06,2.564288525519487e-06
1869,1.1837650326640414e-06,2.3577631118598674e-06
1870,1.2614907198837955e-06,1.8985435019658325e-06
1871,9.548438342221743e-07,2.3950755458912454e-06
1872,9.445943902619547e-07,2.200021942400099e-06
1873,1.0433605632798049e-06,2.3590844104859343e-06
1874,9.218821599432658e-07,2.298432217884283e-06
1875,1.2924929730928625e-06,2.5472239286727927e-06
1876,1.163253250169305e-06,2.2436760396260524e-06
1877,1.1794444176871366e-06,2.227152329226101e-06
1878,1.5121878327306604e-06,2.7363111421152553e-06
1879,1.2469132926185011e-06,2.394244621228836e-06
1880,1.3496730524309442e-06,2.4670200531318187e-06
1881,1.2090327956570945e-06,2.3811113223359825e-06
1882,1.2392326897980865e-06,2.7153971018378797e-06
1883,1.1937231008118943e-06,2.6181021723914455e-06
1884,1.0305248885345009e-06,2.4082991458840297e-06
1885,1.054505984754428e-06,2.5846998283896028e-06
1886,1.0131937937529756e-06,2.589775061068167e-06
1887,9.231899600337101e-07,2.82114832117486e-06
1888,1.0493717432780159e-06,2.506445001770885e-06
1889,9.61071968674787e-07,2.3450406487768305e-06
1890,8.966400635301852e-07,2.92784437760929e-06
1891,1.1097517038649585e-06,2.8154929552215435e-06
1892,9.722462639416563e-07,2.545642853846175e-06
1893,8.923545662398169e-07,2.7805251718859836e-06
1894,9.187644245400861e-07,2.8571178418701493e-06
1895,9.924694968077574e-07,2.866064317430528e-06
1896,1.0131095642407217e-06,2.4785213526001826e-06
1897,1.0453123859832658e-06,2.6132810120316208e-06
1898,1.0501906491100499e-06,2.7420388128973627e-06
1899,9.678789858469372e-07,2.882632173850652e-06
1900,1.0205610436742063e-06,2.495858396400763e-06
1901,1.1937546648965736e-06,2.45680966415307e-06
1902,9.663438600426844e-07,2.2602035691932088e-06
1903,9.947205974469853e-07,2.615866783628462e-06
1904,1.050739218300123e-06,2.683550444970706e-06
1905,9.635137061536625e-07,3.021108245349069e-06
1906,1.0581587250868552e-06,2.8308447923564017e-06
1907,1.0455400420994465e-06,2.9998204738035383e-06
1908,1.2288295518914083e-06,2.445380673066211e-06
1909,1.0770925982228619e-06,3.3104918841786457e-06
1910,1.0276801916120348e-06,2.463653363093954e-06
1911,1.1768667746991923e-06,2.7506334845384117e-06
1912,1.0892899915404541e-06,2.5166713726321177e-06
1913,1.1401428032797867e-06,2.435663233768537e-06
1914,9.797336204542262e-07,2.351226754626623e-06
1915,8.682421714922839e-07,1.935579177825275e-06
1916,9.778841407737104e-07,1.941484590872733e-06
1917,9.266628566706459e-07,1.8949981637206292e-06
1918,8.511404816502477e-07,1.787280140774783e-06
1919,9.069730459998482e-07,2.138983248300974e-06
1920,9.995346044178177e-07,1.852925077372447e-06
1921,1.0427673320378972e-06,1.8962159700208758e-06
1922,9.78314272259695e-07,1.9020317267859355e-06
1923,1.099812212856932e-06,1.779232931653496e-06
1924,1.3458855843140327e-06,1.8177190739265825e-06
1925,1.1361117699948409e-06,1.881788222135583e-06
1926,1.1881783272826851e-06,1.8825828078661289e-06
1927,1.2554027506439525e-06,2.1707541293380928e-06
1928,1.1380336815136616e-06,2.32519936105291e-06
1929,1.058338586545915e-06,2.083255992602062e-06
1930,1.1123316125960514e-06,1.9295119955131668e-06
1931,1.5009449612080061e-06,1.8659163103507126e-06
1932,1.0860900960807385e-06,1.8170911886272734e-06
1933,1.4108914534460837e-06,1.837600137832851e-06
1934,1.03640666182514e-06,1.6270985767619095e-06
1935,1.0723582803962017e-06,1.9197127514303247e-06
1936,1.2161088669415676e-06,1.812644796927998e-06
1937,1.0664676910465687e-06,1.85215344572498e-06
1938,1.2070614756609643e-06,1.8773630685586795e-06
1939,1.1195244873363208e-06,1.8628153810595904e-06
1940,1.0523499067716102e-06,2.660036230395235e-06
1941,1.0979589326609585e-06,2.0424398101681618e-06
1942,1.2470610180059793e-06,2.108777216847102e-06
1943,1.4516175825818323e-06,2.0293613189892312e-06
1944,1.230650312322723e-06,1.9439776295371303e-06
1945,1.1088585250007554e-06,1.5815938922969508e-06
1946,1.2278414125432846e-06,1.2918784548787698e-06
1947,1.3875893927206562e-06,1.6093176000708809e-06
1948,1.3231087763188043e-06,1.3861656995572957e-06
1949,1.235961361700788e-06,1.4725512578195321e-06
1950,1.1347930772842574e-06,1.586795946195707e-06
1951,1.1237117458762214e-06,1.7655281538964118e-06
1952,1.205271100701566e-06,1.6565887150932213e-06
1953,1.2346806208540784e-06,1.5902169039350156e-06
1954,1.4443808087349908e-06,1.4697894812343293e-06
1955,1.3402647898175246e-06,1.61432453182897e-06
1956,1.198284875769673e-06,1.7093437492121666e-06
1957,1.270478423798238e-06,1.4913544035266568e-06
1958,1.201129748551466e-06,1.3880824099032907e-06
1959,1.3098763851360218e-06,1.4261376399815617e-06
1960,1.4471462463916396e-06,1.4471462783660627e-06
1961,1.6752012150789142e-06,1.5126142827170952e-06
1962,1.324200489705163e-06,1.6349563161099923e-06
1963,1.5531459851558793e-06,1.4561551893166325e-06
1964,1.3299555137180619e-06,1.651797347790307e-06
1965,1.4889430151043825e-06,1.635593761761811e-06
1966,1.5598034721620024e-06,1.4573305868736952e-06
1967,1.4164853983089642e-06,1.4288112168969747e-06
1968,1.6631712629333606e-06,1.2715198280943696e-06
1969,1.4261119805070166e-06,1.4742545566548415e-06
1970,1.426984338692705e-06,1.760391885596846e-06
1971,1.563100499701875e-06,1.2039265513408282e-06
1972,1.4420842910922715e-06,1.5180104107059833e-06
1973,1.5062072318272612e-06,1.642383370636935e-06
1974,1.3428239391544139e-06,1.6758577814357523e-06
1975,1.4181605187957302e-06,1.5660878140977275e-06
1976,1.6055010334525832e-06,1.5660777066273113e-06
1977,1.545005947178879e-06,1.5767405727729056e-06
1978,1.7287121325537669e-06,1.982969312308569e-06
1979,1.4752825254760182e-06,1.6959018545037452e-06
1980,1.6901952903936035e-06,1.5617108850563e-06
1981,1.6028942049217676e-06,1.7173867021824663e-06
1982,1.7418250619627429e-06,1.4252424875849101e-06
1983,1.7569209500578609e-06,1.408315473128141e-06
1984,1.7895740231921309e-06,1.6608360731140692e-06
1985,1.690371841611693e-06,1.7421056526245593e-06
1986,1.674259779704812e-06,1.64728460916308e-06
1987,1.7061400736650967e-06,1.6456429783318072e-06
1988,1.7827753948651548e-06,1.7575898958455127e-06
1989,1.8429114110318778e-06,1.7551015112360346e-06
1990,1.8416440568103098e-06,1.856900251340221e-06
1991,1.950695641461664e-06,2.310589675147412e-06
1992,1.902032739309334e-06,1.8507903014608473e-06
1993,1.9946686560246008e-06,1.886100076120556e-06
1994,2.0566939067379053e-06,2.1321254237705034e-06
1995,2.1722338310325995e-06,2.0242008460513716e-06
1996,2.162461150589934e-06,2.3962696786838933e-06
1997,2.292918552804224e-06,2.1298920458434623e-06
1998,2.2577092542164223e-06,2.5018373648322267e-06
1999,2.3116077265683543e-06,2.304752420911882e-06
2000,2.3976656713387e-06,2.2770533831817374e-06
2001,2.306269836438446e-06,2.5139393216022654e-06
2002,2.4179961295445196e-06,2.339134127282705e-06
2003,2.454317584721366e-06,2.1497155771044163e-06
2004,2.4887070546597556e-06,2.5561004193264125e-06
2005,2.642349951287315e-06,2.7481878959179085e-06
2006,2.9113482202802743e-06,2.7663983672709946e-06
2007,2.6091940483752296e-06,2.862443970741424e-06
2008,2.6255630505289673e-06,2.9814850464049414e-06
2009,2.2901628913274408e-06,2.5042546241138552e-06
2010,2.075634604636889e-06,2.2428569010912724e-06
2011,1.6156281175128129e-06,1.9647567626179807e-06
2012,1.3014458568605392e-06,2.103828229849114e-06
2013,1.201276138118601e-06,2.279830724205567e-06
2014,1.1732382185769552e-06,2.1810363648455677e-06
2015,1.2324159310850291e-06,2.323857543728991e-06
2016,1.1589147428381352e-06,2.150258055166887e-06
2017,1.2077449929037698e-06,2.5463017507831864e-06
2018,1.1206146686149054e-06,2.5884367218509396e-06
2019,1.1196285525372218e-06,2.433387237488205e-06
