year,ton_DET oeil_NOUN,ton_DET deuil_NOUN
1898,6.790025763869778e-09,2.7160103610590625e-08
1899,6.080336234504102e-09,2.2110313580014918e-08
1900,5.19105292084987e-09,2.5955266269583888e-08
1901,5.029864968975062e-09,2.403157695063385e-08
1902,6.38336894454028e-09,1.3748794658319241e-08
1903,1.1340462569009446e-08,2.754112315983548e-08
1904,2.6873125946735854e-09,3.0097901060344157e-08
1905,1.9610884693932462e-08,1.5998352864698973e-08
1906,8.745113966313056e-09,1.8004646384905953e-08
1907,5.65712765521198e-09,3.342848198251147e-08
1908,2.9468334439286537e-09,3.5362000438965424e-08
1909,7.151278402783845e-09,3.850688434781091e-08
1910,6.412980702030779e-09,2.6720753276698872e-08
1911,1.0640748393520028e-08,5.533189073592126e-08
1912,1.3544495081063701e-08,3.125652803248613e-08
1913,1.0075680068055703e-08,3.977242157837679e-08
1914,4.687720545071272e-09,2.1429579888376793e-08
1915,4.712304768617059e-09,3.2986132492140996e-08
1916,2.307367008569372e-08,1.538244731591476e-08
1917,1.096642476827725e-08,3.838248474608008e-08
1918,1.378365155346728e-08,3.79050408838566e-08
1919,1.1049417880659718e-08,5.156395094241262e-08
1920,9.086678076641874e-09,2.7260033341747203e-08
1921,9.087297248022708e-09,4.013556026416509e-08
1922,1.1804696775641332e-08,6.049907241845176e-08
1923,1.9108706617032567e-08,5.6264525927218756e-08
1924,2.0626598762341075e-08,2.7072411645789884e-08
1925,8.798542339150117e-09,2.6395626573361142e-08
1926,1.2260752302317712e-08,5.3501465480110255e-08
1927,1.6723837648058293e-08,2.8987984013184587e-08
1928,9.14083297942625e-09,3.085031252680892e-08
1929,7.798284684668033e-09,2.6736975744512392e-08
1930,1.7856125467119455e-08,3.151081173768944e-08
1931,1.1405356659111021e-08,2.0529642874578258e-08
1932,6.575721855917038e-09,4.055028579585951e-08
1933,8.02946331646126e-09,1.9500125292282178e-08
1934,7.188948103475923e-09,2.036868629318178e-08
1935,9.574627313213568e-09,4.188899538348778e-08
1936,1.333718646634452e-08,2.7886843056990074e-08
1937,1.0072894296442314e-08,2.3923124703451037e-08
1938,1.2965214457594243e-08,2.852347158466273e-08
1939,7.647025235257843e-09,1.5294050470515685e-08
1940,1.77504799747652e-08,2.282204625281281e-08
1941,2.066051862925633e-08,1.7709016475464523e-08
1942,1.2136847082899749e-08,5.158160121254696e-08
1943,3.1935586841669306e-08,5.8064703711835364e-08
1944,9.639558484764166e-09,5.462416652335378e-08
1945,1.3071024262956144e-08,2.6142049414090707e-08
1946,8.352662561605939e-09,3.7586979750869887e-08
1947,1.311295805273005e-08,3.4570524887200804e-08
1948,9.784699273041042e-09,7.610321262063735e-08
1949,1.3743811866362421e-08,3.2396127447320566e-08
1950,2.446133051670074e-08,3.296961992305114e-08
1951,1.2793682113709792e-08,1.5992102975204148e-08
1952,9.490323416017077e-09,4.639713857557126e-08
1953,1.2928592529881655e-08,3.124409886368085e-08
1954,2.1499578783945594e-08,2.6385847728960243e-08
1955,1.6894093679553635e-08,2.440258128899586e-08
1956,3.3140338695503146e-08,4.098936612351167e-08
1957,1.590306802912167e-08,2.9155624414745063e-08
1958,1.0753916535044539e-08,2.6471179026543723e-08
1959,1.5501496086756106e-08,2.40273188012452e-08
1960,1.8686250546906535e-08,3.806458237498589e-08
1961,2.014966149488373e-08,2.6403004560471288e-08
1962,2.156265105357491e-08,2.917300001570311e-08
1963,2.5217607557692645e-08,3.750310795247458e-08
1964,2.190228598486499e-08,2.6769461314302134e-08
1965,1.9699356812452606e-08,3.283226135408768e-08
1966,2.714146618565394e-08,2.2156299128717194e-08
1967,2.859594561144263e-08,2.4158643974203642e-08
1968,1.5270813474854705e-08,4.446501833399452e-08
1969,1.952955788753208e-08,2.906725016238454e-08
1970,1.655541059797372e-08,1.79350284068569e-08
1971,3.134422410511206e-08,2.7747345754391972e-08
1972,2.462470471975564e-08,2.0520588228656322e-08
1973,2.8117339789801576e-08,1.764225276978948e-08
1974,3.8816442948785834e-08,1.4063929631991101e-08
1975,4.5120694736056066e-08,2.4559365208176587e-08
1976,6.113473594027141e-08,2.0568696967870892e-08
1977,2.703319657015868e-08,2.2331770932471073e-08
1978,3.445542917646094e-08,2.5544542703315187e-08
1979,2.6919076412390552e-08,2.282269639941603e-08
1980,3.75219948445249e-08,2.6151693310882962e-08
1981,3.858585251315105e-08,2.0241758491579276e-08
1982,3.910726287248423e-08,2.0484757889960292e-08
1983,2.3366669932300965e-08,2.0840542402922324e-08
1984,2.841514157303493e-08,2.0296529790186923e-08
1985,4.210890658384869e-08,2.767156781491309e-08
1986,3.296966988308725e-08,2.3378492974845955e-08
1987,3.6664902669514277e-08,2.1387859316934765e-08
1988,3.1781735909675035e-08,1.559103945947271e-08
1989,3.12822970860438e-08,1.9757239066997556e-08
1990,3.759569178196642e-08,2.3429199913493903e-08
1991,4.747786985781488e-08,1.75843961613964e-08
1992,3.361065964435639e-08,2.424375467047213e-08
1993,3.7112688588969434e-08,1.883330469354405e-08
1994,4.219941307503916e-08,2.162719953124892e-08
1995,4.500634237514234e-08,2.4401028198006713e-08
1996,5.071187736405136e-08,1.4412848692302305e-08
1997,5.370281641603469e-08,1.822059936262832e-08
1998,3.7191406510039826e-08,1.8595703865642577e-08
1999,4.5244991975224025e-08,2.3765045709112087e-08
2000,1.5463109903635086e-08,2.5624583566141723e-08
2001,4.512648243970574e-08,2.672539145542885e-08
2002,3.98691155645281e-08,2.716357361265409e-08
2003,2.666830634101558e-08,2.6668306229993277e-08
2004,3.303593398840121e-08,3.039305962460048e-08
2005,4.3235996560753165e-08,2.7472872199396647e-08
2006,3.2119541415465136e-08,1.8942294122137326e-08
2007,2.4765773432022797e-08,3.115693980593193e-08
2008,2.426740586258802e-08,3.491100580843565e-08
2009,3.003961235314989e-08,3.9575998922458666e-08
2010,1.795041404406561e-08,4.676554932192545e-08
2011,1.5295888056154894e-08,5.200601804755678e-08
2012,3.268082537921657e-08,6.774463084946447e-08
2013,2.1755174772764008e-08,6.693899956555782e-08
2014,3.6379479873005494e-08,8.163728359988909e-08
2015,2.7485534959126312e-08,7.469859186759464e-08
2016,2.5891751409545805e-08,9.818151891494153e-08
2017,9.559323110863716e-08,1.091775339023826e-07
2018,3.381721547235372e-08,9.835388259382682e-08
2019,5.1529952804774126e-08,1.0178441389729898e-07
