year,son_DET art_NOUN,son_DET dard_NOUN
1898,5.8677140941654216e-06,6.733442270423495e-08
1899,5.90621749552156e-06,6.135612196089824e-08
1900,6.22199631550302e-06,5.8139793979172794e-08
1901,5.706661198701113e-06,5.979950779000376e-08
1902,5.162672437108995e-06,5.057592389334786e-08
1903,5.648090365184544e-06,9.234376352473816e-08
1904,6.030867027106979e-06,1.0749250112240816e-07
1905,6.53403679962139e-06,9.340974022054027e-08
1906,6.418399237873018e-06,7.767718424034342e-08
1907,6.826096026202322e-06,7.199980761596336e-08
1908,6.951089034146207e-06,6.581261402516247e-08
1909,7.355915329299023e-06,6.98624939010628e-08
1910,6.9794606361028855e-06,8.336875156889079e-08
1911,7.4325628531823895e-06,7.23570869887169e-08
1912,7.536990807466282e-06,8.074602919627694e-08
1913,7.332974163887229e-06,7.265096219066791e-08
1914,6.850768940580565e-06,1.0045115228507484e-07
1915,4.376552823259772e-06,1.0367070757411057e-07
1916,5.303648109133974e-06,9.009718682229106e-08
1917,5.495275189559834e-06,1.0747095879892754e-07
1918,5.79257947208589e-06,4.824278043713548e-08
1919,7.130557889922784e-06,8.471220447336947e-08
1920,8.392304465587586e-06,7.345064778618848e-08
1921,9.091083214229911e-06,7.042655170153012e-08
1922,9.215779229521104e-06,5.976127570583856e-08
1923,8.709323395805768e-06,1.4968486450328555e-07
1924,8.616761817847873e-06,6.574728672603669e-08
1925,8.266230466347224e-06,9.128487477028102e-08
1926,7.890351270134488e-06,7.022067194384363e-08
1927,7.76320550244236e-06,9.922809873774696e-08
1928,7.903392628350048e-06,8.798052042457982e-08
1929,8.18597044371927e-06,6.461435475557664e-08
1930,7.902911249857425e-06,6.932378227020308e-08
1931,6.902521903384695e-06,8.554017316697582e-08
1932,6.696276670936641e-06,6.13734059129456e-08
1933,6.726396321710126e-06,8.144170493551428e-08
1934,5.969223280999358e-06,9.585263960332213e-08
1935,7.822470308838092e-06,6.941604624444153e-08
1936,6.902599906766227e-06,7.517323297179246e-08
1937,6.242676235501676e-06,5.162358529542388e-08
1938,6.9623200715795974e-06,6.352954906585495e-08
1939,6.720205846022509e-06,7.341143959394003e-08
1940,6.169559952695636e-06,7.353770170581697e-08
1941,7.198714939704587e-06,6.788455753081735e-08
1942,8.46545077592964e-06,3.034211704111556e-08
1943,8.192929840333818e-06,6.67744117777147e-08
1944,8.26752776106332e-06,6.426372145540427e-08
1945,7.20649140362184e-06,7.406913615781718e-08
1946,8.198138345960615e-06,7.656607525774461e-08
1947,8.008440943285677e-06,7.27173108394652e-08
1948,7.779923038242487e-06,6.305695166020087e-08
1949,6.813003778916027e-06,4.417653665100829e-08
1950,6.765153372612076e-06,9.784532295498138e-08
1951,7.186850893958763e-06,2.9851925376078725e-08
1952,6.238306070827093e-06,5.5887461769543734e-08
1953,7.064398744205391e-06,6.8952495269059e-08
1954,7.362628934970417e-06,5.961246940522358e-08
1955,7.370517749905048e-06,5.443652639769425e-08
1956,6.643765573244309e-06,5.319896345667985e-08
1957,7.0865835368749686e-06,6.096175941827653e-08
1958,6.428360336485639e-06,3.970676926146055e-08
1959,6.0510089667786815e-06,3.9528815776179727e-08
1960,6.669607017784074e-06,6.228749832581926e-08
1961,6.408287276826741e-06,5.489045973305906e-08
1962,5.8789936900893736e-06,5.454082485645273e-08
1963,6.4770455026064155e-06,6.918677264433626e-08
1964,6.02860433218666e-06,6.266487051487246e-08
1965,6.175201150426801e-06,7.168376825461564e-08
1966,5.8874826436294825e-06,5.2621208723735435e-08
1967,5.969650260340131e-06,6.705256083705535e-08
1968,7.761166784803208e-06,6.826952242411366e-08
1969,5.260718040744905e-06,7.039724825297355e-08
1970,6.050082475894669e-06,8.461654354974257e-08
1971,5.876271444549275e-06,7.861748274606839e-08
1972,6.541963429640418e-06,5.797065782964239e-08
1973,5.0732499232708506e-06,6.17478856934639e-08
1974,4.585403601709004e-06,4.669224484832313e-08
1975,4.721109391425671e-06,5.31167669848287e-08
1976,4.519970971728071e-06,5.2564448571601474e-08
1977,4.415226314335996e-06,6.758299059272943e-08
1978,5.114255031912762e-06,6.653462059080795e-08
1979,4.951940042019487e-06,6.554210052467369e-08
1980,5.413400359088882e-06,4.7186750062877536e-08
1981,4.873835862895248e-06,5.1869505246493475e-08
1982,5.115602419891729e-06,5.9592022871868267e-08
1983,4.882370973291472e-06,5.304865524635716e-08
1984,5.046877220138413e-06,5.5090580097783004e-08
1985,5.179997273785375e-06,5.8952468906525723e-08
1986,5.016185426143238e-06,8.15250047470073e-08
1987,5.203360785799305e-06,5.8663840729611394e-08
1988,5.178624036261681e-06,4.8572086741582865e-08
1989,5.061695119934484e-06,5.872290675945635e-08
1990,5.818069581664531e-06,5.775569889010512e-08
1991,5.1405048679953325e-06,3.985796226402272e-08
1992,5.452089823165807e-06,5.5099442453077074e-08
1993,5.5995845684719825e-06,5.539207492688547e-08
1994,5.272289257618468e-06,4.9584311545558535e-08
1995,5.391543055566217e-06,6.886512843307102e-08
1996,5.478483871002027e-06,6.245567596430135e-08
1997,5.283494147079182e-06,5.8497711008520525e-08
1998,5.590154614765197e-06,5.531029856342684e-08
1999,5.475100977037073e-06,6.992407525219235e-08
2000,5.253481276668026e-06,6.715407829815945e-08
2001,5.190859752701726e-06,6.265132679317276e-08
2002,5.641260713673546e-06,6.046085765376574e-08
2003,5.425333540642896e-06,6.792084017437361e-08
2004,5.127617541234031e-06,5.0214622016042654e-08
2005,5.461246843196932e-06,5.764799482221861e-08
2006,5.803754049793497e-06,4.282605414740459e-08
2007,5.238759641201796e-06,6.47105665163572e-08
2008,4.852204071426058e-06,6.088138446158631e-08
2009,4.872139058420544e-06,7.247652944464278e-08
2010,4.029395540783298e-06,7.983210070783286e-08
2011,3.671013146799851e-06,8.145060437225737e-08
2012,3.712337630190632e-06,1.2868075138783297e-07
2013,3.5882093101236023e-06,1.2634737123207174e-07
2014,4.054362918282095e-06,1.29060539144632e-07
2015,5.91559656015761e-06,1.2612313327053926e-07
2016,3.9347175828652325e-06,1.307015571327952e-07
2017,3.2094168389562583e-06,1.1169314273473674e-07
2018,3.6148277686720576e-06,1.404317884201589e-07
2019,3.592045850098202e-06,1.1989642745291462e-07
