year,un_DET épi_NOUN,un_DET epi_NOUN,un_DET dépit_NOUN
1958,3.118635643062362e-07,2.4816730892496253e-09,9.92669231258958e-08
1959,2.782518344623952e-07,1.5501495642666896e-09,1.0153479923502573e-07
1960,2.9551959190854404e-07,2.076250060767393e-09,1.1142541644915127e-07
1961,2.946019401761646e-07,9.032606829162404e-09,1.2089796808112396e-07
1962,2.733383184239102e-07,5.7077609305622445e-09,1.1035003844028779e-07
1963,3.3364835339000365e-07,1.2932106496776896e-09,1.0022382257446338e-07
1964,2.762121655841554e-07,6.083968329129164e-10,9.73434928219774e-08
1965,2.9439592275082305e-07,1.0944086747954884e-09,1.0834646246848934e-07
1966,2.9080143715276563e-07,3.3234448526542337e-09,9.305645876089841e-08
1967,2.677172248333193e-07,2.9582014060558492e-09,1.3016085809169908e-07
1968,2.717306566424327e-07,8.982831700699023e-10,1.1138711286662328e-07
1969,2.5888019195008383e-07,3.1792303789579535e-09,9.810196877069188e-08
1970,2.317757412662047e-07,1.3796175035718505e-09,1.0485093060452755e-07
1971,2.6771050620766346e-07,3.596878239697787e-09,1.130447460084838e-07
1972,2.53429254470916e-07,2.5650733759263744e-09,9.234264553015237e-08
1973,2.3706776541843055e-07,3.859242758696979e-09,7.112032718303851e-08
1974,2.3458633346962188e-07,5.625571675160757e-10,5.625571664058526e-08
1975,2.2674576349857034e-07,1.1422960355389478e-09,6.682431763493923e-08
1976,2.2054213300037873e-07,2.8567634369203176e-09,6.913367633920586e-08
1977,2.8737463697581234e-07,1.7630345516828072e-09,7.228441534223862e-08
1978,2.691087770401168e-07,2.3762365408686037e-09,1.1227717311435015e-07
1979,2.5573123174638113e-07,8.777960247563499e-09,1.1645427100415162e-07
1980,2.2626899909283793e-07,5.685150683554241e-10,8.982538007851204e-08
1981,2.1190591592556984e-07,2.5302198114474095e-09,7.021359632597424e-08
1982,2.408510897389249e-07,0.0,7.076552899221156e-08
1983,3.0187212018972787e-07,4.420721344544631e-09,6.252162521036553e-08
1984,2.0528490463078697e-07,7.538710988796993e-09,6.726850010352337e-08
1985,2.5746588327990594e-07,1.2031116103372597e-09,6.256180151709145e-08
1986,2.517683976854812e-07,5.994485463567401e-10,6.953603293169408e-08
1987,1.9004640083863933e-07,4.2775717967735716e-09,8.677359719655442e-08
1988,2.212728409389797e-07,6.596209134457354e-09,6.056519175068331e-08
1989,2.0086526708595898e-07,1.6464366536794728e-09,5.872290709252326e-08
1990,2.3320225839285058e-07,3.814055737905164e-09,6.320435264051127e-08
1991,2.502845504182005e-07,1.1722930404189924e-09,7.737134222196573e-08
1992,2.6943626263431497e-07,1.1019888335184191e-09,7.328225848368675e-08
1993,2.0162715230753747e-07,6.09312805766038e-09,8.087242608922907e-08
1994,2.088870862948511e-07,1.5824779819872958e-09,5.907917688396935e-08
1995,2.0008843115704167e-07,3.253470548525428e-09,7.266083956736225e-08
1996,1.8363037312951747e-07,5.338092190498855e-10,5.017806614660003e-08
1997,2.023445535570545e-07,4.315405033317177e-09,6.425158805001274e-08
1998,1.6831496019165115e-07,1.43043876743576e-09,7.72436963281109e-08
1999,1.9469057166432435e-07,9.140402323914998e-10,7.220917996875187e-08
2000,1.6832699412105967e-07,8.836062992401139e-10,6.14106369090095e-08
2001,1.78753444490809e-07,1.7524847129024579e-09,1.0514908321823668e-07
2002,2.230041697970364e-07,1.314366449012283e-09,8.324321087993525e-08
2003,1.8459468908993415e-07,4.1669229178253886e-10,7.208776864331412e-08
2004,1.6473919561832417e-07,3.9643121285681815e-09,8.060768053042011e-08
2005,1.7519585693293038e-07,1.3511248786457486e-09,7.656374201303606e-08
2006,1.750103155728766e-07,8.235779835885637e-10,8.812284302273099e-08
2007,1.8214826003060125e-07,3.5950314392074745e-09,7.429732140629142e-08
2008,1.6263420099527082e-07,1.7029758714315335e-09,7.961412484824848e-08
2009,1.9787998795095518e-07,6.675469510497578e-09,8.487382840982605e-08
2010,2.1162592522827595e-07,1.417137907022692e-09,7.132927426489744e-08
2011,1.9999373357393324e-07,1.1471915639660324e-09,8.45097838375608e-08
2012,2.246806838357429e-07,1.7021263287730903e-09,8.102121129560658e-08
2013,2.1392589477642332e-07,6.136075203500013e-09,1.0738131095422432e-07
2014,2.7609425679031574e-07,0.0,9.722849059201621e-08
2015,2.544628472378463e-07,4.433150790905671e-10,1.6225331767039108e-07
2016,2.4566093159705815e-07,2.0713399884186856e-09,1.63221593574292e-07
2017,2.0929886179743562e-07,1.33327402451755e-08,8.880108204323278e-08
2018,2.0935694600154875e-07,1.135845340005659e-08,9.99027598425073e-08
2019,2.09180999632963e-07,5.6121731151215215e-09,1.2805959181960702e-07
