year,on_PRON eût_VERB,on_PRON dut_VERB
1946,4.774938702212239e-06,1.374012953192505e-06
1947,5.310747837938834e-06,1.4769959761906648e-06
1948,4.791241053681006e-06,1.3589859406692995e-06
1949,3.793291966758261e-06,1.201601833145105e-06
1950,4.54768064628297e-06,1.0773620999771083e-06
1951,5.0204541821585735e-06,1.3038894906003407e-06
1952,4.2358477685411344e-06,1.0354997357353568e-06
1953,3.816089588326577e-06,1.2023591011711687e-06
1954,4.751407118419593e-06,1.0016849785188242e-06
1955,3.7683215623474098e-06,1.0455567007738864e-06
1956,3.7849754335184116e-06,1.02124570844353e-06
1957,3.829988827419584e-06,1.0151458695872861e-06
1958,3.670394448818115e-06,9.82742506039358e-07
1959,3.3878519616337144e-06,9.463663417363932e-07
1960,3.772546165237145e-06,9.751454115303204e-07
1961,3.8006430713721784e-06,9.35917057631741e-07
1962,3.753169721676386e-06,8.675796721036022e-07
1963,3.875752327076043e-06,8.612783233274968e-07
1964,3.594408553908579e-06,8.913013402889192e-07
1965,3.3445129474785062e-06,9.76759736204258e-07
1966,3.957668809562165e-06,9.250254606740782e-07
1967,3.794879376073368e-06,8.79571871337248e-07
1968,4.013529178337194e-06,9.732898149650282e-07
1969,3.5834469827022986e-06,7.998035727041497e-07
1970,2.957899994271429e-06,8.015577463993395e-07
1971,3.2448979254695587e-06,8.092975889439913e-07
1972,3.0155003969412064e-06,7.772172665454491e-07
1973,2.748883389358525e-06,7.150625407348343e-07
1974,2.049958311545197e-06,6.784439534612829e-07
1975,2.0064429691046826e-06,6.699566199586116e-07
1976,1.980879801521951e-06,7.056205930666692e-07
1977,1.979300122911809e-06,6.470336728625625e-07
1978,2.7445531713965465e-06,7.027719561847334e-07
1979,2.49528147833189e-06,6.870216964216525e-07
1980,2.1768441342828737e-06,6.299146946275869e-07
1981,2.132975282620464e-06,6.116806332556735e-07
1982,2.098756510804378e-06,6.536500052334304e-07
1983,1.9678525404742686e-06,5.74062241298634e-07
1984,2.0348720681795385e-06,6.019370744070329e-07
1985,1.9087365217274055e-06,5.798997904093994e-07
1986,2.0489151211222634e-06,5.179235529340076e-07
1987,1.9890709381797933e-06,4.900875296698359e-07
1988,1.917697886710812e-06,5.660746893454416e-07
1989,2.270984964525269e-06,5.257621040755112e-07
1990,1.7353953012388956e-06,5.007310335258808e-07
1991,1.8223295796815364e-06,5.415993769020133e-07
1992,1.8436273307997908e-06,5.410765027136222e-07
1993,1.8356933537688747e-06,5.555824884595495e-07
1994,1.7639354155107867e-06,5.095579211911172e-07
1995,1.7205436506628757e-06,4.4789443620629754e-07
1996,1.5053419701871462e-06,4.820297192509315e-07
1997,1.4571684232578264e-06,3.9605829726951924e-07
1998,1.63880599757249e-06,3.9527790107740657e-07
1999,1.6375030327253626e-06,4.4148143274469476e-07
2000,1.5873986853875977e-06,4.1131873729227664e-07
2001,1.5360528209384938e-06,3.9562341669352463e-07
2002,1.7936720837496978e-06,4.048248527510623e-07
2003,1.597598270564049e-06,3.841902866952296e-07
2004,1.5738319234515075e-06,3.246331132800151e-07
2005,1.567304934724234e-06,3.5444507773263467e-07
2006,1.8592273249851132e-06,3.0678279472340364e-07
2007,1.5334806562350423e-06,2.8560528875232194e-07
2008,1.8221841742160905e-06,3.3889219253069314e-07
2009,1.637874106563686e-06,3.7573357758446946e-07
2010,1.674584666488954e-06,3.202731591045449e-07
2011,2.276792884003953e-06,2.952106328280024e-07
2012,3.6245078263164032e-06,3.9455288458611903e-07
2013,4.060966034558078e-06,4.278517735656351e-07
2014,4.495247594604734e-06,5.608503101939277e-07
2015,5.611260576188215e-06,4.7080062870463735e-07
2016,5.598003554041497e-06,6.690428193678599e-07
2017,2.274615781061584e-06,3.1973419822861615e-07
2018,4.276199547348369e-06,3.983202958579568e-07
2019,5.367533276512404e-06,4.127497987838069e-07
