year,un_DET hommage_NOUN,un_DET dommage_NOUN
1897,2.5491872150951167e-06,2.0539164324873127e-06
1898,2.5298505477167055e-06,2.251459363833419e-06
1899,2.5366057556652777e-06,2.0623394902941072e-06
1900,2.609542313791735e-06,1.795585262698296e-06
1901,2.5294631988970195e-06,2.2477906895801425e-06
1902,2.242526676354828e-06,1.8128768033420783e-06
1903,2.5732048953841513e-06,2.1131061203050194e-06
1904,2.6072306553714952e-06,1.9493766103551025e-06
1905,2.533932786263904e-06,2.260928567920928e-06
1906,2.473323959861773e-06,2.2047975107852835e-06
1907,2.6429070985045655e-06,2.079251544273575e-06
1908,2.7017551467167777e-06,1.7037608586178976e-06
1909,2.6921814146874112e-06,1.7883697864817805e-06
1910,2.586569031848285e-06,1.8608333220981876e-06
1911,2.8682137838131894e-06,2.0089732970518526e-06
1912,2.859972177304826e-06,1.9806218460871605e-06
1913,2.7967967497488644e-06,1.9276367311249487e-06
1914,2.9432189521116925e-06,1.8054421389024355e-06
1915,3.4246675895133194e-06,1.8048127685688087e-06
1916,3.647837502285256e-06,2.0151005628576968e-06
1917,3.746130502690903e-06,1.5681987406424014e-06
1918,3.6549648996242468e-06,1.5070125982674654e-06
1919,3.6951095907511444e-06,2.6113457352039404e-06
1920,3.3136086230456385e-06,1.9225897176511353e-06
1921,3.102554600786789e-06,1.9196913854102604e-06
1922,3.089141578982435e-06,2.1115652089065406e-06
1923,3.1869075627355414e-06,1.9745664303627564e-06
1924,3.219038660517981e-06,1.6836461327329744e-06
1925,2.900219442381058e-06,1.7366122619932867e-06
1926,3.012801329305148e-06,1.5972416349541163e-06
1927,2.9790728675038736e-06,1.9120921024295967e-06
1928,3.1970063432140705e-06,2.202940777351614e-06
1929,2.9176723259638493e-06,1.720078785183432e-06
1930,2.751944194301359e-06,1.9463177522993647e-06
1931,2.8182636668816485e-06,1.6549172414670466e-06
1932,2.815505006026342e-06,1.660369775891013e-06
1933,2.7885179392228565e-06,1.6219515828197473e-06
1934,2.892353407446535e-06,1.7816610125009902e-06
1935,2.86879780730942e-06,2.0310178570071002e-06
1936,2.918418722686056e-06,1.534988882667676e-06
1937,2.8745522442363836e-06,1.6821734334371286e-06
1938,2.93791766381446e-06,1.9318169961479725e-06
1939,2.927281308018337e-06,1.651757429499412e-06
1940,2.8071116986438938e-06,2.059055759673356e-06
1941,2.682915955176668e-06,1.6528414334970876e-06
1942,2.9583564256085992e-06,1.8599718032419332e-06
1943,3.2051717582248784e-06,1.4254884490583208e-06
1944,3.2324653105320067e-06,2.030733639912796e-06
1945,3.5836392555665952e-06,1.3114594139551627e-06
1946,2.908118766242751e-06,1.3865419532521628e-06
1947,2.8884270051321437e-06,1.6415038999184617e-06
1948,2.7223206728876903e-06,1.1643792277027387e-06
1949,2.7389453620685345e-06,1.667909714342386e-06
1950,2.891754867562213e-06,1.5453180139957112e-06
1951,2.842329770658125e-06,1.7889832406581263e-06
1952,2.6045664895946175e-06,1.8463952073943801e-06
1953,2.7063853522690806e-06,2.089045210595941e-06
1954,2.7607415020725057e-06,1.659376607676677e-06
1955,2.737781805706163e-06,1.6790852441772586e-06
1956,2.5770972698069272e-06,2.09743461709877e-06
1957,2.4994322274096703e-06,1.6927932620092179e-06
1958,2.3137464921774153e-06,1.5907523902569665e-06
1959,2.508917063437366e-06,2.1516075321414974e-06
1960,2.48665536162207e-06,1.5295041748686344e-06
1961,2.5374678429557207e-06,1.7898457826959202e-06
1962,2.4194564147705933e-06,2.3072036583471345e-06
1963,2.4474010515973532e-06,1.965680212379084e-06
1964,2.4871262809256223e-06,1.648755414862535e-06
1965,2.5516137398540195e-06,1.8085103192788665e-06
1966,2.2843144478201793e-06,1.5719894008725532e-06
1967,2.436078830214683e-06,1.8789509113048553e-06
1968,2.6979935796589416e-06,9.804761020859587e-07
1969,2.4511867948717736e-06,1.4774337842027307e-06
1970,2.432725636936084e-06,1.570464633005031e-06
1971,2.4540986203192006e-06,1.2219109066791134e-06
1972,2.5235193064077066e-06,1.2194359442219138e-06
1973,2.2537977244496687e-06,1.4295737855718471e-06
1974,2.2676679094502106e-06,1.5734724456706317e-06
1975,2.2611750907231e-06,1.6094951433842652e-06
1976,2.329404829026771e-06,1.3466782320392667e-06
1977,2.3677554850110027e-06,1.1071856533817481e-06
1978,2.46653347346637e-06,1.0746530278993305e-06
1979,2.484747810171939e-06,1.4729416761838365e-06
1980,2.560591838118853e-06,1.1637503121164627e-06
1981,2.4112994907454777e-06,1.2461332516977564e-06
1982,2.588528545288682e-06,1.108039214159362e-06
1983,2.9113605961583744e-06,1.1740172567442642e-06
1984,2.7133559825642806e-06,1.263603962797788e-06
1985,2.9109284298556304e-06,1.3282352711030398e-06
1986,2.8611680278345375e-06,1.4278864455263829e-06
1987,2.897138287494272e-06,1.2062752148267464e-06
1988,3.1170085748044585e-06,1.2089052461305982e-06
1989,2.9926729609996983e-06,1.1964106079176418e-06
1990,2.953168760200242e-06,1.4754946278117131e-06
1991,3.037411332229567e-06,1.4389896705324645e-06
1992,2.862416010884772e-06,1.2909798670079908e-06
1993,3.123559153550559e-06,1.0939934327325318e-06
1994,3.1185366395902747e-06,1.614127540960908e-06
1995,3.2106331815384692e-06,1.4418296814255882e-06
1996,3.0758086921878203e-06,1.3959111129224766e-06
1997,3.126271124642699e-06,1.4236042034099228e-06
1998,3.374881799800278e-06,1.5391520946650417e-06
1999,3.1717195980718316e-06,1.4647495163444546e-06
2000,3.33473025193598e-06,1.4583921483790618e-06
2001,3.2477922218276944e-06,1.3831485148330103e-06
2002,3.2372846590078552e-06,1.550076149214874e-06
2003,3.2806183867251093e-06,1.692604087111249e-06
2004,3.337510420919898e-06,1.3007348798055318e-06
2005,3.3805145420728877e-06,1.1223344245081535e-06
2006,3.5920354406471233e-06,1.2028356195514789e-06
2007,3.42766281846707e-06,1.005011085908336e-06
2008,3.1560399378349757e-06,1.2951131793670356e-06
2009,2.8418426865073343e-06,1.1238629440413206e-06
2010,2.5848594731314734e-06,1.1209560852876166e-06
2011,2.346389152307893e-06,1.0806544423758169e-06
2012,2.1794025144572515e-06,8.885099305189215e-07
2013,1.9696801558666266e-06,1.7487814147898462e-06
2014,2.1028637462450206e-06,1.4222644040273735e-06
2015,1.9423849764166334e-06,1.8805425270329579e-06
2016,2.029084711807627e-06,1.943331199072418e-06
2017,1.927209893892723e-06,2.0680840862041805e-06
2018,1.9859223243656743e-06,1.7220963854924776e-06
2019,1.980586901595416e-06,1.3390134654400754e-06
