year,certain_ADJ dépit_NOUN
1923,2.1231896241147297e-08
1924,3.867487308184536e-08
1925,2.859526304632709e-08
1926,1.671920735191179e-08
1927,2.5643217327342427e-08
1928,3.313552099371009e-08
1929,2.0052731031228177e-08
1930,2.3107928015519974e-08
1931,2.3951248095954725e-08
1932,2.4110979879310435e-08
1933,1.9500125958415992e-08
1934,1.9170528275935794e-08
1935,3.590485420090772e-08
1936,1.8187071404440758e-08
1937,3.399602022113868e-08
1938,2.074434313215079e-08
1939,1.8352860564618823e-08
1940,1.2678914806940611e-08
1941,2.9515025090631752e-08
1942,2.1239483061208375e-08
1943,4.064529335323641e-08
1944,2.8918675454292497e-08
1945,3.921307367704685e-08
1946,1.8097434661967782e-08
1947,2.622591566137089e-08
1948,2.391815279167986e-08
1949,2.5524220959027843e-08
1950,1.4889506516624351e-08
1951,6.396841278899501e-09
1952,3.268889159357968e-08
1953,2.3702419582605216e-08
1954,1.6613311615287785e-08
1955,2.5341140741375057e-08
1956,2.616342520411763e-08
1957,2.3854601849393475e-08
1958,1.5717262158432277e-08
1959,3.332821663093455e-08
1960,3.114374891310945e-08
1961,2.084447814354462e-08
1962,3.2343976386073336e-08
1963,1.681173777967615e-08
1964,4.1979379972190145e-08
1965,3.720989383282358e-08
1966,2.6033651678858405e-08
1967,2.7609878827661305e-08
1968,2.8745061442236874e-08
1969,2.5888018839737015e-08
1970,2.3913370839068193e-08
1971,2.8261185391897925e-08
1972,1.539044092169206e-08
1973,2.536073751002732e-08
1974,3.037808582462276e-08
1975,1.313640396460869e-08
1976,3.370981005446083e-08
1977,2.3507126911681553e-08
1978,2.5544542481270582e-08
1979,1.9311512389208474e-08
1980,1.5349906234973787e-08
1981,3.28928564385933e-08
1982,2.5450759721934446e-08
1983,2.3998200759933752e-08
1984,1.275781880138993e-08
1985,2.4062231318566774e-08
1986,2.577628777089558e-08
1987,2.3221103262471843e-08
1988,2.4585871116755698e-08
1989,2.3050112929468014e-08
1990,1.5256222951620657e-08
1991,2.3445860364290638e-08
1992,2.4794749364787094e-08
1993,2.9911721100006616e-08
1994,2.1099706870586488e-08
1995,3.253470381991974e-08
1996,3.042712393153124e-08
1997,2.3015493511024943e-08
1998,2.6224711291433778e-08
1999,2.376504681933511e-08
2000,1.767212509662386e-08
2001,1.7524847351069184e-08
2002,2.2782352004924178e-08
2003,3.000184634061043e-08
2004,2.378587282692024e-08
2005,2.1167622321627277e-08
2006,2.2648395159308166e-08
2007,2.75619083112133e-08
2008,1.958422224390688e-08
2009,2.813233557219519e-08
2010,2.3618964561933353e-08
2011,1.911985947344874e-08
2012,2.791487219155897e-08
2013,3.179602714453722e-08
2014,4.3958536366517365e-08
2015,3.0588740429493555e-08
2016,3.1484368889778125e-08
2017,2.9935776524325775e-08
2018,3.071945542387766e-08
2019,4.3621891876455265e-08
